"ID"	"culi.1"	"culi.2"	"culi.3"	"culi.4"	"culi.6"	"culi.7"	"culi.8"	"culi.10"	"culi.11"	"culi.12"	"culi.15"	"culi.21"	"culi.25"	"culi.27"	"culi.28"	"culi.29"	"culi.30"	"culi.32"	"culi.36"	"culi.38"	"culi.39"	"culi.42"	"culi.43"	"culi.46"	"culi.48"	"culi.50"	"culi.51"	"culi.52"	"culi.54"	"culi.55"	"culi.58"	"culi.59"	"culi.61"	"culi.62"	"culi.64"	"culi.65"	"culi.68"	"culi.74"	"culi.75"	"culi.77"	"culi.81"	"culi.82"	"culi.83"	"culi.84"	"culi.85"	"culi.86"	"culi.87"	"culi.88"	"culi.89"	"culi.90"	"culi.91"	"culi.92"	"culi.93"	"culi.95"	"culi.96"	"culi.99"	"culi.100"	"culi.103"	"culi.105"	"culi.106"	"culi.107"	"culi.108"	"culi.109"	"culi.111"	"culi.113"	"culi.114"	"culi.115"	"culi.116"	"culi.117"	"culi.118"	"culi.119"	"culi.120"	"culi.121"	"culi.122"	"culi.123"	"culi.125"	"culi.126"	"culi.127"	"culi.128"	"culi.129"	"culi.133"	"culi.134"	"culi.135"	"culi.136"	"culi.137"	"culi.138"	"culi.139"	"culi.140"	"culi.141"	"culi.142"	"culi.143"	"culi.144"	"culi.145"	"culi.146"	"culi.147"	"culi.148"	"culi.150"	"culi.151"	"culi.152"	"culi.153"	"culi.154"	"culi.156"	"culi.157"	"culi.159"	"culi.161"	"culi.172"	"culi.174"	"culi.177"	"culi.178"	"culi.183"	"culi.187"	"culi.192"	"culi.196"	"culi.199"	"culi.200"	"culi.201"	"culi.202"	"culi.416"
"njc141"	0.02	0.02	0	0	0.02	0.04	0.01	0	0.04	0	0.02	0.09	0	0.02	0	0	0.07	0.02	0	0.04	0	0	0	0	0.02	0	0.02	0	0	0.02	0.02	0	0	0.04	0	0.04	0	0.04	0	0	0.05	0.04	0	0	0.02	0.02	0	0.02	0.02	0.04	0.02	0	0	0.04	0	0.02	0	0	0.02	0	0.04	0	0	0	0	0.09	0.04	0.02	0.02	0	0	0.04	0	0.04	0.02	0	0	0.09	0.02	0.02	0	0	0	0	0	0.01	0.16	0	0	0.07	0.05	0	0.05	0.02	0.02	0.05	0	0	0.02	0.07	0	0.07	0.04	0	0	0.02	0	0.02	0	0	0.25	0	0	0.14	0	0	0.07	0
"njc142"	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.04	0.09	0.02	0.02	0.02	0	0.04	0.02	0	0.02	0.02	0.02	0	0.04	0.02	0	0.02	0.02	0.02	0	0.02	0.02	0.02	0	0.02	0	0	0	0.02	0	0.04	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.21	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.02	0	0	0	0	0
"njc143"	9.12	14.11	12.1	14.85	24.36	20.34	13.36	14.37	9.38	9.9	26.73	10.68	25.13	14.1	25.91	18.22	34.02	32.92	16.61	21.8	21.44	12.65	14.36	22.84	14.69	20.8	20.01	21.01	22.37	22.14	21.34	18.52	29.31	21.62	24.58	21.13	22.6	12.27	37.4	13.88	17.71	22.55	26.7	15.09	23.51	38.2	12.85	31.86	30.29	32.14	31.62	23.51	23.39	21.79	24.16	16.01	17.29	23.53	12.77	8.48	15.66	17.38	14.25	22.71	12.8	11.52	19.37	18.88	10.62	13.21	15.22	19.77	23.92	15.24	11.28	8.04	9.89	12.77	15.52	12.51	17.27	13.99	28.23	21.17	27.75	18.48	24.94	17.82	25.74	8.3	14.82	15.78	23.15	9.18	43.17	31.81	18.57	23.5	14.03	25.66	27.88	25.92	16.27	20.71	18.5	21.7	23.4	22.86	9.28	14.84	1.46	8.42	19.95	9.41	16.83	11.08	2.76	12.45
"njc144"	0.02	0.02	0	0	0.02	0.04	0.01	0	0.04	0	0.02	0.09	0	0.02	0	0	0.07	0.02	0	0.04	0	0	0	0	0.02	0	0.02	0	0	0.02	0.02	0	0	0.04	0	0.04	0	0.04	0	0	0.05	0.04	0	0	0.02	0.02	0	0.02	0.02	0.04	0.02	0	0	0.04	0	0.02	0	0	0.02	0	0.04	0	0	0	0	0.09	0.04	0.02	0.02	0	0	0.04	0	0.04	0.02	0	0	0.09	0.02	0.02	0	0	0	0	0	0.01	0.16	0	0	0.07	0.05	0	0.05	0.02	0.02	0.05	0	0	0.02	0.07	0	0.07	0.04	0	0	0.02	0	0.02	0	0	0.25	0	0	0.14	0	0	0.07	0
"njc145"	0.13	0.04	0.09	0.02	0.02	0.07	0.02	0	0.04	0	0.02	0.09	0.02	0.02	0	0	0.13	0.02	0	0.07	0	0.02	0	0	0.02	0	0.04	0	0	0.04	0.02	0.02	0	0.04	0	0.04	0	0.04	0	0	0.14	0.04	0.09	0	0.02	0.16	0.02	0.15	0.07	0.16	0.02	0.09	0.02	0.13	0	0.02	0.13	0.05	0.04	0.02	0.11	0.02	0.02	0.07	0	0.18	0.04	0.36	0.07	0.13	0.11	0.11	0.02	0.04	0.04	0	0.02	0.11	0.04	0.47	0	0.02	0	0	0	0.02	9.33	0.02	0.36	0.07	0.83	0	0.34	0.02	0.02	0.11	0.02	0.77	0.16	0.07	0	0.07	0.09	0	0	0.02	0	0.02	0	0	0.28	0.05	0.3	0.74	0.02	0.58	0.14	0.23
"njc146"	0.11	0.02	0.09	0.02	0	0.02	0.01	0	0	0	0	0	0.02	0	0	0	0.07	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.09	0	0.09	0	0	0.11	0.02	0.12	0.05	0.11	0	0.09	0.02	0.07	0	0	0.13	0.05	0.02	0.02	0.07	0.02	0.02	0.07	0	0.09	0	0.34	0.04	0.13	0.11	0.07	0.02	0	0.02	0	0.02	0	0.02	0.45	0	0.02	0	0	0	0.01	9.17	0.02	0.34	0	0	0	0.29	0	0	0.07	0.02	0.77	0.14	0	0	0	0.04	0	0	0	0	0	0	0	0.02	0	0.09	0.07	0	0	0	0.23
"njc147"	0.04	0.02	0	0	0.02	0.04	0.02	0	0.04	0	0.07	0.11	0	0.2	0.02	0.02	0.09	0.07	0	0.11	0.07	0.04	0.05	0	0.05	0.07	0.16	0.02	0	0.18	0.04	0.02	0	0.09	0.07	0.09	0	0.07	0.02	0.02	0.07	0.04	0	0.02	0.02	0.04	0.02	0.07	0.07	0.11	0.02	0.11	0.02	0.16	0.04	0.02	0.02	0	0.02	0.11	0.07	0.09	0.11	0	0	0.57	0.07	0.04	0.04	0.02	0.05	0.13	0	0.09	0.04	0	0.02	0.2	0.07	0.11	0	0	0	0	0	0.01	0.16	0	0.02	0.28	1.21	0	0.05	0.02	0.02	0.07	0.11	0.02	0.09	0.07	0	0.07	0.04	0.09	0.09	0.02	0	0.02	0	0	0.3	0.57	0.48	0.81	0.04	0.67	1.86	0
"njc148"	0.31	0.09	0.2	0.04	0	0.02	0.01	0	0	0	0	0	0.02	0	0	0	0.07	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0.04	0	0.02	0.11	0	0.09	0	0	0.11	0.02	0.15	0.07	0.13	0	0.09	0.02	0.16	0	0	0.16	0.05	0.02	0.02	0.07	0.02	0.02	0.09	0.02	0.11	0	0.34	0.04	0.13	0.11	0.07	0.02	0	0.02	0	0.02	0	0.02	0.45	0	0.02	0	0	0	0.01	9.17	0.02	0.34	0	0	0	0.29	0	0	0.07	0.02	0.77	0.14	0	0	0	0.04	0	0	0	0.02	0.02	0	0.09	0.37	0	0.09	0.3	0	0.63	0.09	0.23
"njc149"	1.3	0.85	0.79	0.34	0.31	2.76	1.49	3.61	1.29	2.19	1.56	2.52	1.61	1.88	1.93	2.75	1.83	1.73	2.25	1.8	1.87	1.46	1.51	1.05	1.53	1.64	3.13	1.21	1.7	2.58	1.32	3.22	0.54	1.57	1.19	1.36	0.98	0.78	0.82	0.86	1.63	1.48	0.2	0.97	3.43	5.95	0.18	3.3	2.7	1.77	1.1	3.46	0.83	1.81	0.9	0.94	1.16	0.45	0.43	1.6	0.69	1.82	1.35	1.1	1.08	4.39	0.67	0.83	0.8	1.69	1.04	1.86	1.1	1.28	0.45	0.42	0.78	1.32	1.56	1.32	2.94	1.17	0.45	1.04	0.09	0.4	2.11	1.21	1.33	3.22	10	1.85	0.93	0.16	0.45	0.88	2.17	2.23	2.83	0.59	1.12	0.58	0.49	2.77	1.44	0	0	0	0.02	1.47	0.02	2.41	3.16	0.53	0.02	0.58	0.07	1.2
"njc150"	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.04	0.09	0.02	0.02	0.02	0	0.04	0.02	0	0.02	0.02	0.02	0	0.04	0.02	0	0.02	0.02	0.02	0	0.02	0.02	0.02	0	0.02	0	0	0	0.02	0	0.04	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.21	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.02	0	0	0	0	0
"njc151"	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0	0.02	0.02	0	0	0	0	0	0.02	0	0.02	0	0.02	0.02	0.02	0	0.02	0	0.02	0.07	0.02	0	0	0	0.02	0.02	0.02	0	0.02	0	0.02	0	0.02	0	0	0	0.02	0	0	0.02	0.02	0.02	0	0.02	0.02	0.02	0	0	0.07	0.02	0	0	0	0.02	0	0.04	0.02	0	0.07	0	0.02	0	0.02	0	0	0	0	0	0.04	0	0	0	0	0.02	0	0	0.01	0.02	0	0	0.02	0.05	0.02	0.07	0	0	0	0.02	0.02	0	0	0	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02
"njc152"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.2	0.53	0.02	0.58	0.07	0
"njc153"	0.11	0.02	0.09	0.02	0	0.02	0.01	0	0	0	0	0	0.02	0	0	0	0.07	0	0	0.02	0	0.02	0	0	0	0	0.02	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0.09	0	0.09	0	0	0.13	0.02	0.12	0.05	0.11	0	0.09	0.02	0.09	0	0	0.13	0.05	0.02	0.02	0.07	0.02	0.02	0.07	0	0.09	0	0.34	0.04	0.13	0.11	0.07	0.02	0	0.02	0	0.02	0.02	0.02	0.45	0	0.02	0	0	0	0.01	9.17	0.02	0.36	0	0.78	0	0.29	0	0	0.07	0.02	0.77	0.14	0	0	0	0.04	0	0	0	0	0	0	0	0.02	0.05	0.3	0.6	0.02	0.58	0.07	0.23
"njc154"	0.13	0.04	0	0	0.07	0.11	0.22	0.02	0.09	0.09	0.16	0.07	0	0.25	0.07	0.02	0.07	0.07	0.02	0.18	0.11	0.11	0.09	0.02	0.05	0.07	0.16	0.04	0.09	0.2	0.07	0.04	0	0.11	0.16	0.07	0.02	0.09	0.02	0.07	0.05	0.04	0	0.11	0	0.04	0.02	0.07	0.09	0.11	0.09	0.13	0.07	0.13	0.09	0.07	0.02	0.07	0.07	0.22	0.04	0.13	0.22	0.04	0.04	0.5	0.09	0.11	0.09	0.04	0.11	0.13	0	0.04	0.11	0.07	0.09	0.2	0.04	0.16	0.02	0.07	0.02	0.18	0.02	0.09	0.02	0.13	0.02	0.63	1.61	0.04	0.11	0.09	0.02	0.05	0.18	0.09	0.11	0.05	0	0.02	0.04	0.14	0.11	0.31	0.09	0.07	0.04	0.04	0	1.3	4.03	0.6	0.04	0.67	0.16	0.07
