"ID"	"culi.1"	"culi.2"	"culi.3"	"culi.4"	"culi.6"	"culi.7"	"culi.8"	"culi.10"	"culi.11"	"culi.12"	"culi.15"	"culi.21"	"culi.25"	"culi.27"	"culi.28"	"culi.29"	"culi.30"	"culi.32"	"culi.36"	"culi.38"	"culi.39"	"culi.42"	"culi.43"	"culi.46"	"culi.48"	"culi.50"	"culi.51"	"culi.52"	"culi.54"	"culi.55"	"culi.58"	"culi.59"	"culi.61"	"culi.62"	"culi.64"	"culi.65"	"culi.68"	"culi.74"	"culi.75"	"culi.77"	"culi.81"	"culi.82"	"culi.83"	"culi.84"	"culi.85"	"culi.86"	"culi.87"	"culi.88"	"culi.89"	"culi.90"	"culi.91"	"culi.92"	"culi.93"	"culi.95"	"culi.96"	"culi.99"	"culi.100"	"culi.103"	"culi.105"	"culi.106"	"culi.107"	"culi.108"	"culi.109"	"culi.111"	"culi.113"	"culi.114"	"culi.115"	"culi.116"	"culi.117"	"culi.118"	"culi.119"	"culi.120"	"culi.121"	"culi.122"	"culi.123"	"culi.125"	"culi.126"	"culi.127"	"culi.128"	"culi.129"	"culi.133"	"culi.134"	"culi.135"	"culi.136"	"culi.137"	"culi.138"	"culi.139"	"culi.140"	"culi.141"	"culi.142"	"culi.143"	"culi.144"	"culi.145"	"culi.146"	"culi.147"	"culi.148"	"culi.150"	"culi.151"	"culi.152"	"culi.153"	"culi.154"	"culi.156"	"culi.157"	"culi.159"	"culi.161"	"culi.172"	"culi.174"	"culi.177"	"culi.178"	"culi.183"	"culi.187"	"culi.192"	"culi.196"	"culi.199"	"culi.200"	"culi.201"	"culi.202"	"culi.416"
"njc107"	1.34	0.87	0.79	0.36	0.33	2.9	1.53	3.73	1.36	2.32	1.72	2.74	1.7	2.11	2.06	2.99	2	1.93	2.39	2.04	2.25	1.84	1.73	1.19	1.78	1.82	3.76	1.25	1.97	2.89	1.41	3.24	0.56	1.66	1.32	1.52	1.05	0.87	0.85	0.97	1.83	1.61	0.25	1.01	3.52	5.97	0.23	3.61	2.99	2	1.21	3.93	0.94	2.48	1.16	1.23	1.27	0.57	0.49	1.89	0.83	2.02	1.46	1.43	1.15	5.35	0.83	0.89	0.91	1.91	1.13	2.12	1.12	1.37	0.52	0.4	0.81	1.48	1.7	1.61	3.14	1.39	0.47	1.08	0.09	0.4	2.45	1.43	1.4	4.54	11.51	2.03	1.08	0.18	0.49	0.97	2.39	2.41	3.35	0.75	1.23	0.67	0.6	3.04	1.73	0.02	0	0.02	0.02	1.43	0.28	4.8	7.92	0.74	0.04	0.67	0.23	1.32
"njc108"	0.25	0.04	0.04	0.02	0.09	0.09	0.07	0.02	0.09	0.02	0.11	0.2	0.02	0.25	0.09	0.07	0.11	0.18	0.07	0.18	0.22	0.11	0.11	0.09	0.07	0.18	0.18	0.07	0.04	0.27	0.07	0.04	0.16	0.11	0.09	0.13	0.09	0.11	0.04	0.09	0.14	0.16	0.04	0.07	0.04	0.07	0.02	0.11	0.16	0.2	0.07	0.13	0.11	0.29	0.18	0.07	0.04	0.09	0.07	0.16	0.11	0.2	0.27	0.09	0.09	0.66	0.09	0.16	0.09	0.07	0.09	0.2	0.09	0.18	0.04	0.02	0.07	0.31	0.13	0.13	0.11	0.09	0.02	0.02	0.02	0.07	0.16	0.04	0.05	0.6	1.39	0.04	0.11	0.05	0.02	0.07	0.2	0.18	0.14	0.2	0.02	0.09	0.07	0.14	0.16	0.02	0.02	0.02	0	0	0.25	0.92	0.55	0.74	0.02	0.67	0.23	0.14
"njc109"	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0.04	0.09	0.02	0.02	0.02	0	0.04	0.02	0	0.02	0.02	0.02	0	0.04	0.02	0	0.02	0.02	0.02	0	0.02	0.02	0.02	0	0.02	0	0	0	0.02	0	0.04	0	0	0	0.02	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0.21	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.02	0	0	0	0	0
"njc110"	0.02	0	0	0	0	0	0.01	0	0	0	0.04	0.02	0	0.18	0.02	0.02	0.02	0.04	0	0.07	0.07	0.04	0.05	0	0.02	0.04	0.13	0.02	0	0.16	0.02	0.02	0	0.04	0.07	0.04	0	0.02	0.02	0.02	0.02	0	0	0.02	0	0.02	0.02	0.05	0.05	0.07	0	0.11	0.02	0.11	0.04	0	0.02	0	0	0.11	0.02	0.09	0.11	0	0	0.48	0.02	0.02	0.02	0.02	0.05	0.09	0	0.04	0.02	0	0.02	0.11	0.04	0.09	0	0	0	0	0	0	0	0	0.02	0.21	1.16	0	0	0	0	0.02	0.11	0.02	0.07	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0.57	0.48	0.6	0.02	0.67	0.16	0
"njc111"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.2	0.53	0.02	0.58	0.07	0
"njc112"	0.11	0.02	0.09	0.02	0	0.02	0.01	0	0	0	0	0	0.02	0	0	0	0.07	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.09	0	0.09	0	0	0.11	0.02	0.12	0.05	0.11	0	0.09	0.02	0.07	0	0	0.13	0.05	0.02	0.02	0.07	0.02	0.02	0.07	0	0.09	0	0.34	0.04	0.13	0.11	0.07	0.02	0	0.02	0	0.02	0	0.02	0.45	0	0.02	0	0	0	0.01	9.17	0.02	0.34	0	0	0	0.29	0	0	0.07	0.02	0.77	0.14	0	0	0	0.04	0	0	0	0	0	0	0	0.02	0	0.09	0.07	0	0	0	0.23
"njc113"	0.04	0.02	0	0.02	0	0.11	0.08	0.18	0.02	0.16	0.16	0.13	0.09	0.25	0.16	0.27	0.11	0.22	0.13	0.22	0.4	0.38	0.23	0.16	0.25	0.2	0.65	0.07	0.27	0.36	0.07	0.09	0.02	0.09	0.13	0.13	0.09	0.04	0.02	0.11	0.16	0.11	0.04	0.07	0.11	0.25	0.05	0.36	0.27	0.22	0.09	0.52	0.11	0.65	0.27	0.27	0.13	0.11	0.04	0.31	0.09	0.25	0.13	0.34	0.07	0.93	0.11	0.07	0.09	0.22	0.09	0.22	0.07	0.09	0.04	0.02	0.04	0.13	0.13	0.29	0.25	0.25	0.02	0.05	0	0.01	0.23	0.22	0.11	1.27	2.39	0.18	0.11	0	0.02	0.07	0.27	0.2	0.52	0.09	0.13	0.04	0.07	0.29	0.31	0	0	0	0	0	0	2.48	5.03	0.6	0.04	0.67	0.16	0.11
"njc114"	0.38	0.13	0.2	0.04	0.04	0.09	0.06	0.02	0.07	0	0.09	0.13	0.02	0.2	0.02	0.02	0.16	0.09	0	0.16	0.07	0.09	0.07	0.02	0.05	0.09	0.16	0.04	0.07	0.22	0.04	0.04	0	0.11	0.09	0.11	0	0.13	0.02	0.07	0.18	0.07	0.09	0.02	0.02	0.18	0.05	0.21	0.16	0.27	0.04	0.2	0.07	0.34	0.07	0.02	0.18	0.11	0.07	0.13	0.13	0.11	0.16	0.09	0.07	0.71	0.07	0.45	0.09	0.18	0.16	0.22	0.02	0.09	0.07	0	0.04	0.25	0.09	0.56	0	0.02	0.02	0	0	0.03	9.35	0.02	0.36	0.3	1.25	0.02	0.41	0.02	0.02	0.14	0.16	0.81	0.23	0.07	0	0.09	0.11	0.11	0.09	0.02	0.02	0.04	0	0.09	0.67	0.57	0.59	1.11	0.04	1.3	1.95	0.25
"njc115"	0.13	0.04	0.11	0.02	0.02	0.07	0.02	0	0.04	0	0.02	0.09	0.02	0.02	0	0	0.13	0.02	0	0.04	0	0.02	0	0	0.02	0.02	0.02	0	0	0.04	0.02	0	0	0.04	0	0.04	0	0.04	0	0	0.14	0.04	0.09	0	0.02	0.13	0.02	0.15	0.07	0.16	0.02	0.09	0.02	0.11	0	0.02	0.13	0.05	0.04	0.02	0.11	0.02	0.04	0.07	0	0.2	0.04	0.38	0.07	0.13	0.11	0.11	0.02	0.04	0.04	0	0.02	0.09	0.04	0.47	0	0.02	0	0	0	0.02	9.33	0.02	0.34	0.07	0.05	0	0.34	0.02	0.02	0.11	0.02	0.81	0.23	0.09	0	0.07	0.09	0	0	0.02	0	0.02	0	0	22.37	0	0.09	3.05	0.04	0.25	2	0.25
"njc116"	7.67	13.22	11.36	14.52	23.94	17.49	11.8	10.71	7.97	7.68	25.03	7.94	23.52	11.97	23.89	15.41	32.15	30.99	14.29	19.82	19.35	11.08	12.71	21.68	13.09	18.96	16.73	19.71	20.56	19.29	19.96	15.28	28.61	19.91	23.28	19.61	21.53	11.36	36.53	12.9	16.04	20.89	26.54	14.05	20.04	32.3	12.67	28.57	27.45	30.25	30.43	20	22.44	19.76	23.06	15	16.21	22.97	12.28	6.75	14.93	15.38	12.63	21.59	11.59	6.53	18.61	18.17	9.77	11.56	14.21	17.75	22.75	13.78	10.81	7.6	9.06	11.11	13.85	11.5	14.22	12.76	27.74	20.11	27.64	18.01	31.81	16.59	24.72	4.45	4.16	13.87	22.34	8.98	42.7	30.93	16.2	21.83	11.2	24.87	26.74	25.23	15.73	17.78	16.91	21.68	23.38	22.84	9.26	13.37	0.07	5.13	16.52	3.82	16.72	10.05	2.02	11.32
"njc117"	0.27	0.67	0.65	0.76	1.78	1.16	0.72	0.71	0.53	0.69	1.41	0.72	1.95	1.52	2.31	2.12	2.76	2.11	1.69	2.56	1.63	1.16	0.72	1.39	0.79	1.9	1.86	1.12	0.8	1.46	1.57	1.81	2.33	1.03	1.01	1.07	0.94	0.42	5.88	0.45	0.18	0.31	0.65	0.45	3.65	5.64	0.45	0.54	0.34	0.36	0.36	0.31	0.38	0.18	0.18	0.43	0.38	0.43	0.25	0.11	0.22	0.13	0.25	0.36	0.13	0.09	0.54	0.2	0.13	0.13	0.32	0.34	0.27	0.2	0.16	0.22	0.2	0.34	0.29	0.07	0.18	0.18	0.38	0.45	0.33	0.4	0.07	0.18	0.23	0.35	0.59	0.31	0.36	0.05	0.67	0.14	0.16	0.32	0.11	0.36	0.16	0.4	0.27	0.54	0.27	1.57	2.81	3.36	1.2	1.47	0.02	0.35	2.02	0.55	2.17	1.37	0.26	0.18
"njc118"	0.02	0.02	0	0	0.02	0.04	0.01	0	0.04	0	0.02	0.09	0	0.02	0	0	0.07	0.02	0	0.04	0	0	0	0	0.02	0.02	0.02	0	0	0.02	0.02	0	0	0.04	0	0.04	0	0.04	0	0	0.05	0.04	0	0	0.02	0.02	0	0.02	0.02	0.04	0.02	0	0	0.04	0	0.02	0	0	0.02	0	0.04	0	0	0	0	0.09	0.04	0.02	0.02	0	0	0.04	0	0.04	0.02	0	0	0.09	0.02	0.02	0	0	0	0	0	0.01	0.16	0	0	0.07	0.05	0	0.05	0.02	0.02	0.05	0	0	0.02	0.07	0	0.07	0.04	0	0	0.02	0	0.02	0	0	0.3	0	0	4.97	0.11	0.36	2.18	0
"njc119"	0.04	0.02	0	0	0.02	0.02	0.03	0.02	0.02	0	0.07	0.04	0	0.18	0.02	0.02	0.02	0.07	0	0.09	0.07	0.07	0.07	0.02	0.02	0.07	0.13	0.04	0.07	0.18	0.02	0.02	0	0.07	0.09	0.07	0	0.04	0.02	0.05	0.02	0.02	0	0.02	0	0.04	0.02	0.05	0.07	0.09	0.02	0.11	0.04	0.13	0.07	0	0.02	0.07	0.02	0.11	0.02	0.09	0.13	0	0.04	0.5	0.02	0.09	0.02	0.04	0.05	0.11	0	0.04	0.02	0	0.02	0.16	0.04	0.09	0	0	0.02	0	0	0.01	0.02	0	0.02	0.23	1.21	0.02	0.07	0	0	0.02	0.13	0.05	0.07	0	0	0.02	0.02	0.11	0.09	0	0	0	0	0	0	0.57	0.5	0.6	0.02	0.67	0.16	0.02
"njc120"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.2	0.53	0.02	0.58	0.07	0
"njc121"	0.02	0	0	0	0	0	0.01	0	0	0	0.04	0.02	0	0.18	0.02	0.02	0.02	0.04	0	0.07	0.07	0.04	0.05	0	0.02	0.04	0.13	0.02	0	0.16	0.02	0.02	0	0.04	0.07	0.04	0	0.02	0.02	0.02	0.02	0	0	0.02	0	0.02	0.02	0.05	0.05	0.07	0	0.11	0.02	0.11	0.04	0	0.02	0	0	0.11	0.02	0.09	0.11	0	0	0.48	0.02	0.02	0.02	0.02	0.05	0.09	0	0.04	0.02	0	0.02	0.11	0.04	0.09	0	0	0	0	0	0	0	0	0.02	0.21	1.16	0	0	0	0	0.02	0.11	0.02	0.07	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0.57	0.48	0.6	0.02	0.67	0.16	0
"njc122"	1.05	0.71	0.56	0.56	0.51	1.51	1.32	3.35	1.71	2.93	2.3	2.63	3.92	3.9	2.98	2.23	2	1.75	1.27	2.15	2.05	3.52	3.8	1.95	3.58	2.96	5.14	2.73	2.48	3.48	3.38	3.13	1.52	3.33	2.42	3.37	2.03	2.92	1.58	2.71	1.97	1.97	2.24	2.45	1.39	3.24	3.02	6.63	4.37	3.86	2.6	6.11	2.87	3.35	1.14	1.34	2.15	2.07	2.04	3.98	1.65	3.34	2.07	3.02	2.11	2.96	1.47	1.77	2.01	2.45	3.11	2.82	2.49	3.14	1.95	2.17	1.9	2.8	2.17	2.04	5.74	3.45	1.09	2.39	1	2.08	1.56	1.97	1.76	1.9	5.53	2.11	1.11	0.2	1.45	1.11	2.77	2.12	0.81	1.18	2.03	0.98	2.63	4.37	4.09	0.09	0.6	0.43	0.42	2.9	0.28	1.16	3.48	0.9	0.51	1.34	0.39	1.16
"njc123"	0.02	0.02	0	0	0.02	0.02	0.02	0.02	0.02	0	0.02	0.02	0	0	0	0	0	0.02	0	0.02	0	0.02	0.02	0.02	0	0.02	0	0.02	0.07	0.02	0	0	0	0.02	0.02	0.02	0	0.02	0	0.02	0	0.02	0	0	0	0.02	0	0	0.02	0.02	0.02	0	0.02	0.02	0.02	0	0	0.07	0.02	0	0	0	0.02	0	0.04	0.02	0	0.07	0	0.02	0	0.02	0	0	0	0	0	0.04	0	0	0	0	0.02	0	0	0.01	0.02	0	0	0.02	0.05	0.02	0.07	0	0	0	0.02	0.02	0	0	0	0.02	0.02	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02
"njc124"	7.71	13.26	11.27	14.52	23.98	17.69	12.1	10.95	8.06	7.95	25.3	8.09	23.59	12.33	24.11	15.7	32.23	31.26	14.43	20.13	19.82	11.49	12.96	21.86	13.39	19.18	17.42	19.8	20.85	19.72	20.07	15.44	28.64	20.09	23.48	19.77	21.66	11.45	36.56	13.04	16.13	21.05	26.5	14.23	20.2	32.65	12.69	28.91	27.7	30.43	30.59	20.5	22.56	20.34	23.35	15.33	16.23	23.03	12.35	7.18	14.97	15.7	12.86	21.9	11.65	7.45	18.79	17.94	9.88	11.65	14.25	17.93	22.84	13.91	10.92	7.71	9.17	11.33	13.98	11.44	14.54	13.07	27.76	20.34	27.66	18.1	22.92	16.93	24.52	5.75	6.69	14.07	22.2	9.07	42.75	30.98	16.54	21.34	11.65	25.01	26.9	25.3	15.78	18.12	17.27	21.99	23.47	22.91	9.3	13.46	0.05	7.67	21.54	4.35	16.76	10.73	2.18	11.25
"njc125"	0.02	0	0	0	0	0	0.01	0	0	0	0.04	0.02	0	0.18	0.02	0.02	0.02	0.04	0	0.07	0.07	0.04	0.05	0	0.02	0.04	0.13	0.02	0	0.16	0.02	0.02	0	0.04	0.07	0.04	0	0.02	0.02	0.02	0.02	0	0	0.02	0	0.02	0.02	0.05	0.05	0.07	0	0.11	0.02	0.11	0.04	0	0.02	0	0	0.11	0.02	0.09	0.11	0	0	0.48	0.02	0.02	0.02	0.02	0.05	0.09	0	0.04	0.02	0	0.02	0.11	0.04	0.09	0	0	0	0	0	0	0	0	0.02	0.21	1.16	0	0	0	0	0.02	0.11	0.02	0.07	0	0	0	0	0.09	0.09	0	0	0	0	0	0	0.57	0.48	0.6	0.02	0.67	0.16	0
"njc126"	0.04	0.04	0	0	0.04	0.07	0.03	0.02	0.07	0	0.04	0.11	0	0.02	0	0	0.07	0.04	0	0.07	0	0.02	0.02	0.02	0.02	0.04	0.02	0.02	0.07	0.04	0.02	0	0	0.07	0.02	0.07	0	0.07	0	0.02	0.05	0.07	0	0	0.02	0.04	0	0.02	0.05	0.07	0.04	0	0.02	0.07	0.02	0.02	0	0.07	0.04	0	0.04	0	0.02	0	0.04	0.11	0.04	0.09	0.02	0.02	0	0.07	0	0.04	0.02	0	0	0.13	0.02	0.02	0	0	0.02	0	0	0.02	0.18	0	0	0.09	0.09	0.02	0.11	0.02	0.02	0.05	0.02	0.02	0.02	0.07	0	0.09	0.07	0.02	0	0.02	0	0.02	0	0	0.3	0	0.02	0.21	0.02	0	1.69	0.02
"njc127"	0.16	0.02	0	0	0.02	0.04	0.01	0	0.04	0	0.02	0.09	0	0.02	0	0	0.07	0.04	0	0.09	0.09	0.02	0.02	0.02	0.02	0.04	0.04	0	0.02	0.04	0.04	0	0.04	0.07	0	0.07	0.02	0.07	0	0.02	0.07	0.07	0	0.02	0.02	0.02	0	0.05	0.02	0.09	0.02	0	0	0.07	0.04	0.02	0	0	0.02	0	0.04	0	0	0	0	0.09	0.04	0.02	0.02	0	0	0.04	0.02	0.04	0.02	0	0	0.11	0.02	0.02	0	0	0	0	0	0.01	0.16	0	0	0.28	0.19	0	0.05	0.02	0.02	0.05	0	0	0.02	0.07	0	0.07	0.04	0	0	0.02	0	0.02	0	0	0.25	0.07	0.02	0.14	0	0	0.07	0
"njc128"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.2	0.53	0.02	0.58	0.07	0
"njc129"	9.59	14.24	12.19	14.9	24.38	20.52	13.7	14.55	9.47	10.23	27.51	11.24	25.43	14.48	26.54	18.44	34.62	34.19	16.72	24.83	23.18	16.5	18.43	25.58	17.24	21.94	24.82	22.46	23.31	22.86	21.45	18.57	29.35	22.11	24.85	21.31	24.09	12.34	37.42	14.31	18.25	22.86	27.6	15.27	23.58	38.45	13.37	32.72	30.96	32.7	32.54	24.38	23.59	24.07	24.83	16.75	17.62	25.83	14.05	10.55	16.87	20.81	16.9	23.76	15.04	16.83	20.96	20.4	12.51	15.7	16.66	22.7	24.16	17.06	12.76	8.74	10.96	13.93	17.02	14.71	18.46	14.85	28.41	21.4	27.77	19.03	34.22	18.4	26.17	8.28	14.7	18.83	25.2	9.27	43.37	31.95	19.42	25.35	17.58	27.54	28.3	25.96	17.13	23.15	22.14	21.99	23.49	22.91	9.32	15.94	0.12	8.97	20.34	9.43	18.82	12.74	3.06	14.43
"njc130"	0.02	0.02	0	0	0.02	0.04	0.01	0	0.04	0	0.02	0.09	0	0.02	0	0	0.07	0.02	0	0.04	0	0	0	0	0.02	0	0.02	0	0	0.02	0.02	0	0	0.04	0	0.04	0	0.04	0	0	0.05	0.04	0	0	0.02	0.02	0	0.02	0.02	0.04	0.02	0	0	0.04	0	0.02	0	0	0.02	0	0.04	0	0	0	0	0.09	0.04	0.02	0.02	0	0	0.04	0	0.04	0.02	0	0	0.09	0.02	0.02	0	0	0	0	0	0.01	0.16	0	0	0.07	0.05	0	0.05	0.02	0.02	0.05	0	0	0.02	0.07	0	0.07	0.04	0	0	0.02	0	0.02	0	0	0.25	0	0	0.14	0	0	0.07	0
"njc131"	0.11	0.02	0.09	0.02	0	0.02	0.01	0	0	0	0	0	0.02	0	0	0	0.07	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.09	0	0.09	0	0	0.11	0.02	0.12	0.05	0.11	0	0.09	0.02	0.07	0	0	0.13	0.05	0.02	0.02	0.07	0.02	0.02	0.07	0	0.09	0	0.34	0.04	0.13	0.11	0.07	0.02	0	0.02	0	0.02	0	0.02	0.45	0	0.02	0	0	0	0.01	9.17	0.02	0.34	0	0	0	0.29	0	0	0.07	0.02	0.77	0.14	0	0	0	0.04	0	0	0	0	0	0	0	0.02	0	0.09	0.07	0	0	0	0.23
"njc132"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.02	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.2	0.53	0.02	0.58	0.07	0
"njc133"	0.18	0.04	0.13	0.04	0.07	0.07	0.06	0.02	0.04	0.02	0.04	0.09	0.04	0.04	0.07	0.04	0.09	0.09	0.07	0.02	0.07	0.07	0.05	0.07	0.02	0.09	0	0.04	0.02	0.09	0	0.02	0.11	0	0.02	0.02	0.07	0.02	0.02	0.05	0.14	0.09	0.13	0.02	0.02	0.13	0.02	0.15	0.14	0.16	0.04	0.11	0.11	0.18	0.09	0.04	0.16	0.14	0.07	0.07	0.11	0.13	0.18	0.16	0.09	0.18	0.02	0.45	0.09	0.18	0.16	0.13	0.09	0.09	0.02	0.02	0.07	0.09	0.09	0.47	0.11	0.11	0.02	0.02	0.02	0.07	9.17	0.07	0.36	0.12	0.05	0.04	0.36	0.02	0	0.07	0.11	0.92	0.18	0.14	0.02	0.02	0.07	0.05	0.07	0	0.02	0	0	0	0.02	0.28	0.14	0.07	0	0	0	0.36
"njc134"	1.88	1.87	1.42	1.25	1.91	3.81	2.32	4.33	1.92	2.79	3.77	3.19	3.48	2.76	3.88	3.44	3.97	3.92	2.81	3.66	3.05	2.53	2.57	3.36	2.19	3.34	4.85	2.82	3.31	4.89	2.68	3.82	3.79	3.19	3.18	4.13	3.86	2.27	2.74	2.26	3.05	3.58	3.23	2.2	4.39	7.74	1.58	6.24	5.42	5.01	4.47	5.5	3.59	3.76	3.22	2.44	2.95	3.63	1.46	2.65	2.03	3.5	2.9	3.55	2.16	5.21	2.7	2.62	1.45	2.86	2.32	3.35	3.43	2.94	1.28	1.23	1.5	2.31	2.66	2.15	4.31	2.29	2.96	2.8	2.65	2.07	4.01	2.8	4.76	4.15	11.06	3.54	2.84	1.15	4.67	3.93	3.71	4.49	3.89	2.54	3.17	2.92	1.87	4.49	3.15	1.75	1.92	1.16	0.78	2.12	0.02	3.97	7.98	0.67	1.01	1.16	0.32	2.11
"njc135"	0.11	0.02	0.09	0.02	0	0.02	0.01	0	0	0	0	0	0.02	0	0	0	0.07	0	0	0	0	0.02	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0.09	0	0.09	0	0	0.11	0.02	0.12	0.05	0.11	0	0.09	0.02	0.07	0	0	0.13	0.05	0.02	0.02	0.07	0.02	0.02	0.07	0	0.09	0	0.34	0.04	0.13	0.11	0.07	0.02	0	0.02	0	0.02	0	0.02	0.45	0	0.02	0	0	0	0.01	9.17	0.02	0.34	0	0	0	0.29	0	0	0.07	0.02	0.77	0.14	0	0	0	0.04	0	0	0	0	0	0	0	0.02	0	0.09	0.07	0	0	0	0.23
"njc136"	9.61	13.2	12.96	14.43	21.45	19.71	13.24	16.38	9.93	11.75	26.19	12.59	25.54	16.55	25.33	17.91	31.9	31.71	15.88	22.74	22.58	17.8	20.63	23.83	19.5	21.43	26.7	22.49	23.33	22.75	21.92	19.28	25.3	22.81	24.31	20.88	22.26	13.32	31.28	15.19	18.55	22.35	26.39	15.96	20.33	33.95	14.61	35.91	32.4	33.53	31.44	28.83	23.61	25.59	23.58	16.1	17.49	24.17	14.77	13.81	17.27	22.53	19.02	23.92	16.41	24.59	19.87	20.89	13.96	21.93	19.68	25.18	24.05	18.76	14.08	9.85	11.88	15.46	17.91	15.52	22.63	16.91	26.58	21.4	25.86	18.95	25.23	18.45	24	10.27	19.55	18.92	26.02	8.37	39.91	29.9	20.65	28.82	30.14	35.47	28.21	24.18	18.03	25.45	24.39	18.45	19.28	18.74	7.74	16.63	10.75	10.72	24.59	14.24	16.41	15.97	4.94	21.23
"njc137"	9.61	14.27	12.19	14.9	24.4	20.56	13.71	14.55	9.51	10.23	27.53	11.33	25.43	14.62	26.56	18.46	34.68	34.24	16.81	24.85	23.21	16.52	18.56	25.62	17.38	22.03	24.98	22.49	23.35	22.88	21.5	18.63	29.35	22.2	24.85	21.35	24.09	12.38	37.45	14.33	18.3	22.91	27.6	15.27	23.63	38.51	13.37	32.8	31.1	32.76	32.61	24.54	23.65	24.14	24.83	16.77	17.62	25.83	14.07	10.64	16.92	20.81	16.93	23.8	15.07	16.94	21.03	20.45	12.54	15.73	16.7	22.81	24.21	17.17	12.81	8.74	10.96	14.02	17.04	14.76	18.51	14.87	28.41	21.4	27.77	19.04	34.38	18.4	26.14	8.55	14.35	18.83	25.25	9.29	43.4	32.02	19.44	25.37	17.63	27.63	28.41	26.05	17.18	23.21	22.14	22.01	23.49	22.93	9.32	15.94	0.37	8.97	20.61	9.04	18.8	12.16	3.06	14.43
"njc138"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76	0.09	0.36	0.49	0
"njc139"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76	0.09	0.36	0.49	0
"njc140"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76	0.09	0.36	0.49	0
