"Taxa"	"henry29"	"henry36"	"henry42"	"henry48"	"henry59"	"henry66"
"D-Glucose (Glucose) -- Consumption"	0.0511381185791983	0.0509466364195306	0.053466405275352	0.0546730153379403	0.0568042501021659	0.0577829140368033
"Acetate -- Production"	0.0550728530181965	0.0529395551974898	0.0530335819945515	0.0494901398954997	0.0582175452935567	0.0533202951373455
"Cellobiose -- Consumption"	0.0503458000402874	0.0503317997752666	0.0531099625735163	0.0540409573571549	0.0559188121509331	0.0576051204551516
"Lactose -- Consumption"	0.0491640367958101	0.0502045921936947	0.0526134888102452	0.0497218944884544	0.0560380057212914	0.0535514267934927
"Maltose -- Consumption"	0.0491640367958101	0.0501833909300994	0.0526007587137511	0.0496376200910163	0.0559528674567498	0.053373633211841
"Sucrose -- Consumption"	0.0490968911569194	0.0508194288379587	0.0523588868803626	0.0484999157256026	0.0559017844980248	0.0529824873322073
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0496743436513798	0.0501833909300994	0.0524352674593273	0.048436709927524	0.0559528674567498	0.052431327229087
"Raffinose -- Consumption"	0.0490028872624723	0.0503317997752666	0.0525752985207628	0.0484999157256026	0.0559188121509331	0.052538003378078
"D-Xylose (Xylose) -- Consumption"	0.0496609145236017	0.0501621896665041	0.0524098072663391	0.0483102983313669	0.0559188121509331	0.0523602097964263
"Succinate -- Production"	0.0499832135902773	0.0385438972162741	0.0375537846576877	0.0398196527894826	0.0385846614902602	0.0502444661747711
"D-Mannose (Mannose) -- Consumption"	0.0417108708789364	0.0443954459685797	0.0421875397815515	0.046961907972358	0.0439313445034736	0.0323939905769402
"Trehalose -- Consumption"	0.0405559658900154	0.0433989865796001	0.0414873844743743	0.043317040283162	0.0438121509331154	0.0288558983020713
"D-Fructose (Fructose) -- Consumption"	0.0391593366010878	0.0426781436173596	0.0398452020266314	0.044791842238328	0.0435397084865822	0.0268823895457374
"Indole -- Production"	0.0395622104344323	0.042635741090169	0.040392596175879	0.0416315523344008	0.0424669663533579	0.0275402257978487
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0417914456456053	0.0406004197850192	0.0346258624640375	0.0428956682959717	0.0426202152295328	0.0189527958040715
"Propanoate (Propionate) -- Production"	0.0346874370509635	0.039222337651324	0.0344221809201314	0.0370175290746671	0.043267266040049	0.0142946039647969
"Nitrate (NO3-) -- Consumption"	0.0344188544954005	0.0378230542540335	0.0335438042620363	0.0365961570874768	0.0422966898242746	0.0129255933860788
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.0403679581011213	0.031844297920156	0.0274206278483591	0.0336254845777853	0.0262396131317259	0.0251044537292204
"D-Mannitol (Mannitol) -- Consumption"	0.0355737594843215	0.0305086183136515	0.0274333579448532	0.0337729647733019	0.0263247513962675	0.0251755711618811
"Glycerol -- Consumption"	0.035533472100987	0.0304238132592703	0.0274333579448532	0.0333515927861116	0.0261715025200926	0.0249266601475687
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.0147183240448533	0.0133567960650455	0.0201390126537159	0.0120091016349233	0.0147970303773328	0.0397368654991555
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.00997784193916605	0.0181482816375856	0.0216666242330117	0.0141580987695938	0.0189006947282387	0.0171393012712241
"Melibiose -- Consumption"	0.00667427650574095	0.0146712744079547	0.0163072536089824	0.010892465868869	0.0179301185124642	0.00871188550093342
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.00537165111126032	0.00599995759747281	0.00808361127377345	0.00549890443283331	0.00148140580302411	0.0154147035292026
"Fructan (Inulin, Levan) -- Macromolecule"	0.00537165111126032	0.00614836644263998	0.00809634137026759	0.00568852182706894	0.00146437815011579	0.0148813227842475
"Mannan -- Macromolecule"	0.00515678506680991	0.00496109568130261	0.00766351808946712	0.0053514242373167	0.00136221223266585	0.0146501911281003
"Urea -- Production"	0.00510306855569731	0.00481268683613543	0.00762532779998472	0.00533035563795719	0.00129410162103256	0.0141168103831452
"D-Galactose -- Consumption"	0.00456590344457128	0.00387983123794178	0.00588130458028872	0.00815354795213214	0.00114085274485765	0.0132278424748867
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.00804404753911233	0.00415544766468081	0.00588130458028872	0.00328670150008427	0.000953548562866095	0.00869410614276825
"Formate -- Production"	0.0128382461559122	0.00402824008310895	0.00100567762303638	0.00638378560593292	0.000340553058166462	0.00599164370166237
"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"	0.00343785671120661	0.00375262365636992	0.00543575120299412	0.00328670150008427	0.00100463152159106	0.00869410614276825
"Hemicellulose, not specified -- Macromolecule"	0.00337071107231585	0.00345580596603558	0.00537210072052346	0.0031813585032867	0.000953548562866095	0.0087830029335941
"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"	0.00323641979453435	0.0028833718489622	0.0051429589836291	0.00316028990392719	0.000902465604141125	0.00840963641212552
"L-Methionine (D-Methionine) -- Consumption"	0.00323641979453435	0.0028833718489622	0.0051429589836291	0.00316028990392719	0.000902465604141125	0.00840963641212552
"Ethanol -- Production"	0.00730544551131404	0.00197171751436386	0.00071288540367136	0.00619416821169729	0.000187304181991554	0.00556493910569828
"H2 (Hydrogen) -- Production"	0.00179950312227221	0.00220493141391227	0.00131119993889554	0.00583600202258554	0.00027244244653317	0.00650724508845231
"Butyrate -- Production"	0.000805747666689049	0.00534271842601819	0.00225322707946126	0.000842743974380583	0.00223062253099033	0.00576051204551516
"Arabinogalactan -- Macromolecule"	0.00200094003894447	0.0024805478406513	0.0026351299742852	0.00219113433338952	0.000408663669799755	0.00606276113432305
"CO2 -- Production"	0.00616396965017122	0.00311658574851061	0.000687425210683097	0.000632057980785437	0.000442718975616401	0.00161792159303049
"D-Ribose (Ribose) -- Consumption"	0.00126233801114618	0.000572434117073378	0.000598314535224177	0.00471936625653127	0.000102165917449939	0.00469375055560494
"Nitrite (NO2-) -- Consumption"	0.000147720405559659	0.000975258125384273	0.00114570868447183	0.000337097589752233	0.00117490805067429	0.000124455507156192
"CO2 -- Consumption"	0.000255153427784865	0.00129327707931393	0.000509203859765257	0.000126411596157087	0.000170276529083231	0.00129789314605743
"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"	0.000255153427784865	0.00114486823414676	0.000471013570282863	6.32057980785437e-05	0.000170276529083231	0.00124455507156192
"Polypeptide -- Macromolecule"	0.000188007788894111	0.00076324548943117	0.000140031061435446	0.00023175459295466	0.00114085274485765	0.000337807805138234
"NH3 (Ammonia, NH4+, Ammonium) -- Production"	0.000188007788894111	0.000402824008310895	0.000852916465106806	0.000442440586549806	0.000238387140716524	0.000480042670459596
"Xylan -- Macromolecule"	0.000147720405559659	0.000911654334598342	0.000330982508847417	0.000126411596157087	0.000170276529083231	0.000817850475597831
"Menaquinone (Vitamin K2) -- Production"	0.000174578661115961	0.000572434117073378	3.81902894823943e-05	0.000210685993595146	0.00107274213322436	0.000426704595964086
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"	5.37165111126032e-05	0.000296817690334344	0.000369172798329811	0.000547783583347379	0.000834354992507833	0.000160014223486532
"FOS (Fructooligosaccharide) -- Consumption"	0.000174578661115961	0.00076324548943117	0.000330982508847417	8.42743974380583e-05	0.000153248876174908	0.000426704595964086
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	0.000752031155576445	0.000275616426739034	3.81902894823943e-05	2.10685993595146e-05	1.70276529083231e-05	5.33380744955107e-05
"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"	5.37165111126032e-05	0.000296817690334344	8.911067545892e-05	8.42743974380583e-05	6.81106116332925e-05	0.000551160103120277
"Urea -- Consumption"	9.40038944470557e-05	0.000148408845167172	0.000751075693153754	8.42743974380583e-05	1.70276529083231e-05	1.77793581651702e-05
"Pectin -- Macromolecule"	5.37165111126032e-05	0.000402824008310895	0.000140031061435446	0.000126411596157087	0.000119193570358262	0.000195572939816873
"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"	0.000120862150003357	0.000190811372357793	5.09203859765257e-05	0.00027389179167369	0.000102165917449939	0.000231131656147213
"Acetate -- Consumption"	4.02873833344524e-05	0.000360421481120275	0.000140031061435446	8.42743974380583e-05	0.000102165917449939	5.33380744955107e-05
"Isobutyrate (2-Methylpropanoic acid) -- Consumption"	4.02873833344524e-05	0.000360421481120275	0.000140031061435446	8.42743974380583e-05	0.000102165917449939	5.33380744955107e-05
"Isovalerate (3-Methylbutanoic acid) -- Consumption"	4.02873833344524e-05	0.000360421481120275	0.000140031061435446	8.42743974380583e-05	0.000102165917449939	5.33380744955107e-05
"Propanoate (Propionate) -- Consumption"	4.02873833344524e-05	0.000360421481120275	0.000140031061435446	8.42743974380583e-05	0.000102165917449939	5.33380744955107e-05
"Valerate (Pentanoic acid, Pentanoate) -- Consumption"	4.02873833344524e-05	0.000360421481120275	0.000140031061435446	8.42743974380583e-05	0.000102165917449939	5.33380744955107e-05
"H2O2 -- Production"	1.34291277781508e-05	6.36037907859308e-05	1.27300964941314e-05	0.00023175459295466	0.000102165917449939	0.000231131656147213
"Cellulose (Beta-D-glucan) -- Macromolecule"	4.02873833344524e-05	0.000296817690334344	8.911067545892e-05	8.42743974380583e-05	5.10829587249694e-05	7.11174326606809e-05
"Linoleic acid (Omega-6 fatty acid) -- Consumption"	4.02873833344524e-05	0.000190811372357793	0.000114570868447183	6.32057980785437e-05	0.000102165917449939	5.33380744955107e-05
"Isovalerate (3-Methylbutanoic acid) -- Production"	1.34291277781508e-05	8.48050543812411e-05	5.09203859765257e-05	8.42743974380583e-05	6.81106116332925e-05	0.000177793581651702
"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"	4.02873833344524e-05	0.000148408845167172	0.000114570868447183	2.10685993595146e-05	5.10829587249694e-05	5.33380744955107e-05
"D-Glucuronic acid (D-Glucuronate) -- Consumption"	1.34291277781508e-05	8.48050543812411e-05	3.81902894823943e-05	6.32057980785437e-05	6.81106116332925e-05	0.000160014223486532
"D-Galacturonate -- Consumption"	1.34291277781508e-05	6.36037907859308e-05	3.81902894823943e-05	6.32057980785437e-05	6.81106116332925e-05	0.000160014223486532
"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"	4.02873833344524e-05	0.000148408845167172	7.63805789647886e-05	2.10685993595146e-05	5.10829587249694e-05	5.33380744955107e-05
"Hippurate -- Consumption"	1.34291277781508e-05	2.12012635953103e-05	5.09203859765257e-05	0.000126411596157087	1.70276529083231e-05	7.11174326606809e-05
"Putrescine -- Production"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	6.81106116332925e-05	0.000160014223486532
"L-Serine (Serine, D-Serine) -- Consumption"	9.40038944470557e-05	0.000127207581571862	3.81902894823943e-05	2.10685993595146e-05	0	0
"Tyramine -- Production"	1.34291277781508e-05	2.12012635953103e-05	3.81902894823943e-05	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"Acetone -- Production"	9.40038944470557e-05	0.000127207581571862	0	2.10685993595146e-05	0	0
"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"	9.40038944470557e-05	0.000127207581571862	0	2.10685993595146e-05	0	0
"Cholic acid (Cholate) -- Consumption"	9.40038944470557e-05	0.000127207581571862	0	2.10685993595146e-05	0	0
"Deoxycholic acid -- Production"	9.40038944470557e-05	0.000127207581571862	0	2.10685993595146e-05	0	0
"Lithocholic acid -- Production"	9.40038944470557e-05	0.000127207581571862	0	2.10685993595146e-05	0	0
"Formate -- Consumption"	0	0.000148408845167172	1.27300964941314e-05	6.32057980785437e-05	0	1.77793581651702e-05
"Stachyose -- Consumption"	0	0.000148408845167172	1.27300964941314e-05	6.32057980785437e-05	0	1.77793581651702e-05
"Butylamine -- Production"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"D-Glucosamine (Glucosamine) -- Consumption"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"Dimethylamine -- Production"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"Galactan -- Macromolecule"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"L-Fucose -- Consumption"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"Phenylethylamine -- Production"	1.34291277781508e-05	2.12012635953103e-05	0	2.10685993595146e-05	1.70276529083231e-05	0.000160014223486532
"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"	1.34291277781508e-05	2.12012635953103e-05	0	0.000126411596157087	1.70276529083231e-05	5.33380744955107e-05
"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"	1.34291277781508e-05	0	0	0.000126411596157087	1.70276529083231e-05	5.33380744955107e-05
"Pyruvate -- Production"	1.34291277781508e-05	0	0	0.000126411596157087	1.70276529083231e-05	5.33380744955107e-05
"L-Arginine (Arginine) -- Consumption"	0	2.12012635953103e-05	5.09203859765257e-05	6.32057980785437e-05	1.70276529083231e-05	1.77793581651702e-05
"Stearic acid (Stearate, Octadecanoate) -- Production"	0	2.12012635953103e-05	3.81902894823943e-05	2.10685993595146e-05	5.10829587249694e-05	0
"H2S (HS-) -- Production"	0	2.12012635953103e-05	0	6.32057980785437e-05	1.70276529083231e-05	0
"Cholic acid (Cholate) -- Production"	1.34291277781508e-05	6.36037907859308e-05	1.27300964941314e-05	0	0	0
"Tauro-b-muricholic acid -- Consumption"	1.34291277781508e-05	6.36037907859308e-05	1.27300964941314e-05	0	0	0
"Taurocholate -- Consumption"	1.34291277781508e-05	6.36037907859308e-05	1.27300964941314e-05	0	0	0
"beta-Muricholic acid -- Production"	1.34291277781508e-05	6.36037907859308e-05	1.27300964941314e-05	0	0	0
"Trimethylamine -- Production"	0	0	3.81902894823943e-05	0	1.70276529083231e-05	1.77793581651702e-05
"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"	0	0	5.09203859765257e-05	0	0	1.77793581651702e-05
"Cadaverine -- Production"	0	0	0	0	5.10829587249694e-05	0
"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Production"	0	0	0	0	5.10829587249694e-05	0
"Biotin (Vitamin B7) -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"Citrate -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"D-Tagatose -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"Folic acid (Folate, Vitamin B9) -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"Folic acid (Folate, Vitamin B9) -- Production"	0	0	3.81902894823943e-05	0	0	0
"Formaldehyde -- Production"	0	0	3.81902894823943e-05	0	0	0
"Fumarate -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"L-Ornithine (Ornithine) -- Production"	0	0	3.81902894823943e-05	0	0	0
"Lipoic acid (Lipoate) -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"Pyruvate -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"Riboflavin (Vitamin B2) -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"Thiamine (Vitamin B1, Thiamin) -- Consumption"	0	0	3.81902894823943e-05	0	0	0
"Triglyceride -- Macromolecule"	0	0	3.81902894823943e-05	0	0	0
"Choline -- Consumption"	0	0	0	0	1.70276529083231e-05	1.77793581651702e-05
"D-Psicose -- Consumption"	0	2.12012635953103e-05	0	0	0	0
