"","marshmallow24","marshmallow37","marshmallow41","marshmallow44","marshmallow49","marshmallow53","marshmallow60","marshmallow70"
"marshmallow24",0,0.76874687793586,0.764113101901986,0.73729520808695,0.780700757915773,0.75168502873957,0.730185183230363,0.841390505581667
"marshmallow37",0.76874687793586,0,0.526430877723937,0.61295653011035,0.679722582013602,0.822578248490662,0.677358086520922,0.76317191562026
"marshmallow41",0.764113101901986,0.526430877723937,0,0.635672470273946,0.658416287256935,0.800542764714011,0.717862728687823,0.725056037710397
"marshmallow44",0.73729520808695,0.61295653011035,0.635672470273946,0,0.565455204229389,0.847722484506243,0.591552026807327,0.801990557184417
"marshmallow49",0.780700757915773,0.679722582013602,0.658416287256935,0.565455204229389,0,0.825821720319953,0.670193455442788,0.847724793892042
"marshmallow53",0.75168502873957,0.822578248490662,0.800542764714011,0.847722484506243,0.825821720319953,0,0.834966692267471,0.773482934113067
"marshmallow60",0.730185183230363,0.677358086520922,0.717862728687823,0.591552026807327,0.670193455442788,0.834966692267471,0,0.883206109955115
"marshmallow70",0.841390505581667,0.76317191562026,0.725056037710397,0.801990557184417,0.847724793892042,0.773482934113067,0.883206109955115,0
