"","jarjarbinks14","jarjarbinks15","jarjarbinks21","jarjarbinks29","jarjarbinks32","jarjarbinks44","jarjarbinks49","jarjarbinks68"
"jarjarbinks14",0,0.470298883014736,0.761239632154215,0.743749199796253,0.734052073162236,0.72452828172117,0.740593194475683,0.700814160834823
"jarjarbinks15",0.470298883014736,0,0.724333794511699,0.715388933428009,0.751346018514022,0.782646070110791,0.782328529226948,0.734531634066964
"jarjarbinks21",0.761239632154215,0.724333794511699,0,0.511719676298307,0.641430915315573,0.805733959408168,0.675555829693866,0.62938703601457
"jarjarbinks29",0.743749199796253,0.715388933428009,0.511719676298307,0,0.671453539629606,0.828331893164123,0.705411841615761,0.658678499799723
"jarjarbinks32",0.734052073162236,0.751346018514022,0.641430915315573,0.671453539629606,0,0.795768498897757,0.482452090215271,0.496900080350758
"jarjarbinks44",0.72452828172117,0.782646070110791,0.805733959408168,0.828331893164123,0.795768498897757,0,0.82874941533504,0.768654768488127
"jarjarbinks49",0.740593194475683,0.782328529226948,0.675555829693866,0.705411841615761,0.482452090215271,0.82874941533504,0,0.565740077525386
"jarjarbinks68",0.700814160834823,0.734531634066964,0.62938703601457,0.658678499799723,0.496900080350758,0.768654768488127,0.565740077525386,0
