"ID"	"grogu22"	"grogu36"	"grogu37"	"grogu41"	"grogu45"	"grogu50"	"grogu56"	"grogu70"
"ko00010"	0.0105326928732444	0.0099169859097938	0.0120178612316023	0.0099879868987274	0.0120761810489338	0.0117583816218717	0.0115328665769272	0.0100280261996445
"ko00020"	0.00575834563987597	0.00617044800240032	0.00524291378513242	0.00607332921164538	0.00625850703379107	0.00556861221724667	0.00557425766452309	0.00597742609179261
"ko00030"	0.00604140122676276	0.00563773579139541	0.00659174378964412	0.0057770276601903	0.00608623413609672	0.00632823286728227	0.00644355907597506	0.00570269546093783
"ko00040"	0.00425366368775805	0.00445831141079558	0.00483227881159269	0.00360772069167205	0.00352034726951607	0.0042064339471819	0.00467790649817997	0.00370526626430884
"ko00051"	0.00796049353290477	0.00728088768509461	0.009327284815909	0.00683566620427083	0.0103548600656853	0.00933745581787423	0.00946112359460237	0.00725054658966121
"ko00052"	0.00731650904845993	0.00883213347533213	0.00723201854269861	0.00714726820284243	0.0066644544272376	0.00640998807347711	0.00789290662235294	0.00657391623955153
"ko00053"	0.00144762939955195	0.00121314531863199	0.00178268396854845	0.00120174342067402	0.00119521467130034	0.00155137634624256	0.00163319331693867	0.00144732557159467
"ko00061"	0.00477579292583291	0.0058642612529087	0.00470465679296106	0.00569613725011062	0.00463013005310204	0.00424372157824756	0.00497892145793716	0.00511606525127137
"ko00071"	0.00412187878746077	0.00319307833575457	0.00414612038338957	0.00339245079703152	0.00375005048545924	0.00441351992090946	0.00382181479449947	0.00385802234045239
"ko00072"	0.000483329292645609	0.000353832640414639	0.000557231083018848	0.00046648083308054	0.000598167075452078	0.000619240098836177	0.00050796580405447	0.00052264364147772
"ko00100"	7.38588585113153e-06	4.44504782005675e-05	2.31916468657628e-05	8.17257676252718e-05	1.24578893665961e-05	5.88840870271573e-06	8.62176753699242e-06	6.57740784445575e-05
"ko00120"	0.000188333494662916	0.000304325210111443	0.000224741552908533	0.00021268266707436	0.000124450046048216	0.000138068352982384	0.000229686126605618	0.000173009485243735
"ko00121"	0.000185116237957048	0.000302670076564689	0.000213987807129706	0.000213058204041155	0.000109341593483287	0.000122339164281039	0.000226425904119227	0.000183131923904994
"ko00130"	0.000845687007406998	0.00153038282788529	0.000973010375846176	0.00185644442578459	0.0015800318901343	0.0009277793900454	0.00103472220926261	0.00168811191515691
"ko00140"	0.000744259450684209	0.00160328200513604	0.000619044414419544	0.00100632256779298	0.000321951939624499	0.000272099287601011	0.000799068027985286	0.000808766023613578
"ko00190"	0.00663510612418523	0.00795642831126011	0.00685934396257267	0.00870889258518247	0.00554737245424089	0.00583586196809358	0.00637105454725026	0.00821874886630816
"ko00195"	0.00181015136910994	0.00172441832519642	0.00175120401574409	0.00181745113933189	0.00192422500531638	0.00180909237604434	0.00173848238229514	0.00174617460527509
"ko00220"	0.00391520208681409	0.0037220906066094	0.00379701574794057	0.00377377636166508	0.00398266413337609	0.00398103888703034	0.00391631746307002	0.00376790349752216
"ko00230"	0.0152662365705556	0.0140793043332675	0.0146082627940652	0.0145439125389374	0.0155715667398626	0.015426754188847	0.0147877949879768	0.0147422657693276
"ko00240"	0.0116292706110197	0.0103881233842075	0.0105521552555455	0.0104895181514891	0.0118735539133327	0.0115455921379347	0.0110291405981175	0.0107842150033428
"ko00250"	0.00686942761390037	0.00703203553500764	0.00642238264704137	0.00691513786903444	0.00664477288132399	0.00654765766248808	0.00665858633158434	0.00677137775180136
"ko00253"	0.000160990329751539	0.000109030518736225	0.000120548247770996	0.000143187960379862	0.000199886277422752	0.000175176335263778	0.000138314052547994	0.00015733153277895
"ko00260"	0.00800624209539369	0.00791978288085286	0.00764294978315571	0.0078691805199567	0.00794958297726108	0.00793910258765718	0.00781459424362795	0.00782938820939083
"ko00261"	0.001688195310809	0.0019066050011045	0.00160891811206296	0.00185988330114534	0.00151408093816448	0.00155967475461645	0.00165788895318449	0.00180618851482429
"ko00270"	0.00899478867224116	0.00799900567942728	0.00848560165346673	0.00814745199741142	0.00935324440660132	0.00926322183139034	0.0086582537202726	0.00829278085615974
"ko00280"	0.00568621749327035	0.0050602109537532	0.00502928250709773	0.00476377932023407	0.00616540604416094	0.00599059369058582	0.00536765393034743	0.00507066797607361
"ko00281"	0.000571341354919155	0.000383661936919345	0.000508628707600613	0.000413217975849786	0.000733738410618448	0.000700125422016209	0.000513618473723204	0.000564105984961884
"ko00290"	0.00329667638566198	0.00279025498846266	0.00290236664438028	0.00294452446326846	0.00278633052921605	0.00320913030828084	0.00294038993759626	0.003174559115768
"ko00300"	0.00571321554387261	0.00504103192789355	0.00518232321844628	0.00495727583816001	0.00486371231106142	0.00539155586226854	0.00525573704269354	0.00515533011969547
"ko00310"	0.00190674336878055	0.00125867433778777	0.00177773636412266	0.00135088164603579	0.00199692331681473	0.00218052617541449	0.00171346619315372	0.00180395878649636
"ko00311"	0.000380753947617933	0.000371247777282444	0.000281056425175945	0.000248526212414078	0.000210407913549225	0.0002801759960414	0.000331747555909779	0.000297179873928743
"ko00330"	0.00427243411854016	0.00357295480904421	0.00399582518499759	0.00368593646515887	0.00452036943413528	0.00446182286745408	0.00406100324012513	0.00406679766258528
"ko00332"	0.00045632640604666	0.000435028969060907	0.00042590493150354	0.000446587510658388	0.000467716894125367	0.000457334002854441	0.000445928267640566	0.000453379355462223
"ko00333"	0.00149686451274413	0.00202996046962701	0.0017721972877507	0.00210629048141032	0.0014583355866041	0.00141999983917066	0.0016867144534042	0.00190783558447095
"ko00340"	0.00431181451884463	0.00380114080691043	0.00362311609349239	0.00381321112484115	0.00391223376228352	0.00402698196015714	0.0038586399054046	0.00400521394092277
"ko00350"	0.00225160498861443	0.0020876444138187	0.00253646133856101	0.00199784775008462	0.00263290832135771	0.00259233591426715	0.00234419313333493	0.0021370014953689
"ko00360"	0.00325186035889809	0.00254067025479532	0.00302302161195485	0.00252291626240135	0.00320807676937481	0.00343485511967627	0.00304164962577997	0.00288416814301608
"ko00361"	0.000219916070125629	0.000365499679515252	0.000254549031179306	0.000525314946795885	0.000112979209904825	0.000153682832423287	0.000194583215919291	0.000499808374496174
"ko00362"	0.00352859712429392	0.00192812441738298	0.00287092359220452	0.00203990083733184	0.00294536946995761	0.00373549201239121	0.00286834535131549	0.00284602130721036
"ko00364"	0.000214671651535263	0.000282598618914415	0.000167946176052899	0.000295372838041474	0.000113505981596829	0.000145489578661256	0.0001653438536315	0.000305719828455637
"ko00365"	1.40331831171499e-05	5.12415234812098e-05	3.88460085001527e-05	8.69312305313401e-05	2.72675620569128e-05	1.71299162260821e-05	2.25733550059438e-05	7.04037861438955e-05
"ko00380"	0.00152882297704034	0.0011296088553669	0.00142438125410901	0.00108702835228023	0.00141277810480083	0.00165128105305657	0.00134241480406007	0.00140055014986508
"ko00400"	0.00588415794899065	0.0052700124653485	0.00526661354568982	0.00548141372419056	0.0066354495822467	0.00617209703926921	0.00550230523899422	0.00556626685523656
"ko00401"	0.00131533834287401	0.00125199723236788	0.00122480194782225	0.00131991984377154	0.00168112479587531	0.00146177475033297	0.00126829932836058	0.00128395796724866
"ko00405"	0.000499606107680834	0.000508300693406202	0.000451856161349724	0.000495491559317799	0.000468464741893905	0.000494032730659398	0.000465959019472763	0.00051058332198678
"ko00410"	0.00214031172810236	0.00163263252356745	0.00201356084827377	0.00169318653083859	0.00293408289555918	0.00266969640993636	0.00210117972940053	0.0019926969514951
"ko00430"	0.00120502334023747	0.00112613550296293	0.0012313089356465	0.00115865071695293	0.00110648208808995	0.00123170188753999	0.00116446703451535	0.00120646816337466
"ko00440"	0.000555961566542362	0.000487414219865438	0.000511727829458568	0.00038169075968459	0.000472661754948953	0.000504066092086962	0.000526353309583039	0.000452687834269548
"ko00450"	0.00359371223024763	0.00344544960774177	0.00366704111513169	0.00370678979897427	0.00365121213300718	0.00371106159596666	0.00357484048796965	0.00373133797291725
"ko00460"	0.00180729637251963	0.00285449863160102	0.00171835953609804	0.00208601121552857	0.00111331711861472	0.00123478922444872	0.00186822505425928	0.00184532388027191
"ko00471"	0.0011939908761563	0.000974116628863485	0.000993171923612513	0.000995405549152459	0.00106585699355595	0.00112229512728009	0.00105432086784995	0.0010739473356344
"ko00472"	6.12105289912526e-05	3.2823722882532e-05	9.75498646291149e-05	3.33067135046142e-05	0.000120590210442774	0.000103341572732661	9.71777707692222e-05	3.29252488196397e-05
"ko00473"	0.000632978330891099	0.000530540025603899	0.000671135890281423	0.000546072399703169	0.000789605004829296	0.000726898215799673	0.000673011068334039	0.000560217117543219
"ko00480"	0.00152375045615044	0.00181432286674769	0.00144433573359976	0.00221728914715339	0.00177694126220382	0.00152926330644066	0.00141708453624408	0.00220422125806124
