"","korra21","korra29","korra44","korra48","korra58"
"korra21",0,0.178310104621287,0.268275607984594,0.107603733548587,0.197865708416795
"korra29",0.178310104621287,0,0.33198700133425,0.18983265667192,0.214989471633502
"korra44",0.268275607984594,0.33198700133425,0,0.222004914548111,0.196321110299521
"korra48",0.107603733548587,0.18983265667192,0.222004914548111,0,0.169470143486988
"korra58",0.197865708416795,0.214989471633502,0.196321110299521,0.169470143486988,0
