"ID"	"ginger14"	"ginger27"	"ginger43"	"ginger46"	"ginger49"	"ginger50"	"ginger52"	"ginger55"	"ginger66"
"ko00010"	0.0120134269368738	0.0115715179987265	0.0105971698216627	0.0113559413148416	0.0121684809436439	0.0118138371872301	0.0118521448804683	0.0119486329761413	0.0102308139022949
"ko00020"	0.0066265432677258	0.00625885996835157	0.0059508591435365	0.00609261708577943	0.00637793965646077	0.00626495314707527	0.00604303688843096	0.00621192885355694	0.00663452454345322
"ko00030"	0.00613001827188484	0.00597037432446409	0.00576099325262803	0.00595809229743626	0.00584045481453562	0.00590833163415716	0.00598912827651913	0.00609458979872305	0.00562208407013871
"ko00040"	0.00332255474766345	0.00331906672517645	0.00247183734891519	0.0034088638747872	0.00360195982119159	0.0034143006615279	0.00348328316522662	0.00370433224902928	0.0020541132825179
"ko00051"	0.0108711072736184	0.00983090720995937	0.00630505353433029	0.00848636906159788	0.0103397053847565	0.00992091167318822	0.00952798147618627	0.0100802735715869	0.00644435265463648
"ko00052"	0.00704331410268848	0.00653403459430565	0.00651728088563188	0.00591499620427263	0.00617754154935783	0.00630583607351738	0.00625655983362412	0.00663843184672104	0.0059324045948888
"ko00053"	0.00120907839105967	0.00130977263566062	0.00104611352502224	0.00124566225400965	0.00114359937502574	0.00119586099839877	0.00131935303193215	0.00128429396277115	0.000918925342708547
"ko00061"	0.00485803497728871	0.00467319174570254	0.00551912001979332	0.00491040491969381	0.00432024560246348	0.00444281170930688	0.00460922925508163	0.00466828033769897	0.00630493412349835
"ko00071"	0.00297914801472494	0.00354255786990018	0.00307006606191189	0.00396383494837226	0.00433596507018095	0.00393982992621348	0.0038593388382322	0.0037966732395262	0.00293954302497421
"ko00072"	0.00055813749497982	0.000560973577674926	0.000454462793599332	0.000643948921424133	0.000700561731678188	0.000630205756579032	0.000609595590454618	0.000614034738184369	0.00052883736622983
"ko00100"	2.99497931557972e-05	2.65502883677611e-05	9.12147162182235e-05	5.6495228429284e-05	6.98491910626541e-06	1.6039077889917e-05	3.04450481884421e-05	1.88689673810001e-05	0.000104060820380933
"ko00120"	0.000107807754213634	9.83095543660196e-05	0.000171284679764664	0.00013106135276891	9.16968922525444e-05	9.113799222738e-05	0.00011283636239788	0.000134564499226187	0.000100501906991031
"ko00121"	9.84943903532766e-05	9.35790089979768e-05	0.000168837674217663	0.000125972897855643	6.00799520691356e-05	7.52882645094324e-05	0.000103923925134269	0.000114909799206963	0.000100437670222173
"ko00130"	0.001934038270955	0.00160193525062031	0.00209349292078858	0.00178994238202888	0.00154394681774972	0.00155244964503737	0.00157145207887241	0.00155886576720063	0.00246884176248572
"ko00140"	0.000220314904820286	0.000270428628743548	0.00051915573844382	0.000411502656305692	0.000291541249954117	0.000252132677677581	0.000289504241445112	0.000337270509810607	0.00066356333963354
"ko00190"	0.00622225074530673	0.00647584715565802	0.00877777964244188	0.00726260031810522	0.00521770600333952	0.00576372921389608	0.00660499737646971	0.00607491769820518	0.010360327974365
"ko00195"	0.00185319162506558	0.00190697188054081	0.00216836122377189	0.0018560266244644	0.00188628842408455	0.00188987377722606	0.00191532391634572	0.0018840946873546	0.00223662996616083
"ko00220"	0.00388244694994958	0.00393120859468309	0.00414350155717077	0.00384146087127979	0.00398243573803847	0.00400166460240985	0.00390756029508917	0.00392874875833624	0.00351155797664088
"ko00230"	0.015308216351308	0.0156416933994637	0.0161580712594756	0.0151181731240962	0.0155118679285739	0.0156424233670545	0.0155797238093926	0.0154548259999271	0.0166018439942231
"ko00240"	0.0115697563113876	0.0118741915210663	0.0117378053983777	0.0110164295975459	0.011872110805988	0.0118934785831668	0.0116480562835845	0.0116577197620046	0.0124746498592475
"ko00250"	0.00627335814870038	0.00651698570997287	0.00738259201321774	0.00670370721048111	0.00657997796721478	0.00662933905675818	0.00662586143616425	0.00656701220942595	0.00721466512262893
"ko00253"	0.000189748647330898	0.000191842822480881	0.000135774568744748	0.000186987675043792	0.000200076238009318	0.000197350257627646	0.000178446867760918	0.000179272882261272	0.000140808576711984
"ko00260"	0.00831369272124056	0.00829050710168031	0.00822069670314194	0.00788974444344917	0.00815554375531942	0.00822221888667925	0.00813882455201977	0.0081178793796894	0.00849414619545217
"ko00261"	0.0014294627922057	0.00154502421986085	0.0019127203522333	0.0017122338450031	0.00151927968414449	0.00155797903128153	0.00161117918367537	0.00153189591308759	0.00191660499606069
"ko00270"	0.00930859599528174	0.00933794471778696	0.00924841265227871	0.00872212964279314	0.00969051977363031	0.00949059612440738	0.00919026344476053	0.00931139253543988	0.00879644151614854
"ko00280"	0.00533490265991241	0.00556206981260494	0.00414980762722282	0.0057494257585316	0.00691175234592688	0.00629936592666149	0.00569324942071507	0.00589498078561055	0.00393926408672001
"ko00281"	0.000631859623682484	0.000627732475144917	0.000301695999801254	0.000637334650846181	0.000913428619296252	0.000765932694085766	0.000643678332001295	0.000703006173151418	0.000311145585745724
"ko00290"	0.00269306259762885	0.00297958676624077	0.00297381878990969	0.00293557345289833	0.00293637518828015	0.0029977509658312	0.0029052047350855	0.00284956848610748	0.00237367343782085
"ko00300"	0.00467912458653522	0.00507083353571293	0.00506971334799679	0.00480329526407595	0.00483870319832023	0.0049563468943386	0.00497979678621297	0.00492371062762635	0.0050685544104116
"ko00310"	0.00163511836827622	0.00182477278948956	0.00108604328039718	0.00195204474364366	0.00236428691346313	0.00212624335497102	0.00195012272878437	0.00195181995595234	0.00113332828341458
"ko00311"	0.000207649076571532	0.000248329699234446	0.000110297973250922	0.000170546351536148	0.000215886220515201	0.000220571832299465	0.000210112870369019	0.000218137848078976	8.95547604308389e-05
"ko00330"	0.00443965756053503	0.00450159475006133	0.00366369347537785	0.00416238954400185	0.00457166666187979	0.00453820287210879	0.00436775921880008	0.00439666184079395	0.00351309266421389
"ko00332"	0.000443659088683402	0.000447696768637647	0.000469396873384474	0.000432196260045658	0.000446598215606709	0.000446117103052385	0.000428393875217564	0.000435794327062433	0.000347850868877484
"ko00333"	0.0015593339378749	0.0015070035531908	0.00201210612409032	0.00180586620109403	0.00131943818630589	0.00139724932106055	0.00156513572819652	0.00152167885466224	0.00216127079275192
"ko00340"	0.00389943399725788	0.00407205616128603	0.00375911721223743	0.00375209430740115	0.00386804934827752	0.00398133682296455	0.00382321257861026	0.00385122146054551	0.00346507670126444
"ko00350"	0.00219949523450771	0.002258334652255	0.00214866029399872	0.00241327421891565	0.00288461657080802	0.00257743347265373	0.00248743723339281	0.00252433756074794	0.00164860625084052
"ko00360"	0.00292313383787577	0.00307400197077127	0.00236812523409391	0.0029977006647672	0.00348304544384305	0.00330117844941456	0.00310056435924528	0.00315945663155033	0.00218751629074243
"ko00361"	0.000197916801753835	0.000214114996849855	0.000551372269235466	0.000339198004627527	7.21935478696279e-05	0.000136273210592536	0.000219487350093595	0.000159583874094799	0.000575743447418555
"ko00362"	0.00222742973512732	0.00287283860291656	0.00147955865764753	0.00282872850801667	0.00358954112951848	0.00327473901857806	0.00293769301544655	0.00294452510313879	0.00136040277041163
"ko00364"	0.000111643660035146	0.000139623699515425	0.000214559708575732	0.000201148211859443	0.000108371019063443	0.000127378792588089	0.000146138563547572	0.000121756922092215	0.00024655881424702
"ko00365"	4.74009866969448e-05	3.51837415123473e-05	0.000102149655491862	6.45116374163038e-05	1.39389931281584e-05	2.34358434602851e-05	4.04866228072159e-05	3.07005706247206e-05	0.000112566853695517
"ko00380"	0.00105231228248	0.00127189491424038	0.000788149577025792	0.00140152118640513	0.00169142132868308	0.00150444758878617	0.00139187276875872	0.00138634061334796	0.000720097783533813
"ko00400"	0.00643089876889797	0.0064063328301956	0.00616038860176115	0.0061029001475314	0.00693774301093701	0.00672426107654675	0.00630212246270283	0.00638614998035957	0.00573276897351161
"ko00401"	0.00161103775832806	0.00157578642997323	0.00158458631987676	0.00155041682650735	0.0018323548490244	0.00172102431862618	0.00159663176793796	0.00161203961607336	0.00144200601772083
"ko00405"	0.000460966996467297	0.000493074154052723	0.000489407310743938	0.000504487749071864	0.000528123612996806	0.000523928732557242	0.000504868490949175	0.000484862834168224	0.000457901928920561
"ko00410"	0.00260203436811582	0.00258742693629572	0.00151034854429015	0.00261688704593596	0.00337138087398019	0.00305912123829418	0.00269951110733282	0.00275724425753313	0.00147197357325368
"ko00430"	0.00101115584549108	0.00111714585091882	0.00126431097309705	0.00122046659939949	0.00119246053439133	0.00116685549844292	0.00120125231843372	0.00115400529916809	0.00120560176159555
"ko00440"	0.000358693666723572	0.000381607652249958	0.000330998963130338	0.000399295419282132	0.000467774546397478	0.000409165876255666	0.00039110788837152	0.000453998256366903	0.000300803574880853
"ko00450"	0.00362783629135633	0.00368335725291559	0.00409072133456356	0.00376275338727316	0.0036904311695801	0.00368831187783346	0.00374294483330328	0.00367357976436663	0.00390421634354253
"ko00460"	0.00116456260572085	0.00119179772884189	0.00146844715958926	0.00114782137421907	0.00101923746573899	0.00106668637817518	0.00113302685508665	0.0011515369048313	0.00130478308612408
"ko00471"	0.000978439304248511	0.00108256889619564	0.00107302586051703	0.00102902151217085	0.00104455417683514	0.0010708513697375	0.00105818009475082	0.00104870726734414	0.00115407444668756
"ko00472"	0.000154158838469248	0.000122070482080858	1.85436755290691e-05	7.83281884782808e-05	0.000126873368516588	0.000119606118683185	0.000108509440681797	0.000121220421382201	1.62649740903308e-05
"ko00473"	0.00082248669810537	0.000747361608817143	0.000610645585191987	0.000659716326823016	0.000790984164541566	0.000760859480774787	0.000722107130809816	0.000769879877865038	0.000610669137906945
"ko00480"	0.00191577063975177	0.00186085987253236	0.00252279510354634	0.00209858904902981	0.00177939846033545	0.00183803750183762	0.00187033300100761	0.00175947866645331	0.00264635434493763
"ko00500"	0.0144316860392951	0.0128933172976125	0.0108318261712516	0.0109474655467796	0.0131473193662975	0.0128311296151057	0.0123008918446832	0.0129774766097081	0.00916158380500219
"ko00510"	0.000207020531233824	0.000181094390652444	0.000294465150544127	0.000196034593166399	0.000155863625700401	0.000165357535371222	0.000177079352025192	0.000182638379368196	0.000400246670913054
"ko00511"	0.00114871554359443	0.00121298492343915	0.002126789692312	0.00145662423292146	0.000754701422930061	0.000920933875558226	0.00118427676819786	0.00124780315318884	0.00280930769947269
"ko00513"	0.000247882801874642	0.000260245414849856	0.000426688499007723	0.000284012057653331	0.000187373191283054	0.000207648034776603	0.000240389797472411	0.00025708953360726	0.000673990809600361
"ko00514"	0	0	2.36833461990936e-07	0	0	0	0	0	9.71925470556655e-08
"ko00515"	0	0	2.36833461990936e-07	0	0	0	0	0	9.71925470556655e-08
"ko00520"	0.0167497733631565	0.0156292085709594	0.0147963856568604	0.0149895948988945	0.0159148555608123	0.0156628045188647	0.0153945383767926	0.0157800581498562	0.0142346344502342
"ko00521"	0.00199415286198924	0.00217011015530214	0.00311883894186458	0.00248212658511932	0.00175157370205544	0.00200442317486513	0.0022377777156494	0.00210770146577523	0.00297426130563045
"ko00522"	1.50372851390571e-06	1.89170804620298e-06	3.70200654622845e-07	1.31469373153779e-06	5.24700035826362e-07	9.17908017408125e-07	9.59496163777134e-07	1.73661292710089e-06	6.12374308418309e-07
