"","ophelia19","ophelia37","ophelia43","ophelia45","ophelia48","ophelia49","ophelia55","ophelia57","ophelia59"
"ophelia19",0,0.719026830392137,0.662427779786904,0.685601879907554,0.697901044449885,0.707962515689316,0.69972935716901,0.612756196867328,0.714719752641693
"ophelia37",0.719026830392137,0,0.610487407581693,0.621861916618999,0.675484372275398,0.62102939079327,0.587325801101501,0.68310872050646,0.657980105609143
"ophelia43",0.662427779786904,0.610487407581693,0,0.576199889871193,0.654794727129699,0.616283994343993,0.600583306256912,0.611620060574243,0.717805575644979
"ophelia45",0.685601879907554,0.621861916618999,0.576199889871193,0,0.503917543771664,0.535229290538774,0.475662309037439,0.610252946186681,0.576248954889447
"ophelia48",0.697901044449885,0.675484372275398,0.654794727129699,0.503917543771664,0,0.462003566561044,0.551008347020842,0.611926044027537,0.597531852189494
"ophelia49",0.707962515689316,0.62102939079327,0.616283994343993,0.535229290538774,0.462003566561044,0,0.564531109508483,0.617837382727008,0.581276570654654
"ophelia55",0.69972935716901,0.587325801101501,0.600583306256912,0.475662309037439,0.551008347020842,0.564531109508483,0,0.629311460853829,0.580248265288518
"ophelia57",0.612756196867328,0.68310872050646,0.611620060574243,0.610252946186681,0.611926044027537,0.617837382727008,0.629311460853829,0,0.64931932033025
"ophelia59",0.714719752641693,0.657980105609143,0.717805575644979,0.576248954889447,0.597531852189494,0.581276570654654,0.580248265288518,0.64931932033025,0
