"","goose20","goose22","goose37","goose42","goose44"
"goose20",0,0.279763433385635,0.369195638534041,0.406776280086731,0.354955977951402
"goose22",0.279763433385635,0,0.356573526142573,0.422046703369215,0.316648452369789
"goose37",0.369195638534041,0.356573526142573,0,0.230926084885721,0.307934919322854
"goose42",0.406776280086731,0.422046703369215,0.230926084885721,0,0.35138735951277
"goose44",0.354955977951402,0.316648452369789,0.307934919322854,0.35138735951277,0
