"","hdz-095","hdz-005","hdz-004","hdz-019","hdz-025","hdz-002","hdz-023","hdz-001","hdz-050","hdz-036","hdz-067","hdz-186","hdz-183","hdz-195","hdz-161","hdz-162","hdz-170","hdz-099","hdz-101","hdz-096","hdz-106","hdz-193","hdz-259","hdz-251","hdz-323","hdz-246","hdz-247","hdz-209","hdz-207","hdz-260","hdz-205","hdz-208","hdz-194","hdz-200","hdz-239","hdz-199","hdz-307","hdz-315","hdz-306","hdz-331","hdz-303","hdz-312","hdz-313","hdz-333","hdz-332","hdz-325","hdz-242","hdz-334","hdz-302","hdz-232","hdz-309","hdz-344","hdz-409","hdz-346","hdz-210","hdz-393","hdz-340","hdz-349","hdz-406","hdz-391","hdz-316","hdz-223","hdz-217","hdz-228","hdz-403","hdz-402","hdz-387","hdz-378","hdz-379","hdz-359","hdz-355","hdz-360","hdz-380","hdz-451","hdz-453","hdz-449","hdz-448","hdz-439","hdz-432","hdz-440","hdz-443","hdz-165","hdz-214","hdz-446","hdz-447","hdz-475","hdz-441","hdz-464","hdz-164","hdz-474","hdz-415","hdz-171","hdz-159","hdz-463","hdz-158","hdz-461","hdz-466","hdz-488","hdz-483","hdz-479","hdz-487"
"hdz-247",0.163376050569021,0.150024377514607,0.162124957294312,0.206947515443041,0.17896229603916,0.15504704288544,0.135196491236716,0.162817952466534,0.131102225817123,0.246073245236769,0.185631900233946,0.19902241951011,0.134351154185516,0.126567841738187,0.172769693673827,0.131374360646201,0.143484623658447,0.128664262864682,0.173268764218429,0.131804412527655,0.236134838666304,0.160102877047182,0.170248089971798,0.210642884572005,0.185569674394509,0.120814774212082,0,0.189667320450148,0.100265378684632,0.127763181988641,0.112218230458821,0.142650441136873,0.0963940896910697,0.118432435222912,0.247411797036943,0.150332116865808,0.253504605108459,0.157655699405186,0.190197455547604,0.0910809899250214,0.18141741855774,0.217548327282635,0.2180704880285,0.206516675033279,0.288457853355946,0.226638772363576,0.226560146502934,0.141415385501614,0.264278013861109,0.301020758122999,0.309067066000362,0.25412878533543,0.158392922068005,0.134564729779855,0.158172214803988,0.112134852657392,0.140527534501087,0.242243593509076,0.219451804984609,0.119017330065619,0.17185020824692,0.20492721506678,0.256155766785773,0.192541873716544,0.213696695746012,0.14130817591219,0.141986021198373,0.14647803565954,0.329431172941609,0.193183822142487,0.228160655593659,0.164068844516842,0.185639131244758,0.147278039682074,0.217965571543445,0.268398823981331,0.125529552575336,0.148436574829048,0.364050326076509,0.135492232202404,0.160067248394566,0.161073824063477,0.161995918434469,0.158391306527375,0.119451741763691,0.156849891301008,0.144173392292155,0.213924937276126,0.208562700685722,0.185374602592397,0.187658946177281,0.363651236774566,0.343141077087274,0.163860251623114,0.233348501317654,0.139466670666516,0.181249804869502,0.129050628762328,0.183055629662696,0.138887837505439,0.105429251436113
"hdz-209",0.22734045345855,0.169502574145634,0.22285402966754,0.228297224530008,0.286434350001085,0.202571916362804,0.197013885130155,0.174838154618785,0.258664670924225,0.34638413038927,0.285473909391867,0.304840827881954,0.240231582564268,0.192911606187073,0.301026569774016,0.227494155720767,0.247762655747771,0.257320740227164,0.244340677985743,0.231945112321235,0.303687204227294,0.25397647960999,0.225945947070126,0.282061030288382,0.28284417138099,0.159325424636196,0.189667320450148,0,0.145226383065266,0.238211374869442,0.177383808123124,0.199534968485436,0.16651349401805,0.233371281897596,0.26119972000062,0.217739208746229,0.351149180627536,0.277454719602556,0.281341285757935,0.184400856479813,0.270155319384483,0.298403588774405,0.306516800486731,0.320524951037811,0.377945909304473,0.343653420213776,0.186973453853482,0.230700145191529,0.347562170169765,0.294414896551159,0.240047061366093,0.192173016939054,0.204334155420288,0.135133503628225,0.106519742681116,0.180470266277649,0.162022314410235,0.196494322076706,0.147109024322305,0.216586686460593,0.242497209445771,0.211321390973373,0.177720328096103,0.256602708408948,0.169737686974048,0.144671498463832,0.126716037944133,0.22207534283845,0.280761669140702,0.201704683463171,0.173501916509697,0.1593859804406,0.165900888327958,0.160818691965407,0.158555786577602,0.232153743317243,0.162513655203092,0.195147524203069,0.31670961382907,0.17893597977463,0.183131836050929,0.107972423413629,0.281427331516551,0.177606193674876,0.207731820026325,0.195708610953001,0.189006942626834,0.164457878312926,0.183329247145491,0.201050019413552,0.114163160861523,0.317402688772232,0.295092929671969,0.208082876419468,0.174308874469618,0.243886779047906,0.258298213833127,0.194547374303558,0.134346895076624,0.155712597141584,0.156503531338563
"hdz-207",0.157439698039965,0.0998861400290418,0.156971230470775,0.16894692471334,0.214205758507554,0.14018972567154,0.126415196744703,0.146656399662798,0.163807495861797,0.270504437537808,0.200741606483197,0.215622204809459,0.154332819059566,0.130146914794952,0.211774032909017,0.145407000828783,0.163169936332859,0.168245861491417,0.175956475187287,0.150774073608717,0.23431573863128,0.172690757322459,0.161938200157899,0.203811091436767,0.206164178047114,0.0851196088698342,0.100265378684632,0.145226383065266,0,0.166705276791171,0.0989162591878629,0.113623127894872,0.0841881425770099,0.14454460499692,0.23831174078807,0.142375509426959,0.270729771814639,0.19010336515705,0.209890350991818,0.106668314515625,0.188118821215188,0.207778266867341,0.226686222713822,0.2346377458584,0.311776103378464,0.259537516294503,0.188083431841866,0.160763424418273,0.262185832207351,0.285712009329327,0.269044740091334,0.24247047390716,0.152184752541112,0.120497346107891,0.147000659845949,0.120502819881719,0.113705540959841,0.234804912150035,0.19524080185825,0.147929401730419,0.1661832807498,0.174477157642715,0.220955834657827,0.176040624992786,0.207098823049544,0.12874390589659,0.119830646486809,0.144665310394201,0.322630054405606,0.178982298408571,0.217087189557456,0.137552445426205,0.167459353987817,0.145070577890592,0.204681458175344,0.220803164280139,0.137664495866186,0.152832074069706,0.33321228099823,0.0930799897084038,0.145577282056373,0.131542153101304,0.187598128348178,0.180829737985226,0.129547036722809,0.131996410733412,0.138393034164395,0.195903827198668,0.193175899247804,0.137278826859752,0.144715322828661,0.334406129401911,0.323042796762409,0.137950323532232,0.202825465384112,0.158182428666995,0.181868253276935,0.132529180792229,0.141362081141764,0.131757910485628,0.1053473762579
"hdz-260",0.193072807886647,0.202828870845302,0.178849888700513,0.227889075273863,0.159258095768828,0.176161098297118,0.159035149203518,0.174978149584675,0.128177409852525,0.237179491848811,0.190235294888491,0.200438715927086,0.145636870889373,0.147661531227429,0.16045822694899,0.14059179315769,0.155993333286756,0.127738041325501,0.217318914655041,0.145682076869254,0.236144338642979,0.14583154303379,0.198983189432969,0.210417199277612,0.177152967770777,0.167299540665236,0.127763181988641,0.238211374869442,0.166705276791171,0,0.154108052194613,0.198486141474249,0.130073333814463,0.167211582703071,0.250620992164288,0.154929100440481,0.249124549744337,0.12905159238445,0.190241665881546,0.123300238729122,0.199444561523317,0.210565369866086,0.216358392765814,0.187213426519865,0.281263543940788,0.217346038987733,0.245339474489908,0.142330621771837,0.27205869318481,0.313129957901997,0.330581363558907,0.270561789469505,0.15706491662639,0.173645734080454,0.207054077746546,0.137060472404349,0.214896256623332,0.256367039886453,0.238857988091608,0.180956486849709,0.18659858388123,0.220007009219564,0.270106387399925,0.212383872262521,0.256968660793273,0.164423550718603,0.168430952222773,0.178250160579948,0.333536226487251,0.226555096513344,0.240624073404696,0.187876974145489,0.194797964430569,0.176784493851426,0.232155050204377,0.300884455100413,0.148256583108538,0.197754070428151,0.383583333573632,0.196409764922488,0.201158957602715,0.216080964933349,0.1703888599004,0.211619529260433,0.150028406311107,0.203379516222927,0.191781025347243,0.24807976894648,0.23058485537984,0.239868630293035,0.222720340611801,0.389579720677029,0.358841658702632,0.191720517690879,0.266390047314056,0.164742943233955,0.202556379341683,0.159343772591825,0.213709511163933,0.169782987579062,0.185003767724353
"hdz-205",0.123461700148018,0.155016996942367,0.127861038169896,0.153296783135781,0.186892476178162,0.11995186705113,0.103628221043987,0.133562530348788,0.138384382821077,0.242304917724112,0.167142360646974,0.17792283122749,0.131956430561009,0.122029303488675,0.172707566348411,0.128467698369649,0.122818159528953,0.146478254469427,0.155680435349957,0.109149753056233,0.206558640650191,0.135183513261096,0.143122968190668,0.173906985044116,0.163928121189464,0.104662716091202,0.112218230458821,0.177383808123124,0.0989162591878629,0.154108052194613,0,0.135141805297717,0.0646002657329445,0.112547724390074,0.263363617628818,0.116331278650413,0.248326685548919,0.152945959499535,0.168867097255698,0.081640762413631,0.177744066724915,0.176568842549116,0.194905644315417,0.205237203274964,0.286498849527314,0.227020199548531,0.214420244443984,0.113991079218178,0.233764733970904,0.309592401253494,0.307254477012801,0.248997970518616,0.150643977415584,0.135946799417164,0.165838803202226,0.0896518599491535,0.119634762204757,0.23293137087194,0.195624021742143,0.100020085810366,0.13537305169112,0.15712654902879,0.23133704523093,0.191095354282297,0.232192215749666,0.132356294702361,0.138195486517243,0.131539119753667,0.316919112821695,0.161343411387215,0.217100594447659,0.138943359964215,0.163563125599152,0.114980186791121,0.204442792214276,0.240301046836914,0.133562029476869,0.136611212172657,0.369545097755188,0.112589166456773,0.156497855376816,0.153099885439772,0.15498879726685,0.190861840586603,0.105162105146807,0.143927654112454,0.132679281464826,0.209799326556771,0.19925625448003,0.162293154655596,0.192904275561718,0.372393892717305,0.363308894070193,0.103807300608283,0.241416358553306,0.130304900888629,0.140491145787738,0.138775307174503,0.163031486735018,0.124122994204567,0.14553684673565
"hdz-208",0.161758247405728,0.160240456053743,0.166647285772416,0.163284723294764,0.216983885183099,0.17292170066937,0.157994090181049,0.18859324156048,0.159911809920212,0.242549662306932,0.191364086608749,0.19816171136015,0.155216280987228,0.165402553349797,0.190682067853458,0.175399007897931,0.158660368571564,0.169499590775723,0.180014650336585,0.156631080054785,0.220600788800313,0.160676457611719,0.171178107621231,0.189826352739002,0.197405110218669,0.141449849163368,0.142650441136873,0.199534968485436,0.113623127894872,0.198486141474249,0.135141805297717,0,0.135455410797074,0.153205757575371,0.203634116823117,0.150792055568221,0.255293291229478,0.16890138771316,0.199903053229351,0.140245881739126,0.176077708826139,0.190378450626766,0.214920005210082,0.212044592104973,0.294907883865332,0.237329542782408,0.210794662830346,0.16275829879365,0.249071109580814,0.271626528367232,0.267527067913715,0.268606154694972,0.181938953251125,0.164103937817076,0.205462740212122,0.168692931490008,0.161687568338836,0.281577962356605,0.225709888007357,0.158015191592217,0.183033397465576,0.187979755149097,0.245572520509589,0.156633787609501,0.243683668735667,0.172945834755961,0.169940014361122,0.130844166857941,0.354195423281833,0.187503643537031,0.249221834562914,0.179717909024274,0.221343129210512,0.186951480231815,0.236787126781769,0.210727719928874,0.188983587899409,0.203295232920281,0.339845880212269,0.129770407982282,0.18059694444843,0.18754732235581,0.17131854609432,0.233410793043354,0.143488369342016,0.156447836022375,0.17012749672729,0.224715631779395,0.22554805763358,0.106965452817585,0.198853145635966,0.335004030364014,0.337048374711223,0.150266476744054,0.228051989051516,0.170351165226458,0.180844094436978,0.159260291237815,0.181854478482652,0.191092181237524,0.152462636330983
"hdz-194",0.150855609039616,0.138917558609455,0.155686211617193,0.177138451470741,0.190334353689015,0.142102026500534,0.131306983051528,0.151881390329205,0.150913192110706,0.261578339111082,0.193966682091421,0.208543361042123,0.138531300858635,0.117745956976112,0.193420363035314,0.117309869472837,0.14691947209599,0.142670216059268,0.177773822106108,0.131029823421742,0.232155886102974,0.157228125233663,0.155811453772945,0.195440165759136,0.198067882290886,0.100823263728906,0.0963940896910697,0.16651349401805,0.0841881425770099,0.130073333814463,0.0646002657329445,0.135455410797074,0,0.137226151305387,0.239380685016054,0.129938208443226,0.271333161156743,0.176005249226845,0.206226363107139,0.0855698597699777,0.191840795270861,0.20380705335297,0.220346247883932,0.228126903960786,0.305175232252387,0.253094876623995,0.207265228755531,0.145645250224637,0.255847794666416,0.29935897395591,0.290649795300195,0.254975159850814,0.131907702309325,0.134847671223033,0.162926386374437,0.109748878234637,0.129587856144382,0.240100673907208,0.183989995597817,0.136331605293608,0.172827848915035,0.169982217543393,0.230282710602887,0.192309200660029,0.223082518522271,0.117797890225046,0.123507619726967,0.149900609669086,0.325826317984037,0.182256928357855,0.222517984486718,0.139243989788571,0.175276376478146,0.141081958603995,0.20574665898664,0.237517013838394,0.120402016179079,0.159148312693109,0.359217613078431,0.124487026803986,0.16128993984472,0.144966328548853,0.177544212764842,0.182594279741154,0.103224453039592,0.142168518713505,0.145042059355554,0.203812349455021,0.20342555945436,0.172482662788149,0.173445488792836,0.357506050335162,0.347948600362342,0.134072724860619,0.226231821990776,0.16197339837072,0.176972411561638,0.119793283888829,0.152561170417166,0.121212155767637,0.135895086872023
"hdz-200",0.125352180476086,0.195287743772461,0.104572433348684,0.165619610519604,0.163169427895134,0.146427847718925,0.131282066122238,0.175831884256318,0.112800608831991,0.174447802019313,0.117710591279272,0.114157961571252,0.122417503369085,0.144452805787304,0.116762796424069,0.139461514223117,0.0970618082755153,0.139049858517907,0.137884259434254,0.0713723535987893,0.174226612847504,0.104431295122684,0.143851213899441,0.13310642695698,0.124677265750454,0.147131418589296,0.118432435222912,0.233371281897596,0.14454460499692,0.167211582703071,0.112547724390074,0.153205757575371,0.137226151305387,0,0.257458865170222,0.153550945654355,0.188730721605174,0.106201706069239,0.118752632006777,0.111543297388983,0.122994667581186,0.147286498783402,0.133578954051415,0.137601033710614,0.21456738053882,0.166845361203096,0.249407361904892,0.0994131307868746,0.194239849872874,0.311119195564163,0.336782425544101,0.279845685406002,0.185428385186039,0.189269306730105,0.215399599207274,0.133374221591129,0.169712641959351,0.255949751500212,0.257027952986043,0.110202817053433,0.11643604942451,0.211140926591166,0.279480380533713,0.184478166955765,0.269010919560212,0.185171227104022,0.18900066158559,0.122351541454701,0.330511256719967,0.177858861224605,0.253513663374287,0.207307912828617,0.192172946817046,0.16339117371143,0.255371134569084,0.279563087364437,0.184731334934899,0.182938698354424,0.389416637777654,0.166474769640184,0.198286222571348,0.225666946808851,0.110411172074988,0.218725116864792,0.120109820721952,0.188513018247634,0.155926590403013,0.235545654023203,0.218700711878565,0.187343017020355,0.240825036604845,0.397286069984704,0.378028729615173,0.152180584972363,0.268110479139135,0.0988297282747748,0.106432668931569,0.162172691375909,0.217909304321391,0.167088290831066,0.158907807592427
"hdz-239",0.227158544835491,0.226159397920105,0.266225673420196,0.247686035418685,0.266448962688381,0.257473894039741,0.270297350226855,0.253844817003511,0.254126924981953,0.287681487912739,0.269548343671302,0.269013553832943,0.221558784684434,0.225651065948056,0.261163019527382,0.24486782476617,0.22995619102925,0.250890244294236,0.269637143429339,0.24996917261872,0.314700637195078,0.234443184724378,0.257478691219405,0.269426926428039,0.273809057956887,0.248197585155206,0.247411797036943,0.26119972000062,0.23831174078807,0.250620992164288,0.263363617628818,0.203634116823117,0.239380685016054,0.257458865170222,0,0.250398574605075,0.321117559511002,0.249839510399483,0.280572627391312,0.234899201019707,0.24264747975882,0.291224598298718,0.285135164141017,0.279579567837442,0.354062642203708,0.300497817164082,0.246419689770347,0.262328386131946,0.327421558525875,0.135877982508119,0.22967400775644,0.300211411467859,0.245245211626749,0.236719428773574,0.256521448686635,0.252586047176129,0.26327790272863,0.3093493112819,0.263365110351851,0.257752394799202,0.288678140753986,0.266791814716417,0.303156315604524,0.251174021245251,0.269306157817966,0.223836547091573,0.223933243173978,0.229918065760249,0.337819567724543,0.257058817925882,0.287188683018853,0.248495915405871,0.265981566032056,0.272381779817407,0.274183924129944,0.209971459192228,0.234831498319224,0.274426385078653,0.354153853311116,0.235908014492469,0.247074345233841,0.267688490328876,0.258369443533329,0.264042282454031,0.23185334254895,0.214206356030326,0.243809652629293,0.247886695569006,0.249030388692987,0.209219348840865,0.253297212822672,0.325935520315284,0.33537017563332,0.260995194796653,0.252388725016897,0.267841744702574,0.261509505938102,0.22683163463975,0.229497690635186,0.245639582321811,0.226246091086698
"hdz-199",0.119854727008576,0.168705571063609,0.141459816494341,0.150450431560669,0.186026524602056,0.161802485272437,0.130878770446708,0.165318539235536,0.138853978830204,0.208000179888803,0.184693395343778,0.163544107392082,0.13165567793469,0.112902070348799,0.144140965706318,0.104905553541549,0.127829740006783,0.158101886350017,0.157956966928232,0.13467462769191,0.174641339530411,0.125652399537491,0.146132301774167,0.150317810534428,0.130905776115182,0.158440032970713,0.150332116865808,0.217739208746229,0.142375509426959,0.154929100440481,0.116331278650413,0.150792055568221,0.129938208443226,0.153550945654355,0.250398574605075,0,0.221997338916956,0.148449929759955,0.132994085512627,0.110487756466094,0.175995245657445,0.138622207608975,0.17087170022669,0.170999371887054,0.26597972536514,0.201516150765245,0.196017384708399,0.11631365891529,0.206461618789758,0.288743344199547,0.304798050814385,0.242585288288414,0.134102353629802,0.161162670108011,0.209511451110453,0.120565028909945,0.160847442470521,0.252208170131062,0.198824952220231,0.140774460224056,0.160903979626957,0.167144715355672,0.228083769748057,0.154555790074656,0.258589813941608,0.162877923809858,0.186266205547725,0.141785183420531,0.30318988811177,0.155701305970502,0.238133592622574,0.135240051581528,0.184854931786101,0.162815077179695,0.196596734760545,0.245293352281033,0.164322470509935,0.176206123941443,0.35108515038554,0.106895233200451,0.154348294986509,0.207923957848604,0.144191731528672,0.20411339036271,0.121235417945046,0.158073184975875,0.127483673336535,0.20325121743013,0.202473117596319,0.176592853328101,0.213644741167325,0.367286253699311,0.357923903518904,0.076169593377706,0.220269314455593,0.159828080307022,0.147180819603377,0.125939384452407,0.162146478904334,0.164091357957917,0.192764202332635
"hdz-307",0.223405227977771,0.28304248402513,0.206984320793756,0.228467512354606,0.231170339028176,0.247022719246178,0.233003019134379,0.285782529293008,0.194153924030214,0.124098682048535,0.169776801206163,0.148448460567792,0.241010333784144,0.259997844932063,0.152628851163845,0.235669831064804,0.215534273091743,0.215718002621026,0.209863166983224,0.211830102555432,0.171897215634282,0.177617541369087,0.211375799556383,0.176570895459006,0.116756088478302,0.274160857733524,0.253504605108459,0.351149180627536,0.270729771814639,0.249124549744337,0.248326685548919,0.255293291229478,0.271333161156743,0.188730721605174,0.321117559511002,0.221997338916956,0,0.150757779148154,0.127542489955625,0.247790222461709,0.186543704744321,0.128514259129567,0.136455556996544,0.104706774686649,0.120315305903648,0.102443194517843,0.307883207216293,0.18683917544156,0.118331149459393,0.326719099102161,0.369372780651621,0.339217445507394,0.285763957923222,0.288797608118462,0.330275504667213,0.264378580659115,0.307822043512611,0.332561843983154,0.335708423533007,0.247758106411133,0.194901313919099,0.290444710157657,0.355522511794374,0.222592136828197,0.363544982686679,0.298689274553289,0.323563589155986,0.204226948739088,0.363173289547612,0.244214350976587,0.358933393712974,0.29688714191031,0.299465921042888,0.265435170649547,0.321493237494192,0.326183741431521,0.317919463969357,0.292136908218708,0.42268537390081,0.261657088161889,0.27682086827307,0.33738680940334,0.174882485356642,0.346786006030841,0.245508837208292,0.283426162552364,0.266479399410733,0.328916590495308,0.300322965138952,0.291568896828449,0.344686687469379,0.452334404825188,0.415460235394045,0.23629662948237,0.34905347386219,0.204939751620105,0.171399126729513,0.25425808486184,0.318559412325901,0.298889846475902,0.297817855351248
"hdz-315",0.151963888548225,0.210888924419702,0.142473644670137,0.170127799917616,0.143064989254327,0.156559737942714,0.148348655793692,0.198090995465563,0.0853030511053126,0.144662361097138,0.121517488016198,0.127958192032418,0.127614829829176,0.165154516694055,0.0812199571940144,0.145162593377818,0.111189947464066,0.128426076451007,0.167516065064364,0.112425897125683,0.164418971093064,0.0639616944558283,0.156106946251373,0.138674262862895,0.096699046568765,0.182235069625042,0.157655699405186,0.277454719602556,0.19010336515705,0.12905159238445,0.152945959499535,0.16890138771316,0.176005249226845,0.106201706069239,0.249839510399483,0.148449929759955,0.150757779148154,0,0.111725364544554,0.139454512063261,0.121875060560194,0.127602720674125,0.142155315474311,0.091867858641828,0.194611878429369,0.129339692045627,0.247133466781309,0.0872192085312048,0.190908001956909,0.305798270316993,0.337674419814898,0.287697316849145,0.194621085805867,0.204611528648013,0.253033731612703,0.168102410821069,0.231201557321213,0.280745072067411,0.26723790836357,0.1643791683428,0.142771058282444,0.223609037988504,0.295242362255467,0.172242308455672,0.296193306521838,0.209763307948747,0.234456964008327,0.119893808899017,0.344406501872378,0.203914328022907,0.283124695548201,0.216834381512564,0.223635434628912,0.187980440358217,0.266545789020573,0.295952311782212,0.222541657711005,0.214119319765021,0.399004577251363,0.190053886539481,0.218146011878959,0.262268060995521,0.0889135857453715,0.269815675665429,0.141961440060937,0.207580189711221,0.193222207487875,0.266321937676559,0.244334883517317,0.2206155448659,0.269197926424327,0.409968187228262,0.3766203782055,0.173931785352548,0.286131435113221,0.118937031181736,0.130609940062341,0.18108709789213,0.240906535421518,0.21212685803612,0.212216795830014
"hdz-306",0.143779661331812,0.224068149433201,0.129665816054817,0.1478176756782,0.198052652746011,0.183221379874631,0.154905104185085,0.205969131840413,0.143058272655111,0.126669157298937,0.119374665025019,0.0883973609944205,0.167377248334746,0.180471756076729,0.104636332556416,0.148427129371504,0.143256783700315,0.193543319710963,0.12712180945979,0.135232041457978,0.102245838532622,0.121765520169598,0.146198369860583,0.112841224213347,0.0596146029277708,0.207457034697445,0.190197455547604,0.281341285757935,0.209890350991818,0.190241665881546,0.168867097255698,0.199903053229351,0.206226363107139,0.118752632006777,0.280572627391312,0.132994085512627,0.127542489955625,0.111725364544554,0,0.162585616596655,0.141788969418612,0.0912492597049008,0.0912669109845169,0.0956561440451739,0.171426496937877,0.108655569673047,0.23705142292168,0.103321628760333,0.146977215556657,0.309606152896201,0.338480876823376,0.282018583867375,0.214418034019118,0.217502398402474,0.263227212161,0.176370283765765,0.224426800329393,0.277199155447405,0.268994778627633,0.161640984619106,0.118355953202383,0.219378632417023,0.295555702764574,0.182039905343386,0.30434332814742,0.227120802960813,0.25010872394418,0.127519829232971,0.31528868348231,0.169975864584965,0.287697107560543,0.214819381190568,0.229634864421455,0.191755409017668,0.255009434596373,0.276263991899932,0.235724497000087,0.215808755000001,0.393209207510756,0.186171765081671,0.208755407457523,0.277836301784529,0.115881701697657,0.268902791336008,0.169622484800202,0.208560905784114,0.189469777636967,0.248463257165179,0.230792394522131,0.230313887395424,0.285997071162452,0.415943852621183,0.386660663522834,0.148052758578187,0.287340817933333,0.156707393601164,0.0992317407182252,0.178662863117195,0.241662202783659,0.216611843039268,0.241326871085855
"hdz-331",0.112367673919072,0.151631222588725,0.128185151440429,0.177365587695588,0.158163317209453,0.117507349828153,0.111355238583384,0.13133302676541,0.119313730366108,0.235830507692226,0.164527581598716,0.17185274887133,0.108219680736214,0.0965517897603035,0.165129900949568,0.0985564358592786,0.104154584781298,0.118729544964409,0.15613977026943,0.106482636015079,0.206696460908477,0.115074953813775,0.13535485854783,0.166458442052177,0.164409044779996,0.12149193189016,0.0910809899250214,0.184400856479813,0.106668314515625,0.123300238729122,0.081640762413631,0.140245881739126,0.0855698597699777,0.111543297388983,0.234899201019707,0.110487756466094,0.247790222461709,0.139454512063261,0.162585616596655,0,0.162061477959741,0.192762612647049,0.181707323490309,0.20047589010542,0.281236163787673,0.224360217031576,0.204564900082026,0.0980616882064763,0.251109776282428,0.288212471058484,0.308105018814177,0.242670119698136,0.133462022183631,0.132479501940398,0.169985796731286,0.0840186579248211,0.145336536426719,0.240949470034193,0.20419765880845,0.118121712919416,0.147500020088891,0.182198228855274,0.24022903290977,0.195180254472872,0.233350619468937,0.113159218555123,0.13510022382474,0.122474227781325,0.321299560906379,0.173666038493624,0.211911831479353,0.138861036559191,0.17131365190047,0.139241402273167,0.196360950269302,0.247889126087413,0.123459949223246,0.146788349154762,0.368240600289363,0.123408704471348,0.155443629737283,0.182919923620093,0.150671155224511,0.178118467090128,0.0767334847206321,0.128056345920997,0.112892961213803,0.197682783107888,0.198151559331289,0.169451105771647,0.184829893530501,0.369131873663078,0.345064921147966,0.121522824593479,0.220264929648549,0.123879029266179,0.129599518527946,0.104762531237784,0.1555149114653,0.104757202467113,0.14111068484661
"hdz-303",0.124246814529192,0.188967066506552,0.156235006524393,0.156276320370146,0.149288661737964,0.176128611060299,0.177996007233714,0.205711919633163,0.148650780231054,0.154091192624358,0.124323797627762,0.13183990689475,0.13234811411181,0.178004494856253,0.133868791025584,0.169534595052933,0.106344840207921,0.172530632233311,0.125440419819295,0.142729888405836,0.188639199886146,0.122684180701588,0.151815698354771,0.119559838754755,0.139721567173192,0.175030057358239,0.18141741855774,0.270155319384483,0.188118821215188,0.199444561523317,0.177744066724915,0.176077708826139,0.191840795270861,0.122994667581186,0.24264747975882,0.175995245657445,0.186543704744321,0.121875060560194,0.141788969418612,0.162061477959741,0,0.145498303744225,0.143400807679195,0.14090799947079,0.230097387055075,0.16691752315343,0.203649766800683,0.138799523635434,0.200564052484607,0.291776961621549,0.288060476459351,0.294912266482082,0.196673085500596,0.21408179203406,0.259083799618823,0.189904729027282,0.218645592591545,0.306036010121873,0.264126215646539,0.166108922570283,0.170650065181797,0.215792296685453,0.301458617571629,0.16142376988246,0.294352908530724,0.215078129179374,0.243115596109027,0.121164753685281,0.344633046015957,0.189659053946956,0.288554724745058,0.223587303588647,0.244402432970159,0.209401777544339,0.270187313251077,0.252891155645805,0.228299728061076,0.223017324544044,0.370500311322543,0.169079292255368,0.190616126561172,0.264896024450229,0.141126385613988,0.246221687518771,0.149457735350017,0.184215943985036,0.177335610311389,0.240915527386436,0.23376114794786,0.184816677814648,0.268002480474983,0.389562036526865,0.345614084285938,0.175264792956338,0.245043199450951,0.153432623126332,0.122789585545355,0.183316070451478,0.227886836396818,0.2075862750302,0.212074848906525
"hdz-312",0.16227731387788,0.225654233614363,0.155264231803325,0.156549904179485,0.197809703625229,0.210352424606498,0.189453261542552,0.236297293419136,0.163428181928634,0.131631707463366,0.121473197092701,0.0961567870625977,0.177460562057357,0.200632491451912,0.121350285167401,0.178211418418884,0.155417064070199,0.192882954239591,0.153581543895816,0.138551466419678,0.107260279950741,0.145255705125539,0.176096499480628,0.0994944089117579,0.101460644454214,0.191675528237389,0.217548327282635,0.298403588774405,0.207778266867341,0.210565369866086,0.176568842549116,0.190378450626766,0.20380705335297,0.147286498783402,0.291224598298718,0.138622207608975,0.128514259129567,0.127602720674125,0.0912492597049008,0.192762612647049,0.145498303744225,0,0.100897002232718,0.103881922507655,0.171129094459111,0.113787173079722,0.23870564323351,0.138648446385043,0.120203808282601,0.305924384991532,0.341257519407797,0.305123510075668,0.203646657629654,0.24764425347462,0.292168343745313,0.209633325820752,0.22731597975278,0.309983401147745,0.2758926036094,0.182290568704223,0.153757222489273,0.214461230041969,0.286586495888881,0.163045712357219,0.330932296082212,0.25574685870823,0.282814541669137,0.15442092470568,0.344219197562801,0.200505229195218,0.314016422954857,0.234301755482347,0.262795313211686,0.222836802942315,0.28612440908452,0.273776559503612,0.265449113650951,0.249304369836873,0.382089397588874,0.184321910041285,0.231080652861915,0.277006737391803,0.150560040155691,0.296600961690375,0.195952619964259,0.226682586809499,0.213764910249943,0.288929298913603,0.261122238082427,0.22302444393706,0.278658562189189,0.415777625687752,0.390106855338467,0.150397448712301,0.289598857688927,0.185160524768768,0.115795828076562,0.208978409928273,0.250946175654196,0.248818268649546,0.263231674041052
