"Taxa"	"buddy11"	"hamlet11"	"hera11"	"padme11"	"ginger14"	"hera14"	"jarjarbinks14"	"joans14"	"kubo14"	"wolverine14"	"jarjarbinks15"	"kubo15"	"buddy16"	"iris16"	"hamlet17"	"hera17"	"iris17"	"lambchop17"	"wolverine17"	"lambchop18"	"franc19"	"ophelia19"	"goose20"	"jarjarbinks21"	"joans21"	"korra21"	"kubo21"	"franc22"	"goose22"	"grogu22"	"hamlet22"	"iris22"	"hera24"	"ivy24"	"marshmallow24"	"hamlet25"	"lambchop25"	"ginger27"	"henry29"	"ivy29"	"jarjarbinks29"	"joans29"	"korra29"	"kubo30"	"hamlet31"	"jarjarbinks32"	"grogu36"	"henry36"	"iris36"	"ivy36"	"goose37"	"grogu37"	"lambchop37"	"marshmallow37"	"ophelia37"	"wolverine37"	"charles41"	"grogu41"	"hamlet41"	"joans41"	"marshmallow41"	"goose42"	"henry42"	"ginger43"	"ophelia43"	"buddy44"	"franc44"	"goose44"	"hera44"	"iris44"	"ivy44"	"jarjarbinks44"	"joans44"	"korra44"	"lambchop44"	"marshmallow44"	"wolverine44"	"franc45"	"grogu45"	"hera45"	"ophelia45"	"buddy46"	"charles46"	"ginger46"	"iris46"	"ivy46"	"lambchop46"	"franc47"	"ivy47"	"buddy48"	"franc48"	"henry48"	"korra48"	"kubo48"	"lambchop48"	"ophelia48"	"charles49"	"franc49"	"ginger49"	"jarjarbinks49"	"joans49"	"marshmallow49"	"ophelia49"	"wolverine49"	"buddy50"	"charles50"	"ginger50"	"grogu50"	"lambchop50"	"charles51"	"joans51"	"ginger52"	"marshmallow53"	"charles55"	"ginger55"	"lambchop55"	"ophelia55"	"buddy56"	"franc56"	"grogu56"	"joans56"	"buddy57"	"charles57"	"joans57"	"ophelia57"	"wolverine57"	"hera58"	"korra58"	"kubo58"	"wolverine58"	"hamlet59"	"henry59"	"iris59"	"ophelia59"	"iris60"	"marshmallow60"	"wolverine60"	"ginger66"	"henry66"	"hamlet67"	"hera67"	"franc68"	"jarjarbinks68"	"grogu70"	"ivy70"	"lambchop70"	"marshmallow70"	"wolverine70"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.224317759679954	0.255215775935982	0.437598284488921	0.35934819897084	0.582249535515221	0.454545454545455	0.144695453245639	0.0458794764849705	0.105503931379557	0.331712201401802	0.262367743780383	0.378285714285714	0.00859722023212495	0.265799256505576	0.139571428571429	0.0233257012020607	0.231066018862532	0.212516110554203	0.511787398199743	0.264399028154924	0.199285714285714	0.193995711222302	0.180168595513645	0.126142857142857	0.409259788511003	0.164571428571429	0.229955695297985	0.186445524735488	0.180142857142857	0.0144285714285714	0.0839410839410839	0.428775539362766	0.163857142857143	0.154650996130142	0.028436696198914	0.163880554364909	0.338239496999143	0.366857142857143	0.256179454207744	0.402486069438491	0.262428571428571	0.243923362882471	0.285469352764681	0.132990132990133	0.352058319039451	0.114081486776269	0.00685714285714286	0.177933400028584	0.069547796222095	0.0583440583440583	0.138202086608547	0.00257142857142857	0.091493924231594	0.0388960388960389	0.0546338672768879	0.374624946420917	0.0226328606216874	0.00914677719022438	0.24435230197312	0.108011444921316	0.0347242069162618	0.151701458392908	0.263398599399743	0.0423522678494778	0.251893127589656	0.103157593941992	0.0947990203140758	0.204831332189823	0.05379113018598	0.275171624713959	0.201888682214909	0.0283545753973937	0.149735676525218	0.045746962115797	0.209691252144082	0.136571428571429	0.29931291153736	0.142489638416464	0.308274974989281	0.102586083726247	0.310137457044674	0.0862980425775111	0.164499071030442	0.217093039874232	0.184417441029307	0.367247785081452	0.294042006000857	0.181168738391199	0.305615087869696	0.09401343049007	0.10995138690306	0.17345335047864	0.166857142857143	0.187732342007435	0.217142857142857	0.085383295194508	0.154893251182118	0.0977282468924132	0.402257787939411	0.0932227623677438	0.133876268038291	0.164618462417834	0.0554840554840555	0.268515870746354	0.0724596255538088	0.219299499642602	0.375142857142857	0.058	0.302701157638988	0.143776824034335	0.085620354488279	0.281468781254465	0.0161428571428571	0.0392913273324761	0.346819156540386	0.166142857142857	0.181532304173814	0.145205087894812	0.178203661327231	0.0257142857142857	0.336620926243568	0.136428571428571	0.00572246065808298	0.123	0.156893592677346	0.252285714285714	0.020160137260509	0.116445206458065	0.104232199027738	0.452857142857143	0.204172024574939	0.248285714285714	0.100857142857143	0.0518253400143164	0.0443490701001431	0.0704688393367639	0.382723112128146	0.0343102215868477	0.0727246749535648	0.0177472448833548	0.436205172167452	0.249463596052067	0.165451165451165	0.011858836976711	0.260757684060043	0.0287265971130484	0.00242961269115335	0.24967695620962
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.148735533647664	0.0717347813661046	0.0724803431022159	0.0751858204688393	0.0710304416178362	0.151086335048599	0.212181870174435	0	0.115796997855611	0.145758832785009	0.143408635973692	0.124285714285714	0.0267946697234561	0.0799256505576208	0.197571428571429	0.0299084144247281	0.219205487282081	0	0.0781540220031433	0	0.182	0.306790564689064	0.152878982711816	0.168285714285714	0.121463275221492	0.171571428571429	0.254394740603116	0.152559336574206	0.108	0.101428571428571	0.045045045045045	0.114159165595085	0.241142857142857	0.218575318904973	0.20120034295513	0.344620660094299	0.267076307516433	0.266714285714286	0.157736819545649	0.212173167595371	0.163142857142857	0.236917357735202	0.0972996142306044	0.148863148863149	0.141938250428816	0.163259471050751	0.052	0.290553094183221	0.0161705781339439	0.036036036036036	0.257396026868658	0.0391428571428571	0.191708363116512	0.049049049049049	0.0942505720823799	0.206886698099729	0.0322303394929093	0.0507360297270259	0.199599656848727	0.236766809728183	0.0585881680480137	0.198169859879897	0.125625267971988	0.0309057089712405	0.190741534504929	0.215459351335905	0.114392738798444	0.119353916523728	0.0356223175965665	0.115846681922197	0.208041207611962	0.0325075182586281	0.223603371910273	0.0904932094353109	0.303602058319039	0.124857142857143	0.0803034640709991	0.137630413034157	0.0786051164784908	0.139591370195742	0.143184421534937	0.1343049007001	0.235243675861083	0.116764327568958	0.163688348820586	0.0833095170048585	0.143591941705958	0.120588655522217	0.112873267609659	0.10130018574082	0.166142407778095	0.196885269324189	0.132571428571429	0.258078352873892	0.169571428571429	0.231550343249428	0.0419830921335435	0.1488784112016	0.0885967419262646	0.173148412925365	0.249607086726675	0.0923120891683338	0.238953238953239	0.179868458678868	0.211947977704731	0.098927805575411	0.162285714285714	0.130428571428571	0.204659139631271	0.18412017167382	0.179245283018868	0.192741820260037	0.0524285714285714	0.153450492927561	0.158541815582559	0.103857142857143	0.172955974842767	0.0650278690867515	0.178203661327231	0.0761428571428571	0.207118353344768	0.208428571428571	0.0693848354792561	0.0518571428571429	0.108838672768879	0.0575714285714286	0.0307406348298542	0.0292898985569367	0.10480411781527	0.0955714285714286	0.163166166595228	0.192	0.238571428571429	0.128561202576951	0.178826895565093	0.121497998856489	0.112128146453089	0.0408863473909936	0.122874696385198	0.0563904393874338	0.137305329332762	0.114289801172937	0.151294151294151	0.109015573653379	0.15939957112223	0.0250107188795198	0.0463055595255109	0.0580043072505384
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.117731104443492	0.0151471849099743	0.0351679771265189	0.00857632933104631	0.0786051164784908	0.0390222984562607	0.0298827566485559	0	0.0195854181558256	0.0772421685023602	0.0390334572490706	0.0561428571428571	0.0111763863017624	0.0956534172147555	0.149714285714286	0.024327418431597	0.144612746499	0.0780466848059573	0.106443777682526	0.376875803915964	0.151	0.0799142244460329	0.245892270324332	0.314714285714286	0	0.140857142857143	0.0976132628269258	0.153560194452388	0.140285714285714	0.0111428571428571	0.0248820248820249	0.173167595370767	0.118571428571429	0.14490468682815	0.0234352672192055	0.073867695385055	0.0778793941126036	0.111428571428571	0.0710101443063295	0.125160737248178	0.104142857142857	0.0494709751215327	0.0607229604229176	0.0624910624910625	0.108919382504288	0.142387419585418	0.00814285714285714	0.110904673431471	0.023468803663423	0.0283140283140283	0.10990424467629	0.009	0.143102215868477	0.0527670527670528	0.016304347826087	0.0862980425775111	0.000429737859905458	0.0120051450621695	0.0454675436088076	0.153218884120172	0.0421549014004001	0.181584215041464	0.200228669429756	0.0530834167978252	0.0364337762537505	0.0668666952421774	0.0355856504826394	0.353630646083476	0.00872675250357654	0.105692219679634	0.179710974388325	0.00945152513246456	0.0561508786969567	0.0474624731951394	0.0546026300743282	0.137571428571429	0.0765817348983682	0.193797341717879	0.178505073602973	0.065580797256751	0.0393757159221077	0.0430061437348193	0.048020580248678	0.289123910247249	0.103645461043603	0.301086024578451	0.0492927561080154	0.366052293184741	0.110158594084869	0.0401485926560937	0.204175007148985	0.254179168452636	0.167857142857143	0.0692021732913926	0.301142857142857	0.0389016018306636	0.00630462817022496	0.225032147449636	0.363532437839383	0.156848727480698	0.118016859551364	0.132752214918548	0.0383240383240383	0.0987989705461824	0.0473059882806917	0.381558255897069	0.275285714285714	0.0612857142857143	0.10261540660283	0.207439198855508	0.0554602630074328	0.227032433204744	0.0162857142857143	0.345335047863981	0.203002144388849	0.0671428571428571	0.0224413950829045	0.0575961126196942	0.111985125858124	0.0131428571428571	0.082904516866781	0.067	0.00987124463519313	0.0688571428571429	0.0523455377574371	0.0612857142857143	0.00943665999428081	0.0232890412916131	0.0952244781241064	0.0714285714285714	0.0747249607086727	0.251142857142857	0.147571428571429	0.0684323550465283	0.0792560801144492	0.0810463121783876	0.133295194508009	0.0258756254467477	0.0654379197028147	0.0327751538571633	0.228461208744106	0.188957230725218	0.138281138281138	0.0107158165452207	0.186275911365261	0.0138630841789338	0.00214377590395884	0.0739411342426418
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0.0190027146735248	0	0.000142959256611866	0	0.000142918393597256	0	0	0.0283330936286495	0.0167262330235883	0	0	0.00828571428571429	0.000429861011606247	0	0	0.000143102461362335	0	0.000143204926249463	0	0	0.000714285714285714	0	0.0295756536648093	0.0754285714285714	0.236353243783938	0	0.0443047020151493	0.00142979696883043	0.0292857142857143	0.799428571428571	0	0	0	0.000286656155940949	0.599456987710774	0	0.000428693912546442	0	0	0	0.122428571428571	0.276093794681155	0	0.474331474331474	0	0.0817726947819871	0.746857142857143	0	0.000286204922724671	0.00600600600600601	0.0780334429041018	0.886571428571429	0.103359542530379	0.540683540683541	0	0	0.000143245953301819	0.73231384879234	0.000142979696883043	0.0565092989985694	0.432980851671906	0.0756362596511295	0	0.000143081985977965	0	0.331190170024289	0	0.0250142938822184	0.000143061516452074	0.000143020594965675	0.0270424953498355	0.000286409852498926	0.204600657236748	0.000285918513223731	0.00871926815323042	0.405857142857143	0	0.0140060025725311	0.200371587823353	0	0	0.30275753679097	0.172359582678291	0.000142918393597256	0	0.000142897970848814	0.00985855122160309	0.0124303471924561	0	0.611087298185455	0.0215899342293394	0.000142877553936277	0.000714285714285714	0	0.0627142857142857	0	0	0.033576225175025	0	0.0293108378610237	0.0585797971138734	0.378108030865962	0	0	0.194511933685865	0	0	0.664428571428571	0.0110047163069887	0	0.0481703830760435	0	0.871	0.000285755107872553	0	0.00357142857142857	0	0.198513648706589	0	0.784714285714286	0.01357918810749	0.350857142857143	0.00100143061516452	0.344571428571429	0	0.000142857142857143	0.000285959393766085	0.000285755107872553	0.000142979696883043	0.000285714285714286	0.000142877553936277	0	0	0	0	0.14136649514008	0	0.000142959256611866	0	0.0001431229426077	0.000142877553936277	0.086682877985982	0.0617760617760618	0.726818116873839	0	0.00114334714877805	0.571959411176218	0.000287150035893755
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0.137876839548507	0.00128608173763933	0.00128663330950679	0.0211549456832476	0.0354437616121195	0.00400228702115495	0.00486130969402345	0	0.00528949249463903	0.021170075811758	0.00257363454389477	0.00471428571428571	0.0679180398337871	0.0767800972261939	0.00957142857142857	0.00529479107040641	0.0833095170048585	0.000143204926249463	0.000142877553936277	0	0.166428571428571	0.00843459614010007	0.0724389198456922	0.066	0.117890825950272	0.0732857142857143	0.0188652279548378	0.205318844724049	0.105285714285714	0.00585714285714286	0.00457600457600458	0.0770110015716531	0.00528571428571429	0	0.00271506144612746	0.00257179597085298	0.186196056016005	0.0634285714285714	0.0740105729389913	0	0.0337142857142857	0.0557620817843866	0.0091441634519217	0.00715000715000715	0.0128644939965695	0.0623302358827734	0.00428571428571429	0.0393025582392454	0.0496565540927304	0.371800371800372	0.134200371587823	0.00314285714285714	0.106075768406004	0.0612040612040612	0.00314645308924485	0.0311473067581083	0.000716229766509096	0.0108617979133915	0.0087217615098656	0.0600858369098712	0.131751929122606	0.0993708893337146	0.0848935257967701	0.216769208756618	0.00228604086298043	0.0644377768252608	0	0.0210120068610635	0.00228898426323319	0.105120137299771	0.0877092574044928	0.00458255763998282	0.198742677525361	0.308363116511794	0.26600914808462	0.0425714285714286	0.043229315774406	0.165070744604831	0.0200085751036158	0.015002143163309	0.0065864833906071	0.18574082011716	0.266828640846077	0.0638845219379734	0.109935668334525	0	0.326618088298328	0.0890127161023003	0	0.0482926132304615	0.162424935659136	0.0338619802828976	0.0998571428571429	0.12782384901344	0.0791428571428571	0.0140160183066362	0.00587476715861871	0.131875982283183	0.0412975135753072	0.0683442951100944	0.252036005143592	0.0181480422977994	0.0154440154440154	0.0410351730054332	0.0355866800057167	0.0480343102215868	0.0511428571428571	0.00628571428571429	0.23853079891382	0.116738197424893	0.359062321326472	0.0915845120731533	0.00228571428571429	0.107586798114016	0.0629020729092209	0.519285714285714	0.00500285877644368	0.0201514934972131	0	0.00242857142857143	0.142224128073185	0.0614285714285714	0.217882689556509	0.0275714285714286	0.0145881006864989	0.0101428571428571	0.00428939090649128	0.255893699099871	0.198884758364312	0.00757142857142857	0.00728675525075011	0.0881428571428571	0.128714285714286	0.035361488904796	0.148783977110157	0.0850485991995426	0.0263157894736842	0.485918513223731	0.143449064152022	0.0161728925146701	0.00142877553936277	0.0861107137748534	0.0755040755040755	0.00171453064723532	0	0.70258682292411	0.00943261397741889	0.0447954055994257
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola"	0.0154307758251179	0.116604744212632	0.0693352394567548	0.0363064608347627	0.0327283121337716	0.110920526014866	0.161424077780955	0.000287645620595426	0.039313795568263	0.0207409526534115	0.0850729196454103	0.0382857142857143	0.0961455795959306	0.053760366028024	0.167857142857143	0.220807097882084	0.0465847384967133	0	0.1343049007001	0	0.0234285714285714	0.141100786275911	0.0334333476210887	0.0604285714285714	0.0131466133180909	0.0374285714285714	0.0607403172788338	0.0373177008864741	0.0292857142857143	0.0304285714285714	0.0334620334620335	0.0551507358194028	0.226142857142857	0.0938798910706607	0.0398685338668191	0.2087441063009	0.0378679622749357	0.0321428571428571	0.0715816545220746	0.0627232461780254	0.038	0.0187303402916786	0.0168595513644806	0.0111540111540112	0.101915380217267	0.034024303073624	0.091	0.0930398742318136	0.101030337721809	0.0643500643500644	0.0164356152636844	0.0107142857142857	0.0162973552537527	0.00643500643500643	0.0646453089244851	0.0450064294899271	0.210141813493769	0.0704587680434472	0.0977981126680011	0.0145922746781116	0.0170048585310089	0.0138690305976551	0.0590252965556667	0.0221777078265846	0.0800114302043149	0.0551507358194028	0.204581472410316	0.00428816466552316	0.402288984263233	0.0672196796338673	0.0208899699527829	0.211513676070457	0.0307186740962995	0.0335954253037884	0.0125786163522013	0.0215714285714286	0.0871743486973948	0.0650278690867515	0.0127197370301558	0.311901700242892	0.0946449026345934	0.0541505929418488	0.0071459196798628	0.072030870373017	0.0824874910650465	0.0457273506716205	0.0332904700671525	0.0382911844549221	0.212744677811116	0.00842977568224032	0.0647698026880183	0.0314330618659809	0.022	0.127394909922791	0.0112857142857143	0.229977116704806	0.00974351626307494	0.0497213887698243	0.00928836810517291	0.037031741492708	0.0200028575510787	0.0154329808516719	0.224367224367224	0.0923648841864455	0.0121480634557668	0.0147248034310222	0.0141428571428571	0.00771428571428571	0.0162926968700872	0.0273247496423462	0.0754716981132075	0.0257179597085298	0.0104285714285714	0.0600085726532362	0.0324517512508935	0.0322857142857143	0.0864779874213836	0.0137201657853366	0.169336384439359	0.0355714285714286	0.0194396798170383	0.0205714285714286	0.116452074391989	0.0147142857142857	0.210097254004577	0.045	0.357306262510724	0.0332904700671525	0.109093508721762	0.0298571428571429	0.147878268324046	0.0652857142857143	0.072	0.0914817465998568	0.106723891273247	0.00528873642081189	0.0655034324942792	0.0897784131522516	0.16845263609087	0.425504508372692	0.018574082011716	0.0155914747532542	0.0394680394680395	0.0550078582654665	0.0410293066476054	0.0237244533371445	0.196798627983421	0.100502512562814
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0.123446206600943	0.00242926550442984	0.0420300214438885	0.0563178959405375	0.000285836787194512	0.0351629502572899	0.0131541321132399	0.546382856321012	0.34481772694782	0	0.0228767515012868	0.0688571428571429	0.146009456942255	0	0.000285714285714286	0.00286204922724671	0.000142897970848814	0.299155090935128	0	0.122195226525654	0.0288571428571429	0.000428877769835597	0	0.0155714285714286	0.000285795941697628	0.135857142857143	0.0358725167929113	0.006720045753503	0.101857142857143	0	0.65994565994566	0	0.000714285714285714	0.000143328077970474	0	0.000142877553936277	0.0125750214346956	0	0.0412916130875839	0	0.0465714285714286	0	0.288041148735534	0.0177320177320177	0.00771869639794168	0.103216583273767	0.000142857142857143	0.00686008289266829	0.000143102461362335	0	0.024581963698728	0	0.0421729807005004	0.00486200486200486	0.417048054919908	0.00314330618659809	0	0	0.010008578781813	0.0402002861230329	0.0157187767933695	0.00857878181298256	0	0.000286163971955931	0.0184312044577797	0	0.000144071459443884	0.0168667810177244	0.000858369098712446	0	0.00715409929889827	0.0220535586424173	0	0.00371694067190851	0.000571755288736421	0.00385714285714286	0.1044947036931	0.0131484922109475	0.00200085751036158	0.00100014287755394	0.00701603665521191	0	0	0.000142918393597256	0.0288777698355969	0	0.00100014287755394	0.00042863266180883	0	0	0	0.000571510215745106	0.096	0.000142979696883043	0.001	0.00300343249427918	0.000429861011606247	0	0.000142897970848814	0.026880183014012	0.000142877553936277	0.0257216347527865	0.0296010296010296	0.0644838432942522	0.277118765185079	0.000714796283059328	0.000428571428571429	0	0.00071459196798628	0.000143061516452074	0	0.000142877553936277	0	0.000285755107872553	0	0.00242857142857143	0.0970554602630074	0.357724739173932	0	0	0	0.000142857142857143	0	0.266	0.0085812356979405	0.421285714285714	0.0188733199885616	0.261608801257322	0.0763511581355448	0.199857142857143	0.0267181025860837	0.000285714285714286	0	0.0858983536148891	0	0.0947684391080617	0.039616704805492	0.000857755539671194	0.00085726532361766	0.0012881064834693	0	0.0494922042626234	0.0383240383240383	0.00271467352478926	0.0633309506790565	0.0195798199228241	0	0.00258435032304379
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium"	0.0191455922274611	0.0228636753358102	0.0460328806290207	0.00971983990851915	0.0545948263541518	0.0425957690108634	0.0417500714898484	0	0.0155825589706934	0.0399084537262194	0.0471832999714041	0.0301428571428571	0.00372546210058748	0.0361738633114098	0.0478571428571429	0.0068689181453921	0.0563018005144327	0	0.0331475925132162	0	0.0631428571428571	0.0317369549678342	0.115159308472639	0.054	0.00643040868819663	0.0741428571428571	0.0377304559096756	0.0929368029739777	0.0934285714285714	0.00971428571428571	0.0185900185900186	0.0352907558222603	0.0644285714285714	0.0487315465099613	0.045298656759074	0.0557222460351479	0.000142897970848814	0.0732857142857143	0.0474353479068438	0.0168595513644806	0.0947142857142857	0.0390334572490706	0.0265752250321474	0.0261690261690262	0.0395940537449971	0.0894924946390279	0.0101428571428571	0.0796055452336716	0.00801373783629078	0.00986700986700987	0.0838930970415892	0.0168571428571429	0.0994996426018585	0.0313170313170313	0.0151601830663616	0.0650092870410059	0.00386764073914912	0.00900385879662713	0.124106376894481	0.11931330472103	0.0237210631609031	0.0732056048041178	0.0543089895669573	0.020746887966805	0.0422917559651379	0.0298614087726818	0.0319838639965423	0.0939108061749571	0.015307582260372	0.0489130434782609	0.10902847331521	0.00959473005871402	0.0381483069009859	0.0416011436740529	0.0441680960548885	0.0364285714285714	0.032064128256513	0.0830355866800057	0.0265828212090896	0.0501500214316331	0.0347938144329897	0.0221460208601229	0.0227240245819637	0.0727454623410033	0.0581844174410293	0.0372963703915404	0.0112873267609659	0.0605800828689813	0.0161451635947993	0.0142877553936277	0.0756362596511295	0.0504357765395056	0.0408571428571429	0.0324563911924507	0.0422857142857143	0.0327517162471396	0.00401203610832497	0.124160594370624	0.0504429837096313	0.185730626251072	0.0265752250321474	0.0533009431266076	0.041041041041041	0.0680583357163283	0.0254394740603116	0.0181558255897069	0.0524285714285714	0.0298571428571429	0.0137201657853366	0.04620886981402	0.0215837621497999	0.0948706958136877	0.0122857142857143	0.0328618374053436	0.0727662616154396	0.0105714285714286	0.0364493996569468	0.0202944118908103	0.0723684210526316	0.0182857142857143	0.0430245854774157	0.0284285714285714	0.0120171673819742	0.0211428571428571	0.0364702517162471	0.0411428571428571	0.0124392336288247	0.00742963280468638	0.0253074063482985	0.0408571428571429	0.0701528789827118	0.0177142857142857	0.101	0.0365068002863278	0.0525035765379113	0.0481703830760435	0.0284610983981693	0.0215868477483917	0.0668666952421774	0.0207528266781165	0.0350050007143878	0.0679445000715205	0.0789360789360789	0.00814402057436777	0.0381701215153681	0.00943261397741889	0.00343004144633414	0.037473079684135
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia"	0.0161451635947993	0.00500142897970849	0.00400285918513224	0.00571755288736421	0	0.0115780445969125	0.0227337718044038	0	0.0105789849892781	0	0.0170145839290821	0.0144285714285714	0.000716435019343746	0	0.0717142857142857	0.300944476244991	0	0	0	0	0	0.055325232308792	0.0222888984140592	0.0191428571428571	0	0.019	0.0160068600828927	0	0.011	0	0.012012012012012	0	0.0312857142857143	0	0	0.0218602657522503	0.000142897970848814	0	0.0472924703529076	0	0.0164285714285714	0.00214469545324564	0.00785826546649521	0.00886600886600887	0.0303030303030303	0.0185847033595425	0.0232857142857143	0.0294411890810347	0.000429307384087006	0	0.0182935543804488	0.00414285714285714	0.0172980700500357	0.0431860431860432	0.00772311212814645	0	0.0860908179343934	0.0238673717307417	0.0170145839290821	0.00457796852646638	0.0600171477565019	0.0173005433228482	0	0.000286163971955931	0.01343049007001	0.0200028575510787	0	0.00385934819897084	0.159656652360515	0	0	0.102248317342117	0.0142877553936277	0.164974982130093	0	0.0108571428571429	0	0	0.00743175646705731	0.0434347763966281	0.0173253150057274	0.0408629804257751	0.00914677719022438	0	0	0	0	0	0	0.00471495927989713	0	0.0231461637376768	0.0481428571428571	0	0.016	0.0358981693363844	0.0110330992978937	0	0	0.0122962539319417	0.0131447349621374	0.0134324092597885	0.0459030459030459	0	0.00557381735029298	0.0344531808434596	0	0.00142857142857143	0	0.0597997138769671	0.036735277301315	0	0.00242857142857143	0.0408629804257751	0	0.000142857142857143	0.0151515151515152	0.00886094040302987	0	0.00614285714285714	0.0191538021726701	0.0225714285714286	0.216881258941345	0.00914285714285714	0.0899599542334096	0.000142857142857143	0.251072347726623	0.0122874696385198	0.000142979696883043	0	0.0452921845977997	0.0491428571428571	0	0.0763063707945598	0	0.00643224699828473	0	0	0.0595799399914273	0.121654501216545	0.00442920417202458	0	0.02002002002002	0.0115730818688384	0	0.000142918393597256	0.0654566242675432	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.00228604086298043	0.00471563303801086	0.00314510364546104	0.012292738707833	0.0118622266685722	0.00371640937678674	0.0263082642264798	0	0.00686204431736955	0.0184522958088972	0.0148698884758364	0.00957142857142857	0.0239289296460811	0.0516156705747784	0.0145714285714286	0.0224670864338867	0.0264361246070306	0	0.0371481640234319	0	0.015	0.0248749106504646	0.00985855122160309	0.0254285714285714	0	0.0205714285714286	0.0325853937401744	0.0108664569631112	0.0131428571428571	0.00228571428571429	0.00557700557700558	0.0291470210030004	0.0135714285714286	0.00945965314605131	0.00242926550442984	0.00971567366766681	0.000142897970848814	0.022	0.0380054293470496	0.00271467352478926	0.0215714285714286	0.00328853302830998	0.00742963280468638	0.00815100815100815	0.021726700971984	0.0240171551107934	0.00557142857142857	0.0227240245819637	0.0877218088151116	0.0434720434720435	0.0114334714877805	0.00328571428571429	0.0147248034310222	0.0155870155870156	0.0125858123569794	0.0212887555365052	0.136083655636728	0.00771759325425182	0.00700600514726909	0.000429184549356223	0.0282937982280652	0.010008578781813	0.0598828069172503	0.123908999856918	0.0102871838834119	0.0151450207172453	0.00720357297219421	0.00314465408805031	0.0223175965665236	0.0729405034324943	0.0110173129203033	0.0336531576686238	0.00742963280468638	0.0431736954967834	0.00514579759862779	0.0184285714285714	0.0293444030918981	0.0300128626554238	0.0328712305273689	0.0194313473353336	0.0171821305841924	0.0342906129447064	0.0104330427325997	0.0563098470773188	0.101501072194425	0.00400114318376679	0.0120017145306472	0.0255750821545935	0.0181454493499071	0.00471495927989713	0.0590506148126966	0.025289327046721	0.0415714285714286	0.020017157563626	0.00657142857142857	0.0261727688787185	0.0075942112050437	0.0400057151021575	0.00971706201771935	0.0346010866456963	0.0152878982711816	0.00914547013432409	0.0307450307450307	0.0310265942236202	0.0110047163069887	0.00543245175125089	0.0171428571428571	0.00585714285714286	0.00285836787194512	0.00858369098712446	0.0174385363064608	0.0230032861837405	0.00242857142857143	0.0141448778396914	0.0301644031451036	0.0114285714285714	0.015008576329331	0.00671716449907103	0.0211670480549199	0.00671428571428571	0.0055746140651801	0.0135714285714286	0.0400572246065808	0.00571428571428571	0.0768020594965675	0.00785714285714286	0.0418930511867315	0.00271467352478926	0.0388904775521876	0.0102857142857143	0.0165737962566081	0.00757142857142857	0.0458571428571429	0.0495347172512527	0.123032904148784	0.0105774728416238	0.0153032036613272	0.052180128663331	0.0794399199885698	0.0426506368970946	0.00357193884840692	0.0094407094836218	0.026026026026026	0.00328618374053436	0.00557541100786276	0.00857510361583536	0.0137201657853366	0.0552763819095477
