task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	dd/9c9c46	46842	minimap_pipeline:run_common:getParams	COMPLETED	0	2025-01-12 18:32:35.576	534ms	7ms	37.7%	0	0	75.9 KB	3.4 KB
5	0d/f71dc5	46676	fastcat (1)	COMPLETED	0	2025-01-12 18:32:35.485	892ms	368ms	262.8%	90.1 MB	512.3 MB	55 MB	37.9 MB
9	27/d612d7	46798	fastcat (5)	COMPLETED	0	2025-01-12 18:32:35.566	810ms	378ms	245.5%	90.2 MB	512.3 MB	52.8 MB	36.5 MB
16	60/72edbe	46735	fastcat (12)	COMPLETED	0	2025-01-12 18:32:35.521	1s	557ms	245.8%	85 MB	382.5 MB	77.2 MB	53.3 MB
21	a6/ee779c	46716	fastcat (17)	COMPLETED	0	2025-01-12 18:32:35.509	1.1s	632ms	288.0%	86.8 MB	511.4 MB	107.1 MB	73.7 MB
15	a8/45d734	46753	fastcat (11)	COMPLETED	0	2025-01-12 18:32:35.531	1.2s	722ms	353.3%	89.2 MB	511.4 MB	153.9 MB	106.4 MB
6	4b/304018	46697	fastcat (2)	COMPLETED	0	2025-01-12 18:32:35.498	1.2s	723ms	282.2%	84.9 MB	382.5 MB	112.2 MB	77.7 MB
23	35/ba3242	46667	fastcat (19)	COMPLETED	0	2025-01-12 18:32:35.470	1.2s	727ms	280.4%	87.7 MB	512.3 MB	122.2 MB	83.6 MB
29	1d/01e2eb	48562	minimap_pipeline:output_results (1)	COMPLETED	0	2025-01-12 18:32:36.416	327ms	4ms	98.8%	0	0	72.7 KB	259 B
8	f2/afff19	48543	fastcat (4)	COMPLETED	0	2025-01-12 18:32:36.403	812ms	540ms	254.8%	86.7 MB	510.9 MB	77.5 MB	53.4 MB
17	6d/efaeb5	49353	fastcat (13)	COMPLETED	0	2025-01-12 18:32:36.712	654ms	336ms	243.1%	79.7 MB	510 MB	46.7 MB	32.2 MB
13	64/dd040a	49366	fastcat (9)	COMPLETED	0	2025-01-12 18:32:36.722	652ms	332ms	260.7%	85.6 MB	382.6 MB	48.9 MB	33.8 MB
7	e2/a05807	48767	fastcat (3)	COMPLETED	0	2025-01-12 18:32:36.562	830ms	522ms	312.8%	88.6 MB	512.3 MB	91.8 MB	63.6 MB
10	01/9ef051	48981	fastcat (6)	COMPLETED	0	2025-01-12 18:32:36.629	819ms	509ms	331.6%	71.6 MB	382 MB	95.2 MB	65.8 MB
25	79/01eb3c	48528	fastcat (21)	COMPLETED	0	2025-01-12 18:32:36.393	1.1s	781ms	339.9%	88.1 MB	510.9 MB	157.8 MB	109.4 MB
22	20/80e1bc	49411	fastcat (18)	COMPLETED	0	2025-01-12 18:32:36.741	805ms	477ms	349.1%	90.3 MB	511.4 MB	91 MB	63.2 MB
14	4b/0a61a2	50403	fastcat (10)	COMPLETED	0	2025-01-12 18:32:37.231	385ms	88ms	58.4%	85.3 MB	382 MB	558.9 KB	299.8 KB
19	c9/97a916	50872	fastcat (15)	COMPLETED	0	2025-01-12 18:32:37.473	558ms	280ms	182.1%	34.2 MB	165.8 MB	29 MB	19.9 MB
12	ce/b1f33b	50957	fastcat (8)	COMPLETED	0	2025-01-12 18:32:37.499	591ms	284ms	257.4%	53.7 MB	510.9 MB	40.9 MB	28.3 MB
28	c8/e8a0c3	50565	fastcat (24)	COMPLETED	0	2025-01-12 18:32:37.384	705ms	358ms	281.8%	84.6 MB	382 MB	56.1 MB	39.1 MB
26	2d/967389	50552	fastcat (22)	COMPLETED	0	2025-01-12 18:32:37.374	765ms	500ms	348.3%	83.7 MB	510.9 MB	96.6 MB	67 MB
11	dc/e76500	50608	fastcat (7)	COMPLETED	0	2025-01-12 18:32:37.400	797ms	522ms	324.8%	86.1 MB	510.9 MB	96.6 MB	66.5 MB
27	a2/ea9e0b	51404	fastcat (23)	COMPLETED	0	2025-01-12 18:32:37.623	778ms	448ms	350.0%	85.9 MB	510.9 MB	86.3 MB	59.9 MB
18	5b/5f7366	51125	fastcat (14)	COMPLETED	0	2025-01-12 18:32:37.554	1s	656ms	360.0%	75.5 MB	510.9 MB	142 MB	98.6 MB
20	43/5f5b7d	52457	fastcat (16)	COMPLETED	0	2025-01-12 18:32:38.096	849ms	551ms	356.3%	71.4 MB	382 MB	114.4 MB	79.3 MB
24	f2/a0a848	52321	fastcat (20)	COMPLETED	0	2025-01-12 18:32:38.039	916ms	647ms	396.5%	78.2 MB	510.9 MB	158.2 MB	110.1 MB
2	c5/cea4f3	46773	minimap_pipeline:run_common:getVersions	COMPLETED	0	2025-01-12 18:32:35.542	3.7s	3.2s	116.3%	56.4 MB	4 GB	12.3 MB	3.1 KB
30	a9/4891af	53102	minimap_pipeline:minimap (hdz-030-s6)	COMPLETED	0	2025-01-12 18:32:39.234	20.5s	20.2s	2287.8%	944 MB	6.9 GB	577.4 MB	124.9 MB
31	4f/134c29	54488	minimap_pipeline:minimap (hdz-023-s20)	COMPLETED	0	2025-01-12 18:32:59.728	18.4s	18.1s	2504.3%	950.2 MB	6.9 GB	571.5 MB	119.3 MB
32	55/4e2b8a	55766	minimap_pipeline:minimap (hdz-063-s1)	COMPLETED	0	2025-01-12 18:33:18.126	24.5s	24.2s	2623.5%	957.8 MB	6.9 GB	627 MB	170.2 MB
