"Taxa"	"C1"	"C2"	"C3"	"C4"	"C6"	"C7"	"C8"	"C10"	"C29"	"C30"	"C38"	"C39"	"C42"	"C43"	"C46"	"C48"	"C51"	"C52"	"C55"	"C59"	"C61"	"C65"	"C68"	"C74"	"C75"	"C77"	"C82"	"C86"	"C87"	"C88"	"C89"	"C90"	"C91"	"C92"	"C95"	"C99"	"C103"	"C105"	"C106"	"C107"	"C108"	"C111"	"C113"	"C114"	"C116"	"C117"	"C118"	"C119"	"C120"	"C121"	"C123"	"C125"	"C128"	"C129"	"C137"	"C141"	"C142"	"C143"	"C144"	"C151"	"C152"	"C154"	"C156"	"C157"	"C159"	"C174"	"C177"	"C178"	"C200"	"C201"	"C416"
"Metabolism|Global and overview maps"	0.39508833096101	0.398775309861401	0.394301368896627	0.396079012479848	0.400246287771866	0.392348161269334	0.393640929789433	0.39361848044935	0.391401508082556	0.384342171015845	0.391720957751717	0.390741934559598	0.387873031891263	0.392715774895278	0.391307753289849	0.390512894447525	0.385320991056268	0.391809792433741	0.388638520327921	0.398189461775729	0.390046409138475	0.39027585319666	0.386711158462219	0.396979693579003	0.398229410499203	0.376424443660179	0.387517738854854	0.396178225931592	0.395292543276012	0.386359579962689	0.387786545779606	0.381021462980256	0.394174141791634	0.385640384212075	0.380221562633817	0.393917569007025	0.38430423450758	0.391664622898954	0.388339005253215	0.386204433850541	0.382956359451419	0.387878755520514	0.38470148579477	0.369938212427637	0.379748119465053	0.395167008993085	0.375713118518365	0.385986702092593	0.383112341352854	0.391421441271433	0.394011270543369	0.395009195514123	0.391893925358939	0.387122872038038	0.397575265407539	0.385948882355301	0.367198079982698	0.37120426034547	0.381978657705134	0.374147004956121	0.367506406336111	0.392371472260218	0.395636040631079	0.393672858491047	0.390141015417672	0.399194784506495	0.399432674629905	0.39928470313732	0.396441035311141	0.376441403128101	0.373364015312895
"Metabolism|Carbohydrate metabolism"	0.0844906050400758	0.0846094276571558	0.0849505610320548	0.0878155444672037	0.0858865276711813	0.0919546246447694	0.0851693031535424	0.0922265774296164	0.0966076082292017	0.104274782693932	0.0941055713770665	0.0918105923248841	0.0956565419278675	0.0894749326130497	0.0960306235238298	0.0934639313894793	0.101542485780074	0.0964096895542715	0.0997354461531809	0.087972029271005	0.104296314548664	0.101655623649959	0.100956803466282	0.0916786110042817	0.0993746704847653	0.0968027544857564	0.0931787391676471	0.105763031703462	0.0927549139835721	0.0995295145492751	0.102994434327106	0.105810332214388	0.0972730278093863	0.101896630137545	0.0963963702155222	0.0918638216355254	0.0980987972414386	0.0900854368475689	0.0902374680558868	0.0969762344697876	0.0960415732874876	0.102284354835422	0.0969648110607964	0.106932184991589	0.100301068771003	0.0861343853787521	0.104179247724691	0.0947007613757581	0.0965521830264266	0.0975949357964045	0.0826250321894129	0.0882263840023098	0.0940839658984783	0.095006213439657	0.0924417342682959	0.0944029721977128	0.104643563678957	0.0985742803860015	0.100916917716033	0.105960715662658	0.112425123526482	0.0887870951305283	0.104193591609287	0.0956264365947893	0.0960673180588514	0.0871180009111483	0.0871147221747503	0.081446929323329	0.0857187490455497	0.103986082031307	0.104614950999733
"Environmental Information Processing|Membrane transport"	0.0549911236780773	0.0542050233475069	0.0560927259291503	0.0562568589561776	0.0546058798503896	0.0614708724437062	0.0568483428814329	0.0602685905431147	0.062384921171648	0.0724212801289643	0.0602377185257219	0.0608056287055354	0.0634940176640145	0.0576293787277677	0.0629164718338368	0.0618807032756345	0.063451560418166	0.0633337030204126	0.0654649631470987	0.0551952051068886	0.0699309624159218	0.0677960846305411	0.070650924997834	0.0576907459193264	0.0620783163032864	0.068694505012726	0.0650716557842005	0.0647549527813317	0.060723501612677	0.0675009580294191	0.0695774022389306	0.0736726948656769	0.0640174844919488	0.0679708484367364	0.0682317928722498	0.0607306017315912	0.0702011908781654	0.0606181204640743	0.0609641681355285	0.0683798815678914	0.0672313041065237	0.0692635623270801	0.0794246888442984	0.0777715106797049	0.0733645149753052	0.056874632101596	0.0733120394527794	0.0641934737821859	0.0652155931053838	0.0650797515149296	0.0556580970960934	0.0578702747937135	0.0625483120458087	0.0641818925402101	0.0590839692739715	0.0642864818048488	0.0761374183086023	0.0630809117748164	0.069972598359787	0.0775486343114361	0.0793938772983795	0.0599049482584042	0.0658193245855395	0.0618852912579399	0.0640234470303697	0.0551185890896191	0.0544600732505798	0.0518111577537224	0.0510291773577625	0.0676216121848495	0.0754655906039558
"Metabolism|Amino acid metabolism"	0.0587001693392005	0.059681689531458	0.0583977117083773	0.0594965635918597	0.0599995370575233	0.0602532303236759	0.0588325177297603	0.0614989935298482	0.0625161485806124	0.0607274269205778	0.0598286789987959	0.0599390756082608	0.0594362522770931	0.059645750745633	0.0598320423378832	0.0601632334586328	0.0624752333334406	0.0616722064607806	0.0610872942239844	0.060522876887225	0.0633243665287792	0.0619059313638729	0.0611049700604638	0.0602445628193015	0.0641104436991016	0.0639570758863995	0.0616898840758571	0.065999756400699	0.0610093535055221	0.0615739012377765	0.0616637277154241	0.0615708070871224	0.0612730604545472	0.0610365346290762	0.0607364006494235	0.0613549565955407	0.0607995630954736	0.059999611984353	0.0580470725285629	0.0599275366483142	0.0602323281517633	0.0623038467207607	0.0564435493119237	0.0585068505803969	0.0590966095203687	0.0590573792438248	0.0577417588933133	0.0585942424991621	0.0587731335640847	0.0626248337038722	0.0575504400086678	0.060609792587368	0.0618698002861107	0.0604258866804735	0.0613713272126492	0.0604828598853483	0.061548735575894	0.0646223350569144	0.0610328534521504	0.0586636836824896	0.0570724022821771	0.0586864828747782	0.0651318967419083	0.0642686620515036	0.0618911773043379	0.0598275848726415	0.0609821089630851	0.0587788355459898	0.0598014571173391	0.0581112009987092	0.0573655865664305
"Metabolism|Energy metabolism"	0.0473862446376011	0.0474018835102932	0.0475416940692822	0.0467365643212309	0.0470109407511009	0.0446384922560278	0.0467035243638551	0.0440203085238727	0.0426208198172007	0.0408485743214874	0.044028843582527	0.0444248530212959	0.0436838930058399	0.0454406409053893	0.0435013945283027	0.0441911760818639	0.04098192151249	0.0429101865562094	0.0420926130236809	0.0463551494421606	0.0403918297089523	0.0418163278812328	0.0418088756708405	0.0453711468495999	0.0420537108495838	0.0439515024560071	0.0429652553828588	0.0398491260066435	0.0446683806032099	0.0414899162453874	0.0406016005829114	0.039700142130024	0.043110920137393	0.0413835459162245	0.0421001592653224	0.0440251071083091	0.0414796212378533	0.0451018551755995	0.0455381744058715	0.0431194724875111	0.0423147633684046	0.0406737269134718	0.0413262735694656	0.0406770066184852	0.0422865605824863	0.0469697012292708	0.0421894009691051	0.0443932355484103	0.043744648693924	0.0423858602745136	0.0480001476758364	0.0459248931010565	0.0435532629816678	0.0432073885478646	0.0444174841037447	0.0428811055002898	0.0381343571625439	0.0379722177140651	0.0405759069781062	0.0406160804950159	0.0399732433935762	0.0454892197728562	0.0404792847550493	0.0425806246039251	0.0421078413588842	0.0464742459459549	0.0461541647553492	0.0479899149812876	0.0467832680027923	0.0424059621724186	0.0419088830459207
"Environmental Information Processing|Signal transduction"	0.036211928989697	0.0337267972520303	0.0347073079693169	0.0338864894411047	0.0325020840007114	0.03649021654307	0.037349803636649	0.0374003010435341	0.0381992891882858	0.0395218409964442	0.0375618007638498	0.0397673323392946	0.0417430867975115	0.0383008418601174	0.0380472069203733	0.0376942743821123	0.0434311167121257	0.0381806392309972	0.0408190856946909	0.0344299766367352	0.0401868025861309	0.0382851369572795	0.0415225043320708	0.0348479990146139	0.0338633186318305	0.0426257837710367	0.0401756873984571	0.0345674574238743	0.0354561746985244	0.038584637574048	0.0398530938974032	0.0419434316905749	0.0360095071853452	0.0411903353624918	0.0435721258839334	0.0361747079982405	0.0404955815166235	0.038500593189151	0.041446088781457	0.0399782316231197	0.0442005258107684	0.0393430260953328	0.033588221010514	0.044336656568016	0.0424244015803571	0.03565618013208	0.0419618722822813	0.039695340973462	0.0418331857800483	0.0381448088699777	0.035507485587709	0.0372373688245522	0.0378115849994546	0.0398263543139169	0.033447942401536	0.0416089550319319	0.0573970328123705	0.0550938264163618	0.0459264347177847	0.0407779929489768	0.0442311114745317	0.0358171537510805	0.0343847700210136	0.0360442997605557	0.0399760999708687	0.0324932798417787	0.0327183306577615	0.0320773213805963	0.0342836531648448	0.043885750520141	0.042282045047025
"Metabolism|Metabolism of cofactors and vitamins"	0.0389403679573605	0.039127290227392	0.0392061496644322	0.03911149714916	0.0394316312043075	0.0375852678626565	0.0381047744422792	0.0370498123150342	0.0365948431353714	0.0352029965997471	0.0377029706670737	0.0367707008333122	0.0363190489570313	0.0377750569433	0.0373691644803549	0.0367536308425627	0.0356899626909844	0.0364882015897709	0.0365931214135955	0.0386720018539884	0.0355681848415062	0.0366836582676913	0.0357353837975677	0.0385219943679813	0.0379067992553301	0.0364568944096643	0.0367191786041243	0.0378532674532992	0.0379141618328803	0.0375960606532859	0.0361249353567946	0.0360425085847983	0.0382650148386978	0.0360651053094197	0.0363806607150408	0.0368117233205885	0.0360704022169674	0.0371820765372145	0.0371287801091798	0.035969383556973	0.0351309229157512	0.0359714058123894	0.0386679863973679	0.0355070194927862	0.0354112619130426	0.0383891153515342	0.0362762132327484	0.0373927370402159	0.0367288561339961	0.036614216373714	0.0391234138045118	0.0378443775690059	0.0366859236745675	0.0359818976644013	0.0386273622679331	0.0369881390109498	0.03090127543183	0.0333084592228743	0.0337364245854607	0.0360274328592154	0.0352616430069228	0.0385341460887272	0.0369371870001588	0.037884078572881	0.0359601385461821	0.0395008835688459	0.0390357382835251	0.040002801793387	0.040481122426967	0.0364354931890613	0.0359688620804161
"Cellular Processes|Cellular community - prokaryotes"	0.0329044871299942	0.0318107397092597	0.0327737128268333	0.0322752239885605	0.0315305529073645	0.0349462605556175	0.0341469357964937	0.0353433225314578	0.0357946308152097	0.0384801556763889	0.0351567408441332	0.0364627596057492	0.0372192163091546	0.0346459220751565	0.0361370860748466	0.0350385198178171	0.0386449256494088	0.0364925378403155	0.0376569008946061	0.0319864743853406	0.0391827450022528	0.0369383601743359	0.0396727524383432	0.0328714156464454	0.0339851963341006	0.0392648634461119	0.0380442792018341	0.0350404959209267	0.0344512627835803	0.0381291711351733	0.0385218470431736	0.0405680480381	0.0350871780664108	0.0384696357702044	0.0403805407003012	0.0354498038523666	0.0405208569177447	0.0355356998729755	0.0363633051293803	0.0380572849606739	0.0402453876428018	0.0390872706235928	0.0386657692863658	0.0420400452905885	0.0409081584976248	0.033076003308589	0.0396195466860588	0.0365623855379068	0.0377437826973389	0.0367112366432098	0.0332219357805551	0.0340435740861529	0.0360893875465147	0.0374851467376393	0.0335320068052904	0.0386394676700662	0.0474584922685909	0.0443152202326395	0.0422807513733748	0.0413260967914898	0.0420305209295283	0.0350337892822809	0.0350282737697574	0.0354731740561728	0.0374511476392197	0.031851892868372	0.0315905053118994	0.0309111507458952	0.0300280415482993	0.0381671294770293	0.0408629880756514
"Metabolism|Nucleotide metabolism"	0.0306200010685962	0.0305682870385898	0.0303318147533067	0.0302448225338142	0.0306000798003757	0.0293396125398916	0.0303386222153262	0.0289612639218154	0.0286520752917056	0.0278525337910948	0.0293974573535784	0.0291809436949426	0.0284246565376002	0.0296574304035541	0.0290653197898985	0.0289885974336278	0.0274396052568514	0.028709671507661	0.0281267878029413	0.029943817048593	0.0270709869266205	0.0280535140066698	0.0276871160388182	0.0296945332329443	0.0289425443601991	0.0271166800925506	0.0285840644189466	0.0278231568556255	0.0294826248253201	0.02814329280871	0.0279918884842048	0.0271536640108766	0.0291771207536025	0.0275621336441455	0.0281177543329941	0.0294285231977909	0.0277500891387516	0.0294277435656187	0.0293128346225392	0.0284995974039915	0.0283750350262466	0.0278745682038472	0.0304983986548942	0.0265688704462702	0.0279270957082831	0.0302933148285444	0.0275174577984187	0.0290234296603985	0.0286742185081788	0.0282199646869461	0.0313474819741956	0.0297546799634502	0.028970929255558	0.0286408465001597	0.0299889241951202	0.0283026743130311	0.0253033630850035	0.0246710649767566	0.0272759323899181	0.0269887371772628	0.0261420901616035	0.0308521472368442	0.027997920596781	0.0286088712768588	0.0283657116828547	0.0307940960325993	0.0306954735171886	0.0317793032130637	0.0323694800747188	0.0279795264931518	0.0273676140900599
"Genetic Information Processing|Translation"	0.0281440291419251	0.0285730137737855	0.0276339973826631	0.0273047929951887	0.0286298436508564	0.0259176992453549	0.0279189457489855	0.0256502889720089	0.0244267837688998	0.022715051344039	0.02579721869719	0.02573756268116	0.0246655858350756	0.0266284912168042	0.0255523837772608	0.0257810479260247	0.0219042748947131	0.0247253695067603	0.0235229090208416	0.0275723764075297	0.022026223481767	0.0233253102586647	0.0227043261025807	0.0270389822034489	0.0247371881770832	0.0183335134094892	0.0243417162151309	0.0223051940785971	0.0260304181441147	0.0226800527133458	0.0228960164095919	0.0205217904242351	0.025119890604976	0.0221148266906774	0.0222243059580489	0.0261624022840827	0.0231261978259815	0.0262551080350767	0.0260704577708429	0.0237397405647192	0.0234706662824258	0.0226488044170362	0.0238648158482362	0.017541764804057	0.0217672961877406	0.0277787555761631	0.0197455803843493	0.0241358284941201	0.0232188570243375	0.0238817488653937	0.0289324529125955	0.026720821838916	0.0249189303437955	0.0244432138206035	0.0268231349069872	0.0239979739458023	0.0180017732069998	0.0189143593292925	0.0221734331337779	0.018943713406981	0.0163047715807872	0.0275941122370652	0.0231678357722973	0.0239179492463523	0.0244409505638666	0.0286191582346087	0.0282442540894556	0.0301378037368349	0.0287001113814422	0.0200058529954409	0.0191561056860714
