"","Observed","Chao1","se.chao1","ACE","se.ACE","Shannon","Simpson","InvSimpson","Fisher","Pielou","Coverage","PD"
"culi_1",122,157.052631578947,15.2581983769329,163.29601065411,6.55556860575303,2.99835020388901,0.910605557501825,11.1863777216399,23.1242041822992,0.624133444872429,0.991775950211158,13.353687225
"culi_2",108,208.333333333333,45.3053731979284,167.487974873868,7.01350182540019,2.75590939087274,0.885014518518519,8.6967501211103,19.9072389382123,0.58860148449223,0.990444444444444,12.875960474
"culi_3",119,188.461538461538,29.5190953181892,171.600311284047,6.86349115169186,2.90519896119882,0.902735235417922,10.2812154462795,22.4304964356099,0.60789367870202,0.990433815350389,12.000430578
"culi_4",98,139.052631578947,17.2595413592383,170.193539667523,8.24095054429136,2.47705426154664,0.852796490154905,6.79331628065335,17.6804315127931,0.540255579362337,0.991107158737217,11.13987647
"culi_6",85,110.588235294118,12.333840670289,127.106839128199,6.48335682941007,2.48935841619845,0.867884646614068,7.5691429827904,14.8720326230203,0.560331719164703,0.99333185152256,11.402896965
"culi_7",109,140.166666666667,14.1367971566211,150.771379267821,6.63647246942459,2.8185395321479,0.885596444444444,8.7409870711089,20.1332805761529,0.600795251792037,0.992444444444444,12.527333985
"culi_8",138,197.125,24.2704567484649,188.665885832594,6.97311227050867,3.00538284460766,0.918102428212252,12.2103742293078,23.1314193799604,0.609950905036822,0.995108937305469,14.707349153
"culi_10",99,179.142857142857,40.5493119191497,147.09932881238,6.3736375761263,2.83508978129422,0.887928418164694,8.92286861328992,17.8997918941598,0.616978419226906,0.992442765058902,11.641381747
"culi_11",87,110,12.761619092547,113.369104407417,5.61043859634617,2.73450947015619,0.879363013174572,8.28933170758889,15.2978654508311,0.612307597358273,0.9948866162739,11.37684383
"culi_12",101,143.272727272727,20.690415528732,136.485493333333,5.82610335759892,2.90942333800228,0.898155879539867,9.8189271553624,18.3456182804456,0.630411129543717,0.993103448275862,11.434504962
"culi_15",115,160.882352941176,19.4497014091542,175.429973292034,7.07600401233406,2.99059399084591,0.90446797506741,10.4676939560909,21.5047164035232,0.630271184063807,0.991105181231932,13.263498896
"culi_21",137,239.214285714286,39.7919709176377,209.268677283818,7.08203607580093,3.01940688115912,0.890583577886274,9.13939590311788,26.695661040812,0.613702964844503,0.987983978638184,13.837143443
"culi_25",119,168.4,21.4019313683877,169.386942720695,7.00843483684828,2.86974727537455,0.884137818036752,8.63094396338235,22.4293446467377,0.600475647785814,0.991325622775801,13.321854673
"culi_27",125,167,18.7963877278792,165.957915661962,6.73532668990391,3.08082522949482,0.903788427444959,10.3937600586241,23.8373541231729,0.638074780785922,0.991983967935872,13.742973364
"culi_28",136,271,54.6855254515298,220.303928120591,8.3955257474319,2.94119544228456,0.882927687543074,8.5417292869134,26.4528386965251,0.598697753189289,0.987764182424917,15.393413285
"culi_29",112,153,16.769098552149,175.928720159996,8.37424651911919,2.44704747107883,0.818021203595613,5.49514569696259,20.8158713663267,0.518607196446606,0.990664592131585,13.391665452
"culi_30",115,144.333333333333,13.4913382238271,152.398169078365,6.42109455303788,2.75673780311745,0.85441461728395,6.86882145270316,21.5014376292679,0.58098571877115,0.992666666666667,13.116918342
"culi_32",132,230.428571428571,38.5483996595227,221.032149934114,8.14411639375416,2.76525164905887,0.8543339102574,6.86501574777666,25.5006056629148,0.566324764530719,0.988193361550457,14.498612268
"culi_36",86,117.909090909091,16.5109938079742,114.371729452055,5.23461862694411,2.42349878231404,0.824519805353933,5.69864879633249,15.0849819699656,0.5440749499601,0.993997332147621,11.084192129
"culi_38",132,173.25,16.2437877926857,188.012198753576,7.30606531208526,2.96570467213073,0.895366248601996,9.5571456307269,25.5033079690643,0.607377632586788,0.989971027412525,14.510623183
"culi_39",112,171.5,28.1844688740853,152.068801727296,6.3141700791174,2.89046855088911,0.885590518518518,8.74053432504946,20.8148212910284,0.612582227893118,0.992222222222222,13.424082539
"culi_42",140,218.157894736842,28.8986861027553,226.488370020497,8.2496671266667,3.00527840262707,0.887280093178911,8.87154743294118,27.4200751624859,0.60815375650758,0.987766903914591,15.614436102
"culi_43",149,329.461538461538,66.3913178659342,288.755324198753,9.71521777869348,3.07130501188776,0.90759460518549,10.8218789823619,29.6394689575447,0.613776572350222,0.984632516703786,15.581202424
"culi_46",123,168.882352941176,19.4498150916143,170.90387830125,7.1143259051257,2.89745074403998,0.894149251913596,9.44726436117123,23.3726097264639,0.602107178376324,0.991085357700022,14.19070195
"culi_48",138,219.058823529412,30.8239202998948,219.420315060474,8.7379221485072,2.94598998561,0.891025153566237,9.17642954062631,26.9477086238043,0.597896957180114,0.98818809895253,14.960519421
"culi_50",143,235.8125,35.1489447085086,219.593747860697,7.85740916202306,2.91049793018501,0.875806469789152,8.05194923038472,28.1489621401567,0.58645759579876,0.987772343263673,14.859688835
"culi_51",131,177.866666666667,20.5165397578446,168.348114779025,6.43834152507337,3.08217449509762,0.906801619849423,10.7298002216813,25.249752743035,0.632215332173223,0.991551800800356,14.739595981
"culi_52",120,189,28.0765395882372,197.698011812944,7.89504855858752,2.82295607880463,0.88448856476615,8.65715154500096,22.661610835024,0.589652417272722,0.989768683274021,14.159798225
"culi_54",117,160.9375,19.1232072029339,164.731525640395,6.60663053254715,2.6834830661629,0.848913037619674,6.6187047793226,21.9653452071095,0.563499591343017,0.991549922170336,13.929192291
"culi_55",131,176.882352941176,19.4499184902818,175.453074129911,6.8526840520429,2.95723830177275,0.88369104716316,8.59779041603798,25.2510840472573,0.606588432369538,0.991105181231932,14.689118027
"culi_58",108,207,43.2607136768002,194.857852265673,7.89739467161931,2.65812067268417,0.862721639007267,7.28446925479343,19.9142071782812,0.567715970301157,0.989984420209214,12.810235086
"culi_59",106,131.869565217391,11.5075912659512,144.650073554863,6.52420590849818,2.47395550305062,0.82013262404563,5.55965190849109,19.4626840689883,0.530500228077208,0.992211838006231,12.733939999
"culi_61",111,174.909090909091,29.0304654829497,160.114415904622,6.74401744792853,2.73477994393721,0.859711925164054,7.12818962815913,20.59018309417,0.580690605439828,0.991549922170336,13.235084084
"culi_62",147,180.176470588235,12.5804070104275,208.283827557806,7.7412596533208,2.97575884476303,0.889736679019586,9.06919899662397,29.138290275675,0.596292764808962,0.98931909212283,15.826967016
"culi_64",132,356,91.4513909952572,282.77971364993,9.44831578910142,2.76377134324609,0.875342114001129,8.02195538603194,25.4979051902913,0.566021597243524,0.985749276330439,14.156791817
"culi_65",120,151.166666666667,14.136928635816,153.092608904902,6.39184714495412,2.79109327541958,0.871164029881724,7.76180750672318,22.6581139325578,0.582996989943141,0.992442765058902,13.27847504
"culi_68",106,142.25,17.827047780291,138.63588107303,6.07788690434899,2.81418791541009,0.877372543209877,8.15478055384853,19.4568765529504,0.603457632579185,0.993333333333333,12.607086209
"culi_74",101,155.090909090909,25.2964191864987,143.553376862682,6.2155674724692,2.60457485763369,0.846511197741653,6.51513325588948,18.3420151345156,0.564356845748493,0.992220493442987,12.909224703
"culi_75",91,157.6,30.955991045337,152.483270424278,6.74017516563698,2.29719731818245,0.8172213145927,5.4710974519355,16.1564313466347,0.509259336244829,0.991772292639537,12.441806755
"culi_77",147,269.833333333333,42.7631521672236,285.786335699446,9.9876031477622,2.98934458200651,0.904387452456896,10.4588783135308,29.1558144254953,0.599015121439822,0.985054650903413,15.583102508
"culi_81",159,232.75,25.6832735163592,245.855464637447,8.2286292626425,3.17320562093531,0.909305644132653,11.0260444592896,32.1618074020792,0.626014123436268,0.986607142857143,15.564467634
"culi_82",125,206.666666666667,32.2631312428689,217.813629690535,8.73154204644628,2.83545670192586,0.879738579882975,8.3152186214574,23.8323872742712,0.587256101445905,0.988876529477197,13.290641973
"culi_83",122,149.391304347826,12.0138110830661,157.626795381202,6.47305075983094,2.74277284427914,0.86677195859583,7.50592735178274,23.1313783439552,0.570932728799367,0.991987536167371,12.740684206
"culi_84",122,192.5,28.0105559825017,186.895280898876,7.61185867754955,2.72900381687843,0.87073207402173,7.73587100150505,23.1385669985638,0.568066582445615,0.989302429240027,13.667863148
"culi_85",122,642,260.943094008909,270.160807468517,8.9487758930455,2.53911177594635,0.835573037832153,6.08172763648825,23.1349708564813,0.528538853660941,0.985523385300668,14.364381231
"culi_86",111,209,40.3925572215254,202.34384765625,8.60650152685713,2.52775009826366,0.857713761799354,7.02808657144933,20.5922576350472,0.536730839428377,0.989098998887653,12.466844939
"culi_87",118,191.928571428571,30.365392701011,190.899896695964,7.87941446312436,2.55422014473679,0.829423512157049,5.86247268099865,22.203319607009,0.5353990770293,0.989757292362503,13.143500811
"culi_88",197,268.869565217391,25.4776233226909,256.918382587372,8.15703765517047,3.05606872879611,0.891359249385217,9.20464921625756,35.5974474954247,0.578449911399899,0.993539044224128,16.778342472
"culi_89",157,267.55,37.8364222806056,281.561899699293,9.9697494006673,2.97319761790781,0.885483875046166,8.73239467719625,31.6371647371218,0.588024738584282,0.985081273658428,16.495105511
"culi_90",165,259.916666666667,31.5029774656762,272.366406140367,9.20617343813149,2.90217532829362,0.875701346937831,8.04513947146189,33.6645754970629,0.568391367108854,0.984865346093924,15.554852677
"culi_91",140,203.75,24.1216107834201,201.225182908949,7.71144471590469,2.73141032811974,0.862946284399894,7.29640926275788,27.4200751624859,0.552733300900694,0.988656583629893,14.940429253
"culi_92",149,188.260869565217,15.8161273530517,196.87771605844,7.28612721736627,3.15873320485631,0.908550453594715,10.9349913619933,29.6281019614583,0.63124842109182,0.990438069824327,15.732817545
"culi_93",137,255.461538461538,46.206871054547,222.665289256198,7.90384771675701,2.8551174188126,0.88116951104985,8.41534869405029,26.6942341544987,0.5803106682435,0.98754171301446,14.398689963
"culi_95",133,158.588235294118,12.3344731176356,159.795132550798,6.40360818918834,3.22191218657723,0.917342888475739,12.098172577764,25.7331649219447,0.658830709648903,0.993324432576769,13.914502476
"culi_96",118,149,14.7952302006099,146.905652933255,6.2181013662464,2.63908913038198,0.826329296570291,5.758023548311,22.2010424662066,0.553188763903582,0.993100378366348,14.08518032
"culi_99",115,186.75,31.0967489936537,168.207957493563,6.67472640673562,2.65572962389266,0.846354610820036,6.50849339076948,21.5090932180642,0.55969812676936,0.9906521255286,13.127832732
