"Taxa"	"henry29"	"henry36"	"henry42"	"henry48"	"henry59"	"henry66"
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.0261465923703386	0.0134362492853059	0.043018436472774	0.00657236748106872	0.0281428571428571	0.0258608372624661
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"	0.00471495927989713	0.0237278444825615	0.0135772473917393	0.00142877553936277	0.00785714285714286	0.0324332047435348
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0.0595799399914273	0.00843339050886221	0	0.00128589798542649	0.000428571428571429	0.000571510215745106
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.00700100014287755	0.0118639222412807	0.00528798056309847	0.00557222460351479	0.011	0.0180025717959709
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0.0411487355336477	0.00700400228702115	0	0.000571510215745106	0.000285714285714286	0.00085726532361766
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia"	0.0111444492070296	0.0134362492853059	0.00657424610547377	0.00414344906415202	0.000428571428571429	0.0124303471924561
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.00457208172596085	0.0117209834190966	0.00200085751036158	0.00414344906415202	0.005	0.00457208172596085
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.00642948992713245	0.00457404230989137	0.00686008289266829	0.00214316330904415	0.00528571428571429	0.00442920417202458
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora"	0.00400057151021575	0.00857632933104631	0.0012862655423753	0.00285755107872553	0.000428571428571429	0.00214316330904415
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0.00271467352478926	0.005431675242996	0.00157210232956982	0.00514359194170596	0.00114285714285714	0.00271467352478926
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas"	0	0	0	0	0	0.0177168166880983
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"	0.00200028575510787	0.00428816466552316	0	0	0	0.00800114302043149
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.00142877553936277	0.00428816466552316	0.000857510361583536	0.0018574082011716	0.00357142857142857	0.00085726532361766
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0.000714387769681383	0.00028587764436821	0.000571673574389024	0.0042863266180883	0.00242857142857143	0.00371481640234319
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor"	0.000285755107872553	0.00157232704402516	0.0022866942975561	0.00285755107872553	0.002	0.00200028575510787
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0.00171453064723532	0.00128644939965695	0.00385879662712591	0.000714387769681383	0.000428571428571429	0.00214316330904415
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.00085726532361766	0.00228702115494568	0.00142918393597256	0.00128589798542649	0.000142857142857143	0.00100014287755394
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Proteus"	0	0	0.00571673574389024	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0.000285755107872553	0.00171526586620926	0.00157210232956982	0.000571510215745106	0.000285714285714286	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio"	0.000285755107872553	0.00171526586620926	0.00114334714877805	0.00042863266180883	0.000571428571428571	0.000285755107872553
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0.00085726532361766	0.000714694110920526	0.0012862655423753	0.000142877553936277	0.000285714285714286	0.00100014287755394
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"	0.000285755107872553	0.00128644939965695	0.000571673574389024	0.00085726532361766	0.000571428571428571	0.000571510215745106
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0.000571510215745106	0.000714694110920526	0.000857510361583536	0.000714387769681383	0.000142857142857143	0.00042863266180883
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix"	0.00085726532361766	0.000714694110920526	0.000857510361583536	0.000285755107872553	0	0.000571510215745106
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.00042863266180883	0.00028587764436821	0.00100042875518079	0.00042863266180883	0.000428571428571429	0.000714387769681383
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0.000714387769681383	0	0.0012862655423753	0.00042863266180883	0.000142857142857143	0.000571510215745106
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__|g__Gemella"	0.00042863266180883	0	0	0.00085726532361766	0.000428571428571429	0.00142877553936277
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0	0.000714694110920526	0.000857510361583536	0.000285755107872553	0.00114285714285714	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter"	0	0	0	0	0.00257142857142857	0.000285755107872553
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	0.000571510215745106	0	0.000428755180791768	0.000714387769681383	0	0.00100014287755394
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0	0.000571755288736421	0	0.00042863266180883	0.00114285714285714	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"	0.000285755107872553	0.000142938822184105	0	0	0.000142857142857143	0.00171453064723532
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0.000142877553936277	0.00028587764436821	0.000285836787194512	0.000285755107872553	0.000571428571428571	0.00042863266180883
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0.000142877553936277	0.000571755288736421	0.000285836787194512	0.000142877553936277	0.000142857142857143	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0.000714387769681383	0.000571755288736421	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0	0.000714694110920526	0.000142918393597256	0.000285755107872553	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0	0.00028587764436821	0.000285836787194512	0	0.000571428571428571	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Gluceribacter"	0.000142877553936277	0.000714694110920526	0	0.000142877553936277	0.000142857142857143	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla"	0	0.000571755288736421	0	0	0.000571428571428571	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna"	0.000142877553936277	0.00028587764436821	0.000428755180791768	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0.000142877553936277	0.000571755288736421	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia"	0.000142877553936277	0	0.000142918393597256	0.000142877553936277	0	0.00042863266180883
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia"	0	0.000571755288736421	0	0	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania"	0	0.000428816466552316	0.000142918393597256	0	0.000142857142857143	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa"	0.000142877553936277	0.000142938822184105	0.000285836787194512	0	0	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella"	0	0	0.000142918393597256	0.000142877553936277	0.000285714285714286	0.000142877553936277
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0	0.000428816466552316	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0	0.00028587764436821	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster"	0	0.00028587764436821	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter"	0	0.00028587764436821	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0	0.000142938822184105	0.000142918393597256	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter"	0	0.000142938822184105	0.000142918393597256	0	0	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus"	0	0	0.000285836787194512	0	0	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0	0	0.000142918393597256	0	0	0.000142877553936277
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Canicola"	0.000142877553936277	0	0	0	0	0.000142877553936277
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea"	0	0	0	0	0.000285714285714286	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides"	0	0.000142938822184105	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus"	0	0.000142938822184105	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bariatricus"	0	0.000142938822184105	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__|g__"	0	0.000142938822184105	0	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Paraeggerthella"	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas"	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Syntrophococcus"	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria"	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter"	0	0	0.000142918393597256	0	0	0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma"	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens"	0.000142877553936277	0	0	0	0	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus"	0	0	0	0.000142877553936277	0	0
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0	0	0	0.000142877553936277	0	0
