"","W1","W2","W4","W6","W7","W9","W10","W33","W42","W43","W52","W54","W57","W60","W63","W68","W73","W83","W84","W85","W87","W93","W94","W95","W96","W97","W100","W101","W104","W107","W108","W109","W111","W112","W114","W120","W121","W122","W123","W126","W127","W139","W140","W144","W150","W152","W153","W154","W164","W170","W181","W185","W187","W188","W189","W197","W221","W227","W228","W247","W251","W262","W265","W269","W280","W282","W318"
"W1",0,0.520110763416563,0.463035244795025,0.789175668672642,0.468225430678339,0.298506406449971,0.312829777434934,0.740052728925693,0.584618770628225,0.552686657227148,0.612694405117081,0.515895551580317,0.707656662567307,0.406281592851091,0.447071824840665,0.451082244515589,0.616254361870278,0.635822692348626,0.748461713425185,0.65591935787247,0.709118552194713,0.517460018310039,0.560716248833189,0.766009463377069,0.538240842191694,0.626863039027269,0.520846096724303,0.496016541832759,0.492233644835289,0.73056389404625,0.641317193597304,0.704978656653971,0.65625067849555,0.474241017753377,0.619721790195373,0.770532533794762,0.604198728712163,0.622135505281529,0.678889401298056,0.643580404626628,0.577411424921107,0.684043482130753,0.481294019880751,0.661526360432137,0.541365013552081,0.424007162863886,0.602092332832675,0.447912122415396,0.638063686988598,0.603112817760236,0.470023382864959,0.482861883203082,0.535762324354607,0.541358505213738,0.655527823051655,0.517488011899039,0.686818507921299,0.586317984327045,0.570008369632968,0.883507645935524,0.88602484714114,0.473968936128023,0.624260199381936,0.7206089913723,0.568077118400445,0.489432863934287,0.516298955602743
"W2",0.520110763416563,0,0.553632581780611,0.85184150551421,0.462115512468162,0.571673104760197,0.499832475534966,0.78204925006687,0.693431332447974,0.523932086809078,0.593052416403,0.650925697614873,0.740542536567531,0.587253164441571,0.598296510168317,0.575278390530744,0.733864109753086,0.677527547852628,0.783902108551028,0.661769497188534,0.75826262209397,0.539559161422608,0.577356548533633,0.852313497875452,0.680589911024099,0.670273138533797,0.566882985767064,0.586335075359729,0.614813090003327,0.755012244228755,0.73355439144076,0.758950585304144,0.755349217033137,0.611377397630071,0.725060786098782,0.783748694944432,0.582723299418208,0.687760918577567,0.725049306032442,0.678802352514326,0.494806580521799,0.763612298418336,0.630518042000511,0.750129698066784,0.621533555216985,0.611781717059235,0.668172634495944,0.549457983886472,0.749912887767746,0.668230179596237,0.555658695461292,0.627748590943728,0.659243987123272,0.57142180628851,0.683415957282275,0.541385342089747,0.717833484040636,0.639025177748182,0.526504692192625,0.904243768071608,0.777637371760498,0.585953540413484,0.615397647194951,0.8237299706576,0.685301004392942,0.463640360726733,0.502547509017824
"W4",0.463035244795025,0.553632581780611,0,0.796223833683397,0.384352450237323,0.452490997144586,0.439047482575759,0.721076980087637,0.677222876788228,0.689639943564114,0.685775533896006,0.643708062058073,0.750763864680921,0.444740479999771,0.650157043110783,0.471522351446912,0.702508419762678,0.687236611592054,0.727144542850083,0.738570458022609,0.729994524050273,0.564788000624569,0.708715180819114,0.804257346664689,0.6799579543506,0.691717649132231,0.669576544884524,0.616523900922173,0.61317947311688,0.705210374337686,0.685034677204611,0.694173120927839,0.784683908094653,0.539495119793756,0.723781660860484,0.740062118907746,0.692902606098772,0.689250465268876,0.70726351950201,0.761020052173248,0.688763777470032,0.763086009093917,0.643265038598738,0.742123532520569,0.663961268561303,0.540558315982386,0.705588742284997,0.551210841193862,0.653366437184355,0.580571779243575,0.401542890646516,0.527514341810504,0.642566559439862,0.567212816032075,0.565402515107608,0.659773438136986,0.713726366056005,0.627826456877701,0.730379419437001,0.912639454590578,0.922220257801528,0.645090255297089,0.772035471830883,0.864038313412896,0.742215405142179,0.655087233739944,0.637115064246005
"W6",0.789175668672642,0.85184150551421,0.796223833683397,0,0.823537075492523,0.708375661996479,0.840021985596386,0.602694358296648,0.730323614263766,0.676274425339836,0.639747766356452,0.713045264061642,0.617117623351117,0.685916578705483,0.69819075306203,0.7829747902466,0.732096218141984,0.717613092216042,0.685529299228267,0.739933978134703,0.528470414149424,0.83084395963458,0.751805768528781,0.637313796230353,0.690061134541992,0.718813848507766,0.693274825933071,0.733775668869013,0.760813339446499,0.686290692821087,0.708965176100643,0.658178219134729,0.707884305976509,0.767404298597308,0.528418693128714,0.703644482967577,0.826644317282826,0.560025467497439,0.748328013241221,0.798202516150842,0.81892261528334,0.509398506482264,0.696526531908333,0.721682099827667,0.677913486056783,0.835936383193153,0.846779572249594,0.795482199611384,0.658203884727319,0.893290174511619,0.82325450059974,0.734701665166948,0.671488242322237,0.79098637073548,0.705181689238331,0.806350085938732,0.73375978929201,0.618415394063968,0.829259909045298,0.755213422681309,0.851837291765867,0.785449892734598,0.810880708213855,0.771380559613531,0.684543896160294,0.806839163831718,0.778985357535476
"W7",0.468225430678339,0.462115512468162,0.384352450237323,0.823537075492523,0,0.345827449692961,0.371959437035962,0.708801070938727,0.623247642450382,0.547694101801555,0.608467549113771,0.574244484003746,0.749638340015753,0.46018661834579,0.508144098339532,0.333298854407602,0.653951757873933,0.623132872955828,0.693185427688553,0.674892528118888,0.742889536257397,0.656120696128275,0.637445964154647,0.802233173392362,0.619708408108722,0.671047329926936,0.585754252876493,0.53654501013746,0.51966066234325,0.694720403942468,0.683121190849735,0.723766030674211,0.738126503411435,0.507291583567461,0.651858599231206,0.720284637280938,0.627301258066221,0.643293377865025,0.663892960735236,0.637892394201528,0.532095047361747,0.753988038444068,0.501101636557084,0.640253593499283,0.484206223882733,0.559298809277724,0.674521223812263,0.468648647160013,0.678010775817388,0.593794574380618,0.396533641650561,0.540706410470132,0.530428733259275,0.492589110233413,0.501819442670283,0.509761013189337,0.626387395309558,0.57947303333139,0.622103831830117,0.879687862989401,0.91168209040216,0.512371359262682,0.638052116922003,0.817915791824248,0.625909829938226,0.520046510923209,0.559681073453904
"W9",0.298506406449971,0.571673104760197,0.452490997144586,0.708375661996479,0.345827449692961,0,0.324074548953209,0.743548851972844,0.526873875187441,0.497605978186929,0.543545734249291,0.554677542643358,0.668226788940415,0.313111306489158,0.405805791931799,0.397637026615117,0.641087298824718,0.590599479963927,0.741798205022397,0.623097118365272,0.651802191818586,0.585980461328391,0.635641388602681,0.770750852047309,0.550529880768769,0.619430870908282,0.467344086973053,0.519237262610398,0.496259220136395,0.748376879726122,0.660165988610078,0.682022235021439,0.699865022069697,0.464877514927033,0.517778315353963,0.773386838658907,0.599715988516873,0.53128005921344,0.678728132172073,0.622076732971836,0.550421897695323,0.62551906932279,0.333412465469863,0.515130816644098,0.371142475046047,0.416277681684817,0.595471748820706,0.387879321263272,0.655151177010351,0.634206770581139,0.402253317301266,0.343264132086719,0.382680946498799,0.499025035535493,0.594258662128886,0.48972891340677,0.666470342219836,0.490733011190648,0.598682660253605,0.877573580735613,0.889843710495373,0.433332101232388,0.624839878182795,0.781415157046155,0.52284808276677,0.449145520605477,0.573358219418915
"W10",0.312829777434934,0.499832475534966,0.439047482575759,0.840021985596386,0.371959437035962,0.324074548953209,0,0.791608413068281,0.623246974474512,0.62801424619949,0.691591585985746,0.562322924149602,0.801727368232782,0.400682974055557,0.570285681981187,0.504084109596788,0.72989656410631,0.660745486507591,0.805794607390148,0.6671032386721,0.783243350824565,0.531214441598731,0.60946604855609,0.841237198941744,0.608034117739323,0.707800710788286,0.623536764517468,0.592153245587786,0.632353675102891,0.801087872594413,0.748462060115146,0.743967979354037,0.693352814100548,0.57390539857206,0.668100358376922,0.822707809429059,0.600549096898262,0.680200537176648,0.71951616026457,0.683498279345107,0.627422656286545,0.752916459934095,0.499213318706564,0.64890520319755,0.501525899221291,0.356313826946355,0.544057725258741,0.42561412075799,0.727014112102571,0.553648569924256,0.403659682192925,0.360068949278558,0.543068452424366,0.56139141824765,0.701218508537761,0.470837728671336,0.735345407445556,0.641339256508349,0.556936133042672,0.882479885494276,0.863791668959574,0.481434759759468,0.629128847888643,0.74954596065108,0.652000051148758,0.452968589864987,0.556196100123915
"W33",0.740052728925693,0.78204925006687,0.721076980087637,0.602694358296648,0.708801070938727,0.743548851972844,0.791608413068281,0,0.637483951531484,0.67814611706673,0.638590819601281,0.605237405687195,0.581826842497341,0.765304986698834,0.640977839192988,0.668765796348901,0.542091189882463,0.606978285261948,0.422875133295447,0.581876328934218,0.588336104981983,0.828202310466784,0.667829617058003,0.407058186266762,0.614385707933222,0.629571697925657,0.684977108125237,0.646047782536213,0.650134570505787,0.397184458209514,0.483768134094042,0.575157924180043,0.55849614305599,0.641410353338446,0.545694062151104,0.414958208489043,0.693677175687333,0.575082906622781,0.540183579524271,0.641349204265976,0.702745497156926,0.62198538119313,0.725501261031871,0.708968128217142,0.69590459778536,0.822090842468854,0.837256392210189,0.762320318445047,0.313964223080758,0.853160869704716,0.759952792105396,0.805301480276469,0.717643402524831,0.721085426224615,0.536171393906996,0.709243838911118,0.420966289075376,0.640028935993786,0.707291313397045,0.752467530818993,0.882627513626616,0.760647857628545,0.740440567438784,0.768405517510365,0.615962211761753,0.770625371823995,0.669312652427052
"W42",0.584618770628225,0.693431332447974,0.677222876788228,0.730323614263766,0.623247642450382,0.526873875187441,0.623246974474512,0.637483951531484,0,0.547896749528696,0.505449158208747,0.531323490263417,0.511925841736443,0.608364167807029,0.463580193391718,0.621164899976094,0.614372138055998,0.250009757212995,0.709538452151124,0.388838287054155,0.448240075279308,0.605132737190411,0.563229648185576,0.68511246336656,0.473319018142416,0.383490732866181,0.482852658775843,0.429123341846616,0.553629067938938,0.702405323837845,0.594403573939118,0.464472882779568,0.398315172815748,0.509697052720404,0.424490574272013,0.712809530412454,0.573433049685123,0.550888308755058,0.587880697527942,0.464313442621345,0.61044613676093,0.500728816747899,0.485505317542026,0.263237062453483,0.479813385675792,0.490327838271723,0.546286181027645,0.386761527333366,0.545477051241727,0.783636907742607,0.654158927778136,0.578201694037236,0.472658884575839,0.555900449806884,0.570311508430963,0.422212853537362,0.630077927076766,0.54782222364842,0.49634859180207,0.844228129406591,0.854682932163621,0.390858302790601,0.509346587158694,0.572501567740786,0.428083958643936,0.511399932867858,0.600302076898653
"W43",0.552686657227148,0.523932086809078,0.689639943564114,0.676274425339836,0.547694101801555,0.497605978186929,0.62801424619949,0.67814611706673,0.547896749528696,0,0.233696769101221,0.492745393907241,0.508472267271176,0.528645737309835,0.354042038048851,0.497619047916874,0.611459660201355,0.445910984900734,0.676060391835477,0.449640365453199,0.540591365198662,0.55452383424653,0.384074374404791,0.762196481798321,0.523900086758367,0.478123960624273,0.235307080311449,0.36429956495913,0.427824748888279,0.678771839195856,0.637648919092061,0.689752820931792,0.620454881028359,0.48542634706517,0.487443467705721,0.681293431536982,0.514381064794321,0.423304877038259,0.605005133953228,0.495038617673057,0.408902632753836,0.492947511816063,0.471975984268062,0.537230979889885,0.414657229223893,0.607907933486292,0.599700928291665,0.564430264082884,0.701130685255532,0.77216895554159,0.641047563352726,0.622275718235426,0.493984743586262,0.444650673186337,0.538010640925477,0.428038546210296,0.602496575271991,0.448591438693792,0.452130650283929,0.836166926526475,0.835651101652689,0.412299790190271,0.370392130259488,0.731424596415722,0.480170766518143,0.399597914673174,0.48890738585612
