"","henry29","henry36","henry42","henry48","henry59","henry66"
"henry29",0,0.358226484786425,0.543073053764546,0.368775136955715,0.434700287037394,0.497477428717125
"henry36",0.358226484786425,0,0.535435015742335,0.341047287762558,0.434303462956641,0.522640853509472
"henry42",0.543073053764546,0.535435015742335,0,0.602335929285091,0.599624511090021,0.547803882238512
"henry48",0.368775136955715,0.341047287762558,0.602335929285091,0,0.394892906642814,0.456581144668824
"henry59",0.434700287037394,0.434303462956641,0.599624511090021,0.394892906642814,0,0.499775718421659
"henry66",0.497477428717125,0.522640853509472,0.547803882238512,0.456581144668824,0.499775718421659,0
