"Taxa"	"marshmallow24"	"marshmallow37"	"marshmallow41"	"marshmallow44"	"marshmallow49"	"marshmallow53"	"marshmallow60"	"marshmallow70"
"Acetate -- Production"	0.0508062452009214	0.0622151563328034	0.0678120262758969	0.055328773168579	0.0532604451386177	0.0499424626006904	0.0860761322322009	0.046663992512368
"D-Glucose (Glucose) -- Consumption"	0.0491425646275915	0.0613672496025437	0.0651170624894728	0.0546943954104148	0.0506572953273461	0.0499424626006904	0.0440131943274023	0.043187591924054
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.047734834911697	0.0606253312135665	0.0646454438268486	0.0538669461606355	0.0498763503839646	0.0492520138089758	0.0436279584908386	0.0427864687792486
"D-Xylose (Xylose) -- Consumption"	0.0476068594829793	0.0606253312135665	0.0646454438268486	0.0538669461606355	0.0498503188858519	0.0492520138089758	0.0436279584908386	0.0427864687792486
"Raffinose -- Consumption"	0.0490145891988738	0.0602543720190779	0.0640727640222334	0.0536187113857017	0.049017310946245	0.0492520138089758	0.0398478318445573	0.0458617462227571
"Cellobiose -- Consumption"	0.0485026874840031	0.0606783253842077	0.0641064510695638	0.0538669461606355	0.049381751919823	0.0499424626006904	0.0397756001252016	0.043187591924054
"Lactose -- Consumption"	0.0490145891988738	0.0605723370429253	0.0641064510695638	0.0537842012356575	0.049199531433034	0.0492520138089758	0.0398959863241278	0.0430538842091189
"Maltose -- Consumption"	0.0488866137701561	0.0605723370429253	0.0641738251642244	0.0537842012356575	0.0491734999349213	0.0492520138089758	0.0399682180434835	0.0430538842091189
"Sucrose -- Consumption"	0.0473509086255439	0.0602543720190779	0.0638369546909213	0.0535911297440424	0.049017310946245	0.0490218642117376	0.0397274456456312	0.042251637919508
"Succinate -- Production"	0.030586127463527	0.0544250132485427	0.0631969007916456	0.0357458075904678	0.0405050110633867	0.0430379746835443	0.0777213300267257	0.0445246690734055
"D-Mannose (Mannose) -- Consumption"	0.0451753263373432	0.029782723900371	0.022233451237999	0.0434135039717564	0.0467265391123259	0.0453394706559263	0.0237883129078083	0.031688728439631
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0422318914768364	0.0227874933757287	0.0153949806299478	0.03886253309797	0.0471690745802421	0.0391254315304948	0.0630582909975201	0.0129696483487097
"Trehalose -- Consumption"	0.0424878423342718	0.0297297297297297	0.022233451237999	0.0433031774051192	0.0464922556293115	0.0434982738780207	0.0236679267088821	0.0219280652493649
"Indole -- Production"	0.0413360634758126	0.0285638579756227	0.0211891527707596	0.0418413503971756	0.0446700507614213	0.0428078250863061	0.0194544097464667	0.032624682444177
"D-Fructose (Fructose) -- Consumption"	0.0450473509086255	0.0269740328563858	0.0167087754758295	0.0419516769638129	0.0451906807236757	0.0439585730724971	0.0187320925529097	0.0302179435753443
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.0252111594573842	0.0243243243243243	0.0223681994273202	0.0261198146513681	0.0403227905765977	0.0377445339470656	0.0350323838875111	0.0205909881000134
"Propanoate (Propionate) -- Production"	0.0399283337599181	0.0210916799152093	0.0124642075122116	0.0383660635481024	0.0431862553689965	0.0391254315304948	0.0174800760840777	0.0161786335071534
"Nitrate (NO3-) -- Consumption"	0.0369848988994113	0.0206147323794383	0.0117567795182752	0.0377041041482789	0.0428478458935312	0.037054085155351	0.0171670719668697	0.00347640058831395
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.0120296902994625	0.0397986221515633	0.0524844197406097	0.0167144748455428	0.00642978003384095	0.0131185270425777	0.0229215322755399	0.0427864687792486
"D-Mannitol (Mannitol) -- Consumption"	0.0244433068850781	0.0222045574986751	0.0178204480377295	0.0252647837599294	0.0345437979955746	0.0377445339470656	0.0159391327378229	0.0204572803850782
"Glycerol -- Consumption"	0.0243153314563604	0.0222045574986751	0.0178204480377295	0.0252647837599294	0.0344657035012365	0.0377445339470656	0.0158909782582525	0.0204572803850782
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.0226516508830305	0.0153153153153153	0.0136095671214418	0.0228651809355693	0.014135103475205	0.011277330264672	0.0103291358678641	0.0225966038240406
"Formate -- Production"	0.0046071154338367	0.00439851616322205	0.0090618157318511	0.00209620476610768	0.01082910321489	0.000920598388952819	0.0688368285459755	0.0038775237331194
"Melibiose -- Consumption"	0.0186844125927822	0.00937996820349762	0.0090618157318511	0.0189210061782877	0.012390993101653	0.00759493670886076	0.00888450148075025	0.00668538574675759
"CO2 -- Production"	0.00678269772203737	0.00174880763116057	0.00384032339565437	0.000910194174757282	0.00390472471690746	0.00253164556962025	0.0460597597091469	0.0133707714935152
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.006526746864602	0.0082670906200318	0.00973555667845713	0.00496469549867608	0.00244696082259534	0.00759493670886076	0.00267257361616064	0.0307527744350849
"Fructan (Inulin, Levan) -- Macromolecule"	0.00755055029434349	0.00832008479067303	0.00963449553646623	0.00513018534863195	0.00244696082259534	0.00667433831990794	0.00281703705487203	0.029950528145474
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.00243153314563604	0.00794912559618442	0.0088933804951996	0.00466129744042365	0.00752310295457504	0.00437284234752589	0.0165169864926685	0.0133707714935152
"Ethanol -- Production"	0.00243153314563604	0.0018018018018018	0.00346976587502105	0.000937775816416593	0.00408694520369647	0.00138089758342923	0.0457708328317242	0.000534830859740607
"Mannan -- Macromolecule"	0.00383926286153059	0.0082670906200318	0.00943237325248442	0.00507502206531333	0.00236886632825719	0.00621403912543153	0.00262441913659018	0.0185853723759861
"Urea -- Production"	0.00307141028922447	0.0082670906200318	0.00933131211049351	0.00507502206531333	0.00236886632825719	0.00552359033371692	0.00255218741723449	0.0179168338013103
"Hemicellulose, not specified -- Macromolecule"	0.0037112874328129	0.0059353471118177	0.0044803772949301	0.00383384819064431	0.00171807887543928	0.00529344073647871	0.00134832542797294	0.0221954806792352
"D-Galactose -- Consumption"	0.00588686972101357	0.00630630630630631	0.00468249957891191	0.00421999117387467	0.00226474033580633	0.00552359033371692	0.00166132954518094	0.0145741409279315
"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"	0.00511901714870745	0.0059353471118177	0.00471618662624221	0.0040545013239188	0.00179617336977743	0.0046029919447641	0.00151686610646955	0.0165797566519588
"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"	0.00217558228820067	0.00582935877053524	0.00437931615293919	0.00383384819064431	0.00171807887543928	0.00437284234752589	0.00134832542797294	0.0133707714935152
"L-Methionine (D-Methionine) -- Consumption"	0.00217558228820067	0.00582935877053524	0.00437931615293919	0.00383384819064431	0.00171807887543928	0.00437284234752589	0.00134832542797294	0.0133707714935152
"Arabinogalactan -- Macromolecule"	0.00243153314563604	0.00243773184949656	0.00495199595755432	0.00113084730803177	0.000676818950930626	0.00230149597238205	0.00117978474947632	0.0133707714935152
"H2 (Hydrogen) -- Production"	0.00691067315075506	0.000582935877053524	0.000875863230587839	0.00052405119152692	0.000520629962254328	0.00299194476409666	0.000553776515060313	0.0137718946383206
"CO2 -- Consumption"	0.00396723829024827	0.000317965023847377	0.000538992757284824	0.000165489849955869	0.000234283483014447	0.00207134637514384	0.000264849637637541	0.01323706377858
"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"	0.00307141028922447	5.29941706412295e-05	0.000471618662624221	0	0	0.00207134637514384	0.000168540678496617	0.0129696483487097
"FOS (Fructooligosaccharide) -- Consumption"	0.00255950857435372	5.29941706412295e-05	0.000134748189321206	8.27449249779347e-05	2.60314981127164e-05	0.000920598388952819	0.000144463438711386	0.00882470918572002
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	0	0.000476947535771065	0.000976924372578743	0.000275816416593116	0.000963165430170506	0	0.00847518840440132	0
