"Taxa"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"k__Bacteria|p__Firmicutes"	0.81290230296095	0.789398485497928	0.81425917988284	0.530060120240481	0.673005433228482	0.466285714285714	0.718571428571429	0.703189815477042	0.505384063173008
"k__Bacteria|p__Bacteroidota"	0.15376913174081	0.194884983569081	0.111444492070296	0.20526767821357	0.185587646554189	0.0757142857142857	0.057	0.124445715920469	0.28183776022972
"k__Bacteria|p__Proteobacteria"	0.010585037905879	0.0128589798542649	0.020145735105015	0.166332665330661	0.121961681441235	0.447857142857143	0.213857142857143	0.124016592762123	0.0709260588657574
"k__Bacteria|p__Actinobacteria"	0.00772421685023602	0.00285755107872553	0.0312901843120446	0.0883194961351274	0.00986559908492994	0.00285714285714286	0.00585714285714286	0.0281790873980832	0.123330940416368
"k__Bacteria|p__Fusobacteria"	0.0141610642254327	0	0.022717531075868	0.00916117950186086	0.00943665999428081	0.00728571428571429	0.00457142857142857	0.0195966242311543	0.0139267767408471
"k__Bacteria|p__Tenericutes"	0.000858246316692891	0	0.000142877553936277	0.000858860578299456	0.000142979696883043	0	0.000142857142857143	0.000572164211128594	0.00459440057430007
