"Taxa"	"wolverine14"	"wolverine17"	"wolverine37"	"wolverine44"	"wolverine49"	"wolverine57"	"wolverine58"	"wolverine60"	"wolverine70"
"k__Bacteria|p__Firmicutes|c__Negativicutes"	0.557717064797597	0.696385197885412	0.667809687098157	0.456627540795877	0.547612239062053	0.371142857142857	0.619857142857143	0.629523673294235	0.382340272792534
"k__Bacteria|p__Bacteroidota|c__Bacteroidia"	0.15376913174081	0.194884983569081	0.111444492070296	0.20526767821357	0.185587646554189	0.0757142857142857	0.057	0.124445715920469	0.28183776022972
"k__Bacteria|p__Firmicutes|c__Clostridia"	0.254756115005006	0.0930132876125161	0.145592227461066	0.0734325794446035	0.125250214469545	0.0948571428571429	0.0974285714285714	0.0678014590187384	0.122900215362527
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria"	0.00600772421685024	0.00600085726532362	0.0111444492070296	0.112940166046378	0.0790677723763226	0.438857142857143	0.207	0.0726648548133314	0.0160804020100503
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria"	0.00457731368902875	0.00685812258894128	0.00900128589798543	0.0533924992842829	0.0428939090649128	0.009	0.00685714285714286	0.0513517379487913	0.0548456568557071
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia"	0.00729509369188957	0.00285755107872553	0.0312901843120446	0.025336387059834	0.00986559908492994	0.00285714285714286	0.00585714285714286	0.0281790873980832	0.0403445800430725
"k__Bacteria|p__Actinobacteria|c__Actinomycetia"	0.000429123158346445	0	0	0.0629831090752934	0	0	0	0	0.082986360373295
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia"	0.0141610642254327	0	0.022717531075868	0.00916117950186086	0.00943665999428081	0.00728571428571429	0.00457142857142857	0.0195966242311543	0.0139267767408471
"k__Bacteria|p__Firmicutes|c__Bacilli"	0.000429123158346445	0	0.00085726532361766	0	0.000142979696883043	0.000285714285714286	0.00128571428571429	0.00586468316406809	0.000143575017946877
"k__Bacteria|p__Tenericutes|c__Mollicutes"	0.000858246316692891	0	0.000142877553936277	0.000858860578299456	0.000142979696883043	0	0.000142857142857143	0.000572164211128594	0.00459440057430007
