"ID"	"kubo14"	"kubo15"	"kubo21"	"kubo30"	"kubo48"	"kubo58"
"ko00010"	0.0125658304608599	0.0122976857646194	0.0116923556441289	0.0120007254028959	0.0113824841222444	0.0108297841245931
"ko00020"	0.00563663316248338	0.00601521150084045	0.00588343752413953	0.0058269140970863	0.00618518824264234	0.00613849451110917
"ko00030"	0.00674756420309563	0.00661398841343705	0.00644885253145837	0.00627604058485807	0.00615785963683881	0.00599520639524758
"ko00040"	0.00556596354479931	0.00433846137085116	0.00426513601102417	0.00406529888648877	0.00367766586065414	0.00320656701955351
"ko00051"	0.013228002935196	0.0112518101281375	0.0100201525620489	0.0101320032895941	0.00905671467352877	0.0080170508063255
"ko00052"	0.00767259459988638	0.0077139624667523	0.00718442971409476	0.00676561767697716	0.00733990685541396	0.00648255252395939
"ko00053"	0.0029486444186891	0.00168652467246767	0.00159106124558346	0.00154738987405193	0.0012805964684504	0.00133517489879521
"ko00061"	0.00415951998337426	0.00463813004004427	0.00465453362439352	0.00444853492860315	0.00529414829479705	0.00555505266143255
"ko00071"	0.00417054264668801	0.00341947891276607	0.00386334715787106	0.00406645699466322	0.00366436971837816	0.00351725937892663
"ko00072"	0.000770871659233185	0.000599296577992271	0.000622805076436134	0.000654546739529348	0.000554296685400105	0.000595517639360619
"ko00100"	7.90220032630228e-06	8.4442373872543e-06	5.59126857916564e-06	8.82787006672874e-06	1.89924809503539e-05	7.24064184978425e-05
"ko00120"	6.87126211521719e-05	0.0001337661663719	0.000148847423096594	0.000141780113140451	0.000156685194904072	0.000122414866181101
"ko00121"	0.000150986022471517	0.000145174105839117	0.000157394245427172	0.000136601337474584	0.000152434710089408	0.000130025952233753
"ko00130"	0.00281441358166756	0.00175343369030034	0.00139714702627588	0.00135880684638987	0.00146663069511835	0.00218848421108841
"ko00140"	0.000542891365755181	0.000295338100777892	0.000386932610645803	0.00028056672816118	0.000619339413246534	0.000579584062974519
"ko00190"	0.00657870292343113	0.00592855464575881	0.00598789041326022	0.00593171151989243	0.00698429630982103	0.00858157742408018
"ko00195"	0.00136186707702644	0.00168778585057733	0.00173865815344604	0.00178889575381553	0.00195920196510097	0.00194270850527146
"ko00220"	0.00364499122245491	0.00385187866252975	0.00395290043609446	0.00401155132627608	0.00380764085284522	0.00372698377689836
"ko00230"	0.0146590429925608	0.0148925465953668	0.0151649703759238	0.0152827467250281	0.0158008734705586	0.0156610552190295
"ko00240"	0.0109539002933517	0.0112334351984012	0.0114762600206982	0.0116091517367104	0.0121820613352495	0.0115599942630172
"ko00250"	0.00650272067916119	0.00634777135607635	0.0066241135411959	0.00659406792229361	0.00691958237456128	0.00700728131302199
"ko00253"	6.57518173162011e-05	0.000140992740543222	0.000161239735203918	0.000166523381954965	0.000167581768234585	0.000149870052578508
"ko00260"	0.00691173402136756	0.00770101220882004	0.0078183248904398	0.00780631512839169	0.00811807683573961	0.00795768465554175
"ko00261"	0.0018734329046728	0.00147615533025475	0.00157589502649778	0.00153131400132797	0.00169242322297011	0.00182934060434123
"ko00270"	0.00711780200070981	0.00866180551520154	0.00883785448781496	0.00908119748161374	0.00910140714421195	0.00845333581196902
"ko00280"	0.00416554587695402	0.00503633856905166	0.00555888056262838	0.00563325157413613	0.00539139359186491	0.00464460904920755
"ko00281"	0.000991427728785233	0.000687669612752308	0.000685734420095397	0.000745398673114316	0.000548210090118004	0.000507725375375425
"ko00290"	0.00271045335311146	0.00276192522904709	0.00300756107414948	0.0030167084761831	0.00279482646459266	0.00270216391400622
"ko00300"	0.00375075166605119	0.00454418798370649	0.00493217994458911	0.00501225589118632	0.00523003938471403	0.00476819756964144
"ko00310"	0.00323597075708768	0.00202723033699393	0.00211929469084587	0.00220792582129122	0.00175113675368522	0.00166643547856952
"ko00311"	0.000210367446762365	0.000216059505257546	0.000260718246581358	0.000263832855146972	0.000274288034246056	0.000158538552982637
"ko00330"	0.00440222469008636	0.00430605967223971	0.00433305990162696	0.0044284961693188	0.00413093478332183	0.00392758538344854
"ko00332"	0.000346036039311463	0.000418451400382065	0.00043748301051735	0.000453811258182282	0.000422796430546904	0.000403337189233331
"ko00333"	0.00175603033645007	0.00155645668638822	0.00155738928857326	0.00150137895592378	0.00162205573538914	0.00200496465966302
"ko00340"	0.00264292578691441	0.00362556509479412	0.00387438996528425	0.00390637321039757	0.00384954916964186	0.00353331802098123
"ko00350"	0.00302726216544565	0.00249657300403736	0.0024921970975704	0.00264059213246219	0.00214759787485625	0.00213431630655827
"ko00360"	0.00315842538414931	0.0030648857352176	0.00319724340952733	0.00328273173258954	0.00299957063898448	0.00268418538997821
"ko00361"	0.000460496711016152	0.000205833450397103	0.000184510850113841	0.000189694900509806	0.000225541847842812	0.000479730940368418
"ko00362"	0.00269293912944006	0.00250261965970216	0.00310164869351104	0.00329770637342508	0.00270818193363176	0.00211959115098462
"ko00364"	0.000249408324039864	0.000134351053708978	0.000144330288918948	0.000132996864997566	0.00014720577253396	0.000223769216432356
"ko00365"	1.23145083253974e-05	1.78615885701744e-05	1.50772044614685e-05	2.76260705259301e-05	3.17185851774446e-05	8.10404293341754e-05
"ko00380"	0.00189280890804712	0.00128358469092461	0.00143191229177725	0.00151723631146102	0.00120050444624027	0.00110787983785366
"ko00400"	0.00461447421112228	0.00579595083291329	0.00589715396394488	0.00602242319822856	0.00593318110745069	0.00564057459488233
"ko00401"	0.000952619121787388	0.00136727899985287	0.00137404707405563	0.00144273792799306	0.00140721369725154	0.00138340343776378
"ko00404"	4.00699382210294e-09	5.85754535741835e-09	6.6310111232989e-09	6.55182979716424e-08	0	2.50252598494848e-08
"ko00405"	0.000513924963039296	0.000446503824623635	0.000468248927773078	0.000456677331291132	0.000467930284877209	0.000483791832456974
"ko00410"	0.00272524533311761	0.00247468353506247	0.00248994581522903	0.00259703465190422	0.00218762881529839	0.00202262351613233
"ko00430"	0.00130157614696416	0.00106677891093622	0.00116842810659323	0.00120552636153445	0.0011690646150013	0.00121060976133644
"ko00440"	0.00100104016956166	0.000567502141173334	0.000574976142046571	0.000533613963117879	0.000524383905285168	0.000449503353498908
"ko00450"	0.00392925788459557	0.00362432831041464	0.00361886461278928	0.00373401347606633	0.00364783773440268	0.00381440382382531
"ko00460"	0.00104448262183986	0.00121454588462572	0.00124722397891479	0.001192015049083	0.00134070083184248	0.0012715337284444
"ko00471"	0.000907136023764405	0.000955933141851967	0.00106816306008361	0.00108462190500456	0.00116269621390995	0.00107352793984705
"ko00472"	4.37590090767577e-05	0.000137220552513565	0.000119806192421008	0.00012718291310397	8.99762714097284e-05	5.29537454576123e-05
"ko00473"	0.000640156479193939	0.000774258301199517	0.000734000971136842	0.000748837799771849	0.000702534285597556	0.000625228937302962
"ko00480"	0.00267906905900667	0.0018114935483261	0.00167678986840789	0.00169027284828268	0.00175428638277005	0.00241950202909186
"ko00500"	0.0100838691411539	0.0133209899654537	0.011996322516732	0.0122996686947275	0.0115304305094324	0.00992452162745953
"ko00510"	0.000113601092157203	0.000164958895553651	0.000159711785415555	0.000140077390980901	0.000256172260602823	0.000280616311462978
"ko00511"	0.00115750484857107	0.00152056723475701	0.00166798604954221	0.00103026949941157	0.00270811327747798	0.00234367916965475
"ko00513"	0.000130391343532107	0.000207465605988011	0.000263084145368805	0.000162425656495098	0.000544813166522451	0.000467017004659088
"ko00514"	9.92302683482325e-07	5.03467738560822e-06	6.20450448784832e-06	6.71238344837179e-06	2.2755142270707e-06	7.06021281580772e-07
"ko00515"	9.87775040787785e-07	5.03467738560822e-06	6.20450448784832e-06	6.70264208770145e-06	2.2755142270707e-06	6.89584938074691e-07
"ko00520"	0.0160428117319621	0.0162578986799012	0.0151195267625855	0.01522018539139	0.0155641829090726	0.0146494209867614
"ko00521"	0.00178440060183696	0.00211762665806608	0.00227997045439858	0.0021033572982966	0.00247777748758157	0.00266065935792891
"ko00522"	2.31018481823175e-05	8.95339033393243e-06	8.02331774142063e-06	6.62098608172174e-06	3.58348697176488e-06	3.2605733555875e-06
"ko00523"	0.000932153407518062	0.000763540105507628	0.00105291059794705	0.000965605114148659	0.0013051189118943	0.00146625045338161
"ko00524"	0.000506951055607822	0.000677228150326903	0.000611915954049347	0.000572417937015146	0.00056969844349154	0.000633892833404897
"ko00525"	0.000485211258432829	0.000352658410642597	0.000493210932520054	0.000453403603239341	0.000588184702214107	0.000649962062558072
"ko00531"	0.000465098936050516	0.000535921334845031	0.000628677747537058	0.000469281865769946	0.00102368935783836	0.000896099304111426
"ko00532"	3.50104615526065e-08	8.71273172429741e-09	5.53955137797514e-09	1.33816432722885e-09	6.56316295195034e-10	2.34488997392635e-07
"ko00540"	0.00515207303703415	0.00405515777040192	0.00410433423234454	0.00416499175494971	0.00456589957503887	0.00469216889192157
"ko00550"	0.00437044262276613	0.00549817822563536	0.00585885677522815	0.00600683296399897	0.00619847864215074	0.00584778340955211
"ko00561"	0.00313478067948716	0.00358228164054566	0.00323773322017043	0.00325430476789496	0.00292917338745952	0.00260850632220824
"ko00562"	0.00110636671191304	0.00121501974434918	0.00119430611655982	0.00105995600355767	0.00110101203703301	0.00117000289088297
"ko00564"	0.00413622411311801	0.00314933038047288	0.00290081269911289	0.00286556133593915	0.00303461421549153	0.00378316542016349
"ko00565"	0.00021180464582747	7.45010539504595e-05	9.35990700135531e-05	9.69576737331994e-05	8.28483154699481e-05	0.000121282302466991
"ko00571"	2.20656228298681e-05	3.05061633474662e-05	2.96083175601118e-05	3.69588491166674e-05	5.58038508678086e-05	0.000161037266210676
"ko00590"	0.000209074187706987	8.87301383303219e-05	0.000102856881699358	8.52436707339909e-05	0.000225269936001713	0.000304770862542061
"ko00591"	0.00014872685832487	3.33471819080744e-05	2.55572830974719e-05	1.93563621597645e-05	4.56001998738557e-06	1.89800668539986e-05
"ko00592"	0.000427495651679933	0.000270777740507282	0.000268100049703571	0.00028376901014274	0.00020922503716471	0.000285172702209072
"ko00600"	0.00125498901887294	0.00161325374333733	0.0016129709826341	0.00112514346198078	0.00235013956661675	0.00207146613603782
"ko00601"	1.23091966621247e-06	9.40018878958497e-07	6.2225408381037e-07	4.74089318398395e-07	1.63048657215302e-06	1.117127599681e-06
"ko00603"	0.00040561488922996	0.000776651625687298	0.000733338842590617	0.000557111318315474	0.000990003743500494	0.000802813877919535
"ko00604"	0.00010796125183668	0.000123086962208957	0.000205043170247014	0.000101611440479855	0.000497761982583178	0.00044690870786483
"ko00620"	0.0107110109863363	0.010751200049756	0.0112432305699298	0.0112493271593009	0.0109225048686342	0.0103422454952174
"ko00621"	0.000285660697107248	0.00012788163765584	0.000131250066551843	0.000117691799110878	0.000102184115474318	0.000181936534629855
"ko00622"	0.000408651831913563	0.000226364630900002	0.000233372909395136	0.000217008943064353	0.000173814607195163	0.000259104265067836
"ko00623"	0.000336015741647586	0.000137097078982683	0.00016132900573695	0.000164788719829893	0.000154746256081085	0.00024599780142349
"ko00624"	7.80446081547978e-06	6.95462070156589e-06	9.11556970283425e-06	1.05773173349882e-05	7.04752437780427e-06	3.14877539519398e-06
"ko00625"	0.0014748438261177	0.0012595312943401	0.00120971441076804	0.00130069338453551	0.00103427076808392	0.00127718202178167
"ko00626"	0.00102804953331935	0.000840466725735975	0.00081142076630827	0.000874086802345199	0.000630126518488312	0.000579313858100957
"ko00627"	0.00124661640418787	0.00100723213342424	0.00104033128589965	0.0011036391799834	0.000843829700182581	0.000788545801727772
"ko00630"	0.0088376488354033	0.00885026614786978	0.00886078287453912	0.00871664219901387	0.0087410646511088	0.00862359479153875
"ko00633"	0.00117333022122698	0.000903960717095028	0.000776823807457386	0.000759342111377676	0.000677697012696157	0.0009820219362637
"ko00640"	0.00848506494098271	0.00809120083474912	0.00809961685462452	0.00807684679699905	0.0076265996997141	0.00718247754408284
"ko00642"	0.000354408951373324	0.000253832181814231	0.000251993026926048	0.000272444793896835	0.000204690613512837	0.000276796266980138
"ko00643"	0.000521190813442122	0.000480823604424835	0.000564938152033425	0.000597931281134112	0.000447695889417272	0.000295876514939962
"ko00650"	0.00827101544677613	0.00656309452405075	0.00700697313862673	0.00715244281728505	0.00648076159881602	0.00590534350961646
"ko00660"	0.00198006238748009	0.00194019902499046	0.00208951681592746	0.00209487145400746	0.00197300421474939	0.00185979856457222
"ko00670"	0.00264537255963646	0.00307249060370449	0.00334094201552935	0.00327492896902529	0.0038372958100422	0.00356901377074135
"ko00680"	0.00752514967253529	0.0076951414664071	0.00770781557731028	0.0075825638579378	0.00750672554656933	0.00677262375107084
"ko00710"	0.00438463541843886	0.00424342869039558	0.00428505865429918	0.00424535533129312	0.00425700498889883	0.0044009330382091
"ko00720"	0.00750553910565245	0.00850564490439967	0.00847955232997055	0.00842653134085137	0.00863009646397122	0.00784627820691524
"ko00730"	0.00263285500379213	0.00304652898895312	0.00312423948836203	0.00313168177009225	0.00335442713184726	0.00332269343142413
"ko00740"	0.00251689994713485	0.00229718741257495	0.00239284528686021	0.00240514757162676	0.00264906404644718	0.00234025267430132
"ko00750"	0.00155156151840998	0.00137837520622686	0.00138151035913168	0.00141594148890584	0.00148251778817148	0.00164242115519963
"ko00760"	0.00462107716355446	0.00386583801271376	0.0038968191973998	0.00391775485982712	0.0039622423528981	0.0041248673217891
"ko00770"	0.0038057634185718	0.004005099776017	0.00416156452982811	0.00421873937645274	0.00398220448101228	0.0036330236721877
"ko00780"	0.00406045997062039	0.00353167227595546	0.00360270313841567	0.00344203782032708	0.00411728903776331	0.00457664622161413
"ko00785"	0.000336931051166623	0.000225166296091313	0.000213714060129838	0.000191336057917253	0.000286157645707917	0.000394610273629963
"ko00790"	0.00423468905256284	0.00417487276157372	0.00401134125928247	0.00405135256208516	0.00412866252332972	0.00447870431478109
"ko00791"	0.00021664040038927	0.000391312047155837	0.000310116792590397	0.000345717924823655	0.000309751084374569	0.000429594487282516
"ko00830"	0.000629204208330736	0.000452023878369337	0.000449985470044448	0.000445083699316765	0.000450980243829595	0.000455526003800878
"ko00860"	0.00482127771699314	0.00768434423270639	0.00677396898114926	0.00679812901316477	0.00629742486493714	0.00566557554751301
"ko00900"	0.00292465173412669	0.00360060919182568	0.00377800566320092	0.00395990459048586	0.00400536426415618	0.00377955615438101
"ko00903"	0.000904286497027291	0.000728900623598482	0.00067610532852085	0.000700299533928164	0.000497787360146592	0.000381744301753302
"ko00906"	1.20146524752773e-05	1.48317400225881e-05	2.2556800614422e-05	2.28626094321996e-05	0.000105913370295246	0.000171494592485971
"ko00908"	0.000182368806045582	0.000216230527297855	0.000241010444439983	0.000233487855251815	0.000315427268669378	0.000314485698938372
"ko00909"	1.58044006526046e-05	1.68884747745086e-05	1.11825371583313e-05	1.76557401334575e-05	3.79849619007077e-05	0.000144812836995685
"ko00910"	0.00391554628941974	0.00378705145434125	0.00380496310929718	0.00389568089919434	0.00383863477185463	0.00410446947812963
"ko00920"	0.00644122965917155	0.00473118272337473	0.00466006223781606	0.00463230123455855	0.00430562218180356	0.00482773319493465
"ko00930"	0.00079228378715505	0.00069717303193425	0.000783055828820471	0.000829992895800438	0.000659208172462829	0.00040003474518711
"ko00940"	0.000590410818908231	0.000675989774354839	0.000643713459480509	0.000580992498685088	0.000636504507266875	0.000638705036645135
"ko00941"	1.27281638744681e-05	1.34697435304172e-05	2.74033670901346e-05	1.50835010736098e-05	7.65257908876309e-05	7.6601109038082e-05
"ko00944"	0.000112231822488649	6.99400752768128e-05	7.10877631292387e-05	5.23881017997825e-05	6.71557928518347e-05	6.38609504127145e-05
"ko00945"	1.27281638744681e-05	1.34697435304172e-05	2.74033670901346e-05	1.50835010736098e-05	7.65257908876309e-05	7.6601109038082e-05
"ko00950"	0.000484107059156642	0.000719568547990058	0.000744755033701983	0.000787417144711257	0.00076216785690318	0.000742348115759585
"ko00960"	0.00104648955051808	0.00118253526833368	0.00119531585542605	0.0012546078418281	0.00117869545501002	0.0011693806379479
"ko00965"	0.000118866044020797	6.3158310105596e-05	9.01234325673227e-05	9.72512034962057e-05	8.84054768046235e-05	0.000113683220932585
"ko00966"	0.000200209615028366	0.000239361340311538	0.000276736437401392	0.00028308618568061	0.000280400389942744	0.000284695961709982
"ko00970"	0.00474339553197485	0.00611583400898183	0.00654024698132096	0.00679297616093347	0.00713626962955491	0.00670446187833175
"ko00980"	0.000983737211862382	0.00053817139092833	0.000489007641101442	0.000499271402272103	0.000386283339977708	0.000529741173796231
"ko00981"	0.00033052681273879	0.000239264869053397	0.000216871143055915	0.000209434935613446	0.000145321127476492	0.000157675043648881
"ko00982"	0.000991342831653056	0.000546245766165873	0.000491570950022259	0.000507792799296612	0.00040414105005367	0.000603816980072585
"ko00983"	0.00230732264465209	0.00224710593451942	0.00223483545873325	0.00218250129985645	0.00232814039133206	0.00224543973154968
"ko00984"	6.75906354622837e-05	3.36889360859646e-05	2.80213940850545e-05	2.80621270942856e-05	2.60109633320958e-05	2.7032953076785e-05
"ko01040"	0.00187295687745115	0.00142007776822284	0.001399204934642	0.00136534019118972	0.00136091054980971	0.00176276588953042
"ko01051"	0.000615007889593454	0.000882964600322283	0.000846353650924982	0.000786949211397649	0.000675692032045966	0.000556250861480727
