"","ivy24","ivy29","ivy36","ivy44","ivy46","ivy47","ivy70"
"ivy24",0,0.524505652924384,0.608831328089534,0.520932158799843,0.578776069904913,0.667446002478759,0.498916319401428
"ivy29",0.524505652924384,0,0.648183876770603,0.521921596615622,0.47427392770625,0.511286038017832,0.534641447553242
"ivy36",0.608831328089534,0.648183876770603,0,0.727545003284264,0.517157888428639,0.342575118760141,0.671746711120994
"ivy44",0.520932158799843,0.521921596615622,0.727545003284264,0,0.727539420572917,0.735333313159325,0.476121521153465
"ivy46",0.578776069904913,0.47427392770625,0.517157888428639,0.727539420572917,0,0.32881558911688,0.709642687722734
"ivy47",0.667446002478759,0.511286038017832,0.342575118760141,0.735333313159325,0.32881558911688,0,0.721541142806857
"ivy70",0.498916319401428,0.534641447553242,0.671746711120994,0.476121521153465,0.709642687722734,0.721541142806857,0
