"","franc19","franc22","franc44","franc45","franc47","franc48","franc49","franc56","franc68"
"franc19",0,0.592795720833506,0.578828502075664,0.455109527280113,0.453859490061227,0.575617496879815,0.609466549576794,0.628532796077704,0.465893962410333
"franc22",0.592795720833506,0,0.626081700819676,0.467825874012363,0.376817652976904,0.338179875970069,0.287464412828658,0.417700387392372,0.429116589368927
"franc44",0.578828502075664,0.626081700819676,0,0.699264335069546,0.562521640425002,0.61334079937898,0.624581813004921,0.572660975010857,0.717536609072348
"franc45",0.455109527280113,0.467825874012363,0.699264335069546,0,0.542952983198444,0.488486177831112,0.483810356979241,0.562478059564895,0.212036447232454
"franc47",0.453859490061227,0.376817652976904,0.562521640425002,0.542952983198444,0,0.287814262598698,0.316600641903019,0.486289990144128,0.523943231704588
"franc48",0.575617496879815,0.338179875970069,0.61334079937898,0.488486177831112,0.287814262598698,0,0.23445010566315,0.446813794628452,0.59138048456447
"franc49",0.609466549576794,0.287464412828658,0.624581813004921,0.483810356979241,0.316600641903019,0.23445010566315,0,0.417959797996004,0.546114869282512
"franc56",0.628532796077704,0.417700387392372,0.572660975010857,0.562478059564895,0.486289990144128,0.446813794628452,0.417959797996004,0,0.623137839543894
"franc68",0.465893962410333,0.429116589368927,0.717536609072348,0.212036447232454,0.523943231704588,0.59138048456447,0.546114869282512,0.623137839543894,0
