OTU	HDZ-culi-430-S292	HDZ-culi-444-S296	HDZ-culi-445-S297	HDZ-culi-250-S150	HDZ-culi-408-S338	HDZ-culi-252-S152	HDZ-culi-040-S187	HDZ-culi-249-S149	HDZ-culi-192-S75	HDZ-culi-361-S184	HDZ-culi-026-S15	HDZ-culi-363-S209	HDZ-culi-362-S208	HDZ-culi-395-S272	HDZ-culi-085-S92	HDZ-culi-263-S166	HDZ-culi-253-S153	HDZ-culi-035-S185	HDZ-culi-426-S226	HDZ-culi-054-S192	HDZ-culi-226-S124	HDZ-culi-058-S63	HDZ-culi-203-S203	HDZ-culi-311-S120	HDZ-culi-381-S327	HDZ-culi-169-S244	HDZ-culi-254-S154	HDZ-culi-400-S331	HDZ-culi-235-S282	HDZ-culi-022-S31	HDZ-culi-065-S4	HDZ-culi-057-S233	HDZ-culi-221-S90	HDZ-culi-028-S16	HDZ-culi-258-S162	HDZ-culi-271-S311	HDZ-culi-197-S202	HDZ-culi-184-S248	HDZ-culi-390-S267	HDZ-culi-322-S133	HDZ-culi-013-S8	HDZ-culi-437-S253	HDZ-culi-078-S27	HDZ-culi-202-E1-S348b	HDZ-culi-270-S310	HDZ-culi-272-S312	HDZ-culi-317-S155	HDZ-culi-094-S66	HDZ-culi-018-S30	HDZ-culi-364-S210	HDZ-culi-071-S79	HDZ-culi-245-S145	HDZ-culi-269-S309	HDZ-culi-320-S131	HDZ-culi-345-S258	HDZ-culi-211-S106	HDZ-culi-201-E1-S347	HDZ-culi-047-S190	HDZ-culi-365-S211	HDZ-culi-398-S329	HDZ-culi-037-S186	HDZ-culi-273-S313	HDZ-culi-088-S234	HDZ-culi-405-S335	HDZ-culi-097-S91	HDZ-culi-240-S140	HDZ-culi-174-S247	HDZ-culi-176-S51	HDZ-culi-389-S266	HDZ-culi-076-S24	HDZ-culi-175-S61	HDZ-culi-156-S68	HDZ-culi-324-S135	HDZ-culi-241-S141	HDZ-culi-024-S19	HDZ-culi-264-S167	HDZ-culi-372-S218	HDZ-culi-274-S314	HDZ-culi-339-S252	HDZ-culi-039-S33	HDZ-culi-243-S143	HDZ-culi-327-S138	HDZ-culi-326-S137	HDZ-culi-102-S96	HDZ-culi-341-S170	HDZ-culi-238-S306	HDZ-culi-108-S60	HDZ-culi-373-S219	HDZ-culi-182-S52	HDZ-culi-401-S332	HDZ-culi-215-S108	HDZ-culi-220-S85	HDZ-culi-301-S110	HDZ-culi-434-S230	HDZ-culi-021-S7	HDZ-culi-084-S35	HDZ-culi-357-S180	HDZ-culi-091-S236	HDZ-culi-066-S5	HDZ-culi-450-S322	HDZ-culi-231-S278	HDZ-culi-230-S277	HDZ-culi-229-S130	HDZ-culi-236-S283	HDZ-culi-016-S21	HDZ-culi-328-S158	HDZ-culi-336-S159	HDZ-culi-190-S59	HDZ-culi-429-E1-S355	HDZ-culi-262-S165	HDZ-culi-348-S259	HDZ-culi-198-S88	HDZ-culi-394-S271	HDZ-culi-396-S273	HDZ-culi-383-S260	HDZ-culi-452-S344	HDZ-culi-181-S74	HDZ-culi-318-S156	HDZ-culi-305-S114	HDZ-culi-064-S2	HDZ-culi-319-S157	HDZ-culi-224-S123	HDZ-culi-350-S174	HDZ-culi-187-S71	HDZ-culi-014-S18	HDZ-culi-330-S323	HDZ-culi-087-S78	HDZ-culi-442-S294	HDZ-culi-347-S318	HDZ-culi-201-E1-S347b	HDZ-culi-180-S99	HDZ-culi-384-S261	HDZ-culi-433-S229	HDZ-culi-358-S181	HDZ-culi-429-E1-S355b	HDZ-culi-342-S171	HDZ-culi-388-S265	HDZ-culi-010-S23	HDZ-culi-053-S191	HDZ-culi-438-S275	HDZ-culi-077-S38	HDZ-culi-386-S263	HDZ-culi-310-S119	HDZ-culi-020-S12	HDZ-culi-089-S64	HDZ-culi-370-S216	HDZ-culi-352-S176	HDZ-culi-321-S132	HDZ-culi-098-S238	HDZ-culi-392-S269	HDZ-culi-042-S188	HDZ-culi-377-S287	HDZ-culi-266-S254	HDZ-culi-222-S109	HDZ-culi-163-S82	HDZ-culi-063-S1	HDZ-culi-046-S48	HDZ-culi-166-S197	HDZ-culi-196-S76	HDZ-culi-011-S10	HDZ-culi-168-S58	HDZ-culi-167-S198	HDZ-culi-204-S249	HDZ-culi-219-S81	HDZ-culi-308-S117	HDZ-culi-314-S126	HDZ-culi-060-S80	HDZ-culi-233-S280	HDZ-culi-227-S128	HDZ-culi-179-S98	HDZ-culi-375-S285	HDZ-culi-354-S177	HDZ-culi-038-S45	HDZ-culi-202-E1-S348	HDZ-culi-081-S40	HDZ-culi-028-S36	HDZ-culi-069-S193
cluster228_HDZ-culi-322-S133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster434_HDZ-culi-322-S133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster3042_HDZ-culi-408-S338	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster4382_HDZ-culi-169-S244	0	0	0	9	4	4	11	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	0	4	9	0	0	0	5	0	6	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster3244_HDZ-culi-028-S16	0	0	0	0	0	0	6	0	0	4	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster4439_HDZ-culi-060-S80	0	0	0	34	539	54	62	46	8	5	21	5	24	10	16	13	10	28	0	30	16	0	36	30	6	61	38	54	10	0	32	87	12	7	37	46	20	219	12	0	47	877	0	9	35	16	36	0	0	48	4	13	62	25	6	19	5	54	0	58	8	23	48	39	15	21	133	0	10	0	4	6	50	24	42	10	14	60	19	0	22	5	21	13	11	4	0	10	0	31	6	19	18	0	22	0	0	38	6	5	26	42	4	16	26	38	30	0	4	27	10	12	14	21	0	0	23	59	0	62	20	32	69	30	23	145	15	0	13	6	15	7	0	5	8	6	44	11	18	0	0	17	124	26	0	4	18	0	27	4	15	32	18	18	21	29	0	0	65	6	0	39	42	33	54	121	17	17	8	4	13	11	0	14	0	0	43
cluster76_HDZ-culi-322-S133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster3575_HDZ-culi-254-S154	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
cluster3583_HDZ-culi-350-S174	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster3501_HDZ-culi-229-S130	0	0	13	0	68	0	45	0	0	0	33	0	6	0	0	4	4	0	0	0	0	0	7	12	0	6	4	20	19	0	11	4	18	0	4	11	9	33	0	0	14	67	0	5	0	4	0	0	0	16	4	0	6	10	0	0	0	12	0	9	0	0	10	37	0	0	14	0	0	0	0	0	8	6	13	0	0	4	0	0	0	5	14	0	8	5	0	0	6	5	0	25	10	0	5	0	0	14	0	0	12	0	9	10	0	4	0	0	7	0	4	17	0	5	0	0	0	10	4	5	6	17	0	0	10	69	0	10	0	0	4	0	0	0	0	0	13	0	4	0	0	0	8	4	0	5	0	0	13	5	0	0	13	5	0	4	0	0	0	0	0	0	24	0	0	6	6	6	0	5	5	0	0	0	0	0	0
cluster362_HDZ-culi-322-S133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster4372_HDZ-culi-350-S174	0	0	0	54	7	0	4	0	0	0	0	0	0	0	4	0	0	11	0	4	0	0	5	0	0	12	10	34	0	0	4	8	0	0	11	6	5	14	0	0	0	23	0	0	20	35	4	0	0	0	0	4	11	11	5	0	0	4	0	30	0	11	14	26	0	0	9	0	0	0	0	0	5	9	6	0	0	7	0	0	0	0	4	0	10	0	0	0	0	7	0	4	5	0	0	0	0	14	0	0	0	5	0	0	0	0	0	0	0	16	7	10	0	4	0	0	0	5	0	0	0	0	9	0	0	24	0	0	5	0	0	0	0	0	0	6	5	0	7	0	0	0	10	28	0	0	0	0	10	0	4	20	7	0	0	4	0	0	0	0	0	0	8	0	0	25	0	5	0	0	0	0	0	0	0	0	6
cluster3753_HDZ-culi-262-S165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster5069_HDZ-culi-060-S80	0	0	0	4	10	0	15	0	0	0	4	0	0	0	0	0	0	5	0	9	0	0	0	0	4	12	0	25	8	0	4	11	0	0	6	7	0	13	0	0	4	9	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	5	0	14	5	0	0	13	0	0	21	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	7	0	0	5	0	0	0	0	0	20	0	0	0	0	0	0	0	4	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	26	0	0	0	0	15	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	13
cluster413_HDZ-culi-322-S133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster1368_HDZ-culi-370-S216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster10724_HDZ-culi-020-S12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster2734_HDZ-culi-437-S253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster352_HDZ-culi-322-S133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster4255_HDZ-culi-252-S152	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster504_HDZ-culi-322-S133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster2085_HDZ-culi-269-S309	0	0	10	14	0	0	0	0	0	0	6	0	4	0	4	15	0	0	0	0	4	0	0	0	8	0	0	0	12	0	5	11	0	0	0	0	0	54	0	0	0	0	0	0	0	17	0	0	0	0	0	0	4	8	0	0	0	0	0	12	0	0	9	7	0	0	16	0	5	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	12	0	38	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	11	9	0	0	4	0	4	0	0	0	0	8	10	0	0	48	75	7	10	0	44	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	22	0	0	0	0	0	10	0	0	5	6	9	0	0	0	0	0	0	0	22	0	0	10	12	11	0	0	5	0	0	0	0	0	0	0
cluster4460_HDZ-culi-196-S76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster10282_HDZ-culi-020-S12	13	6	13	82	13	6	45	10	9	15	18	5	5	4	4	19	15	41	0	17	8	0	9	11	6	23	9	44	7	0	14	25	0	9	12	63	0	30	4	0	79	5	0	0	29	26	25	0	0	0	0	40	15	8	16	0	0	29	7	19	11	26	18	54	0	17	20	0	4	4	0	0	0	0	48	13	13	10	25	0	0	15	16	0	47	5	0	11	0	20	0	8	15	0	22	0	10	42	0	0	11	0	0	13	25	25	11	0	0	63	19	4	6	14	4	0	4	18	15	5	15	16	44	0	47	72	0	7	7	0	12	11	0	0	0	27	78	4	12	0	0	0	45	157	0	13	25	7	10	0	41	56	13	0	0	10	0	0	0	12	0	16	16	0	12	22	8	18	0	0	11	9	0	0	0	0	27
cluster4363_HDZ-culi-167-S198	6	0	16	0	0	0	5	0	0	0	0	6	5	0	0	6	0	0	0	0	8	0	0	12	12	0	5	26	10	0	17	31	0	0	0	15	0	119	0	0	0	0	0	0	4	0	4	0	0	0	5	22	0	14	0	0	4	5	0	0	0	0	0	14	0	10	48	5	0	6	0	0	6	0	0	0	19	0	0	0	0	15	0	0	0	5	0	37	0	0	0	23	22	0	0	0	0	0	0	0	0	24	0	11	0	17	8	0	0	6	9	0	12	0	9	0	11	32	12	0	5	4	14	4	0	81	0	20	0	0	12	9	0	0	0	0	36	0	0	0	0	0	0	0	0	17	0	0	0	0	0	24	28	11	5	4	0	0	0	0	0	9	0	0	17	62	30	0	0	9	4	0	0	0	0	0	0
cluster458_HDZ-culi-322-S133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cluster1241_HDZ-culi-211-S106	0	0	5	4	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	0	5	4	11	0	7	5	0	14	9	0	0	5	11	4	92	0	0	10	0	0	0	16	0	4	0	0	0	11	0	0	0	0	4	0	9	0	0	0	7	0	9	0	0	32	0	0	0	0	0	0	6	0	0	30	7	0	0	0	9	10	0	0	7	0	7	0	0	0	0	21	0	0	0	0	0	0	0	6	8	0	5	0	20	14	0	0	12	16	4	0	0	0	0	4	32	0	0	0	9	0	5	0	84	0	11	0	0	6	4	0	0	0	0	13	0	6	0	0	0	13	0	0	13	0	0	0	0	0	24	18	6	0	0	0	6	4	0	0	10	21	0	9	14	25	9	0	0	0	0	0	0	0	0	4
cluster4115_HDZ-culi-354-S177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
cluster1228_HDZ-culi-314-S126	0	0	0	5	72	0	18	12	0	0	7	4	5	0	0	0	0	0	0	7	0	0	10	7	0	4	4	29	8	0	0	6	0	0	4	14	0	11	4	0	9	0	0	0	0	10	8	0	0	7	0	11	0	0	7	5	0	0	0	18	4	7	16	8	0	0	23	0	0	0	0	0	11	11	4	7	8	5	18	0	0	4	0	0	26	0	0	0	0	10	0	8	4	0	0	0	0	7	0	0	7	7	0	4	0	5	7	0	0	0	7	0	5	4	0	0	0	5	0	5	10	4	10	0	0	20	0	0	13	0	0	0	0	0	0	16	8	9	0	0	0	0	6	6	0	0	16	14	5	9	0	0	16	0	0	0	0	0	0	0	0	6	8	0	12	6	0	0	0	0	5	6	0	0	0	0	17
cluster2302_HDZ-culi-091-S236	0	0	5	6	0	0	4	0	0	0	0	0	7	0	0	5	0	0	0	0	5	0	0	7	0	7	0	4	0	0	0	13	0	0	0	7	5	57	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	10	0	0	0	6	0	7	37	0	0	0	0	0	0	0	0	0	9	5	0	0	0	7	7	0	0	0	0	7	0	7	0	4	9	0	0	0	0	4	0	0	0	8	0	0	0	12	10	0	0	7	4	0	4	0	4	0	0	13	7	0	4	14	0	0	0	29	0	7	0	0	6	5	0	0	0	0	17	0	0	0	0	0	14	0	0	0	0	0	0	0	0	13	9	0	0	0	0	0	0	0	0	7	0	0	5	25	8	6	0	4	0	0	0	0	0	0	0
cluster2544_HDZ-culi-311-S120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
