"Taxa"	"ginger14"	"ginger27"	"ginger43"	"ginger46"	"ginger49"	"ginger50"	"ginger52"	"ginger55"	"ginger66"
"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"	0.00562055804708574	0.0103367985323863	0.0508454340591281	0.0191589217896069	0.00744089667514364	0.00904863792299693	0.0164119582798818	0.0129568865010397	0.0717705901967323
"Starch (Amylopectin, Amylose, 1,4-alpha-D-Glucan, Pullulan, Resistant starch, Glycogen) -- Macromolecule"	0.0218809243437811	0.0110659015005409	0.0208634918739833	0.0170747522153951	0.021439672223792	0.0140690182765751	0.0103603101121089	0.0215867979182442	0.00882960986995665
"Melibiose -- Consumption"	0.0211793985251255	0.00992520814713768	0.00838718342859701	0.0124741408589866	0.0207097108411039	0.0130171290596349	0.00888225779463439	0.0191108066202719	0.00385461820606869
"Fructan (Inulin, Levan) -- Macromolecule"	0.00108569471934791	0.00262241874029823	0.0183115196919725	0.00869175903912063	0.00122445135160592	0.0020440120010997	0.00326287021027386	0.00388225820021875	0.00697565855285095
"Mucin (Mucus Glycoprotein) -- Macromolecule"	0.00102723423445995	0.00265769791617668	0.018236900622323	0.00869175903912063	0.00114203635678629	0.0020440120010997	0.00320709465112388	0.00356975444416399	0.00713571190396799
"Mannan -- Macromolecule"	0.00100217974093654	0.00258713956441978	0.0182667482501828	0.00872263562540525	0.00114203635678629	0.0020440120010997	0.00320709465112388	0.00360581256986262	0.00690896965655218
"Urea -- Production"	0.00100217974093654	0.00258713956441978	0.0182667482501828	0.00869175903912063	0.00114203635678629	0.0020440120010997	0.00320709465112388	0.00360581256986262	0.00682894298099366
"D-Galactose -- Consumption"	0.000776689299225816	0.00122301143045298	0.0138343755130061	0.00477043258097385	0.000953659225769992	0.00120728194217	0.00151988398683697	0.00296878568252022	0.00506835611870624
"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"	0.000726580312178989	0.00114069335340326	0.0124912322593162	0.00458517306326613	0.000718187811999623	0.00106384250349634	0.00147805231747448	0.00254810754936958	0.00496165388462821
"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"	0.000659768329449887	0.00110541417752481	0.0124166131896668	0.00461604964955075	0.000659319958557031	0.00111165564972089	0.001436220648112	0.00231973941994495	0.00492164054684895
"Hemicellulose, not specified -- Macromolecule"	0.00060965934240306	0.00110541417752481	0.0124166131896668	0.00461604964955075	0.000635772817179994	0.00106384250349634	0.00140833286853701	0.00231973941994495	0.00486828942980994
"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"	0.000634713835926473	0.00110541417752481	0.012386765561807	0.00458517306326613	0.000635772817179994	0.00106384250349634	0.00140833286853701	0.00230772004471208	0.00478826275425142
"L-Methionine (D-Methionine) -- Consumption"	0.00060965934240306	0.00110541417752481	0.012386765561807	0.00458517306326613	0.000635772817179994	0.00106384250349634	0.00140833286853701	0.00230772004471208	0.00478826275425142
"Arabinogalactan -- Macromolecule"	0.000384168900692339	0.00148172538689496	0.00583521124658618	0.00410658597585451	0.000482716398229255	0.000992122784159504	0.00179876178258687	0.00125001502421904	0.00202734244748249
"Butyrate -- Production"	0.00274764278973434	0.000482148737005504	0.000238781022878207	0.000463148794269306	0.000659319958557031	0.00043031831602099	0.000418316693624854	0.000721162513972524	0.00262754251417139
"Nitrite (NO2-) -- Consumption"	0.00158678458981618	0.000199915329977892	0.00043279060396675	0.000571216846265477	0.00136573419986814	0.000884543205154257	0.000376485024262368	0.00155049940504093	0.000280093364454818
"Formate -- Production"	0.000217138943869583	0.000105837527635354	0.0022236482755533	0.000200697810850032	0.000353207120655552	0.000286878877347327	0.000153382787662446	0.000877414391999904	0.00053351117039013
"H2 (Hydrogen) -- Production"	0.00019208445034617	0.000152876428806623	0.00219380064769352	0.000200697810850032	0.000306112837901479	0.000191252584898218	0.000125495008087456	0.000841356266301278	0.000653551183727909
"Ethanol -- Production"	0.000116920969775929	7.0558351756903e-05	0.00207441013625442	0.000169821224565412	0.000247244984458887	0.000239065731122772	8.36633387249707e-05	0.000673085013041022	0.000253417805935312
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"	5.84604848879647e-05	0.000117597252928172	0.000134314325368991	0.000447710501126995	0.000576904963737402	0.000442271602577129	0.000362541134474873	0.000360581256986262	0.000133377792597533
"D-Ribose (Ribose) -- Consumption"	5.84604848879647e-05	4.70389011712686e-05	0.00134314325368991	9.26297588538611e-05	0.000188377131016295	0.000107579579005247	4.18316693624854e-05	0.000360581256986262	0.000213404468156052
"CO2 -- Production"	0.000217138943869583	0.000129356978220989	0.000238781022878207	0.000138944638280792	0.000153056418950739	8.36730058929703e-05	8.36633387249707e-05	0.000480775009315016	0.00061353784594865
"CO2 -- Consumption"	5.01089870468268e-05	0.000117597252928172	0.000134314325368991	0.000108068051996171	3.53207120655552e-05	4.78131462245544e-05	0	0.000132213127561629	0.000453484494831611
"Xylan -- Macromolecule"	9.18664762525159e-05	3.52791758784515e-05	0.000104466697509215	0	8.24149948196289e-05	0	5.57755591499805e-05	0.000252406879890383	0.000253417805935312
"Cellulose (Beta-D-glucan) -- Macromolecule"	7.51634805702403e-05	7.0558351756903e-05	0.000104466697509215	6.17531725692407e-05	8.24149948196289e-05	4.78131462245544e-05	5.57755591499805e-05	0.000192310003726006	8.00266755585195e-05
"Acetate -- Consumption"	0.000108569471934791	1.17597252928172e-05	8.95428835793275e-05	0	8.24149948196289e-05	0	5.57755591499805e-05	0.00031250375605476	8.00266755585195e-05
"FOS (Fructooligosaccharide) -- Consumption"	7.51634805702403e-05	1.17597252928172e-05	8.95428835793275e-05	1.54382931423102e-05	8.24149948196289e-05	0	5.57755591499805e-05	0.000288465005589009	9.33644548182728e-05
"Pectin -- Macromolecule"	9.18664762525159e-05	1.17597252928172e-05	8.95428835793275e-05	0	8.24149948196289e-05	0	5.57755591499805e-05	0.000240387504657508	0.000133377792597533
"Isobutyrate (2-Methylpropanoic acid) -- Consumption"	9.18664762525159e-05	1.17597252928172e-05	8.95428835793275e-05	0	8.24149948196289e-05	0	5.57755591499805e-05	0.000240387504657508	8.00266755585195e-05
"Isovalerate (3-Methylbutanoic acid) -- Consumption"	9.18664762525159e-05	1.17597252928172e-05	8.95428835793275e-05	0	8.24149948196289e-05	0	5.57755591499805e-05	0.000240387504657508	8.00266755585195e-05
"Propanoate (Propionate) -- Consumption"	9.18664762525159e-05	1.17597252928172e-05	8.95428835793275e-05	0	8.24149948196289e-05	0	5.57755591499805e-05	0.000240387504657508	8.00266755585195e-05
"Valerate (Pentanoic acid, Pentanoate) -- Consumption"	9.18664762525159e-05	1.17597252928172e-05	8.95428835793275e-05	0	8.24149948196289e-05	0	5.57755591499805e-05	0.000240387504657508	8.00266755585195e-05
"NH3 (Ammonia, NH4+, Ammonium) -- Production"	8.35149784113781e-05	1.17597252928172e-05	4.47714417896638e-05	1.54382931423102e-05	7.06414241311105e-05	0	8.36633387249707e-05	0.000240387504657508	8.00266755585195e-05
"NH3 (Ammonia, NH4+, Ammonium) -- Consumption"	0	7.0558351756903e-05	5.96952557195517e-05	4.63148794269306e-05	0	0	0	1.20193752328754e-05	0.000400133377792597
"Polypeptide -- Macromolecule"	8.35149784113781e-05	1.17597252928172e-05	4.47714417896638e-05	0	0.000117735706885184	1.19532865561386e-05	5.57755591499805e-05	0.000228368129424633	1.33377792597533e-05
"Linoleic acid (Omega-6 fatty acid) -- Consumption"	5.84604848879647e-05	1.17597252928172e-05	4.47714417896638e-05	0	8.24149948196289e-05	0	5.57755591499805e-05	0.000228368129424633	1.33377792597533e-05
"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Consumption"	5.01089870468268e-05	4.70389011712686e-05	5.96952557195517e-05	6.17531725692407e-05	3.53207120655552e-05	4.78131462245544e-05	0	4.80775009315016e-05	0.000133377792597533
"Formate -- Consumption"	5.01089870468268e-05	4.70389011712686e-05	5.96952557195517e-05	6.17531725692407e-05	3.53207120655552e-05	4.78131462245544e-05	0	7.21162513972524e-05	5.3351117039013e-05
"Stachyose -- Consumption"	5.01089870468268e-05	4.70389011712686e-05	5.96952557195517e-05	6.17531725692407e-05	3.53207120655552e-05	4.78131462245544e-05	0	4.80775009315016e-05	5.3351117039013e-05
"Isovalerate (3-Methylbutanoic acid) -- Production"	8.35149784113781e-06	0	0.000104466697509215	1.54382931423102e-05	1.17735706885184e-05	0	0	8.41356266301278e-05	0.000146715571857286
"Pyridoxal (Vitamin B6, Pyridoxine, Pyridoxamine, Vitamin B6) -- Consumption"	5.01089870468268e-05	1.17597252928172e-05	4.47714417896638e-05	0	4.70942827540737e-05	0	5.57755591499805e-05	0.000132213127561629	1.33377792597533e-05
"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"	2.50544935234134e-05	1.17597252928172e-05	4.47714417896638e-05	0	4.70942827540737e-05	0	5.57755591499805e-05	0.000132213127561629	1.33377792597533e-05
"D-Glucuronic acid (D-Glucuronate) -- Consumption"	3.34059913645512e-05	0	0	0	4.70942827540737e-05	1.19532865561386e-05	0	8.41356266301278e-05	5.3351117039013e-05
"D-Galacturonate -- Consumption"	3.34059913645512e-05	0	0	0	3.53207120655552e-05	0	0	7.21162513972524e-05	5.3351117039013e-05
"L-Arginine (Arginine) -- Consumption"	2.50544935234134e-05	0	4.47714417896638e-05	1.54382931423102e-05	0	0	0	4.80775009315016e-05	1.33377792597533e-05
"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"	3.34059913645512e-05	0	0	1.54382931423102e-05	1.17735706885184e-05	0	0	8.41356266301278e-05	0
"Stearic acid (Stearate, Octadecanoate) -- Production"	3.34059913645512e-05	0	0	0	3.53207120655552e-05	0	0	7.21162513972524e-05	0
"Urea -- Consumption"	5.01089870468268e-05	0	0	0	0	0	1.39438897874951e-05	7.21162513972524e-05	0
"H2O2 -- Production"	8.35149784113781e-06	0	0	1.54382931423102e-05	1.17735706885184e-05	0	0	8.41356266301278e-05	0
"Cholic acid (Cholate) -- Production"	2.50544935234134e-05	0	1.49238139298879e-05	0	0	0	0	4.80775009315016e-05	1.33377792597533e-05
"Taurocholate -- Consumption"	2.50544935234134e-05	0	1.49238139298879e-05	0	0	0	0	4.80775009315016e-05	1.33377792597533e-05
"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"	2.50544935234134e-05	0	4.47714417896638e-05	1.54382931423102e-05	0	0	0	0	1.33377792597533e-05
"Hippurate -- Consumption"	0	0	0	0	1.17735706885184e-05	0	0	7.21162513972524e-05	0
"Dimethylamine -- Production"	2.50544935234134e-05	0	0	0	0	0	0	0	5.3351117039013e-05
"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"	2.50544935234134e-05	0	0	0	0	0	0	0	5.3351117039013e-05
"Tauro-b-muricholic acid -- Consumption"	0	0	1.49238139298879e-05	0	0	0	0	4.80775009315016e-05	1.33377792597533e-05
"beta-Muricholic acid -- Production"	0	0	1.49238139298879e-05	0	0	0	0	4.80775009315016e-05	1.33377792597533e-05
"L-Fucose -- Consumption"	0	0	0	0	0	0	0	1.20193752328754e-05	5.3351117039013e-05
"Menaquinone (Vitamin K2) -- Production"	0	0	0	0	1.17735706885184e-05	0	0	0	5.3351117039013e-05
"Niacin (Vitamin B3, Nicotinic acid, Nicotinate, Nicotinamide, Vitamin B3) -- Consumption"	8.35149784113781e-06	0	0	0	0	0	1.39438897874951e-05	0	4.00133377792598e-05
"Butylamine -- Production"	0	0	0	0	0	0	0	0	5.3351117039013e-05
"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"	0	0	0	0	0	0	0	0	5.3351117039013e-05
"D-Glucosamine (Glucosamine) -- Consumption"	0	0	0	0	0	0	0	0	5.3351117039013e-05
"Galactan -- Macromolecule"	0	0	0	0	0	0	0	0	5.3351117039013e-05
"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"	0	0	0	0	0	0	0	0	5.3351117039013e-05
"Phenylethylamine -- Production"	0	0	0	0	0	0	0	0	5.3351117039013e-05
"Putrescine -- Production"	0	0	0	0	0	0	0	0	5.3351117039013e-05
"Tyramine -- Production"	0	0	0	0	0	0	0	0	5.3351117039013e-05
"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"	0	0	0	0	0	0	0	4.80775009315016e-05	0
"Acetone -- Production"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Adenine -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Biotin (Vitamin B7) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Chenodeoxycholic acid (Chenodeoxycholate) -- Production"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Cholic acid (Cholate) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Deoxycholic acid -- Production"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Glycochenodeoxycholate -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Glycocholate -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Glycodeoxycholate -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Glycolithocholate -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Histamine -- Production"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"L-Histidine (Histidine) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"L-Leucine (Leucine) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"L-Ornithine (Ornithine) -- Production"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"L-Threonine (Threonine) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"L-Tryptophan (Tryptophan) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"L-Tyrosine (Tyrosine) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"L-Valine (Valine, D-Valine) -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Lithocholic acid -- Production"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Methylamine (Monomethylamine) -- Production"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Taurochenodeoxycholate -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Taurodeoxycholate -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"Taurolithocholate -- Consumption"	2.50544935234134e-05	0	0	0	0	0	0	0	0
"D-Psicose -- Consumption"	0	0	0	0	1.17735706885184e-05	0	0	1.20193752328754e-05	0
"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"	0	0	0	0	1.17735706885184e-05	0	0	1.20193752328754e-05	0
"H2 (Hydrogen) -- Consumption"	0	0	0	0	0	0	0	1.20193752328754e-05	0
"Isobutyrate (2-Methylpropanoic acid) -- Production"	0	0	0	0	0	0	0	1.20193752328754e-05	0
"Propanol (n-propanol, 1-Propanol) -- Production"	0	0	0	0	0	0	0	1.20193752328754e-05	0
"Pyruvate -- Consumption"	0	0	0	0	0	0	0	1.20193752328754e-05	0
"XOS (Xylooligosaccharide) -- Consumption"	0	0	0	0	0	0	0	1.20193752328754e-05	0
"Choline -- Consumption"	8.35149784113781e-06	0	0	0	0	0	0	0	0
"Trimethylamine -- Production"	8.35149784113781e-06	0	0	0	0	0	0	0	0
