"Taxa"	"ginger14"	"ginger27"	"ginger43"	"ginger46"	"ginger49"	"ginger50"	"ginger52"	"ginger55"	"ginger66"
"D-Glucose (Glucose) -- Consumption"	0.05284827833872	0.0534949903570253	0.0589639888369872	0.0527835242535585	0.0542526137326928	0.0536702566370624	0.055705839701043	0.0541232466736379	0.0763454484828276
"Cellobiose -- Consumption"	0.0527731148581498	0.0533773931040971	0.0588296745116182	0.0523512520455738	0.0536639351982669	0.0532399383210414	0.0553432985665681	0.0537506460414188	0.0761987329109703
"Acetate -- Production"	0.0528733328322435	0.0534361917305612	0.0570238930261017	0.05266001790842	0.0541113308844306	0.0535387704849448	0.0556640080316805	0.0537626654166516	0.0763987995998666
"Lactose -- Consumption"	0.0527731148581498	0.053318594477633	0.0575313026997179	0.05225862228672	0.0534991052086277	0.0531443120285923	0.0553014668972056	0.0534501616605969	0.0760653551183728
"Maltose -- Consumption"	0.0527647633603087	0.053318594477633	0.0575313026997179	0.05225862228672	0.0534991052086277	0.0531443120285923	0.0553014668972056	0.0534020841596654	0.0760653551183728
"Raffinose -- Consumption"	0.0527313573689441	0.053318594477633	0.0568298834450132	0.0521659925278661	0.0534873316379392	0.0530606390226993	0.0552875230074181	0.0533299679082681	0.0760786928976325
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0527313573689441	0.0533068347523402	0.0568000358171534	0.0521659925278661	0.0534873316379392	0.0530606390226993	0.0552875230074181	0.0532698710321038	0.0760653551183728
"D-Xylose (Xylose) -- Consumption"	0.0527313573689441	0.0533068347523402	0.0568000358171534	0.0521659925278661	0.0534637844965621	0.0530606390226993	0.0552875230074181	0.0531977547807065	0.0760653551183728
"Sucrose -- Consumption"	0.0527313573689441	0.0532597958511689	0.0567851120032235	0.0521968691141507	0.0534873316379392	0.0530606390226993	0.0552875230074181	0.0532338129064051	0.075945315105035
"Succinate -- Production"	0.0303242886611714	0.0446516769368268	0.0538003492172459	0.0432272207984685	0.0318475087124423	0.0401749961151819	0.0477717664119583	0.033762425029147	0.0740380126708903
"D-Mannose (Mannose) -- Consumption"	0.0498250361202282	0.0458982078178654	0.026101750563374	0.0423935529687838	0.0488249976452859	0.0470481358849616	0.0425567516314351	0.0460702652676114	0.0119506502167389
"Trehalose -- Consumption"	0.0497665756353402	0.0458158897408157	0.0253854074947394	0.0423472380893568	0.0486601676556466	0.0470242293118493	0.0425288638518601	0.045721703385858	0.0115905301767256
"Indole -- Production"	0.0480461670800658	0.0455454160590809	0.0242511976360679	0.0416679531910952	0.0471413770368277	0.0460081999545775	0.0420826593786603	0.0438106227238308	0.0113104368122708
"D-Fructose (Fructose) -- Consumption"	0.0494241642238535	0.044440001881556	0.0202217678749981	0.0383332818723562	0.0483305076763681	0.0460679663873582	0.0407579898488482	0.0447481339919951	0.00997665888629543
"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"	0.0488813168641796	0.0432757890775671	0.00858119300968556	0.0337789853953747	0.0477300555712536	0.0451356100359794	0.0393914886496737	0.0426447433262419	0.00502834278092698
"Propanoate (Propionate) -- Production"	0.0487309899030391	0.0433228279787384	0.00661124957094035	0.0340259980856516	0.0479537534143355	0.0452670961880969	0.0396006469964861	0.042151948941694	0.00520173391130377
"Nitrate (NO3-) -- Consumption"	0.0486307719289455	0.0431464320993462	0.00634262092020237	0.0335165344119554	0.0473650748799096	0.0448367778720759	0.0392520497517988	0.0417312708085434	0.00460153384461487
"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"	0.0289128855260191	0.0372783291782304	0.0220723208023042	0.0338561768610862	0.0283154375058868	0.0349155500304809	0.0353895922806626	0.0277286986622435	0.00968322774258086
"D-Mannitol (Mannitol) -- Consumption"	0.0288878310324957	0.0372783291782304	0.0220126255465847	0.0338561768610862	0.0283154375058868	0.0348677368842563	0.0353617045010876	0.0277046599117778	0.00957652550850283
"Glycerol -- Consumption"	0.0288794795346545	0.0372783291782304	0.0220126255465847	0.0338253002748016	0.0283036639351983	0.0348677368842563	0.0353617045010876	0.0276686017860792	0.00957652550850283
