"","hera11","hera14","hera17","hera24","hera44","hera45","hera58","hera67"
"hera11",0,0.235316106056565,0.500311437979723,0.341019453829509,0.382106946632263,0.317617157736028,0.4265045384715,0.302710794167116
"hera14",0.235316106056565,0,0.502774769465744,0.311781242755399,0.384151950608367,0.252149551300073,0.403024000683776,0.227942887341245
"hera17",0.500311437979723,0.502774769465744,0,0.414467767941559,0.21585944407061,0.413181028543087,0.219873537139077,0.473150517218106
"hera24",0.341019453829509,0.311781242755399,0.414467767941559,0,0.326189152089839,0.282415777867889,0.354842667317316,0.359694085252783
"hera44",0.382106946632263,0.384151950608367,0.21585944407061,0.326189152089839,0,0.295860606456328,0.154226374041132,0.359397608529909
"hera45",0.317617157736028,0.252149551300073,0.413181028543087,0.282415777867889,0.295860606456328,0,0.313483879474061,0.275677885168103
"hera58",0.4265045384715,0.403024000683776,0.219873537139077,0.354842667317316,0.154226374041132,0.313483879474061,0,0.38411318682738
"hera67",0.302710794167116,0.227942887341245,0.473150517218106,0.359694085252783,0.359397608529909,0.275677885168103,0.38411318682738,0
