flow_cell_id,experiment_id,kit,barcode,alias
AWC828,PL018,SQK-16S114-24,barcode01,hdz-490-s392
AWC828,PL018,SQK-16S114-24,barcode02,hdz-491-s393
AWC828,PL018,SQK-16S114-24,barcode03,hdz-492-s394
AWC828,PL018,SQK-16S114-24,barcode04,hdz-493-s395
AWC828,PL018,SQK-16S114-24,barcode05,hdz-494-s396
AWC828,PL018,SQK-16S114-24,barcode06,hdz-495-s397
AWC828,PL018,SQK-16S114-24,barcode07,hdz-496-s398
AWC828,PL018,SQK-16S114-24,barcode08,hdz-497-s399
AWC828,PL018,SQK-16S114-24,barcode09,hdz-498-s400
AWC828,PL018,SQK-16S114-24,barcode10,hdz-499-s401
AWC828,PL018,SQK-16S114-24,barcode11,hdz-500-s402
AWC828,PL018,SQK-16S114-24,barcode12,hdz-501-s403
AWC828,PL018,SQK-16S114-24,barcode13,hdz-502-s404
AWC828,PL018,SQK-16S114-24,barcode14,hdz-503-s405
AWC828,PL018,SQK-16S114-24,barcode15,hdz-504-s406
AWC828,PL018,SQK-16S114-24,barcode16,hdz-506-s407
AWC828,PL018,SQK-16S114-24,barcode17,hdz-507-s408
AWC828,PL018,SQK-16S114-24,barcode18,hdz-508-s409
AWC828,PL018,SQK-16S114-24,barcode19,hdz-509-s410
AWC828,PL018,SQK-16S114-24,barcode20,hdz-510-s411
AWC828,PL018,SQK-16S114-24,barcode21,hdz-517-s412
AWC828,PL018,SQK-16S114-24,barcode22,hdz-522-s413
AWC828,PL018,SQK-16S114-24,barcode23,hdz-525-s414
AWC828,PL018,SQK-16S114-24,barcode24,pl-ntc-018-ctrl
