"ID"	"study_day"	"subj_day"	"CollectionDate"	"Subject"	"Subj_Certainty"	"probiotic"	"StudbookID"	"Sex"	"MotherID"	"FatherID"	"BirthYear"	"BirthLocation"	"SubjectAge"	"oatgel"	"steroid"	"cauliflower"	"tomatoes"	"broccoli"	"med_type"	"med_name"	"med_dose"	"dose_units"	"enclosure"	"access"	"estrus"	"pregnant"	"health_note"	"repro_note"	"SampleNotes"
"hdz-432"	192	"W192"	2024-05-04	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-440"	197	"W197"	2024-05-09	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-443"	200	"W200"	2024-05-12	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-165"	202	"W202"	2024-05-14	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-214"	221	"W221"	2024-06-02	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-446"	222	"W222"	2024-06-03	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-447"	224	"W224"	2024-06-05	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-189"	225	"W225"	2024-06-06	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-475"	227	"W227"	2024-06-08	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-441"	228	"W228"	2024-06-09	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-160"	229	"W229"	2024-06-10	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-464"	230	"W230"	2024-06-11	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-164"	232	"W232"	2024-06-13	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-474"	234	"W234"	2024-06-15	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-423"	236	"W236"	2024-06-17	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-416"	240	"W240"	2024-06-21	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-415"	243	"W243"	2024-06-24	"warble"	"no"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-414"	245	"W245"	2024-06-26	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-171"	247	"W247"	2024-06-28	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-412"	250	"W250"	2024-07-01	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-159"	251	"W251"	2024-07-02	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-473"	257	"W257"	2024-07-08	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-463"	262	"W262"	2024-07-13	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-158"	265	"W265"	2024-07-16	"warble"	"no"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-461"	269	"W269"	2024-07-20	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-466"	272	"W272"	2024-07-23	"warble"	"no"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-488"	280	"W280"	2024-07-31	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-483"	282	"W282"	2024-08-02	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-489"	283	"W283"	2024-08-03	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-477"	286	"W286"	2024-08-06	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-484"	292	"W292"	2024-08-12	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-509"	307	"W307"	2024-08-27	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-479"	308	"W308"	2024-08-28	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-480"	315	"W315"	2024-09-04	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-517"	315	"W315"	2024-09-04	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-487"	318	"W318"	2024-09-07	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-481"	319	"W319"	2024-09-08	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-525"	325	"W325"	2024-09-14	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
"hdz-522"	326	"W326"	2024-09-15	"warble"	"yes"	"no"	"2677"	"F"	"2502"	"2496"	2017	"DUKE PRIM"	7	"no"	0	"yes"	"yes"	"yes"	"none"	"none"	0	"mg/day"	"new"	"no"	"no"	"yes"	NA	NA	""
