"Taxa"	"warble.1"	"warble.2"	"warble.3"	"warble.4"	"warble.6"	"warble.7"	"warble.9"	"warble.10"	"warble.12"	"warble.14"	"warble.15"	"warble.20"	"warble.33"	"warble.42"	"warble.43"	"warble.45"	"warble.49"	"warble.50"	"warble.52"	"warble.53"	"warble.54"	"warble.57"	"warble.58"	"warble.60"	"warble.63"	"warble.68"	"warble.69"	"warble.73"	"warble.80"	"warble.83"	"warble.84"	"warble.85"	"warble.87"	"warble.88"	"warble.89"	"warble.90"	"warble.93"	"warble.94"	"warble.95"	"warble.96"	"warble.97"	"warble.100"	"warble.101"	"warble.103"	"warble.104"	"warble.106"	"warble.107"	"warble.108"	"warble.109"	"warble.110"	"warble.111"	"warble.112"	"warble.114"	"warble.117"	"warble.118"	"warble.119"	"warble.120"	"warble.121"	"warble.122"	"warble.123"	"warble.125"	"warble.126"	"warble.127"	"warble.135"	"warble.136"	"warble.137"	"warble.139"	"warble.140"	"warble.141"	"warble.144"	"warble.145"	"warble.147"	"warble.148"	"warble.149"	"warble.150"	"warble.151"	"warble.152"	"warble.153"	"warble.154"	"warble.157"	"warble.158"	"warble.159"	"warble.161"	"warble.162"	"warble.164"	"warble.170"	"warble.173"	"warble.178"	"warble.180"	"warble.181"	"warble.185"	"warble.187"	"warble.188"	"warble.189"	"warble.191"	"warble.192"	"warble.197"	"warble.200"	"warble.202"	"warble.221"	"warble.222"	"warble.224"	"warble.225"	"warble.227"	"warble.228"	"warble.229"	"warble.230"	"warble.232"	"warble.234"	"warble.236"	"warble.240"	"warble.243"	"warble.245"	"warble.247"	"warble.250"	"warble.251"	"warble.257"	"warble.262"	"warble.263"	"warble.265"	"warble.269"	"warble.272"	"warble.280"	"warble.282"	"warble.283"	"warble.286"	"warble.292"	"warble.293"	"warble.296"	"warble.307"	"warble.308"	"warble.310"	"warble.315"	"warble.318"	"warble.319"	"warble.324"	"warble.325"	"warble.326"
"Acetate -- Production"	0.0481397764066223	0.0462316068849772	0.0441275475855316	0.0478574170875048	0.0507598456015332	0.0494251719463828	0.048340954104213	0.0461569743798292	0.0490654205607477	0.0512535726450161	0.0567290709996468	0.0556204773248236	0.0539267904836892	0.058560841962971	0.0512814319186453	0.0520891144057718	0.0440858299182936	0.0505505610880687	0.0509574990452289	0.0522862288091739	0.050951139065736	0.052549924417217	0.0555840492370816	0.050464404120163	0.0517512172137585	0.0486702009177173	0.0532772184892035	0.0518369499404285	0.0536048013370812	0.05545416257195	0.0507268903721313	0.0581974637681159	0.0535620412375149	0.0516165535079211	0.0519727329064243	0.0543384063369468	0.0467581281713964	0.0511104192611042	0.050784576680991	0.0536096497369527	0.0536897504827534	0.0513807531380753	0.0526780859162589	0.0533134602155469	0.0502597304825717	0.0531764491266475	0.0519811194329874	0.0506501980182997	0.0524723676556137	0.0530250789387725	0.0574823179054474	0.0504407237147316	0.0579134962966708	0.0510126134182923	0.050699121897053	0.0507234558121112	0.0510952201731276	0.0645820281644104	0.0517693768341101	0.0515657534805863	0.0554575786463299	0.0532950466618808	0.0510411736867014	0.0501446480231436	0.0577853825470546	0.0334458788480635	0.0531527570134553	0.05227578845714	0.0565025814491721	0.0529831835982492	0.0498126114325219	0.0407654520126109	0.0533032503701615	0.0456138700039991	0.0503649228369268	0.0472436224107437	0.0446912650602409	0.0555296313579094	0.0549252385603727	0.0472491391046689	0.0520186191421101	0.0513990542453541	0.0507340699258363	0.0533695694986017	0.0568432342251088	0.057575912570542	0.0453384677746251	0.0416354344122658	0.0499762947262738	0.0477934481293377	0.0456075815200448	0.0507916291530337	0.0520566998711367	0.0513899591014166	0.0447210696173352	0.0672897969312213	0.0501079157673686	0.0501160447856359	0.0519612605501245	0.0508054522924411	0.0520430310465226	0.0513274336283186	0.0559835644581407	0.0528510473235066	0.0510587338740406	0.0448412030018902	0.049318260269244	0.0441905127712695	0.0523154506877678	0.0521721847723471	0.0985748218527315	0.046870830986333	0.0334245666417849	0.0528329835822738	0.0505628908964559	0.047035309793471	0.078880197612186	0.0486657172930468	0.0501304457598115	0.0545415732735617	0.046828803051979	0.0508448820812059	0.0505442195063247	0.0503388989915689	0.0488967627637301	0.0485262516437346	0.0509170483001331	0.0524278542137738	0.0502875858763381	0.0489418621315626	0.0472517121107971	0.0502960742744352	0.0480759071025549	0.0505608007382693	0.0508923661450782	0.0498966213712906	0.0517011523640813	0.0477263068423289
"D-Glucose (Glucose) -- Consumption"	0.044677948154031	0.0411771593614613	0.0401493359446723	0.0438705295177343	0.050004048910843	0.0447311612028716	0.0453333985377901	0.0417126590367745	0.0435580774365821	0.0490766656300443	0.048675379724479	0.0488561283653198	0.0496966328562827	0.0526226856880778	0.0475132249571245	0.0470546261793387	0.0407768473031791	0.0459186896014485	0.0485387455216688	0.0481670841009294	0.0490526961724323	0.0494669424775241	0.0448454930119246	0.0409232404525093	0.0485314904978797	0.0444602842250635	0.0458404074702886	0.0485165725893084	0.0476031299855656	0.0480134774673593	0.0492456798025053	0.0466988727858293	0.0490255252039485	0.049159392175881	0.047345589754183	0.0504614355434601	0.0363277579402368	0.0485289539227895	0.0498937909296475	0.047148486727611	0.0469879974253153	0.0480520688052069	0.047410277324633	0.0478483528242758	0.0484378528946774	0.0486766695550387	0.0485713009425394	0.0480403016554634	0.0477021524141943	0.0485428084056183	0.0498821193696489	0.0471089367803973	0.0499507065395991	0.0478452853389973	0.0482591353388952	0.0474847969430789	0.0491531802785096	0.0429003350311879	0.048696702917314	0.0475033683093129	0.0516205910390849	0.047494615936827	0.0433270231897776	0.0228681636589062	0.0286971400635542	0.0290367428003972	0.0490370240084425	0.0453378738976848	0.04399590528752	0.046072333563695	0.0448640978059164	0.0324987169147298	0.0497779031234577	0.0416382413136042	0.0478021059669062	0.0441559998800923	0.0394954819277108	0.0318478768082128	0.0503418739199038	0.0405021222070954	0.0443595497283163	0.0467756995271227	0.0490388981383381	0.0515052450536321	0.0525382827861527	0.01515693996897	0.0392176732873936	0.0357410562180579	0.0472711046657556	0.0437465854596224	0.0420849180123449	0.0456312171984453	0.0430362658266686	0.0496265781518582	0.0435108344859382	0.0181769303941437	0.0464912792393396	0.0458313142390778	0.0445837634343312	0.0476579925650558	0.0462866849108238	0.0465781710914454	0.0416024653312789	0.0463149728471683	0.045669805671983	0.0374861976681077	0.0380134622022782	0.0366813904359516	0.0468215083741621	0.0472530930652401	0.0201900237529691	0.0421570662002312	0.0313925520444555	0.0445623997037403	0.0446421125781793	0.0299800133244504	0.0235076163030053	0.0444554516748189	0.04583835946924	0.0420002134699541	0.0470195517405818	0.0470763433017262	0.0480838659642179	0.0443599493029151	0.0458366886777259	0.0392892652105584	0.0475331062332213	0.0487103820948147	0.0502609575544549	0.046816032102422	0.043738384378421	0.0470063601140434	0.0442509668012088	0.0473308724355789	0.0480927860820877	0.0485700285635749	0.0477381887247292	0.0456226094347641
"Succinate -- Production"	0.0404422994685076	0.0398696381874244	0.0396291082685599	0.0415965269779392	0.0439981644937512	0.0420954867212209	0.0413966794630413	0.0409283680938826	0.0436415220293725	0.0425607534763873	0.0504062168844931	0.0495078430491258	0.046037700893891	0.0511019383493857	0.0392763110220053	0.0438436533735035	0.0373660498383689	0.0432027285933849	0.0385727535599324	0.044793111299704	0.0421876198511928	0.0394621688280691	0.0501346326452109	0.0460607901197074	0.0442385215433747	0.0412081792667172	0.0453621559578182	0.0399812496337819	0.0446098913621515	0.0501661285039076	0.0413093169973485	0.0527375201288245	0.0423862463737077	0.0408988037504042	0.0442057426151622	0.047375062715704	0.0414771659462507	0.0425747198007472	0.040339869025128	0.0463083355003901	0.0463632577335202	0.0392003719200372	0.0449123164763459	0.043835511732783	0.0381841451479334	0.0433863881667959	0.0432406676692625	0.0429115518261688	0.0448932103382365	0.0429898740609008	0.0527981139099144	0.0406351482434313	0.0535655603023332	0.0422372515044808	0.0418742603334161	0.042079265593327	0.041972149040271	0.0609865715141776	0.0421888486103918	0.0435838811088883	0.0504528122020973	0.0455994256999282	0.0411263606247042	0.0458740873398539	0.0519188462478612	0.0254220456802383	0.0476475244041861	0.0454649419299093	0.0504050204735624	0.046072333563695	0.0407524651602809	0.0393173986362636	0.0469928787985617	0.0400385800653979	0.0432057496239345	0.0410983542672142	0.0373493975903614	0.0486467568828744	0.0500663711273073	0.0430047249139105	0.0458987815959795	0.0432065299237975	0.0425306493113365	0.0484330484330484	0.0525382827861527	0.0553083388743969	0.0417308471828132	0.0328790459965928	0.0445659146052374	0.0441108030998968	0.0420849180123449	0.0442038692110059	0.0447748982388676	0.043091695809377	0.0380359612724758	0.058604574217296	0.0425538120515662	0.0431788619959703	0.0458133462869634	0.0437670384138786	0.0394923091440974	0.0446017699115044	0.0468027734976887	0.046877424359969	0.0439007130803985	0.0415286433477439	0.0449603037625129	0.0410217015555982	0.0452225251634858	0.0438246352087716	0.0831353919239904	0.0367910823871216	0.0285726134195903	0.046784347611406	0.04408617095205	0.0302465023317788	0.0754631535611362	0.0436815057891152	0.0426964400931355	0.0473369623225531	0.0374821173104435	0.0425784099197666	0.0440189340250849	0.0420179644018295	0.0390401030761798	0.0462170050354405	0.0428858257946624	0.0419844402713371	0.0406747616765192	0.0392920269431042	0.0401486799562107	0.0434607792967322	0.0417784915787917	0.0424327394051253	0.0418937159426086	0.0413873053434202	0.0413645743923151	0.0388865278368041
"Cellobiose -- Consumption"	0.0444946748935997	0.0397525467390032	0.0385274496603219	0.0435456720120493	0.050004048910843	0.0433756714694513	0.0446732034134533	0.0402312205890897	0.0433494659546062	0.0489137678262029	0.0486047333097845	0.0488561283653198	0.0485541815262532	0.0523571583749729	0.0470784318461798	0.0451914691191627	0.0386641891719907	0.0452239088784555	0.0483750704712023	0.0475668067313862	0.0483240009204572	0.0490094677380858	0.0443326067444544	0.0405689266823577	0.0474844248992199	0.0443934601505769	0.0456251942896769	0.0483017246430594	0.0475423535668161	0.0478028920398709	0.0492456798025053	0.0463214573268921	0.0475847432877086	0.0491270611057226	0.0470357364180955	0.0504614355434601	0.034711520390904	0.0476987339144873	0.0497371692590816	0.0464883679062231	0.0465715042974519	0.0470292887029289	0.0467645459488853	0.0475808300848429	0.0482421139802755	0.048463842142868	0.0482735002010155	0.0478733896787703	0.0475525637829303	0.0478895220121221	0.0494788435289738	0.0464552317489773	0.0494956899820521	0.0473981331395674	0.0481276390573178	0.0472983993103288	0.0490477982687242	0.0424645221038869	0.048575867426204	0.0474012983301352	0.0515729265967588	0.046805455850682	0.0427827733080927	0.0206180832988933	0.0284527010510878	0.0175173783515392	0.0490370240084425	0.0448804289816768	0.0422823571301406	0.0440451508868924	0.0412618709747844	0.0320771317545275	0.0494606218712543	0.0388623585593639	0.0464649841216781	0.0427171078269732	0.0363328313253012	0.0307201742106082	0.0502416910862324	0.0383198526467526	0.0439330155963133	0.0465046233547183	0.0489026789768428	0.0515052450536321	0.0523148424000477	0.012002796105911	0.0356100526955817	0.0303918228279387	0.0472153275511058	0.0426944011654964	0.0413055676787829	0.0450383188036628	0.0425658123504265	0.0487967518226543	0.0389580451821116	0.0176599528516481	0.0461704485795951	0.0455252620571808	0.0444471431173721	0.0474845105328377	0.0363782202510144	0.0462536873156342	0.0385208012326656	0.045577967416602	0.0443361820260193	0.0364755862481987	0.036460131170176	0.0333781448050701	0.0461450154773375	0.0472530930652401	0.0063341250989707	0.0389849100234206	0.030148461474662	0.0441920750524627	0.0441973592772759	0.0295802798134577	0.0231370934540963	0.0437743792953996	0.0456700423598059	0.0410395986764863	0.0428230805913209	0.0455871626549963	0.0477362073115289	0.0428721000716372	0.0411982605894669	0.0391289008627602	0.0473751889367654	0.0479438929981221	0.0502210150716302	0.046338317489132	0.0417016726495074	0.0460559982454858	0.0426237822531223	0.0455029459785618	0.047992801079838	0.0483310028324549	0.0469711635042095	0.0446238844028899
"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"	0.0443114016331684	0.0384450255649662	0.0377624089601567	0.0433832432592067	0.0499230706939833	0.0430493498669612	0.0443553316869208	0.0389821646430024	0.043099132176235	0.0488841500436863	0.0480395619922289	0.0480695761607263	0.0483534806169237	0.0509088275762184	0.0470784318461798	0.045984301910727	0.0388932725838063	0.0452239088784555	0.0483386982377653	0.0480221895634535	0.0484198818746644	0.0489299069138356	0.0446211052699064	0.0406954673145547	0.0472488351395215	0.0444602842250635	0.0455773691384299	0.0484384460633997	0.0475423535668161	0.0470073470915813	0.0492091067020207	0.0460950080515298	0.0476626233912891	0.0490462334303266	0.0470357364180955	0.0497164489988293	0.0346363465514001	0.0478933167289331	0.0497371692590816	0.0466083895101118	0.0466093673090758	0.0474755927475593	0.0468155247417075	0.0475808300848429	0.0482421139802755	0.0485702558489533	0.0482735002010155	0.0478430420466443	0.0476190476190476	0.0477987877908032	0.0487963767216777	0.0467293661169921	0.0492934604009201	0.0475099211894249	0.0481568604532239	0.0474381975348913	0.0491230711328566	0.0417290877890666	0.0484205075090627	0.0475033683093129	0.0508817921830315	0.0469490308686289	0.042830099384761	0.0197456031592965	0.0254705450989978	0.0165243296921549	0.0488787265851728	0.0443213296398892	0.0423268648744881	0.0441372955540198	0.0379507331805116	0.0314172593298629	0.0485087781146443	0.0410030817003458	0.0463535573012424	0.0426571539914266	0.0361822289156626	0.0287758593871519	0.0499661882936359	0.0395010811243693	0.0436919310869203	0.0463088461190928	0.0489480853640079	0.0497722110625336	0.0521360900911637	0.0108945833972687	0.0352857721929469	0.0263373083475298	0.0466296678472822	0.0427348697921936	0.0371594239042334	0.0451920332023101	0.042790811839064	0.0486337502222749	0.0347510373443984	0.0176185946482485	0.0452371230239748	0.0445816011629983	0.0439006618495355	0.0475340768277571	0.0336415966783052	0.0462536873156342	0.0385208012326656	0.0461016291698991	0.0441456643623102	0.0371118971422155	0.0356834656541249	0.0364701363549069	0.046104015907833	0.0470212166884741	0.00494853523357086	0.0377694109276333	0.0296093555610848	0.0441920750524627	0.0430854760250174	0.0295802798134577	0.0229312474269246	0.044052999814253	0.0453334081409375	0.0414131710961682	0.0419647114926085	0.0457087284220763	0.0480303800176504	0.0431751804706012	0.0403285553229184	0.0390006093845216	0.0472172716403095	0.0479438929981221	0.0499547318527987	0.046386088950461	0.0420835560986787	0.0460559982454858	0.0438917182646183	0.045148008802442	0.0477428385742139	0.0482234412534509	0.0468433259674562	0.0447301317467063
"Lactose -- Consumption"	0.0438023092430815	0.0394012723937395	0.036324132443846	0.0423200732406013	0.0499230706939833	0.0426477232792811	0.0438662982614862	0.0387788299541045	0.0426401869158879	0.0490470478475277	0.0479689155775344	0.0480021574003326	0.0494187392895188	0.0510536606560939	0.0468127249450469	0.0464203599460873	0.0375951332501845	0.0451186390719414	0.0482841398876098	0.0479393926848958	0.0488417580731763	0.0494072718593365	0.0440441082190024	0.0392782122339483	0.0480079576985498	0.0437029447142157	0.0452665056553241	0.0483407879060138	0.0473600243105675	0.0467967616640929	0.0491725336015361	0.0459188808373591	0.0489865851521583	0.0491270611057226	0.0469324519727329	0.0496404299636629	0.0325126855854163	0.0483084267330842	0.0498252689487749	0.0469684543217779	0.0469122714020674	0.0476801487680149	0.0471553833605221	0.0476763739203547	0.0480764887450124	0.0485702558489533	0.0485117407942346	0.0479189111269593	0.0476190476190476	0.0482887525859253	0.0490755676882988	0.0464552317489773	0.0494956899820521	0.0476030778976394	0.0479961427757404	0.0472285001980475	0.0491230711328566	0.0407485087026394	0.0483859830830312	0.0474625403176418	0.0509294566253575	0.0472074659009333	0.04070042593469	0.0155668824907012	0.0246883402591054	0.0154121151936445	0.0485621317386334	0.0441942616076648	0.0431280042727434	0.0454733932273669	0.0416621184004657	0.0259183224576582	0.0489670732567158	0.0381331012256228	0.0466599810574405	0.0417278695404538	0.0358433734939759	0.0280759060507077	0.0500162797104716	0.0377392488187715	0.0435621163510933	0.0462787265443812	0.0489480853640079	0.051846600233697	0.052240362271346	0.00823487289652703	0.034535873530604	0.0256558773424191	0.0466296678472822	0.041905262944902	0.0363177255439865	0.0451481148026966	0.0421362678721185	0.0493894849149428	0.036364684186261	0.0129244385623889	0.0456454529545587	0.04389298375373	0.043733681462141	0.0474349442379182	0.0445880909691422	0.0461946902654867	0.04070364663585	0.0460628394103957	0.0452615535354635	0.0345105084872644	0.0339575422851225	0.0325523333973497	0.046575510957135	0.0466568395249847	0.0201900237529691	0.0395481900922	0.0249647507671892	0.044809282804592	0.0443363446838082	0.0213191205862758	0.0229312474269246	0.0435576744474026	0.0449126153673521	0.0415199060732202	0.046828803051979	0.0464077315827863	0.0479768940710828	0.0420730699289139	0.0444516025124819	0.0375252573847782	0.0467660793647213	0.048365462001303	0.0500479309793897	0.0454545454545455	0.0421599327885129	0.0464215220410849	0.0433000147925868	0.047064669553489	0.047992801079838	0.0484146618383469	0.0475007761564731	0.0443476413089673
"D-Mannose (Mannose) -- Consumption"	0.0444946748935997	0.0387767846688264	0.0385274496603219	0.0435752045125661	0.0499770561718898	0.0433756714694513	0.0446732034134533	0.0401440771509906	0.0433494659546062	0.0489137678262029	0.0475097138820205	0.0480021574003326	0.0480755870501598	0.0419533154705868	0.0467644145993864	0.0450725442004281	0.0381551149235116	0.0453291786849696	0.0483386982377653	0.0467388379458095	0.0484198818746644	0.0490094677380858	0.0442684959610206	0.0405183104294789	0.0469085388199571	0.0442598120016038	0.0455295439871828	0.0484384460633997	0.0474967712527539	0.0467031681407647	0.0492456798025053	0.0451388888888889	0.0476626233912891	0.0491270611057226	0.0470770501962405	0.0478159731196692	0.0345423792520203	0.0479581776670818	0.0497861135311335	0.0467084075133524	0.0466472303206998	0.0474755927475593	0.0468495106035889	0.0475043950164335	0.0482120003011368	0.0483726303947949	0.0483032802751679	0.0479492587590854	0.0477021524141943	0.0478532283235945	0.0442983000372255	0.0467293661169921	0.0445410652443186	0.047472658506139	0.0481568604532239	0.0474847969430789	0.0491531802785096	0.0334486421703484	0.0486103918522355	0.0475033683093129	0.0459961868446139	0.046805455850682	0.0408660672030289	0.0207099233135877	0.0285504766560743	0.0177557100297914	0.0484741887257057	0.045058324226791	0.0428387039344846	0.0444598018889657	0.0410071680675327	0.0323704083877117	0.0494606218712543	0.0408854595497424	0.0472728285698367	0.0437363230312659	0.0375376506024096	0.0310701508788303	0.0472862974929246	0.040181789060623	0.0439701055208353	0.0464745037800066	0.0489480853640079	0.0442580119999475	0.0425281534886492	0.0115254121698805	0.0362586137008513	0.0304599659284497	0.0472711046657556	0.0433418991926509	0.0413679157054679	0.0454335844001844	0.0427089938431958	0.0487967518226543	0.0395919778699862	0.0123661028164937	0.0459662836143032	0.0454742533601979	0.0442801627299776	0.0475836431226766	0.0356232896102671	0.0463126843657817	0.0387776065742167	0.0461404189294026	0.0447716509716401	0.0373551924840454	0.0379271660338281	0.0364701363549069	0.0462065148315943	0.0468390281067294	0.0063341250989707	0.0376211793305861	0.0296093555610848	0.0439451919516109	0.044503127171647	0.0197201865423051	0.0229312474269246	0.0441149154851093	0.0454736723987993	0.0414131710961682	0.0426323319027182	0.0461949914903963	0.0480838659642179	0.0427618890174685	0.0410694153647931	0.0390647551236409	0.0473751889367654	0.0479822174529567	0.0502210150716302	0.0457889456838485	0.0422617683749586	0.0459097887272461	0.0438917182646183	0.0456981614254277	0.047992801079838	0.048175636107227	0.0468798509779571	0.0448151296217595
"D-Xylose (Xylose) -- Consumption"	0.0443114016331684	0.0384450255649662	0.0378236122161699	0.0433832432592067	0.0499230706939833	0.0430493498669612	0.0443553316869208	0.0390983558938012	0.0431825767690254	0.0488841500436863	0.0480395619922289	0.0480695761607263	0.0483843576798975	0.051005382962802	0.0470301215005193	0.0451914691191627	0.038486013185023	0.0450975851106386	0.0482841398876098	0.0475254082921074	0.0480747104395183	0.0489299069138356	0.0443326067444544	0.0405183104294789	0.0472488351395215	0.0443934601505769	0.0455295439871828	0.0482626613801051	0.0474967712527539	0.0470073470915813	0.0492091067020207	0.0460195249597423	0.0475458032359183	0.0490462334303266	0.0469737657508779	0.0497164489988293	0.0345423792520203	0.0475171232876712	0.0496980138414402	0.0463883499029826	0.046476846768392	0.0468991166899117	0.0466965742251224	0.0475426125506382	0.0482120003011368	0.048463842142868	0.0482437201268632	0.0477823467823923	0.047486079946813	0.0477624941022756	0.0487963767216777	0.0464552317489773	0.0491670669127127	0.0473981331395674	0.0480984176614117	0.0472285001980475	0.0490176891230712	0.0417290877890666	0.0484205075090627	0.0474012983301352	0.0510247855100096	0.0467480258435033	0.0426171320397539	0.0197456031592965	0.0256660963089709	0.0164051638530288	0.0488787265851728	0.0441942616076648	0.0417927719423179	0.0436304998848192	0.0381326638285486	0.0313439401715668	0.0485087781146443	0.0386506386882778	0.0455178561479748	0.0417278695404538	0.0351656626506024	0.0286980867942137	0.0498910511683823	0.0377792904620806	0.0436362962001373	0.0463389656938044	0.0489026789768428	0.0497722110625336	0.0520765059882024	0.0110139293812763	0.0344345358735306	0.0263373083475298	0.046713333519257	0.0420873717650391	0.0373776419976307	0.0447967676057884	0.0425044488535253	0.0486337502222749	0.0342323651452282	0.0176185946482485	0.0454412879892667	0.0446581142084725	0.0438703017791002	0.047360594795539	0.0333113145229782	0.0461356932153392	0.0381997945557267	0.045500387897595	0.0434652441347776	0.0361948608537795	0.0344321712115982	0.0333397349721529	0.0459605174145672	0.0470709044834954	0.00494853523357086	0.0377694109276333	0.0295264161897653	0.0441920750524627	0.0427519110493398	0.0295802798134577	0.0229312474269246	0.0435576744474026	0.0454736723987993	0.0408261287223823	0.0419647114926085	0.0450401167031364	0.0476827213649614	0.0422659392737092	0.0401997100982445	0.0388402450367234	0.0471721524127507	0.0478480818610355	0.0499547318527987	0.0462188888358095	0.0414725425800046	0.0459828934863659	0.0425392531856892	0.0449527933555761	0.0477428385742139	0.0482234412534509	0.0468433259674562	0.0444326391840204
"Raffinose -- Consumption"	0.0442706742419614	0.0395183638421607	0.0392006854764674	0.0434718407607572	0.0499230706939833	0.0443797379386515	0.0444531383720077	0.0396212165223959	0.0430156875834446	0.0488841500436863	0.0480395619922289	0.0480021574003326	0.0483534806169237	0.0509571052695102	0.0470301215005193	0.0449932609212717	0.0383841983353272	0.0447186138071878	0.0482841398876098	0.0474219121939103	0.0480171818669939	0.0489299069138356	0.0436273881266829	0.0396831422569787	0.0471441285796555	0.0443043613845948	0.0454817188359358	0.0482235981171507	0.0474359948340044	0.0469605503299172	0.0492091067020207	0.0459692028985507	0.0475458032359183	0.0490462334303266	0.0471183639743855	0.0497164489988293	0.0326066528847961	0.0474392901618929	0.0496784361326194	0.0462483246984457	0.0464389837567681	0.0468061366806137	0.0466965742251224	0.0475426125506382	0.048181886621998	0.0483726303947949	0.0482437201268632	0.0477823467823923	0.047486079946813	0.047726200413748	0.0487343342846507	0.0463497954535869	0.0489901160292222	0.0473422391146387	0.0480984176614117	0.0472285001980475	0.0490176891230712	0.0409391768583336	0.0483514586569998	0.0473604703384641	0.0510247855100096	0.0467480258435033	0.0426171320397539	0.0173118427698948	0.0241505744316793	0.0263356504468719	0.0488787265851728	0.0437368166916567	0.0414367099875378	0.0434001382170007	0.0372957828475785	0.0263215778282865	0.0485087781146443	0.0356865604930721	0.0454064293275391	0.0416379387871339	0.0342996987951807	0.026909317156634	0.0498910511683823	0.0369984784175543	0.0435992062756153	0.0463389656938044	0.0488118662025125	0.0497722110625336	0.0520318179109814	0.0124801800419416	0.0367247669233888	0.0303918228279387	0.0465738907326324	0.0416422168713704	0.0365982916640688	0.0445991348075276	0.0420339953772832	0.0485892952403533	0.0346357768556939	0.0176185946482485	0.0451204573295222	0.0441735315871356	0.0435667010747465	0.047360594795539	0.0331697650278381	0.046047197640118	0.0378787878787879	0.0453646237393328	0.043410810516575	0.0359328504856549	0.032878840179496	0.0310735548300365	0.0459605174145672	0.0467230899183464	0.00455265241488519	0.0372950698170822	0.0290287799618479	0.0441920750524627	0.042640722724114	0.0295802798134577	0.0229312474269246	0.0434957587765463	0.0450248267736415	0.0408261287223823	0.0419647114926085	0.0448273766107464	0.0476292354183938	0.0418250950570342	0.0401352874859076	0.0383912248628885	0.0467209601371625	0.0476372973594451	0.0499547318527987	0.0461233459131515	0.0414725425800046	0.0458001315885664	0.0422645337165318	0.0448285653439341	0.0477428385742139	0.0482234412534509	0.0468433259674562	0.0442413939651509
"Sucrose -- Consumption"	0.0436801270694606	0.0393622419109324	0.0362629291878328	0.0422905407400845	0.0499500634329366	0.0426477232792811	0.043523974863682	0.0383140649509092	0.0424315754339119	0.0488841500436863	0.0481455316142706	0.0480695761607263	0.0483534806169237	0.0511019383493857	0.0468127249450469	0.0457068104336795	0.0366024384656502	0.0446133440006737	0.0482477676541728	0.0479807911241746	0.0485349390197131	0.0489696873259607	0.0439799974355686	0.0392275959810695	0.0470394220197895	0.0439034169376754	0.0452665056553241	0.0483407879060138	0.0474663830433792	0.0471243389957415	0.0491725336015361	0.0460950080515298	0.0477210334689745	0.049078564500485	0.0467878537492254	0.0497468566128959	0.0310280022552152	0.0479581776670818	0.0497175915502609	0.0465283751075194	0.0466093673090758	0.0473082287308229	0.0466625883632409	0.0475808300848429	0.0479710908680268	0.048463842142868	0.0482437201268632	0.0478126944145183	0.0476190476190476	0.0477624941022756	0.0489204615957315	0.046033486567416	0.0492934604009201	0.0473049764313528	0.0479669213798343	0.0472285001980475	0.0491230711328566	0.0411298450140277	0.0483514586569998	0.0474012983301352	0.0510247855100096	0.0469490308686289	0.042451490771415	0.0152454424392708	0.0245905646541188	0.0151340615690169	0.0488787265851728	0.043914711936771	0.0419930567918818	0.0440451508868924	0.0382782083469781	0.0259183224576582	0.0486497920045124	0.0380860523653814	0.0461585603654799	0.0416379387871339	0.0342243975903614	0.0273759527142635	0.0500162797104716	0.037679186353808	0.0433952116907442	0.0461733080328906	0.0488421371272893	0.0499166305617918	0.052106298039683	0.00874635568513119	0.0348601540332388	0.0254173764906303	0.0466296678472822	0.0419659658849477	0.0362553775173015	0.0450383188036628	0.0420749043752173	0.0485892952403533	0.0335984324573536	0.0176185946482485	0.0454412879892667	0.04389298375373	0.0436577812860526	0.0474845105328377	0.0354345569500802	0.046047197640118	0.0378787878787879	0.0459658650116369	0.0448805182080453	0.0345105084872644	0.0340438384535726	0.0325523333973497	0.0461450154773375	0.0467230899183464	0.00593824228028503	0.03741365509472	0.0244671145392718	0.0441920750524627	0.0441973592772759	0.0295802798134577	0.0230547550432276	0.0434957587765463	0.0451650910315033	0.0414131710961682	0.0428230805913209	0.0456479455385363	0.0479768940710828	0.0425690196726732	0.0403285553229184	0.0377497674716957	0.0467209601371625	0.0477331084965316	0.0500213026575065	0.0457889456838485	0.0407851523714962	0.0458001315885664	0.043152088924579	0.0454319585433378	0.0478428235764635	0.0483310028324549	0.0468068009569552	0.0437314067148321
