"","culi_1","culi_2","culi_3","culi_4","culi_6","culi_7","culi_8","culi_10","culi_11","culi_12","culi_15","culi_21","culi_25","culi_27","culi_28","culi_29","culi_30","culi_32","culi_36","culi_38","culi_39","culi_42","culi_43","culi_46","culi_48","culi_50","culi_51","culi_52","culi_54","culi_55","culi_58","culi_59","culi_61","culi_62","culi_64","culi_65","culi_68","culi_74","culi_75","culi_77","culi_81","culi_82","culi_83","culi_84","culi_85","culi_86","culi_87","culi_88","culi_89","culi_90","culi_91","culi_92","culi_93","culi_95","culi_96","culi_99","culi_100","culi_103","culi_105","culi_106","culi_107","culi_108","culi_109","culi_111","culi_113","culi_114","culi_115","culi_116","culi_117","culi_118","culi_119","culi_120","culi_121","culi_122","culi_123","culi_125","culi_126","culi_127","culi_128","culi_129","culi_133","culi_134","culi_135","culi_136","culi_137","culi_138","culi_139","culi_140","culi_141","culi_142","culi_143","culi_144","culi_145","culi_146","culi_147","culi_148","culi_150","culi_151","culi_152","culi_153","culi_154","culi_156","culi_157","culi_159","culi_161","culi_172","culi_174","culi_177","culi_178","culi_183","culi_187","culi_192","culi_196","culi_199","culi_200","culi_201","culi_202","culi_416"
"culi_1",0,0.00403465276255063,0.00316530282342904,0.0041056083436314,0.00523979925100413,0.00770711103920851,0.002432633847104,0.00816629285109437,0.00302291923247415,0.00465309863833964,0.0106577795370942,0.00783081339900633,0.0211102851672012,0.0147067087063968,0.0113689318015169,0.0101802488584567,0.0214369940968479,0.0156447123378619,0.00485982893302856,0.00798117589506087,0.00889599194963987,0.013383129131051,0.00512108256689405,0.0105948597622843,0.00886791178476261,0.00818702097184538,0.020287434014645,0.0118345326758792,0.01529676227257,0.0163095602003666,0.00835099874352888,0.00351846025706126,0.0218496732293456,0.020060398413934,0.0184767286754571,0.017328953313374,0.0204449086132627,0.00566684185893646,0.0128753425729637,0.0248719142088291,0.0137230740717769,0.0135045023799817,0.0113903859328323,0.00255485688375346,0.0130426033203809,0.0188951082298159,0.00748431131511213,0.0158302948130494,0.0191858534589437,0.0240071719361985,0.0119758939602556,0.0186662289018532,0.0163953610700694,0.0192737347837895,0.026549921430023,0.00757310812851189,0.0157437255532662,0.0184405340168514,0.00759356670452939,0.00985392215053359,0.016022620780091,0.018387926947951,0.0160716514723957,0.018730761810459,0.0222296769748527,0.0301299114968435,0.0181788803489707,0.0220051292587628,0.00177913583801451,0.0237809716290324,0.0121002020228189,0.0152409304749646,0.0141112674937895,0.0183771760224418,0.00278042591007653,0.00493730195719811,0.00853077898388408,0.00367592392106971,0.0103285839555998,0.0119409097158155,0.0125477311954607,0.0030240038371952,0.015836480401419,0.00496091906576519,0.00729009516998509,0.0074047093646018,0.0329903154720323,0.00264802287453279,0.0133471463894687,0.0400049797384154,0.030358684466632,0.0232192688578098,0.0153014230783729,0.00347237839416673,0.0169458403782026,0.0167463683148276,0.0126151252968305,0.0268836891757466,0.0332098102997307,0.0347713063976714,0.00542230308109849,0.0178439117644874,0.0119234114379463,0.0133040342425006,0.0261957482704041,0.00513678109369764,0.00547009088328959,0.00586816706426021,0.00830244879936382,0.0118878985284719,0.0335495043928444,0.0390111765653403,0.0369578192010851,0.0274930630622548,0.00720487753293176,0.0232190262689932,0.0318162850908471,0.0257515218812832
"culi_2",0.00403465276255063,0,0.00341174492614856,0.00394900775109552,0.00180401710659189,0.0101863924513422,0.00559131430770558,0.0107340871898335,0.0061068926728661,0.00194751968416093,0.0136649515243221,0.010940027147645,0.0237900524768641,0.0181488548413768,0.0138425945288047,0.0123850558033904,0.0239708306858389,0.0181104399251401,0.00687919091591182,0.0105397551368218,0.0121588400406118,0.0167296585224562,0.00839345315668011,0.0131798086038207,0.0115058615193808,0.0103984411134648,0.0231840753030387,0.0143380602033076,0.0181167587419847,0.0192151145476101,0.0112119136030764,0.00422829634479819,0.0244738534325069,0.0231828451537431,0.0215974609326228,0.0197062471819155,0.0233873725954468,0.00683533696777158,0.0137029563154762,0.0278705305465761,0.016925524631502,0.0166596852290775,0.0131254312191175,0.00417442211744423,0.0147253229986199,0.0199744075385737,0.00945506776183693,0.0182609370360313,0.0216956711672352,0.0267840963674702,0.0136649918246098,0.0215111528515468,0.0191811286265645,0.0226329375518563,0.0294070087022802,0.00990643484541792,0.0182721630584387,0.0213180325410575,0.0108761567959202,0.0135301443080356,0.0190388575014783,0.0218203728337558,0.0189831933853676,0.0212497324125062,0.0240240520402663,0.0331673794515451,0.0209101293820668,0.0251715266442394,0.0043837436288711,0.0267043840324842,0.0152451693314573,0.0185743259254494,0.0166017455280068,0.0217017092704201,0.00411379289103519,0.0078818308559268,0.0116912841878693,0.00662464354617703,0.0129800014488947,0.0150702962408187,0.0157512899301621,0.00457827321237565,0.0173586921735757,0.00426219297531041,0.00771007601569183,0.00949366583227556,0.035827023185617,0.00377108388712837,0.0166408288307724,0.0436172547830223,0.0339397306797041,0.0265492824772953,0.0183471611196259,0.00375562466657128,0.0187066191919594,0.0198806374783069,0.0157381929498116,0.0296534256426165,0.0360480269590182,0.037519187751542,0.00787039745021303,0.0191930709163618,0.0138256827084789,0.0161465477353437,0.0292921278279842,0.00191605192760597,0.00312526733049769,0.00429776040337358,0.005806113518755,0.0147855843988735,0.0362001519838198,0.0425713874767525,0.0402210722470146,0.0300920597217633,0.00681641551200337,0.0262399358623289,0.0338000747815968,0.0287016715159052
"culi_3",0.00316530282342904,0.00341174492614856,0,0.00285254844724443,0.00422196864944612,0.00874959485573215,0.0050060457736703,0.00961276163217538,0.00520062464516615,0.00410910589979815,0.0124035563814036,0.00948538668306263,0.0224471293419322,0.0163314062948523,0.0125904337811175,0.0114952974834216,0.0223937727370349,0.0168086109456098,0.00619505847583909,0.00925773847523978,0.010885654601912,0.0152230749157487,0.00723676389401949,0.0120016431919399,0.010003883032184,0.00948432664862079,0.0217806287126491,0.0132231933219616,0.0169552083502932,0.0178258918288237,0.0100809477879351,0.00414039890585135,0.0232384577966946,0.0216268834211887,0.0201201245212327,0.0183966961426595,0.021961829720933,0.00641893592179423,0.0134272589560486,0.0255873693273791,0.0150351341518077,0.0151101878988681,0.01185848845373,0.00379738209760346,0.0139985203657492,0.0193071638065928,0.00856738933401866,0.016688708367016,0.0203763192213108,0.0250329843962592,0.0127142195705759,0.0198188999379399,0.0177778157040891,0.0207420682713889,0.0280168456623189,0.0089680386971486,0.0169772000285254,0.0197246187516197,0.00958889077406434,0.0119377646683547,0.0173308445554176,0.0202551366849663,0.0168524939100151,0.0199066137612744,0.0226610812588684,0.0307359715563918,0.0195088958989629,0.0232167066719938,0.00327326536584199,0.0242304027178459,0.0131085539528174,0.0164682712759175,0.0153137312831685,0.0200239429944265,0.00370723361458955,0.0069541333480769,0.0104469369440956,0.00576133378047243,0.0117821006163812,0.0135779235806213,0.0144053355579717,0.00408238386272713,0.0166776709430728,0.00510530156210282,0.0076931406933502,0.00852204129775339,0.03371961323614,0.00359557905359057,0.0150155788807588,0.041908204073465,0.0321217776421384,0.025087333373552,0.0161321580594338,0.0036273624901043,0.0177366270212496,0.0185001401771231,0.0144067717741172,0.0272911724762792,0.0334852405914082,0.0350183512286355,0.00699751532087159,0.0183643188869782,0.0127421987932464,0.0148658172826644,0.0276589556978772,0.00421010014780674,0.00478979353331764,0.00564368586562908,0.00754807847777225,0.0135111358730624,0.0335282661063023,0.0409300567888429,0.0386045642376766,0.0275563397219792,0.00726014653586346,0.023819601056241,0.03193319169456,0.0262071126943975
"culi_4",0.0041056083436314,0.00394900775109552,0.00285254844724443,0,0.00391868179911725,0.00783107690458958,0.00596252348138605,0.00861545071478877,0.00521744359681521,0.00505016383244712,0.0119636594316541,0.00889090081327618,0.0212992491641882,0.0159302423766458,0.0111289489594579,0.00967965124288684,0.0212388898197971,0.0156438167558463,0.0048931463410834,0.0078410310588451,0.0105629627918483,0.0145988916444568,0.006960989514504,0.0109407146313113,0.00916287517963781,0.00767667851774537,0.0205153822862415,0.0121445703920796,0.015927030787957,0.0166724444414193,0.009265392669641,0.00250938221532047,0.0219608437004166,0.0210230141415324,0.0194485188014101,0.016944719861267,0.0210829952141233,0.00428014543091423,0.0110573412470984,0.0248118703474856,0.0142817316032537,0.0144190781568559,0.0101638722439333,0.00338472892205344,0.0119356328328442,0.017020332770706,0.00697433458179265,0.0154527216499193,0.0191232837740392,0.023929292714756,0.0111270573069728,0.0186891797506971,0.0168189416293293,0.0201555811815293,0.02700705089666,0.00799423047473573,0.0156355704131058,0.0190576754724639,0.00919229238324934,0.0119571648685793,0.016619851729772,0.0199135860404444,0.0158205983675105,0.0186822371141143,0.0219783677927764,0.0299785986374034,0.0184423655379507,0.0226325708741103,0.00363805519950227,0.0233967150308742,0.0123973612447146,0.0157597904708226,0.014046804773556,0.0195936877132409,0.00528818017112904,0.00652893613441669,0.0100876231834551,0.00623285402565859,0.0106823607601537,0.0129307443219447,0.013565701777195,0.00453372825808078,0.0146754328922968,0.00567354878668127,0.00534524798438354,0.007661962297733,0.0329468977595522,0.00371461280176397,0.0142727532035257,0.0416162973787747,0.0317448698753842,0.0245485854393206,0.0155126848340905,0.00378620785522126,0.0162451855914883,0.0178226822948654,0.0135284942211839,0.0264008043519237,0.0325775048565449,0.0340353007502863,0.00622512466469991,0.0162591181450298,0.010868443912048,0.0139038061164052,0.0268666365181732,0.00372049826397391,0.00357206053751264,0.00385594516413794,0.0077618211494651,0.0130472949028014,0.0325466407772112,0.0405695650044718,0.0381555097447768,0.026486696756351,0.00578780971728327,0.0228276150152607,0.0306268629980298,0.0254297202878919
"culi_6",0.00523979925100413,0.00180401710659189,0.00422196864944612,0.00391868179911725,0,0.0102513280884145,0.00667701256816221,0.0108733862416163,0.00679667676982855,0.00302892905495497,0.0140083854731736,0.0113169330548501,0.0237393578589323,0.0185975031026082,0.0137438505797749,0.0123259893890572,0.0237778325463286,0.017964498224823,0.0069581805717054,0.0105522764251482,0.0126432135254065,0.0171541255943545,0.00899114696199054,0.0131637679278219,0.0116189681772406,0.0103572854365562,0.0232733208713627,0.0143230152954277,0.018250337345969,0.0192929476874176,0.0114803368911312,0.00444311212908645,0.0244213504723541,0.0234216666135905,0.0218256241066575,0.019494001730786,0.0235120468270833,0.00662898183268813,0.0129583942603441,0.0281353167687775,0.0171808098967994,0.0169306050421279,0.0126584777558351,0.00460440586144819,0.0143983690034254,0.0192179940802884,0.00932829819333016,0.0180212200638802,0.0215045759423885,0.0266809026203701,0.0131874458032005,0.0215097169811595,0.0192019693326052,0.0229412497355684,0.029434327983225,0.00995883948048523,0.0182276890581386,0.021389563397163,0.0114194717560505,0.0142849403967515,0.0192186231772712,0.0222792885069795,0.0190376177447954,0.0210783211002415,0.0236379580648656,0.0332604742100684,0.0208959383012595,0.0253711117562034,0.00522347564591133,0.0267700616388922,0.0155057083727174,0.0188741143827679,0.016525939350826,0.0220494729877915,0.00528887561269629,0.00852587118194731,0.0121792986166543,0.00737692244917796,0.0130981739596976,0.0153682663383476,0.0160856168873614,0.0050246343288043,0.0168477996535596,0.00481100354644555,0.00697321599377475,0.00942551257372255,0.0358503065262647,0.00430516188892979,0.0169493285473198,0.0441962271495275,0.0345489175008861,0.0269328097303166,0.0185045562122443,0.00402707478037059,0.0181613848431862,0.0201231192215076,0.0159925568034487,0.0295899563445951,0.0360445861995748,0.0374442048723534,0.00799037529247362,0.018546294763586,0.0135467629224737,0.0162573281278512,0.02941119478435,0.0015823881651972,0.00205049739374846,0.0038345373638169,0.0058853446608518,0.0150249461697576,0.0361387235635949,0.0430831042978228,0.0406650179336149,0.0299762861464362,0.00683431131676118,0.026387903096439,0.0333432826720596,0.0287652129857913
"culi_7",0.00770711103920851,0.0101863924513422,0.00874959485573215,0.00783107690458958,0.0102513280884145,0,0.00713123690465351,0.0020758236894287,0.00527590364123182,0.011492869038549,0.00475524504097612,0.00249873817014564,0.0138135799050101,0.00886211950105027,0.00450714952721069,0.00495191354910317,0.0139298075311807,0.00815728504620806,0.00443235043244103,0.00316810520508744,0.00429442816114748,0.00765301625208489,0.0039369496077994,0.00371019807858623,0.00182329710566468,0.00475950383158293,0.0140789036180721,0.00466407791224749,0.00860748738835129,0.00948783695791122,0.00267454836833714,0.00670945530483225,0.0146704299733094,0.0133652767705334,0.0118222232124896,0.00991184139592387,0.0134920106860133,0.00525698388372948,0.00785681193582267,0.0192475069215367,0.00735336760156489,0.00705424002426413,0.00469531893597212,0.00624088139559914,0.00716626198857198,0.0129041852858333,0.00263574960927215,0.00848893945981628,0.011769024276189,0.0167211800110652,0.0051508186849952,0.0115613600667845,0.00918789458622048,0.012943870034258,0.0194210430556554,0.00211252790343674,0.00852928107889744,0.0113236571025762,0.00372326690025888,0.00647780843960375,0.00905452192679463,0.0126363977882365,0.00940642191099592,0.0112803391724296,0.0158885945409129,0.0235174563156147,0.010893345658429,0.0152229262900904,0.00644680973400042,0.0173257586387878,0.00588112244025838,0.00918866211060288,0.00672893352116057,0.0121577425055099,0.0095525790134361,0.00414826158978449,0.00398965645131966,0.00760814603693341,0.00345180817538981,0.00551436311798326,0.0068215612556882,0.00718507365054917,0.00914493458932253,0.0114279232901564,0.00607621466069459,0.0023339686254456,0.0260220456537029,0.00819493100411002,0.0073817628215525,0.0344804896784579,0.0255968776570751,0.0171588875576427,0.00866796623537106,0.00704883079159502,0.00969432867366109,0.010368499052946,0.0064257230010652,0.0199854584874294,0.0268340100031667,0.0282057220826599,0.00524223166059742,0.0111521884971187,0.00578530557093685,0.00648247305226616,0.0193238192382949,0.0100152475166587,0.00995058158215412,0.0101675385057961,0.0147355551658141,0.00580481767605105,0.0276956785857175,0.0335081114144823,0.0330928933961507,0.0214385835432197,0.0114294715483834,0.0174998441183679,0.0247071259082171,0.0192499700579968
"culi_8",0.002432633847104,0.00559131430770558,0.0050060457736703,0.00596252348138605,0.00667701256816221,0.00713123690465351,0,0.00743103054771935,0.00223786788278925,0.0062277378740529,0.00926121723423043,0.00692926670049819,0.0200628093362938,0.0135217938380924,0.010884972727162,0.0100290522337109,0.0205768853409678,0.0147231887478289,0.00490101127166583,0.00780703235823353,0.00752761073055234,0.0122279649680426,0.00423725622400259,0.00971576049456635,0.00817826585158108,0.00841275674315047,0.0196415790629054,0.0108734040299272,0.0141954754902601,0.0154379550915417,0.00735892034637739,0.00480608154872556,0.0208568009396629,0.018715887996375,0.0171481763175592,0.0166557132134763,0.0192239355155442,0.00637487570495331,0.0130420251075192,0.0245665013574318,0.0129583549689914,0.0123430247668624,0.0112404766795126,0.00321912591465744,0.012950472173923,0.0190541616061562,0.00727400083437964,0.0152313048552096,0.0182897623528035,0.0231780149000175,0.0115848360193504,0.017912584659446,0.0152892868486724,0.0181983577778495,0.0253314526645278,0.00669796918443623,0.0150077362775686,0.0171875229487469,0.00633542347198678,0.0084846036201995,0.0149019830905079,0.0169023965164197,0.0156201635432981,0.0178046521291311,0.0213236321404149,0.0295297320786429,0.0171369588810306,0.0208562549819049,0.00259533985513332,0.0233412821033346,0.0115023953195731,0.0145407995166282,0.0133154988613087,0.0169964191396576,0.00366822224038938,0.00418131821187103,0.00712153718600825,0.00326599883278984,0.00949119711310274,0.0107754023151074,0.0115021892746283,0.00330205239316501,0.0155155796304244,0.00641273625758878,0.00786886525724967,0.00656935840352769,0.0321344594160403,0.00402544708154999,0.0123156460492114,0.0385648809362624,0.0293620795745319,0.0217484278840797,0.014511479794612,0.00394283182727633,0.0162315985775115,0.0153454977016033,0.01152732178221,0.026328502938936,0.03286537745949,0.0344106965332049,0.00505715828712707,0.0177341304315641,0.0118783600283531,0.0122490170801113,0.0249565306383088,0.00663305020131756,0.00698838954889219,0.00750343802204863,0.00988746620557352,0.0103919402811822,0.0335095691463092,0.037624345700171,0.0363185869804128,0.0274499502609923,0.00919528654648026,0.0230425119083853,0.0314217953885006,0.0252421031422443
"culi_10",0.00816629285109437,0.0107340871898335,0.00961276163217538,0.00861545071478877,0.0108733862416163,0.0020758236894287,0.00743103054771935,0,0.00556664228910867,0.0120074857898484,0.00415164389725568,0.00243337477969979,0.0132022872312162,0.00832988132507731,0.00399111735252066,0.00406127081604662,0.0138057960448972,0.00780110591865148,0.00475385776887652,0.0030179401645636,0.00341984212654847,0.00686685065654067,0.00373227314319088,0.00346158604757812,0.00242452788822153,0.00424582970076278,0.0130665468048919,0.00396137805683781,0.00758096297412577,0.00871452284334324,0.00175956250214779,0.00710954147743318,0.0139862282781332,0.0128447651015596,0.01122937714132,0.00957515443278149,0.0129437658669869,0.00563612729323219,0.0076288247824586,0.0191177166952136,0.00718019242857898,0.00645435674180305,0.00531087538758647,0.00683780076075449,0.0064436837200075,0.0125576323505498,0.00284051223626095,0.00843698113644978,0.0113289064822602,0.0164230717821626,0.00535881205738677,0.0110797346670791,0.0087230686785026,0.0124953817728616,0.0187986491243081,0.00189421804439215,0.00792314579157796,0.0110518069343245,0.0033533442969705,0.00607497875088974,0.00882546567522849,0.0119607593449157,0.00946706517648078,0.0107990921801158,0.0164688373988839,0.0235026126344841,0.0104092362036796,0.0150199309240433,0.00707823661452463,0.0174534961402799,0.00602758707614315,0.00895434196223571,0.00621262260293341,0.0117411248695881,0.0101846668432486,0.00407363564491995,0.00351000728754121,0.00803193528752523,0.00259570719701269,0.00489390928878959,0.00567530592914961,0.0079537702719426,0.00862350905577902,0.0119888278591161,0.00648511997133904,0.00325233125772434,0.0260481658497516,0.008796819078326,0.00679322176063385,0.0336967943701184,0.0246148317211819,0.0163376986794132,0.00883261229008755,0.0077669288099708,0.00961014232285967,0.00971524105326201,0.00548769699016275,0.0201503483618493,0.0269221492819293,0.0283105081986302,0.00575921760326645,0.0109266867243008,0.00534652024418832,0.00553230195649222,0.0187290934483484,0.0105246835863277,0.0105484954018715,0.0105413938800916,0.0152401124548349,0.00562353257122975,0.0280009776484882,0.032616894977672,0.0320986460819147,0.0218436445238237,0.0118297032854125,0.0174050473519711,0.025091688196983,0.0193856980529503
"culi_11",0.00302291923247415,0.0061068926728661,0.00520062464516615,0.00521744359681521,0.00679667676982855,0.00527590364123182,0.00223786788278925,0.00556664228910867,0,0.00701850633249375,0.00803643623732568,0.0052739006360358,0.0184161772440708,0.0122417058994138,0.0089519370148147,0.00798018684270775,0.0189068974237002,0.0130108448708854,0.00286329923728427,0.00585322224231891,0.00632390029942854,0.0109145720206892,0.00287018360038081,0.00804357910843688,0.00646184780442966,0.00651529075077882,0.0180275247965785,0.00918920118777396,0.0126686276073269,0.0137822498558823,0.00567826451746143,0.00375842775119719,0.0192036772124003,0.0174219251770636,0.0158359171443318,0.0148286367999235,0.0177666929615065,0.00462430081963973,0.0110534945666874,0.023149058289334,0.0114564780132896,0.0108454550434178,0.00927405558470165,0.00240588517082978,0.0108937022604979,0.017038852990672,0.00520048993375768,0.0134602786681486,0.0165940177232274,0.0215415814670879,0.00974579785408683,0.0162369200685694,0.0137342004240132,0.0168700829422491,0.0238534914578527,0.00485008225779729,0.0131984404618425,0.0157520722023814,0.00495912818241713,0.00769306640653956,0.0134291876296863,0.0158632489893235,0.0139162820395094,0.0160766932180338,0.0199707313741444,0.0280204578871487,0.015508053443368,0.0194939526437066,0.0022503090879804,0.0217779105696833,0.00993908659863782,0.0130691463237144,0.0115260674579345,0.0158001009295741,0.0047593898154032,0.00274312692371279,0.00576893103279587,0.00334994436256091,0.00768272652778601,0.00928946682733282,0.0100138757757859,0.00321426826848985,0.0135237779767875,0.00701708324524139,0.0061294080755938,0.00482975652541516,0.0306141907976303,0.00402972086685556,0.0108726181273621,0.0376707058477845,0.0283549404320847,0.0206110855667123,0.0129950059202539,0.00363258782462136,0.0144620525325096,0.0140431662567459,0.00999998938397346,0.0247059354528396,0.0312842559917836,0.0327873626908072,0.00351743195539749,0.0157161545579065,0.00983465816437565,0.0106478401468906,0.0235150951346285,0.00665170993543546,0.00670572604508493,0.00696188082185885,0.0104324437605752,0.00907318598165244,0.0319313117015676,0.036710316168083,0.0354418863192363,0.0258168645507931,0.00873872939201453,0.0214915704317516,0.0297075166140384,0.0237058470819131
"culi_12",0.00465309863833964,0.00194751968416093,0.00410910589979815,0.00505016383244712,0.00302892905495497,0.011492869038549,0.0062277378740529,0.0120074857898484,0.00701850633249375,0,0.0148622714440539,0.0120383586474936,0.0250888722369102,0.0191235142488585,0.0150735730096534,0.0135878446337038,0.0252632886990822,0.0194234746956229,0.00794058835225101,0.0116122989898049,0.0131969590422841,0.0177413868028201,0.00940714367272414,0.0144080738580485,0.0127621382830882,0.0114971253004539,0.0243137756517856,0.0156741822695109,0.0193799491859822,0.0203892791383467,0.0124167811223008,0.00551619695984501,0.0257936768452317,0.0243428144631568,0.0227511613292932,0.0210428400413704,0.0245997089007639,0.00804351912380408,0.0151094543579901,0.0290318358539689,0.0180508911489032,0.0177694853259598,0.0144611074291948,0.00533965224272672,0.0160936071778054,0.0213836901644389,0.0107654790233574,0.0195682376327017,0.0229951987668274,0.0280434073731213,0.0150806835096314,0.0227345247497331,0.0204446266375947,0.0237037122069531,0.0306565863918606,0.0111868288054347,0.0196163008606901,0.0225341437254113,0.0118819649237134,0.0143310541066174,0.0202302198165578,0.0228215158978725,0.0200854488907676,0.0225480883633552,0.0252785592777667,0.0342776619426594,0.0221757784201543,0.0262932182995754,0.00540981606749181,0.0277989317666605,0.0163310173501183,0.0195747978130633,0.0179588574958467,0.0227249707669385,0.00379969966165085,0.00907260674082583,0.0127365885874434,0.00670644760186058,0.0142729124848185,0.0161953767527018,0.0167999040241485,0.00525777494878234,0.0188070047976495,0.00311176961486551,0.00892500698141132,0.0107907603236726,0.037069315076176,0.00409757095627178,0.017656601622756,0.0445308131814351,0.0347199780306211,0.0275773770358659,0.0194493586322696,0.00514727784868256,0.020088565244441,0.0209802722837353,0.0168115391195716,0.0308224227565299,0.0371035616701814,0.0386158698008597,0.00851312443563095,0.0206417170379465,0.015212461113385,0.0173533913815269,0.0304103766506885,0.00351736480478367,0.00375080363502035,0.00474059562913023,0.00433671403977776,0.0158966815222853,0.0371526954355201,0.0434475111856391,0.0407413166442746,0.0310857780311892,0.00690148315474732,0.0272120011356091,0.0350682889824097,0.0297906150079526
