"","hdz-013","hdz-014","hdz-021","hdz-011","hdz-010","hdz-016","hdz-026","hdz-024","hdz-020","hdz-035","hdz-040","hdz-047","hdz-054","hdz-069","hdz-064","hdz-063","hdz-057","hdz-071","hdz-065","hdz-187","hdz-184","hdz-181","hdz-180","hdz-167","hdz-060","hdz-174","hdz-163","hdz-098","hdz-102","hdz-097","hdz-087","hdz-085","hdz-192","hdz-264","hdz-258","hdz-274","hdz-252","hdz-249","hdz-240","hdz-272","hdz-250","hdz-270","hdz-273","hdz-262","hdz-271","hdz-203","hdz-266","hdz-394","hdz-196","hdz-235","hdz-198","hdz-326","hdz-330","hdz-318","hdz-317","hdz-308","hdz-314","hdz-319","hdz-324","hdz-305","hdz-310","hdz-320","hdz-301","hdz-241","hdz-327","hdz-236","hdz-230","hdz-222","hdz-398","hdz-339","hdz-321","hdz-221","hdz-408","hdz-219","hdz-220","hdz-392","hdz-229","hdz-405","hdz-350","hdz-224","hdz-215","hdz-227","hdz-226","hdz-388","hdz-352","hdz-354","hdz-361","hdz-452","hdz-426","hdz-442","hdz-445","hdz-311"
"hdz-013",0,0.0936049227656666,0.164741528720641,0.13775047699792,0.131648454101548,0.138313507803624,0.101271356659329,0.081246494300776,0.183089746235747,0.123686340705161,0.140999876268141,0.154137497759723,0.255986914634729,0.206154062628135,0.205609786447588,0.266556644698184,0.225743552937997,0.161603509660758,0.135825898618087,0.18419883972194,0.138039132242627,0.178266452863609,0.187744120038841,0.174911182088999,0.297254479290637,0.190331819981433,0.223631036925493,0.145296137276205,0.117487460419292,0.281296333030288,0.221854423840913,0.228938812189498,0.138911508322986,0.225117860023049,0.289262358027308,0.195659679690379,0.227322350410689,0.25579153758149,0.140033079282094,0.242913789610573,0.221502284943405,0.250800449394399,0.295575937294377,0.18710191506596,0.259447970279211,0.202475399356271,0.241612570759017,0.171352631438625,0.23219146132135,0.133895197341086,0.13684546983613,0.197819062558576,0.199672091555962,0.216829465895673,0.250530818179978,0.239809890926105,0.294262848810343,0.21694246964686,0.218065935317296,0.0987241140349565,0.233224912939426,0.167644123673638,0.206351855622912,0.20376646254271,0.15603578616428,0.104153269774017,0.165676085155054,0.181298961077702,0.0985961196317172,0.25428228397329,0.186107101432832,0.190362465836799,0.34928839003762,0.335255275289454,0.230371511555332,0.14133336257583,0.212101390430449,0.20178162579618,0.28827739903313,0.338716185115928,0.146450414730765,0.261347834663304,0.220829719675538,0.226899043609664,0.181947454366973,0.165342856886509,0.201275700939478,0.3542254696022,0.348067537372747,0.169503872695615,0.314260489483315,0.249942436226065
"hdz-014",0.0936049227656666,0,0.163846051653307,0.143079364713751,0.0763040203913392,0.16640019174742,0.107436723510027,0.10593581452474,0.205987043770211,0.105973049216976,0.156254585629443,0.176886487480253,0.2918687085702,0.247575854879581,0.22754656620396,0.307409351383279,0.264636537836816,0.202745190798013,0.183098543580383,0.219090600364091,0.171595536793774,0.21800852136514,0.224380167473377,0.220658926120301,0.330628157892144,0.221124297299254,0.252742952535062,0.166814708888226,0.145003400174423,0.292370972741058,0.267971499936515,0.251958703633842,0.119097422622484,0.229217677546667,0.290396295931106,0.222692395793924,0.253542372334877,0.289519044231702,0.143278158891958,0.277658498191826,0.25201151976354,0.294901797861124,0.332682643196825,0.211594097921895,0.298806407464938,0.238197348831054,0.275837378420628,0.185725102868087,0.253976401951223,0.145039473782255,0.16553273189049,0.231274437021417,0.244797555942623,0.242850293721917,0.276309569354064,0.282042170677045,0.321293000080509,0.246993469909728,0.256930054027657,0.100519547546511,0.272849151089484,0.197537539033284,0.243008169002616,0.240638708743816,0.155263811479172,0.126424630192681,0.204132883529632,0.21689461844962,0.128673469275294,0.266076167103605,0.174876169594976,0.218359376505117,0.373183660211366,0.364098842202008,0.261372759965074,0.128739124482202,0.2196220919312,0.230405773406077,0.294072948272768,0.356175524852435,0.14705399692728,0.283451701896394,0.243522786139053,0.254706810117943,0.154178805672541,0.150315529437607,0.1808831215791,0.352673529593506,0.359843457289242,0.19500563365736,0.348954305662011,0.274811189645815
"hdz-021",0.164741528720641,0.163846051653307,0,0.110348587829583,0.170355680792326,0.20118800199779,0.183460862745687,0.18249772726582,0.239490781571011,0.184439147727029,0.228597479529061,0.21537972369702,0.313378288225689,0.26495329984423,0.268341200900403,0.296952186701629,0.285945490543137,0.219349948803378,0.23727907152944,0.261672258804545,0.22131094475411,0.25086532472552,0.233241721246508,0.253454443753473,0.33454570698408,0.269512918952446,0.292604468045204,0.229033972770411,0.188547903328938,0.329547428239156,0.283895541098843,0.297500449457547,0.210688487778811,0.277561105071725,0.312061078936014,0.250859009197392,0.291719899295929,0.295949444685669,0.212982999925807,0.275622601045695,0.257329040671355,0.309817768084411,0.320333368291833,0.246124004156293,0.283462761997017,0.263923756832007,0.282214764116826,0.229021953518413,0.268310135010463,0.208957102779094,0.198072442986447,0.233534358906392,0.260977219659414,0.246910520715459,0.293939498331536,0.21587694800859,0.32122928442303,0.283546638002434,0.249835220854165,0.155304558922311,0.265774640366775,0.192069285372853,0.235913092653953,0.264210528110602,0.186381948377998,0.191672168288149,0.23929294488864,0.255680803305045,0.162581764126548,0.298592839080452,0.227926179909581,0.234930294850526,0.381599030731654,0.367454147197538,0.301209381729433,0.169932903278721,0.258612442057999,0.265734612336065,0.289305260403952,0.331674827243437,0.206941907178442,0.297501351159313,0.250541126665415,0.265554530777233,0.225092242848578,0.218704768655593,0.246807766300618,0.352530085024345,0.374982031679782,0.222516866284219,0.33367586569106,0.283237783866675
"hdz-011",0.13775047699792,0.143079364713751,0.110348587829583,0,0.150170100051327,0.171287797700959,0.173469963007312,0.147264297170265,0.212975637714952,0.180217853227343,0.202825716173403,0.181427791017343,0.29238894326575,0.235053329032733,0.233491353803768,0.279074585509226,0.266371196941133,0.191508656352,0.197570002952847,0.236183558386202,0.191810043595955,0.230334608870011,0.220272265817652,0.221913335520666,0.316173471409876,0.244350251726381,0.266929898224761,0.200458381765493,0.144670031061823,0.303257805128537,0.271098379793299,0.261674954262977,0.165156806374974,0.25362530322336,0.285653071921079,0.22640367730249,0.266947407345849,0.273197965906698,0.173357001504539,0.252073960052498,0.242113141171017,0.29194563349417,0.304706886010291,0.229338717377286,0.263439908956671,0.234717309195028,0.261361930310919,0.208175468053348,0.246199875308983,0.16989569728956,0.167967828731814,0.212163350156928,0.23362862795116,0.228797543179478,0.278211229073803,0.235884426373031,0.312338569622644,0.262202689296641,0.233991862643536,0.131786266114911,0.243159554719325,0.169099021647733,0.217532776799307,0.246464725582663,0.175808607282318,0.147711006581256,0.215500195456703,0.228483348277971,0.14544389098316,0.276951249494564,0.170318572816087,0.209747576677246,0.360110969287668,0.353211718546927,0.260399812995459,0.159119820524244,0.229869871376376,0.238755885812616,0.27756595832631,0.32536192593976,0.182621462277807,0.281700194992054,0.228048843949395,0.251968966167781,0.180729576508298,0.16109929645436,0.218758398426188,0.327160784838286,0.348862247406092,0.193846783504638,0.318353027032582,0.24960732751226
"hdz-010",0.131648454101548,0.0763040203913392,0.170355680792326,0.150170100051327,0,0.170240778335224,0.0880308940965756,0.134064051829239,0.185727803321398,0.100957076831286,0.16097583645178,0.17603273794532,0.29854338745196,0.251567717876465,0.211901479877639,0.305898072188646,0.268537931468327,0.20329675548816,0.193795039259754,0.216000649173778,0.17063487059787,0.199512209051972,0.208600584560379,0.203752179700095,0.314092136688992,0.206388212375452,0.239482513487748,0.145774928198714,0.140700919149133,0.277034007043983,0.25383838654161,0.238903264028042,0.112007616469264,0.199142190941063,0.278315976917493,0.213756232208273,0.239347281137966,0.267261128956095,0.151584249523141,0.271401146696034,0.255311894284024,0.302111074048706,0.329943545289964,0.217826556406608,0.298519449551096,0.238434153792248,0.270497531777066,0.177416385489067,0.249370082176977,0.16048902143918,0.170510455338851,0.23268101377899,0.238985460230373,0.245854336394493,0.289329508298703,0.27501856356589,0.312908247873122,0.239753134429717,0.248622716892162,0.116173184346346,0.271290686220887,0.198140407359447,0.231991136755357,0.251737111280745,0.17281115210216,0.14424077256551,0.211696516176121,0.225553208360838,0.124803420342723,0.24899530287846,0.131263092982187,0.218764771333484,0.366388831586021,0.350670466797539,0.269553637722418,0.141321537045914,0.232863430933403,0.232343676618874,0.289855183440294,0.35829781687599,0.124324817916323,0.268573391921332,0.232477493658376,0.236229108782309,0.123934311099143,0.137506719918571,0.151363909544658,0.353722878161169,0.363002534455156,0.204676657149311,0.3545886716547,0.282552948835865
"hdz-016",0.138313507803624,0.16640019174742,0.20118800199779,0.171287797700959,0.170240778335224,0,0.155322351987056,0.141070287141517,0.0984039499833131,0.181809572849791,0.0902519231202586,0.083176838003513,0.172420726162423,0.120617169014021,0.125605566975402,0.18199344422445,0.145768847911123,0.0977978507779707,0.103190706802992,0.117047455965523,0.104315390102334,0.127703541426457,0.109392188417066,0.116266222549896,0.218837321976705,0.123988643047884,0.148911081295494,0.0876817813998534,0.121834833214679,0.198527357505135,0.154648049859654,0.174959090853213,0.12147133196297,0.154734157773511,0.254082035313232,0.10655595350727,0.148562544558181,0.186577933498875,0.0899440974985456,0.163414576091992,0.130065674297768,0.172841605428601,0.219515096879079,0.106513634510868,0.178552441949764,0.123246170890256,0.157483354272332,0.117286227975032,0.141907367368727,0.09384668949761,0.108123615428812,0.108930559862226,0.117786656420859,0.134406389773716,0.165532397647899,0.198103021788591,0.23408551728304,0.141157355023776,0.14713613294099,0.14079984607174,0.202879035142643,0.115694319309377,0.139497471958217,0.12383861893205,0.219360506349001,0.129747577303832,0.0838799371849626,0.103904175052028,0.151818028738875,0.187532261554111,0.149783136081482,0.110087406163866,0.275917478274247,0.274905182174035,0.191758705313096,0.152108593468455,0.129417479013436,0.117613580010856,0.222855948173685,0.297337872232343,0.131636900451947,0.189408829502932,0.139078395578846,0.153674698121257,0.193623670420202,0.191173330537685,0.246198596392069,0.305141833204665,0.274794712343963,0.16570526911702,0.278527095798093,0.228873877589473
"hdz-026",0.101271356659329,0.107436723510027,0.183460862745687,0.173469963007312,0.0880308940965756,0.155322351987056,0,0.118480783188127,0.179590999312623,0.0866225725917717,0.135493731047318,0.167720267203051,0.28332685654435,0.233197038512167,0.194523895308918,0.286892678486067,0.254866873495815,0.185071455332673,0.169090678921262,0.194347704621577,0.150069419782362,0.18035077686252,0.200268045717698,0.179913733508664,0.296381819808805,0.193867268110507,0.220838908731018,0.124961687883682,0.135343695603908,0.258821483681077,0.235489401018085,0.211658235101533,0.108760600468254,0.189478489684373,0.276858607684591,0.191454588878729,0.228467068627493,0.26149441037717,0.141722571083425,0.252638665485847,0.247314026686658,0.285915808530299,0.308669929728048,0.2070268648174,0.276891158843647,0.217792846240269,0.249081764799438,0.170693004617704,0.236837509046682,0.14248471529245,0.140437307360423,0.210051220674711,0.217506636987757,0.225941265290909,0.27750595014304,0.269271796247729,0.298915924614989,0.226715897274339,0.226160235989889,0.113581411847092,0.248108862533427,0.171961566949665,0.206125724460124,0.231962372863518,0.161986293175473,0.12051148079437,0.192347215197429,0.210890469501291,0.112716403573338,0.235534213373367,0.148385340097001,0.197401171137758,0.353225012327206,0.33175867504796,0.24923197405436,0.158646192531194,0.214747903917926,0.207961433060536,0.284358653317756,0.346058272902152,0.110513614523402,0.264109045783652,0.225128876590747,0.218173743491708,0.153791444644027,0.157252778580168,0.162771935783628,0.347904664341111,0.347749198301186,0.188794755903554,0.330500940678814,0.268185496143994
"hdz-024",0.081246494300776,0.10593581452474,0.18249772726582,0.147264297170265,0.134064051829239,0.141070287141517,0.118480783188127,0,0.160944844547198,0.126888065005727,0.123526120035257,0.14582247954284,0.264110557534497,0.214236131130101,0.185645227683658,0.268446266359858,0.221099083797693,0.174540970016326,0.129080023909144,0.189909636842017,0.140223425923172,0.181033638587893,0.184721879255048,0.188853493331617,0.300085895934716,0.183335281203974,0.221339286050689,0.130145834108897,0.115662326111998,0.265551102548908,0.231008867715673,0.216811107223018,0.133878917829664,0.209794577221856,0.286707210481456,0.186120201419596,0.223061985187039,0.264762083762655,0.139191249447333,0.251249350998252,0.22703371546329,0.257656333844202,0.301430636571048,0.191363752067101,0.261677717618667,0.207252331509468,0.250478072224429,0.156008685829835,0.226865336189125,0.120447396608586,0.131616070376048,0.198767111949291,0.207186917770117,0.217387129180221,0.245671868315763,0.246097116962238,0.297042105524754,0.223216110166474,0.227971784722783,0.121579187327895,0.237681084275862,0.169331659446513,0.213925876066498,0.203638853550868,0.179085985444248,0.0948917068884939,0.171619472015241,0.184147687239625,0.101875133165499,0.240130716149999,0.169500717806261,0.195252541158676,0.349197682262619,0.330627583405766,0.208784104238942,0.149609418121798,0.208068513798999,0.186261484370112,0.280238292294504,0.345354886669273,0.136051578350446,0.258161422963497,0.21682409058941,0.205840768303439,0.179257937414506,0.170630527989729,0.209174485915127,0.355891853544337,0.339135085832025,0.183368390776785,0.31405011245261,0.246587187196247
"hdz-020",0.183089746235747,0.205987043770211,0.239490781571011,0.212975637714952,0.185727803321398,0.0984039499833131,0.179590999312623,0.160944844547198,0,0.184734060516132,0.124047688418059,0.0898858135203067,0.151077407761474,0.110953705216289,0.103423894682983,0.167815998525148,0.126314068270116,0.107990447388436,0.118318306635942,0.109998055139952,0.110382557164733,0.102667757844946,0.0826341235410316,0.106653019521738,0.194793346045904,0.0857891575119036,0.120293606718513,0.0883104660315397,0.145608276411597,0.182966629847698,0.124773192631353,0.166091038162382,0.132307800137086,0.13451206051999,0.263834050761071,0.101378507256024,0.114735115950352,0.165886711538683,0.121837049505463,0.170044298203351,0.115418672339088,0.161601401179571,0.198983030740215,0.100926320990712,0.147792662210633,0.129658011067587,0.170544091386411,0.101629345894994,0.12636629321215,0.136025811367711,0.144328485268004,0.108827572220845,0.136363707062897,0.13645299324555,0.141386205257678,0.22297589910061,0.236521862213839,0.129368191557144,0.160659698913703,0.162671984972481,0.226381024938211,0.151306978650873,0.147318025767538,0.116385434421594,0.243721066673125,0.160106601839641,0.0880006951771031,0.101609120329465,0.170228147908064,0.149584705971897,0.153134741369391,0.154935462119707,0.256026297786401,0.238782101561881,0.19390691269724,0.158443508107643,0.160877601073467,0.0981537100299052,0.213407464119756,0.304827556538997,0.145851718864682,0.163862086162055,0.138504230733189,0.10008912880451,0.205638414885968,0.199284154056424,0.253626283885729,0.332015447473343,0.249968567094816,0.165716884518673,0.266459671639749,0.243539815242023
"hdz-035",0.123686340705161,0.105973049216976,0.184439147727029,0.180217853227343,0.100957076831286,0.181809572849791,0.0866225725917717,0.126888065005727,0.184734060516132,0,0.178376754878562,0.185037673438182,0.300517757810934,0.24689319252205,0.221878342051667,0.302394138282341,0.271848872661248,0.204336364655401,0.209057240609642,0.22312281421659,0.187632519803772,0.209805616629636,0.211638810759491,0.223005990720847,0.317563901645361,0.217110174816857,0.248991795355043,0.168128366665983,0.153373101099279,0.282403426790781,0.259307774711794,0.257281717852985,0.142164940860107,0.20354811289175,0.300324143882198,0.203306680569432,0.238967355164271,0.276127883098783,0.17346778345253,0.281529609294334,0.253542382249755,0.307227226644787,0.32664858216296,0.220399903031369,0.295858822544734,0.24337982430663,0.284934505705767,0.190357860001715,0.243560325568039,0.189192856004647,0.18045440511175,0.228749589503484,0.242266825714142,0.235208810422515,0.278883352487639,0.281422731426168,0.306090502781398,0.246404498663188,0.251955729251136,0.106014796074316,0.280745045516128,0.213573735996604,0.238411577931552,0.245174087099421,0.145254793570961,0.152424258303546,0.207704657384308,0.228121724487471,0.121547270259619,0.248091899951263,0.175389530358788,0.238561517838753,0.36731090611268,0.35601725845043,0.281375591694942,0.150408595029809,0.250489139592472,0.225609318179338,0.294923136678798,0.366516712068249,0.127531484155538,0.28111890118834,0.227901550742977,0.241020527274689,0.160369216998955,0.169553782074439,0.159753428382086,0.367651029549284,0.360021884013873,0.181083937695077,0.349221954508208,0.282979319651875
