"Taxa"	"franc19"	"franc22"	"franc44"	"franc45"	"franc47"	"franc48"	"franc49"	"franc56"	"franc68"
"k__Bacteria|p__Firmicutes"	0.677714285714286	0.678724621103803	0.385679296931278	0.617550378733743	0.796113730532933	0.62962962962963	0.686383769109873	0.684496567505721	0.682682682682683
"k__Bacteria|p__Bacteroidota"	0.214428571428571	0.26737203317129	0.255150554675119	0.28283550092897	0.163737676810973	0.311454311454311	0.242320331475925	0.268735697940503	0.115687115687116
"k__Bacteria|p__Proteobacteria"	0.0997142857142857	0.0488990563340006	0.232675407001873	0.0938973845933972	0.0358622660380054	0.0526240526240526	0.0681525932276039	0.0416189931350114	0.198770198770199
"k__Bacteria|p__Fusobacteria"	0.00471428571428571	0.00271661424077781	0.109638380636796	0.000428755180791768	0.00042863266180883	0	0.000142877553936277	0.000429061784897025	0.000858000858000858
"k__Bacteria|p__Actinobacteria"	0.00342857142857143	0.00228767515012868	0.016136003457715	0.00528798056309847	0.00385769395627947	0.00543400543400543	0.00271467352478926	0.0045766590389016	0.00185900185900186
"k__Bacteria|p__Tenericutes"	0	0	0.000720357297219421	0	0	0.000858000858000858	0.000285755107872553	0.000143020594965675	0.000143000143000143
