"","C1","C2","C3","C4","C6","C7","C8","C10","C29","C30","C38","C39","C42","C43","C46","C48","C51","C52","C55","C59","C61","C65","C68","C74","C75","C77","C82","C86","C87","C88","C89","C90","C91","C92","C95","C99","C103","C105","C106","C107","C108","C111","C113","C114","C116","C117","C118","C119","C120","C121","C123","C125","C128","C129","C137","C141","C142","C143","C144","C151","C152","C154","C156","C157","C159","C174","C177","C178","C200","C201","C416"
"C38",0.121628986456447,0.133600604191042,0.230725313736007,0.249068617618287,0.232343628629053,0.194139558414312,0.160567913759888,0.26563545919024,0.154565661732221,0.140109254619151,0,0.108825642394807,0.100971640610876,0.150486442298963,0.143039103383827,0.134856198404708,0.107353458492301,0.129355910175819,0.0859188244646356,0.208983709236955,0.116775765843266,0.117143658867236,0.169423057116415,0.132398578500012,0.200751924911562,0.144570911976039,0.174837490637259,0.316310074568073,0.164619965902899,0.146637840989347,0.148770829509731,0.155933863298873,0.114518938040068,0.128285589574532,0.156531321350193,0.20923652655267,0.180566169124269,0.186755562559682,0.152466383215706,0.169011155723689,0.1593927478755,0.170323593217913,0.290737920086913,0.196940255766618,0.157624939522771,0.112383539822055,0.163223680790174,0.163305141760456,0.185136303515973,0.105773585041533,0.209947334581115,0.183795917523171,0.175712511349488,0.108268564716266,0.262125119686416,0.184943948580324,0.144585036295016,0.140286837133898,0.197857849078382,0.190424749655057,0.251909616639627,0.242891583114613,0.215287060070799,0.177245762491555,0.217449442529598,0.44572337348926,0.365350460678436,0.437193341962776,0.384959592997187,0.387295409693729,0.208312117226251
"C39",0.13747977167694,0.142059601220312,0.210616960379708,0.265577812438938,0.252734309774706,0.178911018729581,0.180115617939011,0.279367467541708,0.168270393552655,0.168240215717641,0.108825642394807,0,0.107104905150436,0.125405397896909,0.114937631052022,0.150269552869627,0.11886835194538,0.166492952141746,0.0997676777142857,0.238890151169084,0.166832297007186,0.158402363270356,0.184533361658533,0.159311581372906,0.181262342794785,0.120255866006236,0.184225137924378,0.320815579723565,0.18478747062136,0.14793717482269,0.152640777457057,0.149135845782448,0.118627510871838,0.151788777335755,0.151313314837198,0.202255483313038,0.183678813135991,0.165562508897525,0.141275412054071,0.176239119950201,0.136976345419792,0.17242584613723,0.247805589152489,0.17743516840613,0.152027070527877,0.159518330385118,0.140728664507875,0.139301054258889,0.193365095675313,0.157845155146251,0.183735257903337,0.204150941376855,0.19010961696675,0.101998548464816,0.304116212432291,0.198805875666212,0.158564991086938,0.172563164983122,0.20747571396156,0.159178308311174,0.197993394466424,0.220048322100479,0.188123605317369,0.194801756980549,0.186919635498326,0.440539769921302,0.381281292370238,0.439521339174632,0.413456467635574,0.387489849286691,0.209559285086474
"C42",0.0965243248850714,0.153513592429937,0.245386924021154,0.28133967073188,0.267144056311723,0.200552403385338,0.158746993030202,0.278174530210562,0.14185620454695,0.16409985902808,0.100971640610876,0.107104905150436,0,0.086680159488482,0.109042681627794,0.119167664848517,0.0786788265996395,0.126719563891207,0.0466118243228208,0.193854311263422,0.122820881030508,0.130479687751647,0.129932454965782,0.139871842334712,0.149905584774075,0.0926162663016519,0.144932354393274,0.325198448409674,0.164730692011674,0.121609084609711,0.10383544365973,0.102115001433896,0.103605332945925,0.07509721203986,0.110372600626184,0.181830138444642,0.186619474378735,0.168527877762753,0.0884792612749138,0.126527685095917,0.0969601770839593,0.136803057171568,0.20569227171882,0.150082216134661,0.0931460528307016,0.105967080473984,0.122681591200461,0.120080276025768,0.138586565343654,0.0972212961918099,0.185320920087331,0.185474960476265,0.175225004077776,0.0798861763983177,0.323171453077418,0.202051343935096,0.111349371591295,0.143749692816409,0.201754228888328,0.159197016375767,0.2037786314014,0.221680422630872,0.208406211364589,0.220026337685581,0.189266693364306,0.44493975374172,0.374160399978002,0.464912122071273,0.413035590037699,0.391744761593568,0.189366111546769
"C43",0.14193702954168,0.162168829643675,0.230938280464914,0.268698591970389,0.276758645678687,0.196838938167439,0.189331227430141,0.279329966191717,0.135562799882528,0.214302578501358,0.150486442298963,0.125405397896909,0.086680159488482,0,0.0836881047175149,0.16636829421213,0.115114614512743,0.141610366038061,0.0897532802404024,0.178091634145953,0.126976791737783,0.143892252687702,0.141895223334467,0.187591155756674,0.145126904152328,0.0590889917364344,0.137945614361758,0.329061726583891,0.189529499030266,0.115108188931179,0.0978899603270793,0.119487489700151,0.129186153789953,0.112774196366801,0.0928334420483701,0.160645210972395,0.209558325814766,0.183575996658753,0.103262177682872,0.162037501863979,0.111720649054507,0.131992686496669,0.198025381230618,0.160027139794888,0.144716873742357,0.15295790903331,0.138725326403692,0.112783252425645,0.159827136472171,0.128087570942361,0.220194087138261,0.225848768713226,0.182024907249469,0.0781603538514105,0.306802797546394,0.180452700594896,0.107082298440911,0.158747338001364,0.214153725788672,0.159717897242718,0.187109722576996,0.220050341538153,0.206415137330962,0.206287098547544,0.182010187029249,0.416193195370532,0.395900716251439,0.447201916845707,0.399247564678723,0.387440550260234,0.175203618765405
"C46",0.135989038432363,0.142302271624288,0.211816195199942,0.252438713905064,0.266231386341616,0.192800392145673,0.194350363902407,0.277756201982552,0.157971775267528,0.207362607539029,0.143039103383827,0.114937631052022,0.109042681627794,0.0836881047175149,0,0.124153048855483,0.102305534668097,0.140489945000996,0.10716689465085,0.226529446719789,0.148963199995171,0.163879439540148,0.173076506133106,0.178702523485684,0.191345247463569,0.0755579426456284,0.11194717452189,0.337275833921874,0.19039651798189,0.128461589887795,0.130075280274746,0.132882760273982,0.144421067090804,0.145627576335283,0.124927098211784,0.179295728722161,0.188638824722774,0.176165794987715,0.108735700712192,0.176502645046966,0.140402509726867,0.11666640216433,0.188271085701266,0.129103207731328,0.112960221017796,0.158246478194645,0.079045415850849,0.117491836304905,0.146590742151372,0.126143335005063,0.22145643240349,0.231661087749689,0.156735607023735,0.0736615412517323,0.329754166180721,0.154556280043817,0.110679787819208,0.165811979060302,0.206009016734231,0.12504159476817,0.142495902018281,0.193526927970133,0.23353925636075,0.222391053206602,0.188347239314693,0.426498753002041,0.395563461979338,0.438512967315335,0.42608442664513,0.405467444098134,0.142905875872773
"C48",0.129176276926094,0.152996018311707,0.253469350520675,0.260163220817903,0.206325258863833,0.195537425158032,0.182811365450274,0.27737920782981,0.18942538432397,0.178873950595546,0.134856198404708,0.150269552869627,0.119167664848517,0.16636829421213,0.124153048855483,0,0.131126102522471,0.130042765578413,0.0984445273358266,0.201559858034194,0.170944389051661,0.161270234128186,0.18761896651083,0.151230335282466,0.228507799300262,0.132575649479335,0.167348076666651,0.305057159628417,0.155801343222765,0.164896423423662,0.149186182681624,0.162327413264186,0.15089632988677,0.119667514650869,0.170393414316749,0.197017013416796,0.182087483539932,0.17987082505934,0.137841653829209,0.180736530602006,0.13419924956824,0.166218817810392,0.253643858751703,0.136305624503735,0.114624183252043,0.128936768256028,0.122570259901412,0.13582712277067,0.15320036064494,0.109293005164299,0.192543124689532,0.184433034020133,0.167672300703088,0.12094804642653,0.286509901927688,0.180343731113683,0.14323572332775,0.14770842891373,0.226542521504167,0.153870295833801,0.223266225995095,0.183128831190288,0.189608283306437,0.213958300972902,0.188729419533238,0.450158380140344,0.376000597380859,0.425817687439885,0.39887606312838,0.420812494518079,0.176805713143863
"C51",0.0960263573058547,0.174203823354709,0.213552010501055,0.288396923558471,0.273463946381543,0.227545835239071,0.192945078267404,0.301347417884716,0.0949773205913242,0.125159383338762,0.107353458492301,0.11886835194538,0.0786788265996395,0.115114614512743,0.102305534668097,0.131126102522471,0,0.142375229086578,0.0628568152696336,0.215803926882298,0.149935322834535,0.15366326441822,0.163066162448213,0.183208188871086,0.205470137654068,0.106921429802437,0.172890575478564,0.301926223372267,0.224606006523137,0.0918863318507392,0.132356028618572,0.130643656862739,0.135677313262111,0.110157038004284,0.141388790656196,0.217337251382448,0.224803326291355,0.196390572614819,0.118973887458737,0.19491922553965,0.143937033319417,0.153636612290962,0.24890514170487,0.160341657897919,0.120553148728353,0.155998408584188,0.123931613420887,0.150993849880725,0.17322616292738,0.100570769446615,0.251074017865738,0.235826269834677,0.21693844067587,0.0818819164963522,0.331915243538122,0.217214799083982,0.115853838922938,0.0925716128792143,0.238592628129912,0.172154973385685,0.221406388410368,0.227134272338131,0.243578525228571,0.223267526660359,0.21268015020137,0.47475215819535,0.396728783412823,0.425825143426711,0.445770687264108,0.385783423254778,0.217984815051177
"C52",0.147404444098097,0.144611372593837,0.262173667580118,0.254830804423173,0.234119068930445,0.203878397325709,0.178502181473772,0.225150726717835,0.141793624890717,0.173985699248805,0.129355910175819,0.166492952141746,0.126719563891207,0.141610366038061,0.140489945000996,0.130042765578413,0.142375229086578,0,0.104886231489896,0.199036639658176,0.109030301116767,0.154260745858108,0.159104544307297,0.203142392132928,0.162685290651047,0.126516782039483,0.164118519609593,0.266363166488807,0.149473134616806,0.172816636211008,0.146184043673215,0.166643982473121,0.113106673181429,0.123550040619214,0.154952208455553,0.166066752387478,0.1728387307722,0.123821788454995,0.105882563718611,0.161493662674252,0.167667609426443,0.143521511488448,0.21887382598103,0.183240819459728,0.158012453845601,0.161325431263504,0.159851444217155,0.18572533931194,0.190788180795994,0.118488567715174,0.232537526259541,0.193177388046465,0.122792861915461,0.117387105508477,0.275235105753853,0.177085785649225,0.0960265736262095,0.157061796599694,0.180357116048991,0.180043521560654,0.203320317409261,0.185612447665271,0.203332609348019,0.188429379560554,0.201259449773861,0.432629101456199,0.369333994248855,0.430359807206725,0.386605188242083,0.383764984861515,0.216632109347861
"C55",0.109078232634774,0.146028043233241,0.242701277392606,0.269263132865489,0.246663442675795,0.187441458319232,0.169608848823518,0.266819736888903,0.113987696887805,0.141936108783348,0.0859188244646356,0.0997676777142857,0.0466118243228208,0.0897532802404024,0.10716689465085,0.0984445273358266,0.0628568152696336,0.104886231489896,0,0.190155343213582,0.106700685361457,0.125404742616864,0.131198404543978,0.140870197624836,0.173023375708001,0.0737563847810787,0.135913461557061,0.320758844669834,0.19470644476795,0.0992212696701509,0.095132733777689,0.0987997057826684,0.0880088865708863,0.0781550675288249,0.116973092518291,0.192014530782146,0.18960699070134,0.180342093729526,0.101818791639428,0.163664066145036,0.111074224903999,0.154567442516766,0.244023955998435,0.145445610518474,0.109956710484619,0.12649599640436,0.123350683420104,0.117898146809592,0.151968540001446,0.0694624006808257,0.219525904777222,0.217858220122267,0.180739793690293,0.0606084661559149,0.299944779117968,0.197016822199864,0.0972834023742776,0.114520014557818,0.209419205766716,0.145382080781,0.205205683903577,0.224048914293808,0.214204296801612,0.195949269250638,0.189290523753235,0.458210365585336,0.35964896329841,0.445229285048313,0.422463491057203,0.415140685741054,0.189130474866188
"C59",0.23938465433425,0.280181097050088,0.352994779758734,0.308614780844426,0.350159469256244,0.317517106675077,0.288997992685995,0.348078597148029,0.196134302964827,0.281409838652598,0.208983709236955,0.238890151169084,0.193854311263422,0.178091634145953,0.226529446719789,0.201559858034194,0.215803926882298,0.199036639658176,0.190155343213582,0,0.210421685352799,0.251483427482408,0.181196192842653,0.255842744573855,0.234603256515759,0.191007938958002,0.263024822338578,0.337252817018731,0.257231937288522,0.249427392500579,0.213895628719371,0.255812662963563,0.226371549518388,0.191808558600474,0.212244814597751,0.234390330384123,0.304507675966169,0.261231013259611,0.185965250308543,0.268868100190359,0.202980160191229,0.216828780032074,0.261639194307857,0.268707202543661,0.226534348723191,0.218062256690367,0.258769420386289,0.249328973815887,0.20265789782432,0.208436570452675,0.252772751378008,0.289625037524063,0.263562578324854,0.205384383250727,0.265876952985843,0.289352182728718,0.203777810676241,0.241174267641427,0.237116643050971,0.283640520773477,0.272861915021329,0.255181911430041,0.277132567747606,0.297109828103301,0.299044437610977,0.42648645660512,0.43163424530986,0.447741415300665,0.396677271165163,0.386170899290173,0.192662866864766
"C61",0.145604462904949,0.147957424775769,0.259406780272155,0.247120669581687,0.242102630022058,0.198375580565305,0.168869815623991,0.248033973758726,0.16105770644226,0.151058953074661,0.116775765843266,0.166832297007186,0.122820881030508,0.126976791737783,0.148963199995171,0.170944389051661,0.149935322834535,0.109030301116767,0.106700685361457,0.210421685352799,0,0.0952205963890367,0.122150585022895,0.154729720012172,0.131382761213427,0.13298736024583,0.146903373231876,0.31922495230959,0.12331461278566,0.168358448381184,0.136266810458776,0.176061137743475,0.144063546492975,0.116701568463486,0.124067219830605,0.182825419423995,0.180254484819552,0.175093119534205,0.126330377547715,0.154019114483679,0.142546817540586,0.166058807638248,0.242426240104461,0.203915391797075,0.146221709119756,0.118233363269569,0.169101526180202,0.186011078211613,0.197776561338697,0.115946856920681,0.234940960637535,0.188885901141774,0.148199909704168,0.139386631823986,0.271283177518832,0.192145419755714,0.126163245866156,0.170088923434766,0.186078143572043,0.210304343746133,0.249663777484219,0.221677107775194,0.205891696886815,0.204971196715778,0.24441712859487,0.41882119423085,0.367891638295824,0.426075751238673,0.374831766008489,0.391732466035716,0.211220582958973
"C65",0.149245278597002,0.144891028196649,0.252126111121218,0.292067839986795,0.225816573603332,0.170069793182522,0.173504709991639,0.276922024966015,0.2089037718601,0.160796812193154,0.117143658867236,0.158402363270356,0.130479687751647,0.143892252687702,0.163879439540148,0.161270234128186,0.15366326441822,0.154260745858108,0.125404742616864,0.251483427482408,0.0952205963890367,0,0.168864840989253,0.151574592698443,0.189183360823733,0.165056738726085,0.172635260714677,0.308168064961095,0.154205872429338,0.145042204617029,0.133028662499593,0.144473274911232,0.125444750538929,0.124348640175564,0.140681998824614,0.163351163785432,0.122430920372777,0.181993707407651,0.178796325015749,0.124128730757937,0.129073236470317,0.183541160508275,0.231253252965731,0.171806399202435,0.155406227536257,0.131296226530232,0.15397042865556,0.172200399767386,0.159446174166613,0.131265449281054,0.192440722508371,0.171871210208929,0.140911212012969,0.115557836098982,0.285914300390146,0.167493481403184,0.160172038646571,0.1623841849694,0.238713106870083,0.16701089569095,0.259478857441418,0.226099921157511,0.161759523209386,0.152175503914319,0.204610907922931,0.423229717285813,0.382443810777059,0.445945239536265,0.394724926044573,0.420888353980319,0.231704604609877
"C68",0.188645464599956,0.221115943599299,0.317142988303367,0.275997868506374,0.285061253619157,0.272983962247,0.210985918101924,0.217777827783081,0.165273947236867,0.212357039610942,0.169423057116415,0.184533361658533,0.129932454965782,0.141895223334467,0.173076506133106,0.18761896651083,0.163066162448213,0.159104544307297,0.131198404543978,0.181196192842653,0.122150585022895,0.168864840989253,0,0.203594078463308,0.142758455910557,0.153012857110551,0.16982036088754,0.363661311211459,0.181657657068572,0.194718728604643,0.166554099919945,0.188446695646432,0.1724192622402,0.141229460858641,0.164124009481385,0.198551842845341,0.250467735106864,0.207700988944205,0.138574817655099,0.200370487321089,0.142226062940853,0.178474218982193,0.25942444941134,0.22467955567623,0.16646379895816,0.163416618407547,0.211805266696205,0.198176070399688,0.207010509370907,0.145952463660553,0.246646413659779,0.211010563864434,0.208055938310036,0.15888706289062,0.317790334201835,0.220321367474143,0.137605353446774,0.197577558575308,0.202036795391851,0.229361834389868,0.248031554360651,0.181162178667444,0.260961935077455,0.260261332533156,0.210327220018399,0.455043068585237,0.428228608373877,0.436727078829166,0.415795547432265,0.410937284879023,0.204285951834
