"","grogu22","grogu36","grogu37","grogu41","grogu45","grogu50","grogu56","grogu70"
"grogu22",0,0.550683156765728,0.576998110709844,0.442911486815696,0.822393924529791,0.570232508561055,0.567304879805776,0.660676234125204
"grogu36",0.550683156765728,0,0.573355197805181,0.388885964748688,0.847764781332367,0.579477387293752,0.474772999336686,0.691126178376343
"grogu37",0.576998110709844,0.573355197805181,0,0.618826001623407,0.721867240292096,0.685384970334298,0.685070387934095,0.733973316895592
"grogu41",0.442911486815696,0.388885964748688,0.618826001623407,0,0.79111879629656,0.424119461750932,0.390703700519355,0.689142672499885
"grogu45",0.822393924529791,0.847764781332367,0.721867240292096,0.79111879629656,0,0.742568541725042,0.746211615052696,0.858082523800707
"grogu50",0.570232508561055,0.579477387293752,0.685384970334298,0.424119461750932,0.742568541725042,0,0.459351500563169,0.769318143956069
"grogu56",0.567304879805776,0.474772999336686,0.685070387934095,0.390703700519355,0.746211615052696,0.459351500563169,0,0.703700948915711
"grogu70",0.660676234125204,0.691126178376343,0.733973316895592,0.689142672499885,0.858082523800707,0.769318143956069,0.703700948915711,0
