"Taxa"	"ginger14"	"ginger27"	"ginger43"	"ginger46"	"ginger49"	"ginger50"	"ginger52"	"ginger55"	"ginger66"
"chemoheterotrophy"	0.315622412365443	0.311198927386917	0.291057342905256	0.305683672745335	0.312208861445131	0.311536141983286	0.306219769739083	0.304445554445554	0.233009708737864
"anaerobic_chemoheterotrophy"	0.276566381451835	0.295039164490862	0.248338207923425	0.266444334066558	0.306250677066407	0.300163694322392	0.287894270726889	0.290959040959041	0.156924905884684
"fermentation"	0.276566381451835	0.295039164490862	0.248338207923425	0.266444334066558	0.306250677066407	0.300163694322392	0.287894270726889	0.290959040959041	0.156924905884684
"animal_parasites_or_symbionts"	0.0583770356058515	0.0540540540540541	0.114154037046885	0.0645001064358192	0.0501570794063482	0.0520375635392436	0.0715307582260372	0.0636863136863137	0.334456112542104
"aerobic_chemoheterotrophy"	0.0390560309136075	0.0161597628960553	0.0427191349818311	0.0392393386787767	0.00606651500379157	0.0112862927543724	0.0183254990121943	0.0134865134865135	0.0760848028531801
"human_associated"	0.00910847364062931	0.00924423117634606	0.0179916688823894	0.0191584474561839	0.00541653125338533	0.0078400964934953	0.00912868724027522	0.0108225108225108	0.0134733505052506
"human_gut"	0.00786640905327077	0.00924423117634606	0.0178587255162634	0.0189455758177819	0.00509153937818221	0.0074954768674076	0.00892431364534369	0.0101565101565102	0.0129449838187702
"mammal_gut"	0.00786640905327077	0.00924423117634606	0.0178587255162634	0.0189455758177819	0.00509153937818221	0.0074954768674076	0.00892431364534369	0.0101565101565102	0.0129449838187702
"xylanolysis"	0.00151807894010489	0.000211699950603345	0.000398830098378091	0	0.00108330625067707	8.61549065219264e-05	0.00027249812657538	0.00174825174825175	0.000660458358100522
"cellulolysis"	0.00151807894010489	0.000211699950603345	0.000398830098378091	0	0.00108330625067707	8.61549065219264e-05	0.00027249812657538	0.00174825174825175	0.000264183343240209
"human_pathogens_all"	0.00179409329285123	0	0.000177257821501374	0.000212871638402044	0.000433322500270827	0.000603084345653485	0.00027249812657538	0.000749250749250749	0.000924641701340731
"nitrate_reduction"	0.00124206458735854	7.0566650201115e-05	0.000398830098378091	7.09572128006812e-05	0.000433322500270827	0.000516929439131558	6.8124531643845e-05	0.000333000333000333	0.000726504193910574
"reductive_acetogenesis"	0.000828043058239028	0.00028226660080446	0.000177257821501374	0.000283828851202725	0.00032499187520312	0.000344619626087706	0	0.000333000333000333	0.000264183343240209
"human_pathogens_gastroenteritis"	0.000414021529119514	0	0.00013294336612603	7.09572128006812e-05	0.000108330625067707	0.000344619626087706	0	0	0.000396275014860313
"human_pathogens_diarrhea"	0.000414021529119514	0	0	0	0	0	6.8124531643845e-05	8.32500832500833e-05	0
"human_pathogens_pneumonia"	0.000414021529119514	0	0	0	0	0	6.8124531643845e-05	8.32500832500833e-05	0
"human_pathogens_septicemia"	0.000414021529119514	0	0	0	0	0	6.8124531643845e-05	8.32500832500833e-05	0
"ureolysis"	0.000414021529119514	0	0	0	0	0	6.8124531643845e-05	8.32500832500833e-05	0
"dark_hydrogen_oxidation"	0	0	0	0	0	0	0	8.32500832500833e-05	0
