"","W1","W2","W4","W6","W7","W9","W10","W33","W42","W43","W52","W54","W57","W60","W63","W68","W73","W83","W84","W85","W87","W93","W94","W95","W96","W97","W100","W101","W104","W107","W108","W109","W111","W112","W114","W120","W121","W122","W123","W126","W127","W139","W140","W144","W150","W152","W153","W154","W164","W170","W181","W185","W187","W188","W189","W197","W221","W227","W228","W247","W251","W262","W265","W269","W280","W282","W318"
"W1",0,0.590160120293425,0.460646998527744,0.554101691206064,0.623884974565745,0.57772046618398,0.588433313383962,0.672279177942966,0.514591167139169,0.583217914767378,0.507335274893043,0.428245347565107,0.567839118139281,0.58646039727449,0.49981244677168,0.547153490200714,0.609262928928398,0.428389482790151,0.737147605515507,0.63753855348101,0.561720701298,0.664512708169349,0.461481410323802,0.645423644937291,0.420745141795336,0.486940880114739,0.446135566089867,0.459960486859559,0.401687937184077,0.709917889248792,0.475031579881826,0.4712444458191,0.44944438622024,0.514308208973426,0.547213359301912,0.611472076223068,0.552317280763366,0.515326687885716,0.579250673300997,0.534506776503463,0.726979188896957,0.465894651284274,0.55911941078426,0.527162530429661,0.501135134037978,0.479239478261451,0.4899275819542,0.603561146034783,0.601950387042547,0.738504606645158,0.482054632361645,0.413181314868131,0.517393565013937,0.447484272097312,0.642567581354176,0.569545985840844,0.589974409398006,0.364784561566394,0.425481649841238,0.903341294012822,0.766273060625241,0.432306318170024,0.505512538485379,0.56346080492526,0.596244934760256,0.462732223556677,0.466261665907174
"W2",0.590160120293425,0,0.550340619415972,0.836321384488834,0.638924994298056,0.564349741593727,0.620811729335826,0.618414982732039,0.552865092944707,0.510277779236427,0.656122329646668,0.702127639009191,0.70946036910625,0.527568840458253,0.691808701570331,0.600710110596972,0.664046964958031,0.6467792799501,0.745500407192934,0.325694623313628,0.44978689876109,0.475339343808621,0.544880330898241,0.800359453608851,0.626768593154816,0.513373199582138,0.576091264577821,0.597871823150101,0.65314719538436,0.715880886496224,0.649000552412146,0.622768194776659,0.636462696256366,0.64630746183506,0.630767906146068,0.756552698892833,0.542969145066356,0.699795194448121,0.709609715949261,0.659005082190318,0.647592370625025,0.694524626271906,0.64967525633487,0.669233794225858,0.616176221507868,0.581664457130646,0.677969716307292,0.436223506802586,0.664598870241606,0.694896459235607,0.631100984371217,0.598217123401823,0.698334755329597,0.593493765843473,0.685329796264339,0.391241532700703,0.719508479596775,0.539439904598433,0.47662003921873,0.778519439075587,0.754234881711006,0.6284027521007,0.555645256703364,0.758286941153704,0.69711506109915,0.552693174305514,0.591201831144797
"W4",0.460646998527744,0.550340619415972,0,0.662555071228444,0.657067962734175,0.547269468409657,0.643982754870384,0.71126089591011,0.556722963940518,0.653323042045466,0.52428545129837,0.505004045562678,0.588391345134512,0.579452944567338,0.61218448894798,0.48100917896779,0.608128435131607,0.436965761407245,0.678882865895753,0.661056528086567,0.560560348938619,0.694670753773753,0.650128210740444,0.70142883903885,0.626060918051035,0.570094030425032,0.52261292320751,0.528020848697013,0.47586799863586,0.73561704333251,0.614385262964383,0.627430469428635,0.585078798453782,0.578060998347482,0.655842613888967,0.66624696721442,0.672545622700678,0.615028196987993,0.614382046620197,0.66579200430079,0.774465845777617,0.665866047072888,0.670266833354679,0.520702654885516,0.635987202130872,0.47350776631356,0.633015990871247,0.579574868783986,0.6168410658736,0.720056734133321,0.467812009110626,0.5846008047995,0.612090828434895,0.589517010235787,0.689677802303561,0.52385929726833,0.670780366542989,0.525986920096516,0.551040430198584,0.872810210968295,0.832130533271736,0.567352532881917,0.62429731232698,0.578162498301942,0.692346928768004,0.589719095014215,0.594140457058041
"W6",0.554101691206064,0.836321384488834,0.662555071228444,0,0.74024879721536,0.783914499016994,0.791382160473891,0.73327035828381,0.732543988766094,0.723990860138103,0.675020390187688,0.383620734007136,0.582600358260622,0.702067489205745,0.593001615679469,0.81130048370471,0.752798036258556,0.579656207778166,0.645950794696217,0.81114071197182,0.659565205440734,0.841810671752966,0.721342469299713,0.709101195274466,0.692246897744954,0.694703651562233,0.676644925304705,0.618747086171172,0.633309797759971,0.744795736988281,0.718853807459894,0.722513584681056,0.537117708676101,0.710852398319521,0.695643871592541,0.671912393156068,0.806505874152897,0.634684226659682,0.767467106471399,0.861065992375515,0.901310287788426,0.667781883698501,0.718537439639108,0.75223387114851,0.713455813884808,0.731551108092976,0.730131037578365,0.790892219839233,0.813243450601587,0.876674483292644,0.726370394181854,0.746998196729986,0.758990534354444,0.678667021831633,0.720584028686961,0.709325934463273,0.765506498467533,0.722677720227017,0.644430370484586,0.895923163689617,0.875228784807705,0.706703977605956,0.753806879642681,0.59078833285956,0.698052752725932,0.721678277109528,0.704089663703524
"W7",0.623884974565745,0.638924994298056,0.657067962734175,0.74024879721536,0,0.497088978514433,0.375367926742947,0.582323851091779,0.535045210315815,0.625366600212356,0.499848965686694,0.697772132471097,0.616894600972862,0.396584465488956,0.581335697288615,0.483874914814657,0.624226751774742,0.607300260837471,0.614677038959927,0.615421922990556,0.619760317548148,0.760990287726958,0.573808934639698,0.668097632868797,0.517043552975723,0.602784159052883,0.613052148646377,0.515332922098525,0.564768658591001,0.531859650583054,0.597492677922754,0.57608101838791,0.721966783677704,0.569219282215334,0.589145080086213,0.601155799446489,0.774713259246235,0.577459190755142,0.554349560239419,0.704110664829028,0.789258694381448,0.607837691192272,0.410018723482058,0.531724487315727,0.594572386718664,0.631582140813372,0.551124785599309,0.581611983391329,0.560315889464651,0.607073968439651,0.479457661718154,0.498783237714713,0.425096554753352,0.679521651735562,0.58585747541284,0.566086185988115,0.531102958526433,0.679467489960619,0.636196615131433,0.907154281473894,0.854211463370852,0.53758224559242,0.720289316527425,0.596003648533416,0.636816532750203,0.561677155223571,0.561845603930504
"W9",0.57772046618398,0.564349741593727,0.547269468409657,0.783914499016994,0.497088978514433,0,0.483046647155104,0.665370080164222,0.518102396276362,0.625598398593076,0.589796429517693,0.717235378339032,0.67449670535694,0.47205095931964,0.614612574603785,0.518674868816715,0.681998962966207,0.643319599242103,0.619186326739848,0.64947769919522,0.594239682745695,0.606798405439516,0.678954367279809,0.739387150247162,0.554745971116608,0.585737455657696,0.545034428101346,0.644373757562097,0.57144152141321,0.659229405455103,0.607346172870867,0.603514453440699,0.717544867948329,0.620298794161285,0.570164410047032,0.696325327339645,0.671389096206309,0.573752083088955,0.675812420527107,0.731856630808135,0.756699417692736,0.630737315147969,0.522688503697358,0.574489931106188,0.556079945046915,0.454931950571682,0.647031513128523,0.545867344381438,0.613132621340419,0.556637070124101,0.505802484850377,0.523736868200834,0.523001607980948,0.713768156636225,0.672547206758786,0.580998071934685,0.648060072884367,0.63500281870265,0.624232762238127,0.884557226891635,0.840139406335376,0.56688808503383,0.700779270408876,0.673666605855504,0.543122084104052,0.58260018559972,0.60997486356831
"W10",0.588433313383962,0.620811729335826,0.643982754870384,0.791382160473891,0.375367926742947,0.483046647155104,0,0.615642878625913,0.560216022683618,0.673867293152841,0.677261644305731,0.758469626246405,0.761160170290171,0.448484493731738,0.605818665849825,0.476326595878023,0.543719409537569,0.681950426986752,0.661885712779547,0.606081979740762,0.676491773392177,0.684036329733146,0.634508692253223,0.738723980139393,0.518822532974066,0.634600722486983,0.642135431629964,0.600550873932492,0.638827655551051,0.585658359463891,0.574739131610085,0.613486203690696,0.773861515929271,0.681682985862252,0.535428209427829,0.720267422895484,0.698262720275185,0.597362312874233,0.433516007802551,0.689068174223754,0.759495323183939,0.687547793331259,0.418790405322362,0.489166199285905,0.577873461015761,0.531642744452142,0.59045330598707,0.60895752361583,0.602188376898791,0.542245104010639,0.487106624634195,0.405295383109563,0.451684121493345,0.717988872149786,0.576004240672114,0.560810675835255,0.648152495227671,0.663359942747208,0.626649311269679,0.91779166763379,0.815059188585266,0.564061773239201,0.681061215947904,0.713839188575904,0.622321721383909,0.550035411554259,0.614191417325809
"W33",0.672279177942966,0.618414982732039,0.71126089591011,0.73327035828381,0.582323851091779,0.665370080164222,0.615642878625913,0,0.62531837785738,0.630995157125812,0.602022469206506,0.648729267638053,0.594808862694867,0.639566917150948,0.576351379611683,0.631579346010807,0.482365816957744,0.65867586931334,0.535085854856563,0.563969148305685,0.59137197121602,0.785525913941796,0.617930287598983,0.692310657056175,0.580356498060807,0.61572703194207,0.607192886890643,0.627987422546418,0.650389908321076,0.453827178613758,0.59036086093825,0.599393602335319,0.658873327304396,0.641208799669629,0.573063159260678,0.643018136083827,0.799790902325407,0.61805024409541,0.620197016718103,0.708600546751826,0.82753840737267,0.562708917217588,0.560578527953542,0.670819661180814,0.601244794285032,0.731835237839402,0.697885341357414,0.675602066438647,0.535877070688551,0.743641743660022,0.682138760097669,0.645085106194187,0.68530719647176,0.739726987532011,0.374269140549382,0.620547426287853,0.562320730496923,0.603557914424241,0.682608907207203,0.912611441844662,0.8542635875024,0.704785887581065,0.719539215135604,0.653861320225071,0.619935165550755,0.605614989210931,0.577612366576772
"W42",0.514591167139169,0.552865092944707,0.556722963940518,0.732543988766094,0.535045210315815,0.518102396276362,0.560216022683618,0.62531837785738,0,0.454702746303728,0.505049193453208,0.607593604174603,0.558681562646943,0.57046328985423,0.464074756814717,0.557115809894735,0.594492851891225,0.393080831201399,0.655945687193827,0.470731456890161,0.316648302353519,0.552351434096952,0.54130041536225,0.685800720363841,0.470872087242035,0.347033666591367,0.322534429714228,0.384945582118385,0.401691948605605,0.635927028560519,0.49315749542595,0.384000918851527,0.536308210044679,0.444119636646415,0.419958321164974,0.549826555173801,0.704071742390884,0.473213793070984,0.580916625274131,0.598740922741509,0.737236595678629,0.490220592511022,0.56562830080694,0.445581414014891,0.462520929091853,0.452166113097043,0.455571387738706,0.391090054649405,0.554895776375748,0.678480509616262,0.466293502182092,0.518463747529836,0.570704029298284,0.623340264515019,0.632512366873748,0.386455352053296,0.601124345501458,0.561444790908212,0.48662355002463,0.88634150912813,0.800333070183477,0.487584860519961,0.674836399519473,0.543343962615986,0.414651780220669,0.508124414346104,0.527927398682074
"W43",0.583217914767378,0.510277779236427,0.653323042045466,0.723990860138103,0.625366600212356,0.625598398593076,0.673867293152841,0.630995157125812,0.454702746303728,0,0.578455656931835,0.613670822878587,0.630382451629103,0.606493308543709,0.554231331778705,0.654234691558721,0.590820166125261,0.480100062181575,0.75593094194283,0.494844527119451,0.410983751994486,0.539410135970491,0.377591699301849,0.761877828985376,0.499709353013246,0.319358062392726,0.403879266532944,0.484283503053056,0.556751213951486,0.668973482481175,0.626217281288927,0.511726189055082,0.545192217923347,0.571057450313381,0.553547595355286,0.606998323421662,0.702867838868107,0.56738564026731,0.556450742495756,0.64706591454617,0.791989063189736,0.585147079427746,0.616410255277092,0.663053330122785,0.585544922710476,0.559579493704616,0.57519998134688,0.567460633189145,0.694822369137938,0.807852975754181,0.648714613951654,0.622802627135827,0.672141665597303,0.629656643409664,0.658679979489919,0.431294952153309,0.641043105641061,0.553456190588785,0.452073773054923,0.830985450172209,0.857775936095095,0.607745967198594,0.634879193768249,0.667622882455236,0.52236490474915,0.488733464370281,0.478111272842325
