"","C1","C2","C3","C4","C6","C7","C8","C10","C29","C30","C38","C39","C42","C43","C46","C48","C51","C52","C55","C59","C61","C65","C68","C74","C75","C77","C82","C86","C87","C88","C89","C90","C91","C92","C95","C99","C103","C105","C106","C107","C108","C111","C113","C114","C116","C117","C118","C119","C120","C121","C123","C125","C128","C129","C137","C141","C142","C143","C144","C151","C152","C154","C156","C157","C159","C174","C177","C178","C200","C201","C416"
"C1",0,0.0844541302088924,0.181986219662946,0.144227990073689,0.124880700631873,0.148992332474895,0.0818360610211861,0.181856142582444,0.218228117629954,0.261932613927974,0.158960211743159,0.137493006735952,0.181577955861492,0.128851221685527,0.18461517397925,0.20232179195703,0.279053231545766,0.181876464153888,0.221175324673823,0.119816330869188,0.27246305286821,0.218099505572937,0.230117673622254,0.127182759602728,0.219003076453711,0.286802255130449,0.187130046725402,0.260202782885901,0.140817489182155,0.250752448171576,0.251310331313387,0.292887649402732,0.181585000882172,0.254788336825159,0.234636721796573,0.173822909664896,0.242382802864808,0.147354394463773,0.130573059993623,0.194780349647256,0.194015452173346,0.246349882144275,0.243411128532001,0.30042498037609,0.214785248276181,0.0906576884604476,0.235427498303765,0.164397760646165,0.196021980364402,0.200604596865515,0.157601309244871,0.113184939970064,0.15628885021366,0.18406373797158,0.177917659545428,0.210903585647792,0.350779408050706,0.346661599369527,0.236398184132849,0.297631851377431,0.347483845590736,0.144449414759796,0.258025649675558,0.217757770728623,0.239313241520287,0.177832886352179,0.170017339740431,0.194752165426127,0.166860849401551,0.308053151184318,0.260542132400758
"C2",0.0844541302088924,0,0.178085022739736,0.141895256011166,0.0806714779324405,0.18382115725885,0.102964773845595,0.211031286868347,0.253949906689216,0.307095889380993,0.208175902986916,0.177100113915742,0.222849850708378,0.170986744540108,0.230680609648715,0.242568607466449,0.321346804110041,0.221797303623425,0.25983461964333,0.135139829439119,0.290134263709546,0.270947972356448,0.251248282986599,0.124820462095712,0.22976956083576,0.290098147215178,0.22159026393708,0.298310263279059,0.152959187572759,0.290499006451641,0.296600454761379,0.337265882193123,0.21201504657707,0.299725539071297,0.277942172968915,0.193340891151704,0.269492099781278,0.157489205516051,0.164868282987474,0.235008670260469,0.247414809305267,0.274446430195436,0.28197339223398,0.334864419581891,0.261403975279543,0.0991275157455469,0.271986372810999,0.204081977882987,0.240737810692411,0.244355259282716,0.154273590506554,0.126981746604307,0.202638879893958,0.22611430595516,0.178965395751994,0.24385464148563,0.382163268471678,0.377074623063298,0.259129684364072,0.310276514104564,0.36556756677061,0.153658298000531,0.284895200021372,0.247431463487556,0.271114575807047,0.160719150288364,0.151834168291691,0.183285509350829,0.197205990331804,0.34490247445869,0.282304504382911
"C3",0.181986219662946,0.178085022739736,0,0.129049747444162,0.190129622624403,0.209147104661436,0.187877782843017,0.253684794729274,0.298233843871481,0.308860046603609,0.234681088258223,0.250006573185713,0.278101296974982,0.235589215392774,0.25481943004466,0.236060513842136,0.334975894488923,0.281742411906187,0.309764604432932,0.203335173480793,0.343240256335974,0.30163547282415,0.308222544577117,0.226610681992472,0.291874248428314,0.325149224771475,0.266111776687571,0.310778433225796,0.229432788216101,0.293258266290745,0.323921996540588,0.330746700297478,0.261672082516494,0.294983504869052,0.292311341679021,0.241996495631912,0.279999591439266,0.217232684449646,0.21427674282415,0.244835787400089,0.275564246826905,0.305987270364872,0.228343073926388,0.318537877211317,0.260416590371622,0.173857768777444,0.277735081432944,0.211937881252898,0.248996899030761,0.279217409876019,0.203640765246529,0.207237429472486,0.254479984563461,0.269844052929164,0.245336322098936,0.254601501198438,0.384173931617892,0.372245480519686,0.3114714740421,0.292732396451088,0.330893762270679,0.224695360042633,0.310076035961106,0.26408150995354,0.276996515248374,0.241143803596533,0.234953826397311,0.261622116922192,0.238415115430346,0.34128513818624,0.28804213903134
"C4",0.144227990073689,0.141895256011166,0.129049747444162,0,0.14741316365763,0.187154955660617,0.163666486000293,0.212784576775746,0.258872017923165,0.275688869263462,0.192633277713833,0.197683140837762,0.241501305479349,0.192448167855211,0.23989869091024,0.233513329176573,0.304546991703358,0.243106450128606,0.270577934769275,0.150925660199416,0.306031451660818,0.269156361713751,0.259657349179743,0.163961141210858,0.254867343920828,0.284166543042436,0.226197230566796,0.280279065727865,0.179035224938827,0.264075432932548,0.292358746601678,0.306293692527793,0.230467694379103,0.261550810117454,0.262713850624583,0.211810696878864,0.257388664483856,0.183124722037097,0.172437282761223,0.213502034618009,0.234661235433731,0.27547038812061,0.231421703141267,0.321646428865731,0.235400426435388,0.135142015993028,0.250818943942459,0.174298331329964,0.212221610819663,0.2467471011064,0.180476864181584,0.143176919140955,0.215995123137708,0.232590282200189,0.169631859977591,0.232806428158436,0.370222751345007,0.360289672864601,0.25700509584916,0.290739837306058,0.328901501861222,0.188539289698881,0.279754566474607,0.230511086091527,0.264798930642266,0.185965034151568,0.16223995946917,0.221384092933341,0.199140948176946,0.31314422231765,0.265102089081728
"C6",0.124880700631873,0.0806714779324405,0.190129622624403,0.14741316365763,0,0.194359957326735,0.0990864375165,0.197210528146771,0.239387771884182,0.310577074839097,0.215737943578337,0.191930104174428,0.225016834757533,0.170252503730254,0.220134824104395,0.233182583259808,0.310478969092582,0.210857322701801,0.25319899810925,0.129794019671469,0.276081032715404,0.263576047744724,0.241998571294127,0.116628444279595,0.208857192250972,0.282145198665727,0.213184714752186,0.283316982041535,0.161454169968341,0.294233201418238,0.309784534677079,0.338841656926896,0.226549655718039,0.304393511757105,0.277222655376813,0.186677742582675,0.27221164079927,0.17853793316498,0.167970815609168,0.242403302659492,0.248109597876317,0.293540729407224,0.279396604114036,0.330971609208454,0.259146028751969,0.118407543322839,0.277140611005273,0.21271037279762,0.234213734339472,0.260156351158894,0.17271841959595,0.147406268927806,0.217468173527157,0.24136635190469,0.136887378186924,0.249515041920342,0.381718743809868,0.371017770979092,0.270953778722194,0.310502726668957,0.369257057123898,0.132162191203251,0.276797985695674,0.243108325549367,0.261401509789417,0.130206709984612,0.137221415541484,0.150807543472468,0.210618117449635,0.350803346574054,0.290894200824256
"C7",0.148992332474895,0.18382115725885,0.209147104661436,0.187154955660617,0.194359957326735,0,0.155508583568352,0.114426305260808,0.15601145147404,0.190651297442667,0.111339838582169,0.117805750371136,0.133965534020472,0.128840913105629,0.119322239854782,0.108263963206083,0.217970044294838,0.133394917884063,0.162299417142936,0.141520790537898,0.217610064214399,0.164183590001132,0.19274995818147,0.140847719546067,0.16142165733971,0.270743444109479,0.119462296200106,0.196964536932203,0.101397894215055,0.18018665555631,0.188526946324862,0.231404538944706,0.122074682045102,0.188606838226231,0.176467055273097,0.132721203328412,0.14673300088654,0.0977998359844253,0.123951605477046,0.122007802244187,0.131895729022408,0.177525523678031,0.215863753429189,0.235733582223232,0.158174637002133,0.153061678748151,0.219593077503232,0.135812372134387,0.149197316838096,0.133692867886929,0.235377510646235,0.150738118052509,0.093667609614776,0.124959763443773,0.16479519929967,0.138580527946926,0.267782683999745,0.273380429606481,0.211527807840007,0.220772258535717,0.29367304253502,0.145899926987901,0.199659926491414,0.152783227166839,0.154242424601376,0.205341991032626,0.20968878989631,0.255929411034662,0.178944360787168,0.284468562278701,0.228113862086966
"C8",0.0818360610211861,0.102964773845595,0.187877782843017,0.163666486000293,0.0990864375165,0.155508583568352,0,0.168324519219727,0.205164586085085,0.270147277414786,0.172499398397569,0.149128059195537,0.179095372283689,0.126673614438098,0.173651878479829,0.194120112673514,0.275244487919341,0.167649711798378,0.208750748280731,0.112864924853644,0.250074237719021,0.218805861986657,0.214584482207562,0.111450125726825,0.191459562275387,0.282258515769535,0.170139523665501,0.253712330921659,0.136811564462147,0.256979480462584,0.270066318550119,0.297358056229471,0.188900390563186,0.265375072141568,0.237273239053402,0.152874137660743,0.240844690387554,0.148568883617314,0.122927220881713,0.198439489233422,0.205767834167969,0.263282119714804,0.259790454982742,0.302509549135656,0.213391300522942,0.104482991261691,0.24174043759621,0.171937826916473,0.194710449538617,0.217266208247366,0.170932814358924,0.124526451742558,0.1722980586504,0.198298896887239,0.151485333436679,0.214328633369742,0.348236733855081,0.340736295610126,0.244403014619294,0.282121992461966,0.350034630996516,0.113559848232763,0.254267478451868,0.206767577410945,0.223207159515196,0.157971366303346,0.165129025723841,0.183553081113509,0.18081771719464,0.31911270876012,0.274982203511296
"C10",0.181856142582444,0.211031286868347,0.253684794729274,0.212784576775746,0.197210528146771,0.114426305260808,0.168324519219727,0,0.0997624102593532,0.161755711079603,0.106205746546332,0.117014177153999,0.109075789969445,0.112200661064809,0.119747324141306,0.0971881074768382,0.176844011363534,0.0942173958402994,0.125076873483034,0.146531099777335,0.175952130899128,0.121379315900678,0.167094847766699,0.135602673272144,0.141421208703442,0.266569666063685,0.102698677709784,0.166849553397892,0.118919503982581,0.142593681393086,0.160299545665825,0.204216130020069,0.100873765810162,0.142555368888901,0.173870505540169,0.0951502075501105,0.145532098351236,0.151243317314833,0.141512245022489,0.113407662620272,0.135505510408558,0.137272448298724,0.224710417577087,0.25007789256521,0.164944534292032,0.165163313435532,0.230119641985436,0.151326646440998,0.150627816350031,0.115190529727412,0.245421587367046,0.16593004892752,0.0933271824044143,0.11434681809198,0.153338905399764,0.180395545557018,0.2671228152143,0.254441769560937,0.193714993109424,0.231947577416099,0.314479782447881,0.143502931191577,0.16054726362105,0.140121390680192,0.10970850408304,0.207984978578665,0.203407872862463,0.25589179281916,0.170209269408808,0.257071669557398,0.255842012445271
"C29",0.218228117629954,0.253949906689216,0.298233843871481,0.258872017923165,0.239387771884182,0.15601145147404,0.205164586085085,0.0997624102593532,0,0.142335182528441,0.109374970297047,0.147294084834252,0.0946818586233697,0.127620765147097,0.131875998464609,0.14091231059392,0.11001660906219,0.0758164577765462,0.0640958207619277,0.177172686142594,0.14387327291569,0.100708566406265,0.129491624706019,0.174675296967731,0.108467143510203,0.2596873492454,0.092873318920125,0.146003762126878,0.154166478806176,0.133306281774164,0.131041422525249,0.145387262917861,0.114340616396954,0.126156439976934,0.137589823822331,0.137457026453176,0.151682550269245,0.183148569711957,0.176958275367104,0.120079021061199,0.120550823912123,0.137459397103632,0.23540432780198,0.219499828812973,0.139469511105564,0.209522216355209,0.226959159058284,0.17097595466295,0.135226028780696,0.104344641688621,0.28922883042959,0.216082627732659,0.0994607470243022,0.0820239825667851,0.162325661300272,0.168297651020953,0.209751434565799,0.223367468865758,0.178417705111378,0.223779983053522,0.308296655866466,0.176915750651609,0.161293552535805,0.109555892469274,0.127168392279586,0.241652453618192,0.232247385002504,0.282513112886557,0.186647542738119,0.250127884357673,0.247058062936978
"C30",0.261932613927974,0.307095889380993,0.308860046603609,0.275688869263462,0.310577074839097,0.190651297442667,0.270147277414786,0.161755711079603,0.142335182528441,0,0.147310051306171,0.196159856971784,0.160578087794973,0.213809554555587,0.175164601504948,0.151551336149832,0.13297948827133,0.149419659306516,0.125799298765461,0.248073073617938,0.150271455777971,0.103988699870055,0.157190515482097,0.241557755684468,0.179326655068759,0.265159717398612,0.146221626127005,0.165245711993013,0.199819604786992,0.108705778466416,0.0901795622542936,0.128995401002553,0.136212682108102,0.0862856710488731,0.137095355860021,0.175550219053431,0.136489694071409,0.232415113059416,0.202604932362772,0.118160320132451,0.131447983528785,0.103378333008527,0.212145844204408,0.229668440342114,0.134072276261672,0.246825286765689,0.211023707952274,0.184672781534151,0.162602276576083,0.111326076786117,0.309097947009964,0.253018319984519,0.142450845003903,0.144957474472121,0.24414988362916,0.176861144135868,0.218909211006297,0.212433693245944,0.176100516767087,0.212630212918236,0.28728556209867,0.2477260751612,0.135331545569875,0.155395252102903,0.142339769841296,0.309651226127688,0.300038151399156,0.348537343032946,0.231123555234181,0.237392067783606,0.23503724388095
