"","buddy11","buddy16","buddy44","buddy46","buddy48","buddy50","buddy56","buddy57"
"buddy11",0,0.386243594154543,0.301410501856394,0.363112657636457,0.294976981350312,0.303217382252264,0.311919442270077,0.27009783249653
"buddy16",0.386243594154543,0,0.40046744602363,0.491733187693579,0.379404222822093,0.42901802387232,0.506395903521906,0.361223568768375
"buddy44",0.301410501856394,0.40046744602363,0,0.236641950605531,0.275469611675868,0.221335122593723,0.349190171608955,0.237447758877026
"buddy46",0.363112657636457,0.491733187693579,0.236641950605531,0,0.318942099433737,0.309507928039278,0.305245593847808,0.357981076115342
"buddy48",0.294976981350312,0.379404222822093,0.275469611675868,0.318942099433737,0,0.269610204701613,0.36951742736157,0.235751860463502
"buddy50",0.303217382252264,0.42901802387232,0.221335122593723,0.309507928039278,0.269610204701613,0,0.315585391923451,0.251505501938163
"buddy56",0.311919442270077,0.506395903521906,0.349190171608955,0.305245593847808,0.36951742736157,0.315585391923451,0,0.361840850820271
"buddy57",0.27009783249653,0.361223568768375,0.237447758877026,0.357981076115342,0.235751860463502,0.251505501938163,0.361840850820271,0
