"","grogu22","grogu36","grogu37","grogu41","grogu45","grogu50","grogu56","grogu70"
"grogu22",0,0.100169915992258,0.0702758070212109,0.0975533625300096,0.443911602938037,0.114150766261378,0.0273214280045491,0.0533919379304618
"grogu36",0.100169915992258,0,0.129595127737982,0.0261969023011069,0.453301847778311,0.178138412485608,0.0876087659250294,0.0679210566636636
"grogu37",0.0702758070212109,0.129595127737982,0,0.131530324194832,0.500007933533972,0.154783806266645,0.0816417549731836,0.114825480556794
"grogu41",0.0975533625300096,0.0261969023011069,0.131530324194832,0,0.440167165466516,0.169267428331562,0.0851342980159344,0.060269682109058
"grogu45",0.443911602938037,0.453301847778311,0.500007933533972,0.440167165466516,0,0.368042759349463,0.426353969366715,0.418455400492195
"grogu50",0.114150766261378,0.178138412485608,0.154783806266645,0.169267428331562,0.368042759349463,0,0.116305187262033,0.12408908419486
"grogu56",0.0273214280045491,0.0876087659250294,0.0816417549731836,0.0851342980159344,0.426353969366715,0.116305187262033,0,0.0482876919615687
"grogu70",0.0533919379304618,0.0679210566636636,0.114825480556794,0.060269682109058,0.418455400492195,0.12408908419486,0.0482876919615687,0
