"Taxa"	"goose20"	"goose22"	"goose37"	"goose42"	"goose44"
"Sulfate (Sulfuric acid, Sulfite) -- Consumption"	2.31454692743895e-05	5.2850398139666e-05	2.23164472216023e-05	2.44899958367007e-05	2.23698633201351e-05
"Thiamine (Vitamin B1, Thiamin) -- Consumption"	2.31454692743895e-05	5.2850398139666e-05	2.23164472216023e-05	2.44899958367007e-05	2.23698633201351e-05
"Thiamine (Vitamin B1, Thiamin) -- Production"	2.31454692743895e-05	5.2850398139666e-05	2.23164472216023e-05	2.44899958367007e-05	2.23698633201351e-05
"Thiosulfate -- Consumption"	2.31454692743895e-05	5.2850398139666e-05	2.23164472216023e-05	2.44899958367007e-05	2.23698633201351e-05
"Pantothenic acid (Vitamin B5, Pantothenate) -- Consumption"	6.94364078231686e-05	0	0	0	6.71095899604053e-05
"Isovalerate (3-Methylbutanoic acid) -- Production"	0	0	2.23164472216023e-05	7.34699875101021e-05	2.23698633201351e-05
"H2O2 -- Production"	2.31454692743895e-05	0	0	0	6.71095899604053e-05
"Urea -- Consumption"	2.31454692743895e-05	0	0	2.44899958367007e-05	0
"Pyruvate -- Consumption"	0	0	0	2.44899958367007e-05	2.23698633201351e-05
"Hippurate -- Consumption"	2.31454692743895e-05	0	0	0	2.23698633201351e-05
"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"	2.31454692743895e-05	0	0	0	2.23698633201351e-05
"H2 (Hydrogen) -- Consumption"	0	0	0	2.44899958367007e-05	0
"H2S (HS-) -- Production"	0	0	0	2.44899958367007e-05	0
"Isobutyrate (2-Methylpropanoic acid) -- Production"	0	0	0	2.44899958367007e-05	0
"L-Arginine (Arginine) -- Consumption"	0	0	0	2.44899958367007e-05	0
"Acetone -- Production"	2.31454692743895e-05	0	0	0	0
"Deoxycholic acid -- Production"	2.31454692743895e-05	0	0	0	0
"L-Serine (Serine, D-Serine) -- Consumption"	2.31454692743895e-05	0	0	0	0
"Lithocholic acid -- Production"	2.31454692743895e-05	0	0	0	0
"Choline -- Consumption"	0	0	0	0	2.23698633201351e-05
"Fumarate -- Production"	0	0	0	0	2.23698633201351e-05
"N-Acetyl-D-Glucosamine (N-Acetylglucosamine) -- Production"	0	0	0	0	2.23698633201351e-05
"Butylamine -- Production"	0	0	2.23164472216023e-05	0	0
"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"	0	0	2.23164472216023e-05	0	0
"D-Glucosamine (Glucosamine) -- Consumption"	0	0	2.23164472216023e-05	0	0
"Galactan -- Macromolecule"	0	0	2.23164472216023e-05	0	0
"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"	0	0	2.23164472216023e-05	0	0
"N-Acetylgalactosamine (N-Acetyl-D-galactosamine) -- Consumption"	0	0	2.23164472216023e-05	0	0
"Phenylethylamine -- Production"	0	0	2.23164472216023e-05	0	0
"Propanol (n-propanol, 1-Propanol) -- Production"	0	0	2.23164472216023e-05	0	0
"Tyramine -- Production"	0	0	2.23164472216023e-05	0	0
"XOS (Xylooligosaccharide) -- Consumption"	0	0	2.23164472216023e-05	0	0
