"ID"	"W1"	"C1"	"W2"	"C2"	"C3"	"W4"	"C4"	"W6"	"C6"	"W7"	"C7"	"C8"	"W9"	"W10"	"C10"	"C29"	"C30"	"W33"	"C38"	"C39"	"W42"	"C42"	"W43"	"C43"	"C46"	"C48"	"C51"	"W52"	"C52"	"W54"	"C55"	"W57"	"C59"	"W60"	"C61"	"W63"	"C65"	"W68"	"C68"	"W73"	"C74"	"C75"	"C77"	"C82"	"W83"	"W84"	"W85"	"C86"	"W87"	"C87"	"C88"	"C89"	"C90"	"C91"	"C92"	"W93"	"W94"	"W95"	"C95"	"W96"	"W97"	"C99"	"W100"	"W101"	"C103"	"W104"	"C105"	"C106"	"W107"	"C107"	"W108"	"C108"	"W109"	"W111"	"C111"	"W112"	"C113"	"W114"	"C114"	"C116"	"C117"	"C118"	"C119"	"W120"	"C120"	"W121"	"C121"	"W122"	"W123"	"C123"	"C125"	"W126"	"W127"	"C128"	"C129"	"C137"	"W139"	"W140"	"C141"	"C142"	"C143"	"W144"	"C144"	"W150"	"C151"	"W152"	"C152"	"W153"	"W154"	"C154"	"C156"	"C157"	"C159"	"W164"	"W170"	"C174"	"C177"	"C178"	"W181"	"W185"	"W187"	"W188"	"W189"	"W197"	"C200"	"C201"	"W221"	"W227"	"W228"	"W247"	"W251"	"W262"	"W265"	"W269"	"W280"	"W282"	"W318"	"C416"
"ko00010"	0.0097884105523303	0.00806082216308582	0.0111374848837686	0.007943626135384	0.007933717991083	0.00926179656278064	0.00832849481669185	0.009891709464803	0.0080093928304931	0.0101865376721595	0.00897172972816034	0.00810371289575283	0.0103202758481969	0.0110979170590913	0.00888048494469719	0.00976205698716328	0.0107116929070104	0.00891613274710394	0.00913277094196251	0.00904521861403051	0.00885568664312389	0.00970389592751955	0.0102327315758805	0.0088228844514672	0.00959098959656928	0.00935886431911005	0.0106796809739585	0.0092528522902682	0.00970275165822013	0.00975648410784674	0.0101445179993552	0.0101269669370215	0.0084395150527532	0.00951524819082398	0.0106870990075441	0.00962689511078298	0.0103753869115245	0.00852099872667051	0.0103164491903577	0.009401614830428	0.00888740472229116	0.00987189937754517	0.0113646068875428	0.0091224372714158	0.0091450985088896	0.00905148269111803	0.0104097297910462	0.0108200313369375	0.0110163598398027	0.00898020926614013	0.0100962461803216	0.0105008464797654	0.0109849738651625	0.00966114069030265	0.0103253806870087	0.0121794834926306	0.0109392232258021	0.0106786565771642	0.00997180724930862	0.01018080418179	0.00921200263659952	0.00888190465751448	0.0105822154306664	0.00957687522571494	0.00971055328759973	0.0102718288225938	0.00884513648238519	0.00895886613641678	0.00817570564958773	0.00983385090384917	0.00918859272975932	0.00973776951732933	0.00901279363598127	0.00930254728934867	0.0103532025340573	0.00884232937680904	0.0101293301800134	0.00872385965033059	0.011118533177485	0.0101889669405434	0.00817839448977049	0.0105882500043035	0.00936597196606551	0.00860003466103455	0.00981147694520703	0.0110272015179317	0.00981197890861992	0.0095379383628243	0.00825137118490478	0.0076176058761732	0.008611259751382	0.00883524794630927	0.0119861188909877	0.00935842315230558	0.00950530746149681	0.00877905328024939	0.010628870690078	0.0108077820274118	0.00947265492098469	0.0114109211158469	0.00957158478898139	0.0107470366661212	0.0102572664717703	0.0101571257499352	0.0107019937467784	0.0113931268072503	0.0114365531324896	0.0114542290146506	0.00985410985675715	0.00832687688927149	0.0105944741262221	0.00940165358111127	0.00940133897982607	0.00888929654245249	0.0101936185168255	0.00809927721227594	0.00815864047698145	0.0072419880468385	0.0106236238910785	0.0104015688280661	0.0114790854179547	0.00941409060327432	0.0114999631225247	0.0104170332988574	0.00847979908465574	0.0108155144243598	0.00928495865340635	0.0107737926951326	0.0110953402357782	0.0138028929655295	0.0140502664645658	0.0103272707704767	0.0122704941361146	0.010250088872109	0.0104421311342738	0.011506348306566	0.0122593000336516	0.010778663883687
"ko00020"	0.00711952509617412	0.00801116874787752	0.00662965150231765	0.00817354128020801	0.00811473398747044	0.00741886590850118	0.00794925141302045	0.00742492975643292	0.00820416619233346	0.00698850872955127	0.00757880841257407	0.00800467954046632	0.00679988759252706	0.00646313357734686	0.00752212487913229	0.00715873077228093	0.0067621091245126	0.00763967651524982	0.0075590486902198	0.00760721594726983	0.00768401992702081	0.00745646092801632	0.00722419767488601	0.00776450199888821	0.00760716298274762	0.00749249823471138	0.00684643787115783	0.00759398467357504	0.00732541327607604	0.00723397972007613	0.00722738738887261	0.00730898224429711	0.00799765766531987	0.0072950490865121	0.0070254219087875	0.00727657863249655	0.00714713448801651	0.00782654743652276	0.00714251930177192	0.00751682129928112	0.00789192349301878	0.00736580908613397	0.00576116299740301	0.00719860027841334	0.00756796876887554	0.00749847990402502	0.00675235179784697	0.00690619669226942	0.00680773696578944	0.00763969445677179	0.00699790725280331	0.00685171638636205	0.00657890001884044	0.00740252260339866	0.00693136145724074	0.00601365426824521	0.00651882095338182	0.00705906346851535	0.00681431032603476	0.00712063763603702	0.00690505648063939	0.00746978349452697	0.00687674891593106	0.00740051177256485	0.00701494642380102	0.00710819433955986	0.00766293380099802	0.00772763168637638	0.00796281738133402	0.00714914581629863	0.00759197305004856	0.00703558044642457	0.00761398668450478	0.00740655573601039	0.00688594526508958	0.00769129812522569	0.00683565180966172	0.00756789953732182	0.0060563825421745	0.00685164775283755	0.00795382111396983	0.00663571107460532	0.00734490486427376	0.00784404228562368	0.00711493709165444	0.00630081037964168	0.00721993498504688	0.00719198079242078	0.00786134703833973	0.00806765875315492	0.00778396518721428	0.00661542897021697	0.00552720329016087	0.00726888540769485	0.00724862617319028	0.00775176249743695	0.00671880540214322	0.00625511443689572	0.00740001233172216	0.0060136212007373	0.00616857495656727	0.00664608823368729	0.00694504403656896	0.00678832503174903	0.00638078110045553	0.00609473476555748	0.00609721802038339	0.00593484989692323	0.0066735979715463	0.00771409896738891	0.00695844919103092	0.00719649518578201	0.00713847712623787	0.0074125201652249	0.00610660088817137	0.0080745636735176	0.00795229800993546	0.0082273697965815	0.00641376271395214	0.0067152652469678	0.0061412390970587	0.00637451169372705	0.00651330715584446	0.00670546761788963	0.00754748920046624	0.00660961554433556	0.00753226094904784	0.00664600104979359	0.00663009764081055	0.00482897709911126	0.00466125959007401	0.00699022690171725	0.00565428333590255	0.00717753070870623	0.00650152030259046	0.00626106852802627	0.00645899975414212	0.00644965003626329
"ko00030"	0.00520172886515706	0.00445151622642679	0.00568083135694271	0.00429451818355989	0.00437984534186294	0.00480632914939399	0.00448324167095602	0.00502754518154673	0.00430158697305449	0.00523345084841618	0.00486071303602897	0.00444076971750547	0.0053585626041466	0.00566407789260094	0.00489254592621583	0.00509019833202043	0.00564593456059032	0.00474790936439936	0.00489133389286405	0.00487126408716975	0.00476504555386151	0.005143310628488	0.0051464649170094	0.00468975711120808	0.00495651052728537	0.00488527035746994	0.00543633138223536	0.00472422924976939	0.0050711388274708	0.00502823596974057	0.00538273546666008	0.00501441399238181	0.00445643956482214	0.00507513227768996	0.00560870178757973	0.00495919413463064	0.00546092772531607	0.004546821847889	0.00555365634259909	0.00474140675991105	0.00465593841317421	0.00501625109044067	0.00582868270175725	0.00509949040008611	0.00497495353517501	0.00470958445214743	0.00570675292813831	0.00545471273075123	0.00545387601369237	0.00482714849367261	0.00538484787900478	0.0056255819158859	0.00583219116578891	0.00510926736908321	0.00556638810558048	0.00611538330349256	0.0056470749576046	0.00529725368225972	0.00533499744206894	0.00514359641524115	0.00502414401111498	0.00480586207045736	0.00530982344343896	0.00493896263905397	0.00539237229787132	0.00519945625862981	0.00476676692322578	0.00486413058261949	0.00436995059852896	0.00536078315882376	0.00471125548435943	0.00527531762040931	0.00473707224518923	0.00501913572802341	0.00553218022813077	0.00467424588391929	0.00555375450591635	0.00488654450658059	0.00616227238701818	0.00569267658016017	0.0045248147533396	0.00577776849356732	0.00510815306696581	0.00452026600275334	0.00534037822927142	0.00599129720451102	0.00520906032293956	0.00496263255994126	0.00447221599460627	0.00435079483713612	0.00465660164900988	0.00401303217434066	0.00622072597918993	0.00501408074964472	0.00506238119020219	0.0046741254876623	0.00558402458161102	0.00571340483643011	0.00500165124106732	0.00615376310165109	0.00550248480732145	0.00555473236865197	0.00551156014082499	0.00530898903666213	0.00594441284514298	0.00532230057022587	0.00630410878959131	0.00595192694968473	0.00522723240260197	0.00470139629726908	0.00537372578946971	0.00493950396670679	0.00520060533604199	0.0049476532910038	0.00553105763897878	0.00434953878161855	0.00435043375191517	0.00405510354487937	0.0056874024815798	0.00541887899413134	0.00603508603038756	0.00493839951618639	0.0058777006837033	0.00548535835609648	0.00457881853907364	0.00573884596726469	0.00476192471884224	0.00517508221152816	0.00556898667924402	0.00720800826928719	0.00744095365421096	0.0052821900531093	0.00651871969451865	0.00519496637078962	0.00545462494059925	0.00591349684122146	0.0058983859590007	0.00587050865343341
"ko00040"	0.00307692559329918	0.00188919173412376	0.00351292886139788	0.00169604436389174	0.00180757903807206	0.00264132348982172	0.00208610994065471	0.0027016488932877	0.00166112632443407	0.00319996739086155	0.00245007215975616	0.00188863472565064	0.00327898711305702	0.00360462248567124	0.00258225151412795	0.003148754528867	0.00346921375271603	0.00237704370570671	0.0026442636693449	0.00257210941424885	0.0024049087415055	0.00303472344070957	0.00304044263778434	0.00225508721574706	0.00258697047439458	0.00248105730890636	0.00338030938796025	0.00256756085009333	0.00281792332712014	0.00289108203270344	0.00342069149633332	0.00300313955450119	0.00209014108498298	0.00302766833833038	0.0038603330645418	0.0028720383250369	0.00336863812764806	0.00220680004947003	0.00377057953611682	0.00258476099077878	0.00239616426860017	0.00294144145527947	0.0030946578956489	0.00285895895362809	0.00264202511481769	0.00244370750855637	0.00336795672527649	0.00322429356927062	0.00316863590088451	0.00270778059138942	0.00291409591297198	0.00336751912586375	0.00361237031040848	0.00264949284090687	0.00348496211726726	0.0042524608448542	0.00337844649586769	0.00296372748800397	0.00310305760351417	0.00294833342306953	0.00276008594085055	0.00250396873007674	0.00332536167273276	0.00256455303458216	0.00317044083410415	0.00319887292157529	0.00253419577470099	0.0025896403669101	0.00177326681172793	0.00326036790891066	0.00251505791659729	0.00318221919853373	0.00233823297369952	0.00297625995797939	0.00352098317269923	0.00227164181822457	0.00247230889559359	0.00263397553302857	0.00460353578525515	0.00393378136242949	0.00207238295025772	0.00408296668455811	0.0030110570168361	0.00203017139109513	0.00325154800896924	0.00443926607630159	0.00302346751279426	0.00275826356094208	0.00202521281041007	0.00187357538803523	0.00237155107400658	0.00203649738191589	0.00403362919883807	0.0029233936123045	0.00294415036962108	0.00239740338084672	0.00347360156583522	0.00397859424658418	0.00265666727085453	0.00469540424326069	0.00337296009714773	0.00365925256246568	0.00375452787031465	0.00298382733155299	0.00409530522910212	0.00340523244451816	0.00501257218572334	0.00463375983671664	0.00321331285852386	0.00242381135721026	0.00333546490623055	0.00287321028112403	0.00284264743681935	0.00249339192403197	0.00449380088775718	0.00183490294516622	0.00200405690704636	0.00152061567105026	0.00401286482592304	0.00333511979521424	0.00453513028266111	0.00294717042255215	0.00390045357743373	0.00345188165883929	0.00211830639529899	0.00399519449769444	0.00259996014670817	0.00313816888469853	0.00329925707050762	0.00478682790572619	0.00441294691194345	0.00322373938921997	0.00490479794467075	0.00307523137040228	0.00374670966279141	0.00406983349761344	0.00352861464445876	0.00408706596695639
"ko00051"	0.00661225945659896	0.00497577000588477	0.0086268179364223	0.00492349182230086	0.00538793414047859	0.00610453910478886	0.00576591900752457	0.00795266761665053	0.00526153138312615	0.00705853531533222	0.00639716992757246	0.00493094369663775	0.0071491400604236	0.00781200879078172	0.00626370487847234	0.00675783937993297	0.00885943973909754	0.00623310327079727	0.00674780738702636	0.00594846766107379	0.00603702414664148	0.00668926640953347	0.00720829547226849	0.00562641128725817	0.00695017574869852	0.00644356307505206	0.00722460502359465	0.00636436140406296	0.00679622931783373	0.00687793740804305	0.00756487794827681	0.00751256078508917	0.00534666557075951	0.00657904789695155	0.00826924613656016	0.00655192496351354	0.00820694459052019	0.00545484620317036	0.00776160494596501	0.00634764861166025	0.00617358248811284	0.00730872322309394	0.00628574294539967	0.00657702304317614	0.006627571405402	0.00589076347924867	0.00836196818486438	0.00847200633454915	0.00890481286445984	0.00641425724379958	0.00817620108570322	0.00870795012215058	0.00938424256034948	0.00763353054181794	0.00840719953893419	0.00900144318972791	0.00883536174094962	0.00893981877827708	0.00707999636859545	0.00710705761883208	0.00642769011916521	0.00618049499346505	0.00796614772942868	0.00674462204292604	0.00770100392430072	0.00698500148684292	0.00575215292568482	0.00589217681437122	0.00529160353482948	0.00742492500432916	0.00625948503870161	0.00668642939855243	0.00588111306572638	0.00722322310429751	0.00819344049144071	0.00579526768596561	0.00738318540399879	0.00595435655210447	0.0103098612451197	0.00831401471944963	0.00540200299155943	0.00976523498758542	0.0072327753594352	0.00580013689922171	0.00743768850242085	0.00984820489862659	0.0072391872514914	0.00652108897192068	0.00528132775876206	0.00487036490051626	0.00527978557647503	0.00406304189999773	0.009810445627651	0.00643395156884405	0.00642178339239726	0.00639716547128884	0.00816660325232698	0.00757041477247141	0.00666655986699776	0.00762510859490214	0.0066019953876438	0.00724099390411431	0.00710718012573127	0.00709616263306264	0.0102950594955054	0.00723589992749684	0.0119871960686334	0.00821931634793669	0.00752641299901103	0.00601764313839201	0.00867196800723166	0.00673575424734524	0.00723118347377841	0.00650831009788653	0.0073495032081338	0.00556459010591561	0.00523358414347523	0.00460452514585499	0.00756097785924202	0.0070645465108933	0.0080931294126556	0.00577784933129822	0.00909082505793595	0.0069909623271459	0.00541121427948867	0.00924196617275408	0.00609847790023268	0.00734253517511328	0.00711424878485013	0.0128106755988856	0.0104461281756579	0.00645461078344831	0.0104945394443897	0.00702216535702496	0.00717541730479939	0.00788762319485167	0.00928403925594284	0.00979129111342727
"ko00052"	0.00448637852351401	0.00320663495697925	0.00522755017951245	0.00311916985919399	0.00327278852782759	0.00479447498773851	0.00340756721804519	0.00462591670910947	0.00330017672026145	0.00495717210142651	0.00395801325126413	0.00335895465489439	0.00508922627014394	0.00570200223718067	0.00407474223916375	0.00436616395621818	0.00545651834874713	0.00404822459026506	0.00425725920219059	0.00415881536601474	0.0038669901759155	0.00429111124353355	0.00410664651205768	0.00382503441537118	0.00444713264720264	0.0041322308334505	0.00499071459321492	0.00380274555957928	0.00451735423555088	0.00426898907472517	0.00477397130732562	0.0039470273110644	0.00335636683540802	0.00453608946982247	0.00498715064463989	0.00391387544618286	0.00479220188753883	0.00378831657208613	0.00485275895317497	0.00386041680526309	0.00367899113034614	0.00440798746706593	0.00386990387373795	0.0041745639023315	0.0042256240306331	0.00378494506424182	0.00502183996805334	0.0049819956156845	0.00489553409367955	0.00393445722133445	0.00485238424438691	0.0053219491174197	0.00565454000395024	0.00453499474739531	0.00514220181483277	0.00597787403309254	0.00494306346039655	0.00509377061263121	0.00463929800723362	0.00425094688911444	0.00368589403685242	0.00404935515126112	0.0046312445467661	0.00406866189888498	0.0049000594252072	0.00444719156118932	0.00372249217291266	0.003790332680262	0.00332820570792021	0.00456231544401976	0.00379849247114687	0.00467431858177179	0.00385239168512024	0.00428129141095164	0.00517728615243658	0.00392302041742127	0.00456993395697834	0.00401422438457685	0.00593832712707963	0.0051831752231216	0.00331785844880457	0.00546761224134405	0.00436132857526745	0.00354633846798795	0.00468126299661059	0.00563047400697195	0.00438707549101714	0.00437026800355911	0.0034158768116821	0.00322799632090146	0.00339687705162059	0.00250994269051636	0.00484957973864749	0.00415141940078092	0.00443377590641556	0.00393439694980284	0.00533061326256518	0.00499115222386086	0.00414771089027233	0.00568878849022633	0.00522223295587705	0.00477338019703455	0.00509944248521297	0.00461001375348072	0.005701409976651	0.0055288379923771	0.0064675718392162	0.00873793184480163	0.00440719383242844	0.00396382501624156	0.00480215269513796	0.00400780948825169	0.00449090984821615	0.00412898493205852	0.011593805223337	0.00345665782995969	0.00323057714235983	0.00293229783476651	0.0066115519542174	0.00556136919192526	0.00694231540912167	0.00516040227756278	0.00541697037130424	0.00464496618292625	0.00306849995245423	0.00547692891377706	0.00375520536601748	0.00456694468567808	0.00455716265890839	0.00552989665896841	0.00535420779324893	0.00449105556668768	0.00574840188660833	0.00405325781473358	0.00496623180898647	0.00562700116951308	0.00507549656839442	0.0055880761607929
"ko00053"	0.000889639691143147	0.000578209008181354	0.00158149071739935	0.000489718680205141	0.00078695330583182	0.00079355729633732	0.000775560068699216	0.000865193657595952	0.000489694605298564	0.000942172209491516	0.000836515003542635	0.000501940062335988	0.000949325257275483	0.00109143996268427	0.000772053941093671	0.000847791344281607	0.00130430102062462	0.000746047965798786	0.000802451918051668	0.000695592388807017	0.000658202953566687	0.000804749479661118	0.00103724783194695	0.000641586819012399	0.000748160079306812	0.000868140261240023	0.00101968479044287	0.000650231899278494	0.000789028961957974	0.000851424862202532	0.000907918306580147	0.000890925366543979	0.000549078111103334	0.000978717242429692	0.0009935051922214	0.000808064230912887	0.00101130851213138	0.000527654491555373	0.000946975584296007	0.000714075377448155	0.000596775694066839	0.000738410830142481	0.00175941299547217	0.000913619065589019	0.000788110834366069	0.000626724157016809	0.00135472872381976	0.00114833634610831	0.00117641475377446	0.000713322997160396	0.00132225855987254	0.00110245197686324	0.00156597518212963	0.000895480083519592	0.00131256584466191	0.00186191153024892	0.00146277501031357	0.000895191998473813	0.00115137581198488	0.000924216680938382	0.00127303928900703	0.000698676901693968	0.00105936542212147	0.000854180408608234	0.00112012486799691	0.000823569129942949	0.000660446052933756	0.000723078844104877	0.000511709522803106	0.00109440273230069	0.00068270701939277	0.000957359552183296	0.000649755248576574	0.00106519061580631	0.00107251988737462	0.000657696813403457	0.00156200337120475	0.000713007716942818	0.00249289111324053	0.00141087873863937	0.00064716054755095	0.00215154369804193	0.00120531867683773	0.000620964639237552	0.00126875904904467	0.00225797553731808	0.000938429299196687	0.000766077509360485	0.000585280562566409	0.000528625764341464	0.000604386403532917	0.00139600147734779	0.00274955594398484	0.000832209693860685	0.000862009067056039	0.000605659438570142	0.00106621601797113	0.00135761699003245	0.000890422094233033	0.0013950349673524	0.00149084482999672	0.0010083710985668	0.000913145663176028	0.00101798809200384	0.00232883507461812	0.00097104652280329	0.0029196630909371	0.00118115192653877	0.00155094790352094	0.000579408015842098	0.00109585970769423	0.000943547876042977	0.000922772181902655	0.000918255332386873	0.000913837872558331	0.000481817814409051	0.000459077588908056	0.00034083292439525	0.0010608111879335	0.00101549933292131	0.00119166589081065	0.00137520155082614	0.00121761161031568	0.00105641099495059	0.000637665599390035	0.00204473677387467	0.000715744495129672	0.00118441689273682	0.00109554822510637	0.00290869348801321	0.00315881411286019	0.000899039711514094	0.00242789968145687	0.000901047681288118	0.00110869336229879	0.00135767195702039	0.00160691970627688	0.00222097421999495
"ko00061"	0.00554410038704682	0.00646366162532366	0.00552294697408332	0.00648937712703552	0.00652891098570176	0.0059879895493579	0.00621844056604184	0.00550719661301017	0.00640903818153721	0.00547380604285359	0.00610928394950872	0.0063436166933655	0.00536093046786532	0.00545174948069584	0.00591295682612451	0.0054862109572455	0.00553929158182609	0.00603048673819073	0.00591413078864502	0.0059782483372095	0.00604957828491003	0.00594575414386533	0.00556635955782204	0.00623895979456969	0.00605354785155169	0.00620891076989243	0.00545909394147145	0.00568204114845898	0.00573306243137529	0.00551350301722458	0.00569296389123242	0.00546821626852832	0.00625441214304769	0.005734431892795	0.00531489571716131	0.00555583619328068	0.00561248889425624	0.00602072881666624	0.00553361485706576	0.00585553725768276	0.00613019283331456	0.00533452048600766	0.00550226993829858	0.00575319003627578	0.00602338104844755	0.00562344191725009	0.00546293167339819	0.00508370755033698	0.00535878932559107	0.00580226072842083	0.00573537850929052	0.0054117365006634	0.00532351387397876	0.005842740902642	0.00553714939881045	0.00519501516164154	0.00553783544552992	0.00506447467203736	0.00553096339630782	0.00561207626327603	0.00602002193172103	0.00572549899206077	0.00534961387180636	0.0057820251686794	0.00589101729130184	0.00533450198235303	0.00599356048692742	0.00626683123514033	0.00622098867120638	0.00561850710996035	0.00572406563109118	0.00560018652958857	0.00588169913412878	0.00583125853517488	0.00526325083301035	0.00599830190706417	0.00575610008722308	0.0060334201700962	0.00508493766334788	0.00534455967784543	0.00634869854734697	0.00519015942857128	0.0058016233053241	0.00600234006254066	0.0056989177086277	0.00507997862440203	0.00564518768447179	0.00552198198070015	0.00627882416664833	0.00634972743156927	0.00617284267918792	0.00673383279173063	0.00540321570236148	0.00565518069977149	0.00575041333669545	0.00575378738330185	0.00515325125220221	0.00533862286738094	0.00578228540452731	0.00520875159031578	0.00594376475096997	0.00535322775596334	0.0052770122060167	0.00558832308214797	0.00512231117702612	0.00550339240416714	0.00464399086883969	0.00593391708033435	0.00572180472076694	0.00579632094735414	0.00525366560966463	0.00550086971463722	0.00566666794254303	0.00597080964233779	0.00685146193582014	0.00618456870188962	0.00588513058481443	0.00610816459550033	0.00572702562126715	0.0057243232682554	0.00533688665841519	0.00628256036063785	0.00522486264117132	0.00557145692149907	0.00608080645189757	0.00500261812267051	0.00571951287614919	0.00552779438951732	0.0054134664575225	0.00533701188826213	0.00487578832742349	0.00555507310553681	0.00488746841495307	0.00574973242920459	0.00518670332017496	0.00511706405649864	0.00550676209756726	0.0050319580168449
"ko00062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.18735458446201e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.91229071344779e-06	0	0	0	4.44307189433767e-08	0	7.14348381303675e-07	1.32630645056876e-07	1.34101728619561e-06	6.67364308117996e-07	6.45429254438171e-08	3.11837408764455e-07	9.74777586394512e-08	0	6.93430564600874e-08	0	0
"ko00071"	0.0033148917454036	0.00185753019680997	0.00358192337086532	0.00181074867381115	0.00165406073008424	0.00310679565157076	0.00213109267101961	0.0030824291650696	0.00175272430957522	0.00353368246391627	0.00240318280765283	0.00191754144722791	0.00335156688142883	0.00364521701376072	0.00264958369646828	0.00349899387083231	0.00316352409862907	0.00241764921457898	0.00269271355948475	0.00245621899396547	0.00242885388820908	0.00303264092426112	0.00384035657013837	0.00233562497015121	0.00260585519991429	0.002598145421157	0.00383367739927096	0.00306233476402869	0.00288256413550102	0.00336174816437205	0.00322495843339776	0.0040418434531717	0.00238450275650765	0.00303486024785393	0.00387089438246308	0.0035219084070809	0.00326213527937449	0.00253027030961112	0.00324392608520285	0.00354502220889884	0.00261874559830602	0.00332048559194466	0.00482467434512618	0.00300521015711761	0.00227795342476521	0.00296475326792781	0.00301426855195121	0.00377404724611635	0.00367591256493713	0.00265540564295993	0.00288455383466619	0.00309586954291041	0.00333686191839518	0.00262390084957712	0.00323406983114509	0.00416168878073225	0.00352392543241724	0.00353457378307514	0.00314797408070847	0.00378132029598301	0.00426891158519818	0.00262295195758256	0.00423538948960662	0.00293266087837117	0.0029645406541854	0.00389767869578992	0.00262133053517576	0.0024831092247104	0.00190180406083881	0.00281790722965186	0.00314159175635931	0.00305428604928173	0.00268597121642891	0.00280447519599024	0.00319209289168788	0.00249558646063459	0.00202313033413985	0.0020266696331416	0.00351883858067737	0.00289340859456982	0.0019975620294056	0.00323531040296882	0.00260695037090184	0.00234728537476737	0.00292892791804732	0.00385985619026807	0.0031558785286189	0.00316284683417325	0.00202763505769172	0.00158121336275675	0.00246078136893359	0.00943847351950799	0.00578057852132056	0.00297635489426032	0.00288390662050851	0.0025688292691004	0.00357993365575164	0.00423828581714053	0.00300824983401228	0.00467390985137016	0.00490567298533838	0.00390344575775146	0.00362850923434441	0.00321217531138817	0.00328784257720057	0.0032935606904446	0.00379125291973691	0.00368309155095587	0.00365573506532463	0.00204159881808885	0.00378795236476614	0.00337873706472328	0.00304703848468466	0.00298612048479347	0.00316437161022323	0.00198813700328604	0.00246619206551465	0.00176878725357753	0.00354080239656452	0.00337745933407703	0.00416628055028286	0.00547946009158618	0.00422351194065242	0.00374655828089801	0.00237984648858328	0.00362224015399576	0.00324618135470238	0.00448767305077996	0.00402896693808874	0.00602071589983104	0.00528975980060953	0.00357272882961888	0.00483683252402743	0.00339480358424702	0.0042613965760858	0.00418464649576158	0.00406359656244638	0.00334394847033497
