"Taxa"	"W1"	"C1"	"W2"	"C2"	"C3"	"W4"	"C4"	"W6"	"C6"	"W7"	"C7"	"C8"	"W9"	"W10"	"C10"	"C29"	"C30"	"W33"	"C38"	"C39"	"W42"	"C42"	"W43"	"C43"	"C46"	"C48"	"C51"	"W52"	"C52"	"W54"	"C55"	"W57"	"C59"	"W60"	"C61"	"W63"	"C65"	"W68"	"C68"	"W73"	"C74"	"C75"	"C77"	"C82"	"W83"	"W84"	"W85"	"C86"	"W87"	"C87"	"C88"	"C89"	"C90"	"C91"	"C92"	"W93"	"W94"	"W95"	"C95"	"W96"	"W97"	"C99"	"W100"	"W101"	"C103"	"W104"	"C105"	"C106"	"W107"	"C107"	"W108"	"C108"	"W109"	"W111"	"C111"	"W112"	"C113"	"W114"	"C114"	"C116"	"C117"	"C118"	"C119"	"W120"	"C120"	"W121"	"C121"	"W122"	"W123"	"C123"	"C125"	"W126"	"W127"	"C128"	"C129"	"C137"	"W139"	"W140"	"C141"	"C142"	"C143"	"W144"	"C144"	"W150"	"C151"	"W152"	"C152"	"W153"	"W154"	"C154"	"C156"	"C157"	"C159"	"W164"	"W170"	"C174"	"C177"	"C178"	"W181"	"W185"	"W187"	"W188"	"W189"	"W197"	"C200"	"C201"	"W221"	"W227"	"W228"	"W247"	"W251"	"W262"	"W265"	"W269"	"W280"	"W282"	"W318"	"C416"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales"	0.417	0.268571428571429	0.436714285714286	0.350857142857143	0.156	0.317857142857143	0.399285714285714	0.443714285714286	0.347428571428571	0.385285714285714	0.321	0.224142857142857	0.420285714285714	0.391428571428571	0.349857142857143	0.451571428571429	0.281714285714286	0.266285714285714	0.238	0.263714285714286	0.217142857142857	0.175714285714286	0.485142857142857	0.157285714285714	0.147142857142857	0.17	0.216714285714286	0.386714285714286	0.244714285714286	0.44	0.280714285714286	0.513857142857143	0.446714285714286	0.369428571428571	0.319857142857143	0.543142857142857	0.278142857142857	0.307428571428571	0.294571428571429	0.426428571428571	0.275142857142857	0.302428571428571	0.182571428571429	0.266	0.200714285714286	0.428285714285714	0.123857142857143	0.328571428571429	0.366571428571429	0.282	0.0882857142857143	0.197428571428571	0.141142857142857	0.202428571428571	0.151	0.211714285714286	0.288571428571429	0.298	0.160714285714286	0.410142857142857	0.389428571428571	0.375142857142857	0.430571428571429	0.327571428571429	0.150714285714286	0.408571428571429	0.316857142857143	0.134285714285714	0.284428571428571	0.315428571428571	0.401428571428571	0.187857142857143	0.261571428571429	0.341857142857143	0.285428571428571	0.326	0.051	0.133571428571429	0.0374285714285714	0.2	0.263	0.0685714285714286	0.161428571428571	0.322714285714286	0.108857142857143	0.0824285714285714	0.297857142857143	0.384428571428571	0.267285714285714	0.111285714285714	0.31	0.184857142857143	0.185142857142857	0.378857142857143	0.354571428571429	0.446857142857143	0.294142857142857	0.294571428571429	0.246142857142857	0.375142857142857	0.305142857142857	0.483	0.312571428571429	0.400571428571429	0.0467142857142857	0.298714285714286	0.0654285714285714	0.207428571428571	0.318571428571429	0.287428571428571	0.545142857142857	0.340857142857143	0.232714285714286	0.205571428571429	0.0441428571428571	0.334142857142857	0.435	0.445857142857143	0.33	0.367142857142857	0.302	0.158857142857143	0.337714285714286	0.419142857142857	0.419714285714286	0.233142857142857	0.500142857142857	0.371571428571429	0.403	0.067	0.026	0.470571428571429	0.491571428571429	0.739	0.545142857142857	0.379	0.370571428571429	0.0772857142857143
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales"	0.186	0.252428571428571	0.256	0.182428571428571	0.220428571428571	0.276714285714286	0.225285714285714	0.0854285714285714	0.156571428571429	0.175	0.242	0.221428571428571	0.193857142857143	0.226	0.353142857142857	0.227857142857143	0.122857142857143	0.181285714285714	0.296428571428571	0.229571428571429	0.320571428571429	0.429142857142857	0.141	0.368714285714286	0.300285714285714	0.383571428571429	0.371571428571429	0.196428571428571	0.251714285714286	0.136714285714286	0.294285714285714	0.125571428571429	0.205285714285714	0.264428571428571	0.136285714285714	0.122285714285714	0.301285714285714	0.219857142857143	0.206857142857143	0.184428571428571	0.383142857142857	0.227714285714286	0.254571428571429	0.218857142857143	0.311714285714286	0.147857142857143	0.424	0.273285714285714	0.291571428571429	0.399428571428571	0.376571428571429	0.287428571428571	0.292285714285714	0.258714285714286	0.387714285714286	0.334142857142857	0.246428571428571	0.138285714285714	0.262714285714286	0.262	0.265142857142857	0.203142857142857	0.224285714285714	0.276	0.193571428571429	0.101857142857143	0.262	0.359285714285714	0.178285714285714	0.236142857142857	0.219428571428571	0.304	0.265857142857143	0.273428571428571	0.254714285714286	0.263857142857143	0.260142857142857	0.335	0.242285714285714	0.262	0.278285714285714	0.262	0.329857142857143	0.226	0.281	0.271714285714286	0.206571428571429	0.189714285714286	0.218	0.359857142857143	0.354428571428571	0.153285714285714	0.0727142857142857	0.225142857142857	0.223142857142857	0.123857142857143	0.213285714285714	0.318428571428571	0.135142857142857	0.225142857142857	0.306285714285714	0.193857142857143	0.263142857142857	0.155714285714286	0.234857142857143	0.169	0.175285714285714	0.213285714285714	0.259714285714286	0.172571428571429	0.0905714285714286	0.360285714285714	0.348142857142857	0.310428571428571	0.392857142857143	0.254428571428571	0.172714285714286	0.195714285714286	0.190428571428571	0.216285714285714	0.231571428571429	0.284285714285714	0.153142857142857	0.158714285714286	0.267285714285714	0.429285714285714	0.158142857142857	0.284428571428571	0.217571428571429	0.0311428571428571	0.00985714285714286	0.149857142857143	0.109714285714286	0.0725714285714286	0.143571428571429	0.280285714285714	0.233	0.208714285714286
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales"	0.159142857142857	0.0745714285714286	0.125571428571429	0.131428571428571	0.111285714285714	0.216142857142857	0.144285714285714	0.364571428571429	0.239428571428571	0.138	0.174285714285714	0.113142857142857	0.139285714285714	0.0772857142857143	0.106714285714286	0.156571428571429	0.318285714285714	0.288857142857143	0.196142857142857	0.192	0.142714285714286	0.109428571428571	0.170428571428571	0.124142857142857	0.214428571428571	0.127571428571429	0.156714285714286	0.240142857142857	0.195714285714286	0.234857142857143	0.190428571428571	0.232571428571429	0.151142857142857	0.0838571428571429	0.283857142857143	0.158142857142857	0.195	0.123142857142857	0.214142857142857	0.222285714285714	0.113285714285714	0.364142857142857	0.126857142857143	0.207571428571429	0.172571428571429	0.253857142857143	0.155142857142857	0.319285714285714	0.213857142857143	0.124428571428571	0.271714285714286	0.268571428571429	0.297857142857143	0.300571428571429	0.195142857142857	0.0724285714285714	0.333714285714286	0.494428571428571	0.195	0.193	0.200571428571429	0.148571428571429	0.218142857142857	0.237428571428571	0.224285714285714	0.292714285714286	0.121857142857143	0.0657142857142857	0.289714285714286	0.147714285714286	0.264285714285714	0.151428571428571	0.245857142857143	0.134	0.213428571428571	0.197714285714286	0.114285714285714	0.155	0.0628571428571429	0.176857142857143	0.097	0.112285714285714	0.138428571428571	0.304	0.174857142857143	0.088	0.224714285714286	0.261	0.193428571428571	0.106285714285714	0.0755714285714286	0.131285714285714	0.148428571428571	0.137714285714286	0.109	0.276428571428571	0.262285714285714	0.125142857142857	0.240571428571429	0.0405714285714286	0.0342857142857143	0.0642857142857143	0.138571428571429	0.136142857142857	0.207285714285714	0.052	0.108428571428571	0.0341428571428571	0.154571428571429	0.265142857142857	0.251285714285714	0.156428571428571	0.174857142857143	0.241571428571429	0.003	0.233142857142857	0.226571428571429	0.0925714285714286	0.149428571428571	0.0464285714285714	0.161142857142857	0.166714285714286	0.300428571428571	0.129285714285714	0.166142857142857	0.1	0.156285714285714	0.179285714285714	0.12	0.0287142857142857	0.0114285714285714	0.0952857142857143	0.0551428571428571	0.0248571428571429	0.156285714285714	0.117571428571429	0.205285714285714	0.108428571428571
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales"	0.133	0.136571428571429	0.0952857142857143	0.116857142857143	0.0941428571428571	0.105	0.0537142857142857	0.0458571428571429	0.112142857142857	0.239	0.114857142857143	0.144857142857143	0.183285714285714	0.210285714285714	0.0881428571428571	0.0915714285714286	0.130714285714286	0.100285714285714	0.0725714285714286	0.140714285714286	0.112285714285714	0.125285714285714	0.103857142857143	0.128714285714286	0.128714285714286	0.119	0.102	0.0821428571428571	0.150428571428571	0.103285714285714	0.113714285714286	0.0522857142857143	0.073	0.128857142857143	0.171285714285714	0.074	0.107	0.153571428571429	0.143	0.0638571428571429	0.077	0.0442857142857143	0.0967142857142857	0.128	0.127428571428571	0.0761428571428571	0.126	0.0447142857142857	0.0588571428571429	0.0738571428571429	0.0777142857142857	0.125714285714286	0.109571428571429	0.0905714285714286	0.108714285714286	0.182285714285714	0.0522857142857143	0.0374285714285714	0.154428571428571	0.0715714285714286	0.055	0.097	0.0617142857142857	0.0667142857142857	0.22	0.119	0.121	0.158571428571429	0.0738571428571429	0.151857142857143	0.0488571428571429	0.170285714285714	0.125571428571429	0.085	0.120142857142857	0.0898571428571429	0.267285714285714	0.142714285714286	0.227714285714286	0.167428571428571	0.086	0.198	0.126714285714286	0.0404285714285714	0.126857142857143	0.195857142857143	0.107142857142857	0.0908571428571429	0.109714285714286	0.0764285714285714	0.0748571428571429	0.158285714285714	0.0588571428571429	0.105571428571429	0.149857142857143	0.0412857142857143	0.109	0.163714285714286	0.128	0.284857142857143	0.188571428571429	0.192714285714286	0.174428571428571	0.184857142857143	0.176714285714286	0.362285714285714	0.142571428571429	0.473142857142857	0.088	0.0745714285714286	0.044	0.0495714285714286	0.092	0.082	0.441857142857143	0.0307142857142857	0.0148571428571429	0.0165714285714286	0.232142857142857	0.245714285714286	0.195285714285714	0.094	0.115428571428571	0.161428571428571	0.00385714285714286	0.0365714285714286	0.115857142857143	0.0977142857142857	0.166428571428571	0.0165714285714286	0.0248571428571429	0.193142857142857	0.158	0.0904285714285714	0.0967142857142857	0.149	0.0641428571428571	0.180571428571429
"k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales"	0.0791428571428571	0.203	0.0415714285714286	0.175428571428571	0.318285714285714	0.0665714285714286	0.143714285714286	0.0385714285714286	0.130428571428571	0.0417142857142857	0.0874285714285714	0.189428571428571	0.0494285714285714	0.066	0.0584285714285714	0.0484285714285714	0.0492857142857143	0.0961428571428571	0.0995714285714286	0.0954285714285714	0.129714285714286	0.082	0.0715714285714286	0.112142857142857	0.0761428571428571	0.0831428571428571	0.0378571428571429	0.0822857142857143	0.059	0.0625714285714286	0.0584285714285714	0.0554285714285714	0.108142857142857	0.119142857142857	0.0441428571428571	0.0744285714285714	0.0561428571428571	0.185142857142857	0.0678571428571429	0.0721428571428571	0.105142857142857	0.0387142857142857	0.0577142857142857	0.0934285714285714	0.109428571428571	0.0857142857142857	0.0457142857142857	0.0191428571428571	0.0372857142857143	0.0791428571428571	0.055	0.0411428571428571	0.036	0.0695714285714286	0.0495714285714286	0.0477142857142857	0.0395714285714286	0.0201428571428571	0.0818571428571429	0.0425714285714286	0.047	0.111571428571429	0.0412857142857143	0.067	0.0752857142857143	0.066	0.133142857142857	0.190285714285714	0.162	0.0845714285714286	0.0525714285714286	0.08	0.089	0.0938571428571429	0.044	0.108571428571429	0.053	0.140571428571429	0.0771428571428571	0.0778571428571429	0.206142857142857	0.100714285714286	0.124428571428571	0.095	0.110285714285714	0.089	0.0727142857142857	0.0591428571428571	0.195714285714286	0.294428571428571	0.131857142857143	0.0731428571428571	0.0714285714285714	0.0741428571428571	0.0854285714285714	0.0988571428571429	0.0321428571428571	0.039	0.136714285714286	0.0268571428571429	0.0495714285714286	0.0467142857142857	0.0567142857142857	0.0837142857142857	0.0831428571428571	0.0925714285714286	0.0875714285714286	0.0322857142857143	0.0722857142857143	0.136428571428571	0.0338571428571429	0.044	0.06	0.0755714285714286	0.048	0.136428571428571	0.137571428571429	0.238857142857143	0.0524285714285714	0.0645714285714286	0.0201428571428571	0.0408571428571429	0.0272857142857143	0.067	0.121285714285714	0.0787142857142857	0.0522857142857143	0.0354285714285714	0.0567142857142857	0.0104285714285714	0.0105714285714286	0.0677142857142857	0.028	0.0525714285714286	0.0348571428571429	0.0327142857142857	0.0395714285714286	0.113857142857143
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales"	0.00642857142857143	0.0161428571428571	0.0287142857142857	0.00471428571428571	0.0545714285714286	0.001	0.0224285714285714	0.00371428571428571	0.00214285714285714	0.00128571428571429	0.00671428571428571	0.00642857142857143	0.000142857142857143	0.00185714285714286	0.000142857142857143	0.000857142857142857	0.00771428571428571	0.00142857142857143	0.00914285714285714	0.001	0.00885714285714286	0.004	0.0151428571428571	0.00257142857142857	0.003	0.00642857142857143	0.0138571428571429	0.00228571428571429	0.00157142857142857	0.00285714285714286	0.00257142857142857	0.00585714285714286	0.00285714285714286	0.0238571428571429	0.00114285714285714	0.00414285714285714	0.006	0.000571428571428571	0.000142857142857143	0.00114285714285714	0.00171428571428571	0	0.210571428571429	0.00242857142857143	0.006	0.002	0.0244285714285714	0.00757142857142857	0.0157142857142857	0.003	0.0384285714285714	0.00457142857142857	0.0252857142857143	0.00457142857142857	0.0177142857142857	0.0914285714285714	0.0225714285714286	0.000428571428571429	0.0421428571428571	0.00314285714285714	0.00785714285714286	0.00457142857142857	0.00771428571428571	0.00671428571428571	0.0148571428571429	0.00285714285714286	0.00142857142857143	0.00742857142857143	0.000714285714285714	0.0144285714285714	0.000285714285714286	0.01	0.001	0.017	0.00528571428571429	0.00328571428571429	0.0211428571428571	0.00328571428571429	0.196285714285714	0.0324285714285714	0.00971428571428571	0.134142857142857	0.0421428571428571	0.00414285714285714	0.0507142857142857	0.158714285714286	0.007	0.000571428571428571	0.00657142857142857	0.00814285714285714	0.00114285714285714	0.0131428571428571	0.317714285714286	0.00342857142857143	0.00985714285714286	0.001	0.00542857142857143	0.0154285714285714	0.0191428571428571	0.00985714285714286	0.00285714285714286	0.00185714285714286	0.000571428571428571	0.00528571428571429	0.134	0.00414285714285714	0.291428571428571	0.00157142857142857	0.066	0.000571428571428571	0.00671428571428571	0.0131428571428571	0.00314285714285714	0.0132857142857143	0.00342857142857143	0.00171428571428571	0.00242857142857143	0.000714285714285714	0.00114285714285714	0.00142857142857143	0.004	0.0402857142857143	0.00142857142857143	0.0221428571428571	0.00514285714285714	0.0992857142857143	0.00114285714285714	0.00542857142857143	0.0131428571428571	0.619	0.854285714285714	0.00628571428571429	0.0991428571428571	0.00271428571428571	0.00671428571428571	0.0141428571428571	0.0248571428571429	0.179428571428571
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales"	0	0.0375714285714286	0	0.0285714285714286	0.0314285714285714	0.000142857142857143	0.00571428571428571	0.0108571428571429	0.00671428571428571	0.000142857142857143	0.0312857142857143	0.0861428571428571	0.000142857142857143	0	0.019	0.00228571428571429	0.0537142857142857	0.0368571428571429	0.0641428571428571	0.0592857142857143	0.0465714285714286	0.061	0.000142857142857143	0.0885714285714286	0.113428571428571	0.0791428571428571	0.0748571428571429	0	0.0824285714285714	0.0101428571428571	0.0394285714285714	0.000571428571428571	0.00257142857142857	0.000714285714285714	0.0258571428571429	0.00585714285714286	0.0408571428571429	0.000571428571428571	0.0634285714285714	0.001	0.0351428571428571	0.015	0.0378571428571429	0.0595714285714286	0.0584285714285714	0	0.0877142857142857	0	0	0.0167142857142857	0.0632857142857143	0.0527142857142857	0.0787142857142857	0.0524285714285714	0.0575714285714286	0.000428571428571429	0	0	0.0824285714285714	0.000142857142857143	0	0.0462857142857143	0.000142857142857143	0	0.08	0.000428571428571429	0.0357142857142857	0.0691428571428571	0	0.0362857142857143	0	0.0818571428571429	0	0.0392857142857143	0.059	0.000142857142857143	0.0867142857142857	0.0758571428571429	0.0977142857142857	0.0741428571428571	0.0452857142857143	0.094	0.054	0	0.129857142857143	0.0861428571428571	0.0575714285714286	0	0.000142857142857143	0.0307142857142857	0.0431428571428571	0	0	0.0614285714285714	0.054	0.00871428571428571	0.0702857142857143	0.0142857142857143	0.0567142857142857	0.00957142857142857	0.00671428571428571	0.00157142857142857	0.0482857142857143	0.00414285714285714	0.0667142857142857	0.00385714285714286	0.0845714285714286	0.0115714285714286	0.0221428571428571	0.0525714285714286	0.0118571428571429	0.0232857142857143	0.055	0.0374285714285714	0.0364285714285714	0.000428571428571429	0	0	0.016	0.00185714285714286	0.0708571428571429	0.0347142857142857	0.0385714285714286	0.0225714285714286	0.000142857142857143	0	0.000714285714285714	0	0.000428571428571429	0	0	0.000285714285714286	0.000285714285714286	0.00142857142857143	0.00142857142857143	0.00371428571428571	0.001	0.0714285714285714
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales"	0.003	0.00428571428571429	0.000857142857142857	0.00285714285714286	0.000142857142857143	0.00285714285714286	0.000571428571428571	0.00214285714285714	0.00157142857142857	0.00685714285714286	0.0112857142857143	0.00228571428571429	0.00285714285714286	0.00814285714285714	0.0125714285714286	0.00185714285714286	0.00657142857142857	0.00214285714285714	0.00328571428571429	0.00771428571428571	0.0117142857142857	0.00142857142857143	0.00457142857142857	0.00142857142857143	0.000857142857142857	0.00328571428571429	0.00328571428571429	0.00171428571428571	0.00171428571428571	0.00157142857142857	0.00528571428571429	0.005	0.00142857142857143	0.00242857142857143	0.00685714285714286	0.00628571428571429	0.00342857142857143	0.000428571428571429	0.00128571428571429	0.00385714285714286	0.002	0.001	0.00414285714285714	0.00457142857142857	0.00457142857142857	0.00242857142857143	0.00328571428571429	0.00171428571428571	0.002	0.00542857142857143	0.00442857142857143	0.0125714285714286	0.00285714285714286	0.00971428571428571	0.0218571428571429	0.00942857142857143	0.00171428571428571	0.00357142857142857	0.00257142857142857	0.00357142857142857	0.00228571428571429	0.00628571428571429	0.00485714285714286	0.00442857142857143	0.00557142857142857	0.00157142857142857	0.00142857142857143	0.00142857142857143	0.00171428571428571	0.00457142857142857	0.00457142857142857	0.00657142857142857	0.002	0.00285714285714286	0.00414285714285714	0.000571428571428571	0.000714285714285714	0.002	0.00542857142857143	0.00114285714285714	0.00642857142857143	0.00271428571428571	0.00271428571428571	0.00257142857142857	0.00157142857142857	0.00671428571428571	0.0134285714285714	0.00757142857142857	0.00128571428571429	0.00214285714285714	0.00214285714285714	0.00428571428571429	0.003	0.00657142857142857	0.002	0.000857142857142857	0.00328571428571429	0.00542857142857143	0.00214285714285714	0.00314285714285714	0.035	0.00342857142857143	0.000571428571428571	0.0178571428571429	0.00642857142857143	0.00371428571428571	0.000714285714285714	0.00628571428571429	0.00428571428571429	0.000857142857142857	0.0112857142857143	0.00171428571428571	0.0178571428571429	0.00357142857142857	0.00385714285714286	0.00314285714285714	0.00171428571428571	0.00157142857142857	0.0124285714285714	0.0347142857142857	0.00185714285714286	0.00142857142857143	0.00357142857142857	0.00142857142857143	0.00142857142857143	0.000714285714285714	0.00242857142857143	0.00114285714285714	0.000714285714285714	0.000142857142857143	0.000428571428571429	0.001	0.00471428571428571	0.00114285714285714	0.002	0.00128571428571429	0.00314285714285714	0.00285714285714286
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales"	0.00242857142857143	0	0.000285714285714286	0	0	0.000142857142857143	0	0.000285714285714286	0	0	0	0	0.000285714285714286	0.000142857142857143	0	0.000857142857142857	0	0	0.000285714285714286	0	0	0.000142857142857143	0	0	0	0.00185714285714286	0.000428571428571429	0	0.000142857142857143	0.000571428571428571	0.000142857142857143	0	0.000142857142857143	0	0	0	0	0	0.000142857142857143	0	0	0	0.00357142857142857	0	0.000142857142857143	0	0	0.000142857142857143	0	0.000285714285714286	0.000285714285714286	0	0.000142857142857143	0.00228571428571429	0.000285714285714286	0	0	0	0	0	0	0.000285714285714286	0	0.000285714285714286	0.000285714285714286	0	0	0.000428571428571429	0	0	0.000142857142857143	0	0.000142857142857143	0.00171428571428571	0.000142857142857143	0	0	0.000285714285714286	0	0.000285714285714286	0.000142857142857143	0	0.000142857142857143	0	0	0.00357142857142857	0.000142857142857143	0	0	0.00242857142857143	0.000857142857142857	0.194428571428571	0.0678571428571429	0	0	0	0	0.000142857142857143	0	0.000142857142857143	0	0	0	0	0	0.000285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143285714285714	0.000142857142857143	0	0.000142857142857143	0.000571428571428571	0	0.00428571428571429	0.001	0.109857142857143	0.0108571428571429	0.000428571428571429	0.00242857142857143	0.000142857142857143	0.00185714285714286	0.000857142857142857	0	0.000142857142857143
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales"	0.00185714285714286	0.00414285714285714	0.00214285714285714	0.003	0.00285714285714286	0.00328571428571429	0.00314285714285714	0.000857142857142857	0.00142857142857143	0.00285714285714286	0.00314285714285714	0.00414285714285714	0.00228571428571429	0.00685714285714286	0.00514285714285714	0.00457142857142857	0.0138571428571429	0.0151428571428571	0.00885714285714286	0.00571428571428571	0.00457142857142857	0.00528571428571429	0.001	0.005	0.00214285714285714	0.00328571428571429	0.00942857142857143	0.00157142857142857	0.00457142857142857	0.000714285714285714	0.00957142857142857	0.00142857142857143	0.00314285714285714	0.00242857142857143	0.00714285714285714	0.00128571428571429	0.00585714285714286	0.005	0.00485714285714286	0.0161428571428571	0.003	0.00285714285714286	0.002	0.003	0.00314285714285714	0.00185714285714286	0.00257142857142857	0.00214285714285714	0.00214285714285714	0.00257142857142857	0.00642857142857143	0.00414285714285714	0.00357142857142857	0.00442857142857143	0.00714285714285714	0.00657142857142857	0.00342857142857143	0.00171428571428571	0.00457142857142857	0.00614285714285714	0.00357142857142857	0.00342857142857143	0.00385714285714286	0.00185714285714286	0.00371428571428571	0.00285714285714286	0.00185714285714286	0.00514285714285714	0.00485714285714286	0.002	0.00671428571428571	0.00457142857142857	0.00471428571428571	0.00257142857142857	0.00214285714285714	0.00228571428571429	0.00514285714285714	0.00485714285714286	0.0127142857142857	0.00257142857142857	0.00414285714285714	0.00328571428571429	0.00385714285714286	0.00157142857142857	0.00342857142857143	0.00371428571428571	0.00257142857142857	0.003	0.00271428571428571	0.00228571428571429	0.00271428571428571	0.00728571428571429	0.001	0.00228571428571429	0.00185714285714286	0.001	0.00142857142857143	0.00542857142857143	0.00342857142857143	0.00414285714285714	0.00785714285714286	0.00285714285714286	0.00142857142857143	0.00157142857142857	0.00557142857142857	0.00285714285714286	0.00371428571428571	0.00657142857142857	0.00271428571428571	0.004	0.000571428571428571	0.00285714285714286	0.00328571428571429	0.007	0.001	0.00214285714285714	0.00114285714285714	0.00171428571428571	0.00371428571428571	0.0108571428571429	0.00242857142857143	0.00171428571428571	0.00642857142857143	0.00228571428571429	0.00528571428571429	0.00571428571428571	0.00242857142857143	0.00542857142857143	0.00114285714285714	0.00242857142857143	0.00414285714285714	0.00171428571428571	0.00185714285714286	0.00185714285714286	0.00185714285714286	0.003	0.00314285714285714	0.00371428571428571
