"Taxa"	"kubo14"	"kubo15"	"kubo21"	"kubo30"	"kubo48"	"kubo58"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora"	0.00314465408805031	0.009	0.00543089895669573	0.00257400257400257	0.00900643316654753	0.00357551487414188
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella"	0.00114351057747284	0.00328571428571429	0.00257253108475061	0.00600600600600601	0.00371694067190851	0.00414759725400458
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus"	0.00185820468839337	0.00442857142857143	0.00400171502072317	0.000143000143000143	0.000714796283059328	0.0011441647597254
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena"	0.000857632933104631	0.00614285714285714	0.00157210232956982	0.000286000286000286	0.00214438884917798	0.000715102974828375
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella"	0.000714694110920526	0.000714285714285714	0.00385879662712591	0.00128700128700129	0.00200142959256612	0.00214530892448513
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium"	0.00114351057747284	0.00142857142857143	0.00200085751036158	0.001001001001001	0.00285918513223731	0.0022883295194508
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Flavonifractor"	0.000571755288736421	0.00314285714285714	0.00257253108475061	0.001001001001001	0.00243030736240172	0.00100114416475973
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__"	0.000857632933104631	0.00242857142857143	0.00343004144633414	0.00214500214500214	0.00114367405289492	0.000429061784897025
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bilifractor"	0.000714694110920526	0.00228571428571429	0.0022866942975561	0.00185900185900186	0.00214438884917798	0.00085812356979405
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter"	0.00100057175528874	0.00428571428571429	0.00100042875518079	0.000286000286000286	0.00128663330950679	0.00028604118993135
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Butyrivibrio"	0.000142938822184105	0.001	0.00100042875518079	0.00185900185900186	0.00171551107934239	0.00100114416475973
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hominisplanchenecus"	0.000428816466552316	0.000142857142857143	0.0012862655423753	0.00185900185900186	0.00185847033595425	0.00085812356979405
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum"	0.000714694110920526	0.000285714285714286	0.0012862655423753	0.000143000143000143	0.00142959256611866	0.00200228832951945
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter"	0.000714694110920526	0.00114285714285714	0.00100042875518079	0.002002002002002	0	0.000715102974828375
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Anaeromassilibacillus"	0.000857632933104631	0.000428571428571429	0.00214377590395884	0.000429000429000429	0.00128663330950679	0.00028604118993135
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Coprobacter"	0.000142938822184105	0.000571428571428571	0.000142918393597256	0.000143000143000143	0.00314510364546104	0.00085812356979405
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Butyricicoccus"	0.000428816466552316	0.00342857142857143	0.000142918393597256	0	0.000857755539671194	0.000143020594965675
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella"	0.00028587764436821	0.000142857142857143	0.00114334714877805	0.000143000143000143	0.000428877769835597	0.0022883295194508
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio"	0.000142938822184105	0	0.000285836787194512	0.00343200343200343	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella"	0.00028587764436821	0.000714285714285714	0.00071459196798628	0.000429000429000429	0.00142959256611866	0.00028604118993135
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Waltera"	0.00028587764436821	0.000571428571428571	0.00100042875518079	0.000572000572000572	0.000714796283059328	0.000429061784897025
"k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma"	0.000428816466552316	0.000571428571428571	0	0	0.000714796283059328	0.0017162471395881
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Sodaliphilus"	0.000142938822184105	0.000285714285714286	0.000428755180791768	0	0.000428877769835597	0.00085812356979405
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella"	0.00028587764436821	0.000285714285714286	0.000285836787194512	0.000286000286000286	0.000857755539671194	0.000143020594965675
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Porcincola"	0.00028587764436821	0	0.000285836787194512	0.000429000429000429	0.000428877769835597	0.0005720823798627
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus"	0.000571755288736421	0.000142857142857143	0.000142918393597256	0.000858000858000858	0	0.000143020594965675
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter"	0	0.000428571428571429	0.000428755180791768	0.000429000429000429	0.000142959256611866	0.000429061784897025
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Marvinbryantia"	0.000142938822184105	0.000285714285714286	0.000285836787194512	0.000143000143000143	0.000285918513223731	0.0005720823798627
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella"	0.00028587764436821	0.000142857142857143	0.000571673574389024	0	0.000285918513223731	0.000429061784897025
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix"	0.000142938822184105	0.000428571428571429	0.000285836787194512	0.000143000143000143	0.000428877769835597	0.00028604118993135
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes"	0.000142938822184105	0	0.000285836787194512	0.000572000572000572	0	0.000143020594965675
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Murimonas"	0	0.000142857142857143	0.000428755180791768	0.000143000143000143	0.000285918513223731	0.000143020594965675
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella"	0.000142938822184105	0.000285714285714286	0	0	0.000142959256611866	0.000429061784897025
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium"	0	0.000428571428571429	0.000285836787194512	0.000143000143000143	0.000142959256611866	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus"	0	0.000428571428571429	0.000428755180791768	0.000143000143000143	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella"	0.000142938822184105	0	0.000142918393597256	0.000572000572000572	0	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter"	0	0	0	0.000143000143000143	0.000571837026447462	0.000143020594965675
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerocolumna"	0.000142938822184105	0	0.000285836787194512	0.000143000143000143	0.000142959256611866	0.000143020594965675
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__|g__Gemella"	0	0	0	0.000572000572000572	0	0.000143020594965675
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia"	0.000142938822184105	0	0	0.000286000286000286	0.000285918513223731	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Gluceribacter"	0.000142938822184105	0.000142857142857143	0	0.000143000143000143	0.000142959256611866	0.000143020594965675
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella"	0	0	0	0.000143000143000143	0.000142959256611866	0.00028604118993135
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella"	0	0	0.000142918393597256	0.000429000429000429	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Drancourtella"	0.000142938822184105	0	0	0.000143000143000143	0.000285918513223731	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Caecibacter"	0	0	0	0.000143000143000143	0.000142959256611866	0.000143020594965675
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Caproiciproducens"	0.000142938822184105	0	0	0.000143000143000143	0.000142959256611866	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla"	0.00028587764436821	0	0	0.000143000143000143	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa"	0	0	0.000285836787194512	0	0	0.000143020594965675
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea"	0	0	0	0	0	0.00028604118993135
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Syntrophococcus"	0	0	0	0.000143000143000143	0.000142959256611866	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pusillibacter"	0	0	0	0.000143000143000143	0.000142959256611866	0
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium"	0	0	0.000142918393597256	0.000143000143000143	0	0
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Anaeroglobus"	0	0	0.000142918393597256	0.000143000143000143	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas"	0	0	0	0	0.000285918513223731	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Qiania"	0	0	0	0	0.000285918513223731	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas"	0.000142938822184105	0	0	0	0.000142959256611866	0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia"	0	0	0.000142918393597256	0	0.000142959256611866	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Caecibacteroides"	0	0	0	0	0	0.000143020594965675
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Mediterranea"	0	0	0	0	0	0.000143020594965675
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster"	0	0	0	0.000143000143000143	0	0
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Aromatoleum"	0	0	0	0.000143000143000143	0	0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas"	0.000142938822184105	0	0	0	0	0
