"Taxa"	"kubo14"	"kubo15"	"kubo21"	"kubo30"	"kubo48"	"kubo58"
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas"	0.10548885077187	0.378285714285714	0.229955695297985	0.132990132990133	0.18770550393138	0.104262013729977
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium"	0.115780445969125	0.124285714285714	0.254394740603116	0.148863148863149	0.258041458184417	0.10483409610984
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum"	0.0167238421955403	0.00828571428571429	0.0443047020151493	0.474331474331474	0	0.000143020594965675
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Shigella"	0.344768439108062	0.0688571428571429	0.0358725167929113	0.0177320177320177	0.000142959256611866	0.0762299771167048
"k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera"	0.0197255574614065	0.056	0.0976132628269258	0.0624910624910625	0.069192280200143	0.0952517162471396
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola"	0.0393081761006289	0.0382857142857143	0.0607403172788338	0.0111540111540112	0.127376697641172	0.10912471395881
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella"	0.00528873642081189	0.00471428571428571	0.019008146348435	0.00715000715000715	0.127805575411008	0.198941647597254
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia"	0.187535734705546	0.041	0.0201514934972131	0.00843700843700844	0	0.00157322654462243
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium"	0.0155803316180675	0.0301428571428571	0.0377304559096756	0.0261690261690262	0.0324517512508935	0.0253146453089245
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia"	0.0128644939965695	0.0667142857142857	0.0365871087608975	0.00543400543400543	0.0087205146533238	0.0051487414187643
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium"	0.0458833619210978	0.0461428571428571	0.00100042875518079	0.00314600314600315	0.0281629735525375	0.00586384439359268
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides"	0.00686106346483705	0.00957142857142857	0.0325853937401744	0.00815100815100815	0.0200142959256612	0.0389016018306636
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides"	0.0148656375071469	0.0151428571428571	0.0125768186365585	0.00486200486200486	0.0315939957112223	0.0364702517162471
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus"	0.00400228702115495	0.00385714285714286	0.00257253108475061	0.00228800228800229	0.00629020729092209	0.0524885583524027
"k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinatimonas"	0.0180102915951973	0.00742857142857143	0.0100042875518079	0.00328900328900329	0.0210150107219442	0.011441647597254
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium"	0.00514579759862779	0.0132857142857143	0.0142918393597256	0.00858000858000858	0.0100071479628306	0.0108695652173913
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellamassilia"	0.0105774728416238	0.0144285714285714	0.0160068600828927	0.00886600886600887	0	0.000143020594965675
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster"	0.00200114351057747	0.00671428571428571	0.00900385879662713	0.00572000572000572	0.00800571837026447	0.0128718535469108
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Wansuia"	0.00514579759862779	0.0115714285714286	0.0121480634557668	0.00429000429000429	0.00586132952108649	0.0051487414187643
"k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella"	0.00343053173241852	0.00371428571428571	0.00185793911676433	0.00157300157300157	0.00886347390993567	0.0225972540045767
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella"	0.000571755288736421	0.002	0.00728883807346005	0.0197340197340197	0.00128663330950679	0.0104405034324943
"k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium"	0	0	0	0	0	0.0389016018306636
