"","henry29","henry36","henry42","henry48","henry59","henry66"
"henry29",0,0.249251040997897,0.290128922034565,0.193796563009917,0.301109958063872,0.186495149508635
"henry36",0.249251040997897,0,0.34460277636238,0.255028522578914,0.262801445964327,0.326340427917288
"henry42",0.290128922034565,0.34460277636238,0,0.306667607511906,0.345948176061549,0.276952321599273
"henry48",0.193796563009917,0.255028522578914,0.306667607511906,0,0.21051208135879,0.219760576158578
"henry59",0.301109958063872,0.262801445964327,0.345948176061549,0.21051208135879,0,0.24990162297999
"henry66",0.186495149508635,0.326340427917288,0.276952321599273,0.219760576158578,0.24990162297999,0
