"","henry29","henry36","henry42","henry48","henry59","henry66"
"henry29",0,0.157223775875555,0.132207227252153,0.242506752559796,0.153865552601523,0.262519670206498
"henry36",0.157223775875555,0,0.123216626808196,0.172451424286697,0.140272111821654,0.311936812742465
"henry42",0.132207227252153,0.123216626808196,0,0.178384307086161,0.101831170595919,0.298893525088327
"henry48",0.242506752559796,0.172451424286697,0.178384307086161,0,0.190656107744873,0.401923454199738
"henry59",0.153865552601523,0.140272111821654,0.101831170595919,0.190656107744873,0,0.325663273338345
"henry66",0.262519670206498,0.311936812742465,0.298893525088327,0.401923454199738,0.325663273338345,0
