"","goose20","goose22","goose37","goose42","goose44"
"goose20",0,0.579189902395528,0.661661617801182,0.668076882023663,0.728945583017974
"goose22",0.579189902395528,0,0.613520135885214,0.688675651873547,0.684033049864877
"goose37",0.661661617801182,0.613520135885214,0,0.466428119418898,0.584633236029243
"goose42",0.668076882023663,0.688675651873547,0.466428119418898,0,0.589406766423131
"goose44",0.728945583017974,0.684033049864877,0.584633236029243,0.589406766423131,0
