"","grogu22","grogu36","grogu37","grogu41","grogu45","grogu50","grogu56","grogu70"
"grogu22",0,0.4252097255254,0.353460261486366,0.557222786449848,0.761344117282092,0.34467353502617,0.399141793662937,0.75285832968041
"grogu36",0.4252097255254,0,0.446282887905888,0.375823631477381,0.583772903531327,0.535263165056902,0.394659784625629,0.649271088972249
"grogu37",0.353460261486366,0.446282887905888,0,0.416664601767245,0.677940919906005,0.263093819815521,0.427492320532645,0.790351632078854
"grogu41",0.557222786449848,0.375823631477381,0.416664601767245,0,0.632079432081512,0.36291920954807,0.505808205302744,0.719579506346883
"grogu45",0.761344117282092,0.583772903531327,0.677940919906005,0.632079432081512,0,0.744091002590187,0.711898737864011,0.670232077437793
"grogu50",0.34467353502617,0.535263165056902,0.263093819815521,0.36291920954807,0.744091002590187,0,0.482390712926621,0.792369737389059
"grogu56",0.399141793662937,0.394659784625629,0.427492320532645,0.505808205302744,0.711898737864011,0.482390712926621,0,0.748249476345443
"grogu70",0.75285832968041,0.649271088972249,0.790351632078854,0.719579506346883,0.670232077437793,0.792369737389059,0.748249476345443,0
