"","C1","C2","C3","C4","C6","C7","C8","C10","C29","C30","C38","C39","C42","C43","C46","C48","C51","C52","C55","C59","C61","C65","C68","C74","C75","C77","C82","C86","C87","C88","C89","C90","C91","C92","C95","C99","C103","C105","C106","C107","C108","C111","C113","C114","C116","C117","C118","C119","C120","C121","C123","C125","C128","C129","C137","C141","C142","C143","C144","C151","C152","C154","C156","C157","C159","C174","C177","C178","C200","C201","C416"
"C1",0,0.122745894064724,0.158143512802804,0.132043379497274,0.184328406876239,0.125203563767877,0.0628318848177413,0.168233940960612,0.193934568461654,0.277281823338516,0.147376749170546,0.143147757948996,0.198401856624838,0.154868937511734,0.159667999540622,0.172649845743052,0.199240216719929,0.142946306298793,0.157511983263579,0.19433724691895,0.268696533402675,0.163945762024608,0.181825529952064,0.175407728627437,0.226455066906832,0.190093165730383,0.147561208931312,0.22348557412545,0.204191924818979,0.22802347824444,0.17772398597002,0.190935203931404,0.162160833877288,0.2024592503019,0.143866021893799,0.162990511723519,0.195457190116118,0.0994155112512962,0.13734702102684,0.124346038907557,0.138635026929843,0.1549899478875,0.225230272965787,0.265288384062613,0.127237833322745,0.0673339394188824,0.179963713689397,0.141867472212889,0.152212237441584,0.186840569959765,0.195744517282457,0.152799361146693,0.172366461108415,0.147809813359552,0.293160118305963,0.197818206582126,0.210122261175685,0.196188703950963,0.137313844671467,0.223700866513304,0.333118527798282,0.200216026615022,0.374857289213146,0.217846224633071,0.182553236047411,0.148216237502752,0.226697774811266,0.158725501731257,0.16547214158153,0.268431112768798,0.22093206521337
"C2",0.122745894064724,0,0.210746367229893,0.0929079738323612,0.0882449612039957,0.0993916866979396,0.0919684618979382,0.184349944812672,0.14101721913427,0.195921594453272,0.164502337680302,0.104428023237524,0.261413714456942,0.217808026931577,0.185215115172078,0.23418883386242,0.232184828008441,0.148302419069275,0.151639829567073,0.109068370223284,0.170761981897106,0.159937284806668,0.122926508836564,0.210761773266464,0.186733131220766,0.254672045149735,0.105692411605143,0.199082858087465,0.23136316025096,0.278437268682279,0.178414301619313,0.204740294820731,0.164271942657765,0.257283230720392,0.172510462227503,0.087038716711144,0.165473870084384,0.103731263496195,0.22842367344489,0.106983469897054,0.185657315404786,0.150491438547945,0.297351711887931,0.329954776121228,0.165587681997172,0.139196704609874,0.25057030816704,0.198033493452126,0.189505476422158,0.117961417821791,0.280285457374967,0.191379065598524,0.116116502243149,0.110671262397025,0.184059079236518,0.131660480552191,0.207058017134434,0.251391388098018,0.144447072259431,0.255624322733897,0.321205531486579,0.109701259933118,0.266314760543977,0.214519396091908,0.204975620461788,0.134433139534146,0.126704631317321,0.1233787036939,0.162043626209302,0.335790595928714,0.24816505863022
"C3",0.158143512802804,0.210746367229893,0,0.192018485936867,0.275999077358448,0.238399066804317,0.165719711107567,0.283609083625567,0.279388502794846,0.389391633152723,0.250309246555637,0.254416579943896,0.298903211393154,0.26292930443852,0.274908239688334,0.285356381939524,0.304911767588709,0.279272197771227,0.281025792312485,0.267747957602515,0.378250210455292,0.284812793457218,0.284885052282624,0.276140614441947,0.302324238291668,0.233488593728861,0.244767166683111,0.317377667661657,0.305051703143087,0.289291718519503,0.291486423945078,0.277848582935928,0.265333658503104,0.29938815782578,0.225679368781277,0.248228392322068,0.28053155508375,0.223709784382874,0.224992893369447,0.239084236952395,0.269531524530496,0.284307659028951,0.267751163977717,0.292071855170574,0.244577847460459,0.17429611569675,0.219313896739447,0.21334919649344,0.228326362222109,0.276125783091904,0.180034907503761,0.264085191082807,0.264568974898485,0.25924688526941,0.362943301719659,0.284442619501778,0.332323093453862,0.324761164287645,0.275184053197392,0.236643104224915,0.289146014355567,0.275278906730728,0.45128754363729,0.316288527739495,0.29257912219632,0.244798786260063,0.290547242252392,0.204584159319155,0.260216470836572,0.295783637045811,0.219685009105204
"C4",0.132043379497274,0.0929079738323612,0.192018485936867,0,0.119919717126248,0.0993334348776901,0.123132412686452,0.159688661461132,0.110609884706009,0.241084266599902,0.124036212466951,0.121120269169581,0.250866062212332,0.206668185450383,0.173982717760558,0.222128234285705,0.204173852653589,0.14506535986428,0.140711748566902,0.0965925441183521,0.219555206817405,0.142827688016773,0.137273185559446,0.179884517293636,0.133102220988112,0.216622486504485,0.109914969079615,0.154479683361276,0.196977355948561,0.233632569822479,0.173728433734477,0.179308659118662,0.135137457876656,0.229530116027036,0.159957212568072,0.0901252090030413,0.194197723814903,0.0895216761753594,0.237521081684744,0.0976872992016373,0.176163454364843,0.134261727068019,0.275279901985491,0.337994916729733,0.145070761934781,0.13309668467792,0.245422929161316,0.177924802806062,0.185664011973698,0.129047295177376,0.26565001876096,0.154990117885829,0.105836998424711,0.119165931379357,0.17710103051352,0.169461102721142,0.211375514559052,0.255316879481239,0.141349751326232,0.248731000137579,0.34965162859898,0.13229961303438,0.263135509978441,0.157247139283276,0.18534468799482,0.0693152814183561,0.112936359955046,0.105860502363857,0.0831722510135148,0.272871384562568,0.265581188717327
"C6",0.184328406876239,0.0882449612039957,0.275999077358448,0.119919717126248,0,0.112205569574564,0.156028449886586,0.212061823224817,0.13109968492299,0.14203202289029,0.183263172048083,0.123297923996809,0.29423928721919,0.249002408628641,0.196674843449891,0.261560712336225,0.257600815575864,0.151750485712714,0.174582432962314,0.103226181395167,0.123184613870005,0.181269127450626,0.109419572976592,0.243325904227189,0.156223868689758,0.293891840233408,0.109233874716626,0.16689608102359,0.263737116170615,0.286379162554016,0.183730321132026,0.211013601860439,0.158160437686256,0.277266603871589,0.190132695544937,0.0984087126917737,0.153611636566964,0.141167516354634,0.300155153462875,0.139126337357689,0.212403314121741,0.142630642955161,0.332778500553457,0.364175859828915,0.177786830830248,0.213632730984824,0.289303038416429,0.241794792852084,0.21587594404111,0.104112964917945,0.347503478781792,0.228582970746065,0.130079281841779,0.13167845132229,0.121377372043649,0.0958937839221625,0.203856957337774,0.261415184853735,0.159729838259336,0.275619533799761,0.351141775285822,0.079197489481335,0.206375250576536,0.240309909619389,0.226240573592412,0.128705219898033,0.0967883047897972,0.174142980721123,0.16457422783626,0.365618908601596,0.28748939505977
"C7",0.125203563767877,0.0993916866979396,0.238399066804317,0.0993334348776901,0.112205569574564,0,0.110554942434177,0.119153173479773,0.0861863994946441,0.17216120626447,0.102915213743057,0.0538562206397178,0.201703621293658,0.173466257438666,0.113825256180442,0.165446301837704,0.160306771618382,0.0712310709857358,0.0782787036874209,0.100752913227209,0.163860026796013,0.0894881244153351,0.0830505612779018,0.166950438619813,0.12521846376716,0.19837482190527,0.0537040589465321,0.122495187087571,0.179265437130104,0.19977292613356,0.0974495217347462,0.126966061440362,0.0845636573096846,0.177983298507028,0.106613928833741,0.0774392973289357,0.128712523554574,0.0814444466113743,0.23196465663656,0.0485807823082695,0.114855407758856,0.0710776253740889,0.238087964715046,0.273367737913521,0.0914977457068945,0.144780435025181,0.201842910714207,0.171784270683769,0.141852106608379,0.0744569919839311,0.284316237130716,0.169571390000317,0.0695348751446914,0.068923324071233,0.190065339683087,0.147500854419721,0.161471310428725,0.192458193778466,0.0743242915554657,0.198645079178493,0.325962892717054,0.131774834085491,0.253894371365644,0.153043266349116,0.125404158126587,0.105852039114175,0.152775446568258,0.177041585960585,0.127602246345069,0.292888670597237,0.243289841113203
"C8",0.0628318848177413,0.0919684618979382,0.165719711107567,0.123132412686452,0.156028449886586,0.110554942434177,0,0.184099335964439,0.167046903200454,0.240346794145574,0.14598601812613,0.104944408268551,0.212611580800389,0.161196200537257,0.146975513549464,0.181442952574022,0.195523729996947,0.12782738512609,0.161127840468022,0.161315335131264,0.231032746695415,0.168734930415975,0.137789377861514,0.19319066913279,0.208184500732558,0.21711518918644,0.107476684276655,0.220215789145217,0.221917094228858,0.23395539174552,0.169935270010079,0.181987598918835,0.158536529471923,0.213162426644363,0.124124101043875,0.126034136910944,0.146917413087572,0.10468487278463,0.157190945972704,0.113484847446833,0.127721122810984,0.154551185115421,0.233548562308171,0.26263799777467,0.119894577049283,0.102410270450786,0.18248633101911,0.15759401822103,0.135753854793877,0.147952360431981,0.229158073983155,0.177494472904129,0.134156420190508,0.111672377041641,0.258226627196062,0.155572454935528,0.199095244885924,0.220703513221031,0.133659657582282,0.209423531834709,0.303379534791238,0.161368315455878,0.342064503813279,0.227527314576596,0.179912253366423,0.15472088067881,0.193516807850649,0.153018943499654,0.182019953183456,0.302297853153446,0.193006648396229
"C10",0.168233940960612,0.184349944812672,0.283609083625567,0.159688661461132,0.212061823224817,0.119153173479773,0.184099335964439,0,0.144302707136569,0.259773614098812,0.110208008765968,0.154552386263265,0.140144379337025,0.120304412691253,0.120549828674542,0.113011411215043,0.0828467274896523,0.131994123719598,0.0874208874662998,0.174318576518836,0.246459665822361,0.086505677728079,0.17065340098083,0.101892568578886,0.183145601571694,0.205186737689638,0.158875728565383,0.153324892530505,0.105434950674352,0.124023014985332,0.121102713095483,0.132603136123883,0.133237698140918,0.102055001423472,0.159667611810937,0.166123558002048,0.218104920975207,0.11603563180814,0.171260057610092,0.135153226939045,0.113967197420419,0.127093983293733,0.247053009677034,0.321535253482465,0.145192514521537,0.145356614534646,0.2388130201163,0.1364355815107,0.183037347862938,0.16224726924348,0.21709488008948,0.101266728417679,0.145221339591994,0.153970338332775,0.275079518929475,0.258890720658673,0.207015914311653,0.161295603118316,0.115806559530649,0.260573241355545,0.378466137553669,0.219869874202511,0.318599239808461,0.0840200652607326,0.0512947852030866,0.15617494908827,0.241401211538863,0.225566015094982,0.153133523411889,0.212991406912446,0.310380130547502
"C29",0.193934568461654,0.14101721913427,0.279388502794846,0.110609884706009,0.13109968492299,0.0861863994946441,0.167046903200454,0.144302707136569,0,0.169329999354123,0.151410242252629,0.10338315804444,0.25028670749776,0.228828206083811,0.168771097913338,0.224041828614426,0.178454108007382,0.110517258584966,0.113261752811116,0.0619673550319005,0.148470628356567,0.124650524060766,0.0897528980541452,0.210268738485192,0.0967389929625183,0.230341040863692,0.0996283022172331,0.100552697491659,0.211575993774456,0.232985907987922,0.133722055969836,0.15840072236232,0.120741747158931,0.213856489245137,0.16365716209534,0.0793937710413913,0.170480289096511,0.134937887631752,0.289169882156365,0.102172298456247,0.171975008939456,0.0908887406468392,0.275352898048076,0.329870165546088,0.151775044623797,0.193308834250843,0.264790935284361,0.228579573231424,0.200683892901788,0.0838695662366839,0.33051429798966,0.206553168415738,0.0598876334902917,0.0890131779621706,0.152134325037307,0.191948754734936,0.153541921540963,0.220680148878358,0.106362088054455,0.247994875736639,0.362316516954835,0.135113113162118,0.194265176061077,0.154407945392434,0.161340694848746,0.138470051514008,0.124033808666568,0.171538250190729,0.131753535388613,0.320266759034454,0.293380438413833
"C30",0.277281823338516,0.195921594453272,0.389391633152723,0.241084266599902,0.14203202289029,0.17216120626447,0.240346794145574,0.259773614098812,0.169329999354123,0,0.228512888832048,0.155486658382081,0.32835628835192,0.303915564999116,0.221566294095473,0.296765167022783,0.266344545589422,0.165689988095652,0.190085725735949,0.186784377791139,0.0689767762056903,0.195438873070743,0.12751598480494,0.309598605421478,0.151257112050944,0.328302991632687,0.148688065833714,0.179919898743711,0.310328612785511,0.291451504506561,0.181105632124061,0.201873739784518,0.16870093618909,0.282705245786962,0.224006966082599,0.171104640091331,0.184055486574668,0.227242976224166,0.362349793839163,0.178913267458842,0.23624562444415,0.151963187113023,0.355780850748953,0.379307987127093,0.2119564980598,0.286632440810409,0.334967801707114,0.305688540903797,0.262739462808336,0.127691452274422,0.431943546793065,0.311486972401694,0.160543352165202,0.170323530975013,0.129704504078815,0.125246144852453,0.232484642483004,0.288408231691696,0.191626470355987,0.308868379533228,0.384552942365373,0.133232845630275,0.152052207740649,0.268823709167742,0.246963968736566,0.241572699890434,0.198384782589445,0.301167028291565,0.269492415669633,0.438186581017837,0.348223100677597
