"","korra21","korra29","korra44","korra48","korra58"
"korra21",0,0.701859218289737,0.592455040339733,0.395641223493339,0.665539695762992
"korra29",0.701859218289737,0,0.716716583004054,0.690235160823228,0.743137641352881
"korra44",0.592455040339733,0.716716583004054,0,0.608628637814344,0.703552813339862
"korra48",0.395641223493339,0.690235160823228,0.608628637814344,0,0.60177640466548
"korra58",0.665539695762992,0.743137641352881,0.703552813339862,0.60177640466548,0
