"","marshmallow24","marshmallow37","marshmallow41","marshmallow44","marshmallow49","marshmallow53","marshmallow60","marshmallow70"
"marshmallow24",0,0.68195918225178,0.681097256272922,0.612413259313347,0.625620319209799,0.585292932431337,0.659381116415168,0.645095616122982
"marshmallow37",0.68195918225178,0,0.592199762991326,0.493311061193912,0.492370242192457,0.723276670327158,0.676215525538137,0.480052598005202
"marshmallow41",0.681097256272922,0.592199762991326,0,0.535419577130877,0.562283976242035,0.776806494452636,0.442853230206086,0.73087373146271
"marshmallow44",0.612413259313347,0.493311061193912,0.535419577130877,0,0.404405445539554,0.765844325194276,0.551554685491333,0.655449886541816
"marshmallow49",0.625620319209799,0.492370242192457,0.562283976242035,0.404405445539554,0,0.704844568863714,0.61965561150989,0.693262875141781
"marshmallow53",0.585292932431337,0.723276670327158,0.776806494452636,0.765844325194276,0.704844568863714,0,0.840763444939948,0.63761385574002
"marshmallow60",0.659381116415168,0.676215525538137,0.442853230206086,0.551554685491333,0.61965561150989,0.840763444939948,0,0.77964557447485
"marshmallow70",0.645095616122982,0.480052598005202,0.73087373146271,0.655449886541816,0.693262875141781,0.63761385574002,0.77964557447485,0
