"","joans14","joans21","joans29","joans41","joans44","joans49","joans51","joans56","joans57"
"joans14",0,0.56393341427785,0.668143030296424,0.699424726149279,0.743105562010536,0.729129152423075,0.7567807106718,0.720190033163497,0.705406372473238
"joans21",0.56393341427785,0,0.500796121422473,0.389009071808634,0.432681714474196,0.482844340480558,0.475403754010521,0.50093886810909,0.506269999249321
"joans29",0.668143030296424,0.500796121422473,0,0.446521485115885,0.417339036675884,0.388371440082106,0.39376714921874,0.284428976587347,0.304056874850653
"joans41",0.699424726149279,0.389009071808634,0.446521485115885,0,0.355620786599274,0.412629930942371,0.382993993878062,0.455107109735607,0.415233965347848
"joans44",0.743105562010536,0.432681714474196,0.417339036675884,0.355620786599274,0,0.260557515473747,0.210678580451441,0.369602773933206,0.425613473028412
"joans49",0.729129152423075,0.482844340480558,0.388371440082106,0.412629930942371,0.260557515473747,0,0.242515287019218,0.265972962252805,0.382684096602411
"joans51",0.7567807106718,0.475403754010521,0.39376714921874,0.382993993878062,0.210678580451441,0.242515287019218,0,0.318054013237042,0.390291019695597
"joans56",0.720190033163497,0.50093886810909,0.284428976587347,0.455107109735607,0.369602773933206,0.265972962252805,0.318054013237042,0,0.299441576046783
"joans57",0.705406372473238,0.506269999249321,0.304056874850653,0.415233965347848,0.425613473028412,0.382684096602411,0.390291019695597,0.299441576046783,0
