"","kubo14","kubo15","kubo21","kubo30","kubo48","kubo58"
"kubo14",0,0.564092475898406,0.607035330377811,0.649944477913022,0.655405390692021,0.713096263659451
"kubo15",0.564092475898406,0,0.545510481214134,0.6562218179381,0.609612100373354,0.713448455030942
"kubo21",0.607035330377811,0.545510481214134,0,0.59361733163314,0.626457646037977,0.681810235276386
"kubo30",0.649944477913022,0.6562218179381,0.59361733163314,0,0.655159538093377,0.670442021669719
"kubo48",0.655405390692021,0.609612100373354,0.626457646037977,0.655159538093377,0,0.627209569564656
"kubo58",0.713096263659451,0.713448455030942,0.681810235276386,0.670442021669719,0.627209569564656,0
