"","kubo14","kubo15","kubo21","kubo30","kubo48","kubo58"
"kubo14",0,0.218561138090203,0.243664477680905,0.266997556791484,0.278182461801201,0.267120159503186
"kubo15",0.218561138090203,0,0.19796374002305,0.304028877736679,0.208781238494324,0.268072699086055
"kubo21",0.243664477680905,0.19796374002305,0,0.225964441319871,0.275832758852606,0.311611275604823
"kubo30",0.266997556791484,0.304028877736679,0.225964441319871,0,0.305265840459535,0.324825617863715
"kubo48",0.278182461801201,0.208781238494324,0.275832758852606,0.305265840459535,0,0.277399663638959
"kubo58",0.267120159503186,0.268072699086055,0.311611275604823,0.324825617863715,0.277399663638959,0
