"","henry29","henry36","henry42","henry48","henry59","henry66"
"henry29",0,0.131795810350978,0.12012741874177,0.205882078064405,0.179182547747163,0.150582759199183
"henry36",0.131795810350978,0,0.15552911288952,0.149879878387817,0.173447582070387,0.194729491721357
"henry42",0.12012741874177,0.15552911288952,0,0.201375870893584,0.145745685100821,0.165286070806308
"henry48",0.205882078064405,0.149879878387817,0.201375870893584,0,0.21166607698376,0.251986044843145
"henry59",0.179182547747163,0.173447582070387,0.145745685100821,0.21166607698376,0,0.198613209950052
"henry66",0.150582759199183,0.194729491721357,0.165286070806308,0.251986044843145,0.198613209950052,0
