"","kubo14","kubo15","kubo21","kubo30","kubo48","kubo58"
"kubo14",0,0.65054495783252,0.555391502688105,0.575902526784696,0.779505163239985,0.741105079111384
"kubo15",0.65054495783252,0,0.429655594106703,0.629751260689494,0.503182818258,0.431262627483259
"kubo21",0.555391502688105,0.429655594106703,0,0.237732737851834,0.654494025285775,0.597201971628264
"kubo30",0.575902526784696,0.629751260689494,0.237732737851834,0,0.641375059081239,0.576036686730134
"kubo48",0.779505163239985,0.503182818258,0.654494025285775,0.641375059081239,0,0.505261421198452
"kubo58",0.741105079111384,0.431262627483259,0.597201971628264,0.576036686730134,0.505261421198452,0
