"","korra21","korra29","korra44","korra48","korra58"
"korra21",0,0.580117855788082,0.71125558620525,0.357501889639204,0.518538381677802
"korra29",0.580117855788082,0,0.773099921862819,0.675565654973062,0.585582215654863
"korra44",0.71125558620525,0.773099921862819,0,0.630860472092524,0.707374730162873
"korra48",0.357501889639204,0.675565654973062,0.630860472092524,0,0.464144777701421
"korra58",0.518538381677802,0.585582215654863,0.707374730162873,0.464144777701421,0
