"","culi_1","culi_2","culi_3","culi_4","culi_6","culi_7","culi_8","culi_10","culi_11","culi_12","culi_15","culi_21","culi_25","culi_27","culi_28","culi_29","culi_30","culi_32","culi_36","culi_38","culi_39","culi_42","culi_43","culi_46","culi_48","culi_50","culi_51","culi_52","culi_54","culi_55","culi_58","culi_59","culi_61","culi_62","culi_64","culi_65","culi_68","culi_74","culi_75","culi_77","culi_81","culi_82","culi_83","culi_84","culi_85","culi_86","culi_87","culi_88","culi_89","culi_90","culi_91","culi_92","culi_93","culi_95","culi_96","culi_99","culi_100","culi_103","culi_105","culi_106","culi_107","culi_108","culi_109","culi_111","culi_113","culi_114","culi_115","culi_116","culi_117","culi_118","culi_119","culi_120","culi_121","culi_122","culi_123","culi_125","culi_126","culi_127","culi_128","culi_129","culi_133","culi_134","culi_135","culi_136","culi_137","culi_138","culi_139","culi_140","culi_141","culi_142","culi_143","culi_144","culi_145","culi_146","culi_147","culi_148","culi_150","culi_151","culi_152","culi_153","culi_154","culi_156","culi_157","culi_159","culi_161","culi_172","culi_174","culi_177","culi_178","culi_183","culi_187","culi_192","culi_196","culi_199","culi_200","culi_201","culi_202","culi_416"
"culi_1",0,1.06231044867845,2.31564002722169,1.48551040328667,1.50114008982366,0.81442316973483,1.10908634672381,1.25691028188097,0.965430279376397,1.00324682477443,1.22940193197563,0.882065989332544,0.887610400182297,1.15112383199463,0.931788320085356,1.27361375040635,1.12133145616049,1.13574489472519,1.35013899071357,0.789961316715833,1.01749765388538,0.705613120125099,0.813584471724127,1.02902022459464,0.849805644439033,0.777979978219784,0.843232714486796,1.05067880376004,0.957105304060392,0.857997079682035,1.078252226783,1.30484506948789,1.43813875049781,0.885126305313903,0.896842511848606,0.660854456065354,1.07210850603669,1.30707677462228,1.75081227668656,5.782284774609,2.00596272153731,0.909204529632462,1.32064101667174,1.17359644522726,1.28738178910264,1.7016748257471,1.85220888750546,1.21866326827686,1.27036799517518,1.19326612882182,0.973473922682093,1.26235710267359,0.828071075943568,2.24762784798572,1.44420312378097,0.995287149337857,0.761069916461214,1.64070853920075,1.08024300281497,1.10473740489225,0.80313373330087,1.17463694138245,2.15758201695842,0.844950758359506,2.81837811812634,4.97686592540209,1.03145683103474,1.51461075020486,0.914346622523846,4.16568275711971,2.04585142071193,2.09324175812556,0.707728730885107,0.907498685646941,1.50220948740139,1.38887106945126,1.17518507245525,0.950167201357724,0.848288109368299,0.853055326397987,1.28007153351339,0.898221650974497,2.03047405708686,1.13721065918155,2.60491471569878,1.25768421799323,5.88563332009351,1.0701074343322,1.36356094163653,1.6834451757002,3.08895902051925,1.04285875847806,2.07614711757925,1.66107443678847,1.537069716194,1.02541589990423,1.01423988055863,3.52732303774555,5.40538410398038,4.43411575376576,1.09391054250944,2.01171817805406,1.67028692270757,1.1266091357041,1.23384447382881,3.10686393826988,2.7262826425634,2.82666078428381,3.25332677093493,1.08689141034482,6.93671480986575,2.35854030837794,2.04909156886495,4.43436481115345,2.52574387520218,3.32473676915738,2.60710579629714,4.22059023822807
"culi_2",1.06231044867845,0,2.68725650225904,1.21670359291557,0.817148928192949,1.31674902001814,1.3509730416086,1.42517905477286,0.873399346537604,0.898816674541182,1.32979672065413,1.26244564584215,0.786474911468829,1.49699339663068,0.950964037470968,0.988739163327355,1.34651894333427,0.980426157849125,0.741770937923124,0.98442686246279,1.02987946056431,1.08633273695451,1.20418801245113,1.18977573594206,1.21835556984215,0.694652355826167,1.68401226685841,1.00535364404135,0.847481040057077,1.13362593527633,0.658380803189987,1.11777316729771,0.750543641826763,1.00703733184147,0.934063042673492,0.611615027610352,0.630933340469,0.701042180433766,0.820916499963457,6.37656291291615,2.8106416886186,0.99014582141162,1.00881693968388,0.545218401081677,1.14444589876831,1.90312639235173,1.20002885857263,1.96090468965228,1.47109379368754,1.83968445598179,0.782532976156906,1.93298732773277,0.759892790392568,2.77975035013519,1.31025489674717,0.548315148968025,0.435876279182118,1.88607274255111,0.467125379354825,1.44036071531038,0.940992583766437,1.51505632353688,2.56106902872907,0.798179715021704,3.34185255250668,5.65023952378378,0.493266485841453,1.98507360062727,0.755223995574344,4.72268022856604,2.42756726944051,2.84102927338152,0.761240562060387,1.12715627418254,1.11356005348685,0.719684126085638,0.446575635118769,0.870519811458529,0.692483995305432,1.18811450559711,1.61458618427108,1.01100490546756,1.19003680276064,0.616123067066637,1.74264705271164,0.929120821420027,6.48103013243586,0.547397128755011,1.96770458611719,1.99207157824785,3.53448107520122,0.963840381162148,2.49583654609367,1.36606040284207,0.8720793720396,1.09019441018117,1.0472400411607,4.24633106476056,6.01572641211696,5.00654963068878,0.405894280373233,1.23417306327813,1.11862013050995,1.34411885910453,1.49280118143365,2.29043133623545,1.91802981853759,2.03508203828545,2.4708989856997,0.735300333387819,7.51938895932367,2.67560043665034,2.37061886477845,5.02748175079683,1.79341519785541,3.72582147242137,2.91051030243154,4.94348056789821
"culi_3",2.31564002722169,2.68725650225904,0,2.20722290062782,3.29393340669895,2.30904482704669,2.54701693657716,2.46483081878112,2.77011664214403,2.54383942710163,2.34393895504665,2.15060288659762,2.63620201043048,2.38051056325134,2.43480940326001,2.49876111339495,2.36119849575818,2.73590895839348,2.70189731127874,2.15626673370402,2.56754544688523,2.4294086604726,2.44890880838204,2.85314885633601,2.55582958364759,2.48441919751516,2.24202631643744,2.95675595599866,2.60094745555828,2.32932885788163,2.78463330283441,2.3390499427932,3.11636625296903,2.56244996956629,2.70153565369569,2.5211134238806,2.83737617647194,2.99864552934285,3.22023558138189,5.7325365375837,2.81088967192867,2.4999654816302,2.40785026487355,2.89866808125751,2.44839663491009,2.22694146272297,3.37088399625093,1.60600264472895,2.12223935936992,1.36771413451438,2.21163382181081,1.73553971047727,2.42051689282402,1.35003073643049,2.93095961506873,2.77446738374433,2.5281873446638,3.26576033511006,2.79066401064831,1.95964849573506,1.93283734107791,2.1185176592278,0.919860222353677,2.76175502022896,1.55777538137534,3.32439274353728,2.83340232662996,1.71642867224406,2.26844889465205,2.14469006934824,0.845146582026337,2.06821048770368,2.6033640512152,2.29801006689468,2.58987793669337,3.05421126774931,2.93540907952553,2.38016514762566,2.49144397317516,2.40612128778388,2.47460921343648,2.58098306939273,3.57998552782564,2.93172992409043,3.99612688938932,2.950991809673,5.21960393848772,2.7959113718016,2.1428500061218,2.26112245646154,3.18067125001108,2.71529363342,1.41585151990352,3.26740300299626,3.27208602347185,2.32107946101127,2.3856500300094,2.44488252124965,3.64095085849402,2.9198561524966,2.83662042405272,3.28195904960892,3.02977546610059,2.5339684908759,2.88678921990277,4.12357490709802,4.0048161509474,3.97399710209386,4.36792549545454,2.50988395521846,5.412126549816,3.02244140683338,2.69364048628162,2.62823126731469,3.48082884283489,1.46419860681711,2.07702354686786,2.75389527519787
"culi_4",1.48551040328667,1.21670359291557,2.20722290062782,0,1.62755625388062,1.81306257883197,2.13678683386184,2.06997678571028,1.76523124095689,1.60920441100554,2.06254268615837,1.70286067582917,1.67242801281062,2.09634643726045,1.65895243638311,1.58435964742372,1.83331821197336,1.85052742197803,1.38791437455978,1.32051451467208,1.85866512658264,1.68379159817226,1.83577650494823,1.99431663413372,1.843658887972,1.33293659158157,2.02256564329457,1.93904932740319,1.71213235613629,1.73782357020242,1.52619450027838,1.57369665347981,1.5878842953256,1.82620641467325,1.75124428516201,1.25825179111147,1.69801480334302,1.41650509236131,1.33425621320521,5.82924722032574,2.68425455202296,1.75313358657657,0.63330024319538,1.38878554083112,1.74308686581191,2.0760819072038,1.46301710151589,2.03894965842454,2.08528140324157,1.79496828987297,1.45055711838032,2.05273198204793,1.44629916253753,2.73265293530533,2.078504011353,1.47780360352893,1.15624068783669,2.44211819904191,1.28367849302031,1.67585588445252,0.881538783564308,1.96414755448421,2.12992498070734,1.57279725571335,3.20117936184606,5.18263101875633,1.40761928754581,1.80156060774235,0.879227093510099,4.22968341430183,1.97801548384011,2.51327729226272,1.52644992304622,1.58731021428208,0.840166811259004,1.39992661620137,1.43579682498982,1.37110026534857,1.47345490725433,1.74391466026056,2.19996083004545,1.64255910565936,1.7522350045723,1.39421000244099,1.94645485663004,1.21953605882095,6.17169105344923,1.40800583341974,2.06301323747442,2.33958226592472,3.84217784710472,1.85919283348017,1.96498347963222,1.9716543224465,1.62492103779096,1.52069082541066,1.70728078268216,3.62840632538735,5.3697289967811,4.3302451828111,1.45493567858852,1.5882285321944,1.25559552842965,2.05954513529267,2.27627806298109,2.2090156293762,1.94490816491692,1.92614966752108,2.35629375038089,1.17494221938715,6.84384634762687,3.282601445056,2.60429640162644,4.34694394181239,1.49002093625101,3.02262852733036,2.34218388677834,4.28612689386148
"culi_6",1.50114008982366,0.817148928192949,3.29393340669895,1.62755625388062,0,1.83576725603851,1.75083274953311,2.0263182855835,1.16005870788467,1.50448372221437,1.83046080948329,1.82559294859195,1.21733956881279,1.93206379216098,1.4897883700813,1.69224486395861,1.74534797309475,1.31610107058064,1.38193663629227,1.5404791706233,1.52610307011761,1.55669686994461,1.58849910262704,1.27768388955362,1.51214427928171,1.12994239180813,2.11069939071088,1.02362422515895,1.37134971173773,1.74607406188017,1.12202476479534,1.87066877864484,0.689663019451235,1.42268995389894,1.16738770527048,1.08723578944869,0.880295253842033,0.949615936644918,0.981728855640965,6.39196427201747,3.04348088621835,1.41148651399282,1.33387660461456,0.860473118084154,1.82094212528163,2.62149014933528,1.02494248151503,2.5515195886706,2.08124852215352,2.37904687360159,1.3896312072135,2.51966401590644,1.21084332275254,3.38402919676329,1.38536217511515,0.801151638825013,0.995008189425151,1.6633183840264,0.792570902882711,2.05448356749638,1.44999531676569,2.03932607636376,3.08115694276165,0.84825106510799,3.87233593944862,6.15752877077799,0.647740689453189,2.41679279918893,1.26515660135652,5.25441758642039,3.01204331400376,3.15792923997507,1.02073232681297,1.57472634089924,1.50633399337029,0.848560912488046,0.731031118331901,1.42988221005533,1.18287834147975,1.57491761156641,2.09514714465263,1.29289947526821,0.847919814130214,0.739227124548943,1.45238336704496,0.875488381113508,6.93064508412145,0.938545983969862,2.35590853803455,2.51357355411953,4.09250227000111,1.34210839360657,2.99277943325014,1.02332171146117,0.483194358139154,1.48840051509574,1.62650074326094,4.69550209540253,6.47998756704495,5.45290000362109,0.769953929096054,1.14163513539416,1.28360829135053,1.85854417029358,1.6839352990946,2.26343682290211,1.76251767641872,1.99069475118677,2.38954432128628,1.37594248209722,7.9197623197092,3.01404065503437,2.82297089677009,5.54562947652995,1.94445703799927,4.32584953737611,3.34754832934165,5.36745235209517
"culi_7",0.81442316973483,1.31674902001814,2.30904482704669,1.81306257883197,1.83576725603851,0,0.911647492601813,0.776832248548834,1.07168746898715,0.886546881090886,0.958481930454714,0.777131221782394,0.943296974417477,0.903990448785751,0.798305523341508,0.989285017159122,1.0432068833496,1.06154680016038,1.31546370069585,0.981650428008275,0.764917651197725,0.751073671167803,0.830086438683517,1.21956648125197,0.914811116687328,1.02227343271578,0.652632957075868,1.2426915630023,0.866484394060272,0.682775258793307,1.25699396937829,1.06900715014985,1.71726298698408,0.796566655046645,1.05954214880405,0.974215590205053,1.18230947215673,1.61868289793218,1.97629660737904,6.02145390874675,2.2133306447596,0.789613996810213,1.73631590930995,1.41609293391316,0.872100620681008,1.21422672899341,2.2768840229247,1.03954052304796,0.920015402195775,1.12900964965851,0.965048728123779,0.956145461565515,1.05546956579729,2.23943740205019,1.45742782889582,1.29586806547164,1.10696287945553,1.86568452362822,1.38842762386062,0.935551700681802,1.08974645332948,1.02355373612185,2.15638667229945,1.24222980429876,2.65586394423775,4.94663159254225,1.32281649551223,1.73307400480335,1.26349750492378,4.0958273524325,2.11670172315471,2.20085677437312,0.915567321175475,1.07199785055186,1.84031359735226,1.69331131840443,1.40172072092278,1.0956043935941,0.9224498864489,1.0895198015354,1.09476705316052,1.1623608320236,2.30571640692605,1.4688930548007,2.92934042468096,1.65864639403952,5.94623957624561,1.27803540886678,1.27471023466313,1.35548761268056,2.65423678328153,0.997201933486732,2.16371172824413,1.94840279041799,1.8449472855323,0.986284870046258,0.80596921672118,3.58243936539365,5.3306071059485,4.40041733042452,1.26564098985619,2.2712736187873,2.16693997295872,0.736162178298302,1.26562938850376,3.30081374726425,3.08428848411841,3.12947795226807,3.56393714863469,1.23644960407164,6.97382136083471,1.94144404325157,1.7240596642809,4.44092700019167,2.80678181514894,3.42449703811671,2.683200888154,4.25112813903004
"culi_8",1.10908634672381,1.3509730416086,2.54701693657716,2.13678683386184,1.75083274953311,0.911647492601813,0,0.749708606336115,0.70610626066319,0.885360154075157,0.444169705722223,0.69720609078943,0.740025777768909,0.636888251846566,0.813428319484097,1.22970035744833,1.15179224894878,0.957304257945614,1.43775812817506,1.00585287100402,0.5153170316127,0.753216525811159,0.536132600523544,0.732489014148937,0.678497243739855,0.99795738238926,1.08170040583863,0.859319608064382,0.782533047351559,0.804788359297847,1.09309851715504,1.34017630424649,1.66592639590154,0.585927671047899,0.717602256942271,1.10172993599489,0.913810087682936,1.54561919504448,2.08207618351503,6.48269531079414,2.78309691376863,0.74606614716631,1.91909754371125,1.35204992530394,1.18916055210259,1.76550797566692,2.25040046684325,1.43176569989899,0.696881456967536,1.44389162698896,0.915846748436221,1.27468830274696,0.821363316508721,2.33774005648565,1.32403395272672,1.11133734081464,1.29609827004828,1.74185712133856,1.29719040212191,0.968281323779069,1.35532233783169,0.713618845672253,2.2396265770879,1.07863914626189,2.87212352028655,5.2277733480544,1.2026176463324,1.70713563441292,1.35195798482467,4.2527689745465,2.23991619856381,2.51314343778237,0.953014445662731,0.78731018923459,1.97483488261247,1.62468050450953,1.30492243276586,1.01896960981313,0.783165222419854,0.999862284855705,0.915013350520277,0.966153846433813,2.35753727421576,1.40147517218753,3.03188085211273,1.85902229748714,6.20977598476534,1.20587199124316,1.70331810591313,1.34203077411331,2.78554089723221,0.539980535933446,2.34652748599443,1.88538536087801,1.80392507594732,1.22492207050378,0.655843600065044,3.98147645202017,5.60742937290654,4.63047329906627,1.14418312613713,2.29332139020775,2.14097209557353,0.517535870977219,0.797534719812423,3.5895329442317,3.18354429099858,3.34602964816041,3.74554602911196,1.45034596539215,7.06554455795095,1.75308207316012,2.00017200058959,4.70037731870965,3.0359293030472,3.66674645061374,3.02566544617628,4.63328513331202
"culi_10",1.25691028188097,1.42517905477286,2.46483081878112,2.06997678571028,2.0263182855835,0.776832248548834,0.749708606336115,0,1.0227568392121,0.662260966629567,0.763511540333181,0.689476954317254,0.94540625784685,0.841275527125867,0.843115201828388,0.826650618200973,1.32104416635824,1.16847102454955,1.21317323139166,1.03688170307645,0.610920327748327,0.820139440955346,0.870054054157898,1.29108519422582,1.00819834233944,1.16817234807906,1.15180025396007,1.36087913248352,0.81142705063243,0.648695831614597,1.12912678993423,0.916743852129527,1.87702925980405,0.8327782740551,1.13757232558969,1.19272990962265,1.22222990782079,1.58148421633945,2.02230302213556,6.63876888003947,2.88608951717714,0.917757637761603,1.94330256784163,1.4150744412592,0.788122165585412,1.17608708859266,2.34545384317643,1.31734184012594,0.658073775301877,1.47262738597787,1.00304962732233,1.10826913577137,1.08777809479228,2.3363245959141,1.69220639416409,1.3820356101019,1.35514756226011,2.22090581888579,1.42610959942373,0.750466101672213,1.42602510321102,0.827652970932418,2.25398962114205,1.47633166284091,2.84522727014702,5.20027305882923,1.44669020159855,1.85202861703996,1.38882717773374,4.24199998523218,2.17705030735584,2.66018232901526,1.24987474828177,0.996201269505092,1.88104281594198,1.68970382259401,1.41670010609331,0.989196804104396,0.969995709155743,1.26380112366977,0.946827667519922,1.22584872533622,2.49051768961318,1.54827449224038,3.07146262968573,1.98246783739792,6.09674375708345,1.26490311343461,1.73261353830907,1.26499352168222,2.5078637463735,0.855667263110886,2.3093910945499,2.253613658327,2.02129336035046,1.37302855638052,0.58401421802452,3.91651682070877,5.56509606373823,4.57646968385897,1.29423480691566,2.43773191615841,2.19603907215519,0.332479968358579,1.23306610540439,3.4677329710404,3.15263697419586,3.24206271533374,3.62861215286414,1.2452053217472,7.06410564390561,1.91760293771124,1.78870277458591,4.625899461991,2.86927500356584,3.52244440853318,2.97102783689247,4.63628897310384
"culi_11",0.965430279376397,0.873399346537604,2.77011664214403,1.76523124095689,1.16005870788467,1.07168746898715,0.70610626066319,1.0227568392121,0,0.653843730179285,0.927822285042101,0.869926438282008,0.444699065127851,0.981850349038601,0.800207309204414,1.1426362164907,1.27893126182172,0.881440629069521,1.1199414474667,0.84741029884012,0.616521145739248,0.597488607344828,0.559484561936686,0.467700139729805,0.534486260874839,0.634169137432899,1.31506496285836,0.469500158431975,0.64048972900242,0.909799284519256,0.54257101993872,1.32976904815551,1.20643273175763,0.526867716373018,0.37433907901733,0.667815240730661,0.452243722098178,0.902816403573722,1.50974562103106,6.46272652236107,2.82426653460758,0.651313659919469,1.48357774897233,0.722289942407265,1.24491356507775,1.9542246022825,1.58503909977415,1.75063268786182,1.16733879602634,1.69928715682049,0.793198139224596,1.63241398121758,0.519705101452828,2.71246973454398,1.2884512481865,0.598977427839031,0.851701121309323,1.55717906068982,0.668008065375226,1.12507564612277,1.14765381279937,1.07583093633671,2.47346780863823,0.603602638436585,3.22201309623412,5.59060291959829,0.603992726896907,1.83685567204791,0.959728211524073,4.6304211684896,2.42124051033113,2.70974442462738,0.624157651249828,0.662941867473353,1.48615891134805,0.966584497843833,0.6797161277895,0.69005752535764,0.504866000560325,0.993603574278633,1.20855923140748,0.590270212914338,1.82446296702693,0.734770426702194,2.42447289557047,1.29748341778571,6.45052538512023,0.588287886102156,1.85316863074538,1.73990522133243,3.23820533235635,0.3785646873055,2.48122731584061,1.51069613680826,1.21464885937342,1.21602690393312,0.738689912376145,4.20340798674268,5.92607836373115,4.89678497098833,0.573073413054419,1.88231787842144,1.58485466846107,0.805300229943915,0.81527512481692,3.07865446538405,2.54879647754938,2.75503703282697,3.13030725980443,1.03709711034048,7.34405658607739,2.29766175318647,2.20906173039266,4.98931318833487,2.47726892851012,3.84854805962019,3.10908314860017,4.89742733205522
"culi_12",1.00324682477443,0.898816674541182,2.54383942710163,1.60920441100554,1.50448372221437,0.886546881090886,0.885360154075157,0.662260966629567,0.653843730179285,0,0.918779112440938,0.733189966992372,0.680745974602613,1.09294655729321,0.782425730265552,0.625678820370597,1.36520138243457,1.07073968915193,0.732922403451394,0.795424724527962,0.609027250826429,0.548628937498223,0.738411780884235,1.04716563836484,0.847597523780775,0.744971324106952,1.25835055372542,1.06134346637152,0.639013600216342,0.704479557131501,0.524051279048304,0.821044243819642,1.46346754793302,0.713147389516134,0.800890800219707,0.709560153893136,0.847360787226116,0.95075891373824,1.44112277007855,6.48989217313924,2.81457334123393,0.825769449024443,1.48328392471863,0.785360920363025,0.830338700531913,1.40345058667292,1.71181300086575,1.54785578282828,0.979909577679274,1.59219147963863,0.73925854674685,1.40953467863292,0.734929787551425,2.5528043562904,1.603080459998,0.932480778173545,0.8459577656421,2.07386377673015,0.834045673249355,0.835638653859625,1.09078494024495,1.02000297213887,2.33662936567882,1.07274091968547,3.07860662735328,5.43741820714936,0.910966268842494,1.8483611905541,0.90783508372801,4.47186192230604,2.23840462990244,2.6885768212211,0.940831574017577,0.774125671302128,1.31746973056813,1.06481548389951,0.828624967411523,0.481466435233615,0.624765993168657,1.16893237420776,1.19619417277014,0.917536615615167,1.99853411532873,0.955861278946378,2.4866547822896,1.44953825519647,6.3105768063372,0.678450701659969,1.84781641397245,1.61454421003302,3.04723078772121,0.610632035720084,2.34359641634089,1.94564858643048,1.54029480085129,1.24570964176684,0.507910606286874,4.0717028734125,5.77570227491587,4.75973569828185,0.785816989141125,2.00084579070528,1.63438403897551,0.661787993527126,1.24047755837199,2.98046138028816,2.53906299145292,2.65803190865269,3.0398089408154,0.72459345073736,7.25288978420342,2.36698742341565,2.00485280589977,4.80372111094941,2.30610856468798,3.57202799286022,2.9607917293789,4.76932608670113
