"","warble_1","warble_2","warble_3","warble_4","warble_6","warble_7","warble_9","warble_10","warble_12","warble_14","warble_15","warble_20","warble_33","warble_42","warble_43","warble_45","warble_49","warble_50","warble_52","warble_53","warble_54","warble_57","warble_58","warble_60","warble_63","warble_68","warble_69","warble_73","warble_80","warble_83","warble_84","warble_85","warble_87","warble_88","warble_89","warble_90","warble_93","warble_94","warble_95","warble_96","warble_97","warble_100","warble_101","warble_103","warble_104","warble_106","warble_107","warble_108","warble_109","warble_110","warble_111","warble_112","warble_114","warble_117","warble_118","warble_119","warble_120","warble_121","warble_122","warble_123","warble_125","warble_126","warble_127","warble_135","warble_136","warble_137","warble_139","warble_140","warble_141","warble_144","warble_145","warble_147","warble_148","warble_149","warble_150","warble_151","warble_152","warble_153","warble_154","warble_157","warble_158","warble_159","warble_161","warble_162","warble_164","warble_170","warble_173","warble_178","warble_180","warble_181","warble_185","warble_187","warble_188","warble_189","warble_191","warble_192","warble_197","warble_200","warble_202","warble_221","warble_222","warble_224","warble_225","warble_227","warble_228","warble_229","warble_230","warble_232","warble_234","warble_236","warble_240","warble_243","warble_245","warble_247","warble_250","warble_251","warble_257","warble_262","warble_263","warble_265","warble_269","warble_272","warble_280","warble_282","warble_283","warble_286","warble_292","warble_293","warble_296","warble_307","warble_308","warble_310","warble_315","warble_318","warble_319","warble_324","warble_325","warble_326"
"warble_1",0,0.0617043436698264,0.0410358075117107,0.0695510635820141,0.119773862301273,0.0613616174199121,0.0365271449011048,0.0684320792957874,0.0794201710862974,0.0742291071973977,0.076333513518087,0.147302355983675,0.057865227977382,0.134170208083869,0.0499967163278345,0.0552610647188757,0.0691778070809869,0.0522922357444166,0.0441902991240209,0.0518147635543752,0.0597441901882623,0.0841331683499154,0.0610987144098232,0.0795256955761014,0.0722803893266252,0.0821886758201162,0.0738239466164006,0.0486835230955608,0.117372912923832,0.120486540843188,0.0591155834849442,0.179854867522512,0.0930110990680626,0.0652731720467389,0.0698663713831256,0.126476003781541,0.165498913291736,0.0918381902015163,0.118527131372833,0.071115776382678,0.0766025810412618,0.0625235815313755,0.0845442953217466,0.0922218086279431,0.0752119571268426,0.110298638872015,0.0708131586325964,0.0640903710225695,0.0795558775390967,0.0664521070432599,0.0902581479492461,0.0802349989872428,0.148704963541218,0.0530378465334294,0.0580092875428555,0.108759580391275,0.0776795109042309,0.184580366122128,0.0527242930019605,0.0901449301574766,0.0709514365203081,0.149469085011432,0.254890955015492,0.191157127596131,0.185021526840463,0.17043499819615,0.075557864668394,0.107874523236455,0.148112282122801,0.0550873440110545,0.0588633212816122,0.163422404183272,0.0672307049688856,0.10064730044702,0.0455210414136028,0.0624772389650387,0.102601277737568,0.161124884698994,0.096643370783006,0.135941397294952,0.0834367656547313,0.071040180112957,0.0704408185438471,0.201153928376046,0.122076538040281,0.253802033232959,0.106890010646296,0.209361661512362,0.0818475857423288,0.0706435089973713,0.0960898650190577,0.0757777088748989,0.169797052793188,0.0741503372628655,0.132289126645523,0.437851632158793,0.0364575761870608,0.0719676827410766,0.142603760910882,0.0503777788717627,0.0812682209485456,0.0557282052610194,0.282020356440174,0.0753906575672494,0.0472167427495048,0.126813965044297,0.0719650412968056,0.161116138642817,0.0693155752024835,0.0881959874075815,0.563271936367308,0.106895047310495,0.131762014900737,0.486548228845537,0.058190890306992,0.549698414502627,0.16133174528848,0.0557331573940477,0.0607831753947539,0.0999676544754672,0.131857776643614,0.0438587093786892,0.0668863640019308,0.0882512528026902,0.0816894098795418,0.108653311523596,0.0536016253742686,0.0754880558041857,0.135550655996022,0.111114862143419,0.0603887696122792,0.0780962805179153,0.0609611312069183,0.0711237498845246,0.0926611047170811,0.0796424889406302,0.0902195454282757,0.0586574819588772
"warble_2",0.0617043436698264,0,0.0849180531377581,0.0434346597608132,0.142498205759321,0.090411927585234,0.0589835481628242,0.0836299307232365,0.107080088571927,0.0642939509661351,0.0563268145476412,0.112983074787333,0.0905722892408043,0.116746622192485,0.0845691609115962,0.0865926081655339,0.0960257801082237,0.0538145369595893,0.0650640784976608,0.0554371299524782,0.0913040596001429,0.110765687931997,0.046281777646099,0.0583015779944143,0.10925248980799,0.101000383698932,0.0613161917393711,0.073881653331699,0.0885314138388899,0.108969942989604,0.0969787176420247,0.148029287894459,0.0554032455067919,0.0816559141991482,0.0457253630371938,0.0974691701693079,0.128271067685305,0.0598258687196198,0.141431133410697,0.038490325162341,0.0408972813138419,0.0504583080828228,0.0569490288483703,0.0614570707307228,0.117631287440417,0.0749460740932763,0.102405953449168,0.0612545155852963,0.0680067709328693,0.0542849348499449,0.066907758524073,0.0639339169578158,0.138879352659168,0.0530204876606177,0.0857463024806076,0.135033832045628,0.0789067209778929,0.164171438725141,0.0722309327557638,0.0979658841920942,0.0618689262065148,0.180589912255676,0.27591301394959,0.231180246691383,0.212759377432775,0.215035434814552,0.0720302151222028,0.077179892018136,0.114431160756124,0.0758183976116025,0.0974465655433404,0.142204589154571,0.0869787557433115,0.0778643453335617,0.093497863912526,0.108040365719811,0.148330489845735,0.174415051833919,0.0673043273312518,0.105968277236263,0.0521488963362412,0.049277136709203,0.0585092173544834,0.173551837878641,0.0985676811419395,0.236819451157895,0.119625068705475,0.237250347788157,0.113621253525146,0.1077189072674,0.112440360051229,0.0861713445145103,0.13113455840969,0.102426089889713,0.172348967808424,0.444762453178282,0.0750511642569364,0.112672424067025,0.112101221408587,0.0805701630904898,0.106378025384059,0.0752037792548116,0.288353361071583,0.0381206328097696,0.0504729630644843,0.0939086166968341,0.0619379676810203,0.124591568595391,0.0596935993191606,0.0707047902000277,0.561330867052803,0.0954199777003668,0.155308057913207,0.486374867200731,0.0758448091837732,0.548545301010458,0.185146398740452,0.0951850143794415,0.0857476645728887,0.12075114749681,0.150151283663294,0.059254458868822,0.0892436654261692,0.0548124201202188,0.0690412447859335,0.070494318185499,0.0780960231340388,0.0653679137790978,0.158277386677273,0.131068213564381,0.0475342464660523,0.104694329424391,0.0277542704933258,0.0415062910581145,0.121589830531193,0.0928286464034109,0.111016989879059,0.100364974089813
"warble_3",0.0410358075117107,0.0849180531377581,0,0.0904462964594872,0.138025246236598,0.0547480501152521,0.0520118734772347,0.0558237053268138,0.065824620365735,0.0980265599549309,0.0880436344980608,0.163757563840323,0.0753458607499709,0.145231666694934,0.0718226925486349,0.0578144938421703,0.0705072111366437,0.0762360917846687,0.0700955985315943,0.0782772694350815,0.0795979306816527,0.10453948498204,0.0664811047947503,0.0896976762780495,0.0900738145361505,0.087416379793295,0.0917612491172356,0.0729487016654171,0.1367041635401,0.135043639155125,0.0763346076037111,0.201733050940155,0.120908907079801,0.0853073034071453,0.089315589262582,0.142176150294818,0.163666503187814,0.118870233741702,0.135843660181313,0.0985203962231032,0.107015992338891,0.0885270967032623,0.107553089812539,0.11822513299874,0.0967829327006191,0.132099297535772,0.0853402854405452,0.092466115340249,0.0921461833973677,0.0935950867122003,0.105558267929629,0.093536420672186,0.161062340294102,0.0765007309811579,0.0773648639328211,0.122852928623189,0.0968788336130627,0.180534543595816,0.0717245702786028,0.106938206416973,0.0972685526132871,0.148676411444602,0.271328370556205,0.165658740445141,0.161118506440763,0.137886464273671,0.101630166596484,0.121054658532169,0.153399457093353,0.0402598825953607,0.0421322906565413,0.147636066193806,0.0766033941954713,0.0941370498564047,0.0370463268727041,0.038226175280356,0.0816548456572774,0.14242505595629,0.12242288385726,0.135749074143222,0.102109139025258,0.100467640739456,0.094252090202232,0.221089760610057,0.143318642155108,0.246398379719832,0.104002106085362,0.183697345115128,0.0725287297213448,0.0650296687520377,0.0795807555532652,0.0787990124988936,0.189427302066293,0.0912312326362509,0.105364206991441,0.444012212296128,0.0503399263698364,0.0624779562972033,0.161669163951368,0.0617558158018324,0.0691993464948702,0.069377376722476,0.286786034630542,0.101322706148112,0.0504656340281866,0.12381591604638,0.0672834543323598,0.161286593958875,0.0777091051420683,0.107482676781789,0.569735055119559,0.111064365164091,0.112301904779081,0.492659956072862,0.050083580370961,0.555945631333766,0.167865796145473,0.041623813511713,0.0628765978517184,0.099585954785188,0.132598173024383,0.0513783815264657,0.0850841486416035,0.0907661069697307,0.0764579969815091,0.108442878348816,0.0726827181431101,0.10089498315003,0.151809687342889,0.133443768940832,0.0794266478763866,0.0828793370726126,0.0825248103618942,0.100225277716655,0.100894625868026,0.103634964215092,0.111290047362602,0.0780410832192363
"warble_4",0.0695510635820141,0.0434346597608132,0.0904462964594872,0,0.155601805866482,0.100785551391538,0.0736537517441001,0.0822170754630886,0.130385055133424,0.0645882289281714,0.0685995360395192,0.0912553151449323,0.0751071015166696,0.0925692550645545,0.0985989824333846,0.108716204156857,0.0940964660458096,0.0720833107175023,0.0644815327162654,0.0726436726452119,0.0963486469132012,0.121029233881405,0.0700205808136917,0.0599048680930221,0.122555066949955,0.0882863034407405,0.0585449385434286,0.076789565807945,0.0603621443421627,0.0805809818133938,0.0981582853629186,0.137750789407121,0.0530009311042794,0.0926089087774419,0.0326765927879143,0.0689315597464545,0.122201190468616,0.0592327427376355,0.136913038352701,0.0463296641417057,0.0446541047149784,0.0631727896460471,0.0328332297245573,0.058570648731035,0.11655267450829,0.0549969636741334,0.0840335908542752,0.068200963389561,0.0350914357472507,0.0631639108536639,0.0607277879196458,0.0415041856777106,0.11106945416453,0.050774604405797,0.072382827269659,0.116789254769236,0.0664765318619141,0.149204439829209,0.0670416510400182,0.0763528597112697,0.058878285447812,0.172983755931149,0.273625492638106,0.217154877903001,0.211990811181918,0.203793301559044,0.065305321712386,0.0670733536915063,0.104419957573915,0.0928395143813119,0.0995561827022269,0.127034061778562,0.103068623621489,0.0765332681235134,0.0964618376724894,0.10582221835961,0.138406502222835,0.172512392958593,0.0618146917062102,0.0949637217334994,0.0405601816687746,0.0529476727246262,0.0424492879697135,0.169722289690143,0.071089462119414,0.221795188906702,0.106637856207073,0.23636895304864,0.125816269324051,0.099045375836151,0.10558187546356,0.079691033788578,0.12103924571453,0.0985510961028063,0.165358600040798,0.453360712324522,0.0934780592593644,0.107446859377348,0.0953436230689644,0.0970244249625727,0.134238836441543,0.100185916708618,0.29606114214139,0.0327339911811507,0.0621354492547025,0.078401952221396,0.0775748867607943,0.114038519163913,0.0586182807471355,0.0375399529313553,0.57428628609807,0.108888615717401,0.169450267956672,0.498326136068635,0.0726984144790988,0.560997473611292,0.19632699874832,0.105762250335366,0.11134557847844,0.15434769896909,0.177244170818871,0.0653451623635416,0.112470733672014,0.0542587916781321,0.0704959379008106,0.0708335893347293,0.0911466290448765,0.0793950492051755,0.171219733943457,0.159697162975126,0.0759050601066265,0.134319789860436,0.0449803186611078,0.0554272962657843,0.143382823639595,0.0845517699889315,0.128683784745287,0.110519275282134
"warble_6",0.119773862301273,0.142498205759321,0.138025246236598,0.155601805866482,0,0.130390914021347,0.119860278174654,0.16343684570081,0.1043346426545,0.0997558857966202,0.135438436794853,0.20330133197213,0.12144205361105,0.228562901508453,0.0932257005216088,0.11234327116657,0.17798082651651,0.111309349825613,0.108944523473153,0.100990656932933,0.0716265731353474,0.0623563889051641,0.135826260178378,0.188690069780148,0.0788986031845911,0.193864221027224,0.163572652974602,0.101179802200136,0.183714926610323,0.214515507568721,0.0791839511623082,0.263519044952134,0.145662288861644,0.0736385658650059,0.149830899865355,0.177365217008827,0.265649370827477,0.120828583787292,0.0617217064887042,0.127924934262741,0.136464372061385,0.104487617861696,0.147906313853169,0.156195775377787,0.0572718185202288,0.155631905753487,0.132212847211487,0.0968994080013469,0.16786217156275,0.103497136003232,0.174745117797727,0.163779850933385,0.25071804900192,0.12674065034905,0.114239086370016,0.206489624909411,0.120319513752839,0.293773152465972,0.096925202831251,0.186452593885795,0.137313782972532,0.241516450381501,0.268861089571585,0.283555099486789,0.236868736906701,0.235145090488456,0.119554310862975,0.199769855627257,0.237438562574425,0.133684485325871,0.157983468250926,0.244361722257434,0.114334563540405,0.186285491148933,0.124330172325075,0.1441617082979,0.188042881333034,0.234532653846743,0.161669918686798,0.225496542716755,0.164274827338404,0.122402091141346,0.13075158825846,0.243313640357684,0.193714945329171,0.337438118675852,0.201716186593349,0.231493003175715,0.117526276991226,0.149194378517923,0.189043549153596,0.151607142097469,0.247214440579058,0.0791459238421834,0.190661462184209,0.439526330203858,0.1152324912673,0.165276510762612,0.228147308099701,0.0892106359914333,0.114529460760759,0.0935683462731815,0.301671375224721,0.150877630718308,0.145715025809246,0.21597715960116,0.1654072518944,0.249243785858972,0.162393747927842,0.171208527352699,0.559487344940471,0.196962285386418,0.169536695263634,0.481366717752235,0.16716364194691,0.545769597081342,0.208889937776206,0.119444646489141,0.096028097084246,0.132499684170013,0.0851428513785208,0.14753763515518,0.0777922021511639,0.172788311925638,0.179221818253468,0.201137314788951,0.0926733845401795,0.100709304366258,0.021903752624022,0.109915283448264,0.119122554060845,0.107873940102602,0.13870323489887,0.132534625829587,0.0827297931153307,0.0859291002246481,0.0968316411641601,0.0786100140727215
"warble_7",0.0613616174199121,0.090411927585234,0.0547480501152521,0.100785551391538,0.130390914021347,0,0.0529530646360155,0.0687498412502624,0.0662838184084383,0.0908612747204779,0.114471129425687,0.158735310901865,0.0964125182179838,0.16576492591701,0.0820143421868332,0.0687896505760783,0.10240226031851,0.0707418279220678,0.0852688820311586,0.0711073135794901,0.0830965472350872,0.101474463660605,0.0699493360694764,0.117967604137454,0.0974309849520071,0.110907366633203,0.109550696176814,0.0831551373371041,0.131884726601626,0.154729589025247,0.0926741545644545,0.199669756949482,0.113335482059574,0.074094070939922,0.0954949100136321,0.143168742807286,0.181286913823047,0.113735557422891,0.122505393023513,0.0936228218674072,0.105775101242671,0.0856253975792862,0.112829704259961,0.118780326359707,0.10014994063879,0.127198595417064,0.106034384101477,0.0912256832106614,0.107133774369748,0.0907624560678187,0.124485517509245,0.114765271651472,0.181166757389239,0.0945982800016234,0.0985939814968715,0.145296462083872,0.118248019182767,0.203828122594876,0.0766803688819518,0.127988325343371,0.104943582413611,0.162392856216454,0.281218177194573,0.170034536060765,0.135252745804738,0.145586469133707,0.0941145208262016,0.124061590320553,0.153176689118304,0.0475762992667524,0.066917717185832,0.153377766882883,0.105140093278352,0.0986627790795947,0.0566232135948104,0.0729276269601597,0.0986405951178506,0.122418441012545,0.132870883909932,0.139831712686415,0.0998469476041682,0.0950577689764038,0.101312557343783,0.221566006939269,0.155063347595835,0.234243081730222,0.139457549329624,0.160025109609656,0.0473840648250847,0.0670240559350292,0.085560747212192,0.0760952391046195,0.194915380435285,0.0806926692301306,0.102471335876036,0.453326881782747,0.0670141627172135,0.0632501921785006,0.156901730524667,0.0599860309109216,0.0790715616566679,0.0663470410118436,0.291652846711254,0.0985439139083627,0.0655043934335019,0.125572964378254,0.0904138091189179,0.170592532845446,0.087333261065988,0.118890666662834,0.57344995131184,0.128259294170684,0.110961658354537,0.496601152873509,0.0823869700471802,0.558904893095457,0.185240281949298,0.0587721266229729,0.0612058026439558,0.113757084509192,0.144611336734569,0.0815537909390602,0.0801297462794629,0.0972292313161885,0.098937058375724,0.12440933833828,0.0678406804375696,0.0957247837588222,0.144685524114235,0.135889906677716,0.083161613064672,0.102507192577873,0.0922307378655996,0.100931059651913,0.121029174595249,0.10625680937715,0.114852727900715,0.0910778514899992
"warble_9",0.0365271449011048,0.0589835481628242,0.0520118734772347,0.0736537517441001,0.119860278174654,0.0529530646360155,0,0.0707292844860014,0.0666494762718848,0.0655074340263112,0.0812015591298013,0.140042375592016,0.0756055892756978,0.141913420882224,0.0640663346169644,0.0543288235901562,0.0779986273928746,0.0400105156625165,0.053463495234934,0.041828375833658,0.0667215040476414,0.0907454706657166,0.0482721889959845,0.0916274533088598,0.085804261658753,0.0937440525414561,0.0836168872109109,0.0592911176465085,0.111110871778184,0.130250436653857,0.0710364099019587,0.179571742212465,0.0899810959472704,0.0586542900730353,0.0669978326009347,0.121077413567738,0.160007548380859,0.0898829628906551,0.115755169131,0.0655517641024665,0.0777012116055618,0.0575555827001932,0.085762691044222,0.093540853338721,0.085319566326643,0.100975929201217,0.0876632317636604,0.0619975455428057,0.0857525163328842,0.060849864279878,0.100025655785793,0.0876906340582827,0.157959528570379,0.0633349602149423,0.0668438323512109,0.117208773485171,0.087760657625711,0.18793945428028,0.0476289248454024,0.100458929074415,0.0757688782257138,0.165099422933875,0.273035902330615,0.20228867083246,0.174692364870988,0.177700422257584,0.068764904789915,0.102757986498843,0.13998175283481,0.0385416804921681,0.0712768897710723,0.155464714847522,0.0794964250897592,0.0896084500567959,0.0570794254249425,0.0740086813646934,0.106627455476738,0.147496625848191,0.103961092309797,0.128530928600813,0.0768324440540398,0.0707903712539118,0.0701894013820977,0.20231297936913,0.130788554010392,0.248960633858856,0.120587385942383,0.20117685516716,0.074371474389602,0.067292524999377,0.0985334525251431,0.0679143251470549,0.170525741118611,0.0744579184811389,0.136127802620457,0.446967337290056,0.0477213296762806,0.0813700004487292,0.140531497667951,0.0511643830048612,0.0783931736564302,0.0532466139386829,0.288039881692114,0.071666919253192,0.0430090135677324,0.111403075493757,0.0675975080913938,0.154208430630227,0.0695730426082307,0.0923349487593283,0.570746479446543,0.100687747902593,0.118460529011912,0.494016491987891,0.0658076358741198,0.555899470719403,0.173080242610538,0.0614315742106007,0.0576955140284638,0.104769467384002,0.130392541468646,0.049683496788948,0.0675612076129744,0.0793576520307606,0.0725083314003334,0.104317149538202,0.0497802468718595,0.0686992163490812,0.134759185388757,0.120766389859263,0.0508897146889146,0.0862494858637484,0.0577147486334791,0.0726491993586713,0.105545001562171,0.0764867896047246,0.101409524670606,0.0736089900306596
"warble_10",0.0684320792957874,0.0836299307232365,0.0558237053268138,0.0822170754630886,0.16343684570081,0.0687498412502624,0.0707292844860014,0,0.0867274420121915,0.0997022143208395,0.0991700474543937,0.152530236832945,0.106167468937621,0.142671667338576,0.107892726250564,0.0889171965418713,0.0827687081256891,0.0901432357594512,0.0955092533970604,0.0952243747141958,0.111331322544467,0.13488670409919,0.0723898556601416,0.0879480149957896,0.120577391969014,0.0858429075181698,0.0984110141764013,0.101282338798708,0.122154259873788,0.131733556848896,0.118434259230498,0.186062512883681,0.115778391533677,0.115427945849408,0.0845298522233915,0.135602770455929,0.142735173564382,0.109394604630141,0.160352670836346,0.0937278337136973,0.101873412204338,0.0930142228259545,0.0998040911328594,0.114667036837388,0.119930355204015,0.125223870561451,0.118612617186926,0.095841772334385,0.0924741555695133,0.0960370644874071,0.113072725092222,0.0989577735617413,0.157067986792616,0.0860256871690199,0.102102977637662,0.138649134213492,0.106920550366794,0.169511548255568,0.0904266191660484,0.107832820752976,0.0960780782820447,0.162728903239386,0.280431222057818,0.166676233926394,0.151479346734369,0.142832210493253,0.104465047371824,0.096793404971805,0.123262236229287,0.0565131195312789,0.0429168209672543,0.110835950416578,0.119724287058981,0.0677752465635452,0.0639570534498059,0.0595296869332564,0.0825442209060517,0.112912493788365,0.124142923662099,0.105435196923937,0.0887720450760508,0.0932195381395255,0.089291876217405,0.208288897828288,0.13493629127163,0.2079414854088,0.0806443809209762,0.17887551794621,0.0787793452468509,0.0542124541316325,0.0440597797407368,0.0600027461399519,0.167129465144226,0.111072659958426,0.0992429403155373,0.446623666048738,0.077266393177156,0.0616710910943043,0.137052682372993,0.0887383692563242,0.0936940292351552,0.0993094263720991,0.288579648521708,0.0893607931102795,0.0486085214064395,0.103754755844031,0.0559996607701943,0.132368964070845,0.0695994658612208,0.0948007908640853,0.571695749877019,0.105966749334042,0.111229298428702,0.495660484839678,0.0522158003699636,0.557777287184482,0.173858927796234,0.0616522431331418,0.0856907318081979,0.12343956168304,0.159204334951598,0.0705230370278844,0.114137766596334,0.0769488297146508,0.0570413552413433,0.0893987805725808,0.0977079528200422,0.108651635287811,0.175805666121897,0.159352658723493,0.0840855996098943,0.109853853663224,0.0813644818846775,0.0950733787004698,0.133406198417568,0.119747482784565,0.134527401722441,0.107403374316612
"warble_12",0.0794201710862974,0.107080088571927,0.065824620365735,0.130385055133424,0.1043346426545,0.0662838184084383,0.0666494762718848,0.0867274420121915,0,0.113067411475675,0.123256083728294,0.191789910395453,0.12024200683081,0.199024815787802,0.0669916855412261,0.0501669564190535,0.124292447306736,0.0790565613174341,0.102251784892652,0.0810880499536507,0.0669088612150051,0.0791712116168593,0.0739683121832169,0.140704157168745,0.0706087854469555,0.138971875755245,0.140644054141865,0.0977895824466943,0.166078628367118,0.18659371456253,0.0878360932298876,0.231997763997282,0.141302532443538,0.0868946187323461,0.121623055215994,0.175824378205556,0.200168156815152,0.139561476936172,0.120628474036162,0.113179998216438,0.12848235271043,0.102979119761676,0.141686557001853,0.148701864524869,0.0770764756064834,0.155209297280997,0.131990080069262,0.107862285045871,0.140848067868541,0.107514160287548,0.155281840408912,0.145083424500151,0.213587071708885,0.115396546556031,0.118338372337651,0.175900154871341,0.138294064091343,0.230147472719712,0.0950580535559847,0.158725246579563,0.126766692368054,0.184897128047423,0.282658478067239,0.206103219940419,0.156779421794416,0.152621970212674,0.115540480981006,0.155474811959898,0.183963951682242,0.0503956557583847,0.0761957257497626,0.168326937722155,0.104856922186177,0.119592651691829,0.0682355799886403,0.0803090700367465,0.11043785035535,0.154161441126101,0.160337325395613,0.167485386856749,0.130416767480057,0.119209709687161,0.123290486649777,0.25813122879891,0.186379703572485,0.267000257064557,0.154394098281477,0.162878560302985,0.0512155085541756,0.0875650438688622,0.104092908701598,0.103350299463493,0.228605452197713,0.0861720025308382,0.109711281446425,0.445566869399714,0.0726270608599595,0.0995296096999672,0.193406005855135,0.0486889618472131,0.0337549212615524,0.0585331795164184,0.283047184600469,0.126284906566293,0.0865647563624337,0.151037379728356,0.0946881346649245,0.186736894930259,0.113019226179517,0.149875596563224,0.566890793998822,0.141745841017435,0.0886983124525281,0.4894576262135,0.103666825492334,0.55223041867079,0.169638402592765,0.0404652960635175,0.038919116820673,0.081421279608346,0.0872235239522923,0.101940404435057,0.0550062331839266,0.120201033253491,0.108566480123856,0.139358204725142,0.0760138289972533,0.111192599615794,0.118044128016373,0.114435805529378,0.0813704673207824,0.057483080943602,0.105493934543622,0.124893662512939,0.0772532996588871,0.123481744527097,0.101465689690425,0.0579927488733053
"warble_14",0.0742291071973977,0.0642939509661351,0.0980265599549309,0.0645882289281714,0.0997558857966202,0.0908612747204779,0.0655074340263112,0.0997022143208395,0.113067411475675,0,0.0681508021081464,0.113626249052219,0.0647984610315133,0.134368502133542,0.0785985471739788,0.0938710546147241,0.113221807761472,0.0509619684745691,0.0403663753037118,0.0456073315921616,0.0713989925620578,0.08193551998659,0.059080481618931,0.102471107163604,0.093710743517353,0.11485107431477,0.0729079192613485,0.0489003267052399,0.0885180303170556,0.121737244547415,0.064214837701509,0.170685389000204,0.0567830801867848,0.0456790430326093,0.0566970194318012,0.0886711201816658,0.174502185035926,0.0358605505292957,0.0837436642725478,0.0416861790112585,0.0522811573633793,0.0263519345538534,0.054146820487553,0.0614559765301282,0.0866113847481005,0.0610484633171162,0.0755984711491128,0.0291695072853191,0.0712488554677488,0.0226082307564378,0.0878068692186599,0.068615628424819,0.154457485303097,0.0391613288164148,0.0484783778786566,0.133600265609687,0.0347946193203389,0.199111405414353,0.035382515257988,0.096994637517701,0.0511169006910138,0.199492472068323,0.282884704625379,0.241420483467149,0.211633480969199,0.218585889976856,0.036506718612959,0.106811127003824,0.146380305729998,0.0843260349654894,0.116425686272358,0.17242627966888,0.0815403225161021,0.106504822492196,0.0999633898972006,0.118456084007814,0.153959239675406,0.173024891030967,0.0806801612770233,0.142582708379113,0.0791666626363096,0.0422465633703406,0.0353014513464396,0.157774995401869,0.104843801976146,0.26332703329172,0.140617527066442,0.238017040379575,0.117481632924889,0.107661824590761,0.129180662019404,0.083766144431747,0.15540172295315,0.0576186323202718,0.177387994611302,0.455797294445666,0.0917791402756602,0.120707223941926,0.138295174537551,0.0747338224364136,0.11784761150074,0.0712594115722284,0.308147096112738,0.0610090059345281,0.0695554123505569,0.124581996494063,0.0939766618863792,0.159794313026612,0.0776975273232888,0.0801513012347215,0.573582108688325,0.119821443886686,0.170122947149353,0.497077653253518,0.0933080987452272,0.55986541099005,0.207298023672875,0.107893632842266,0.0892153230647396,0.146951587058258,0.148404991157133,0.076233718064003,0.0815725577298408,0.083794427332959,0.0936119130030073,0.112462632273683,0.062518583703178,0.0321171349314849,0.114626232310536,0.1414248362889,0.0510754721475925,0.12461872608707,0.061197443745687,0.0478998401862268,0.116612859702126,0.044270654593649,0.0977274837981916,0.098313460279079
