flow_cell_id,experiment_id,kit,barcode,alias
AWD070,HDZ-PL-017,SQK-16S114-24,barcode09,HDZ-475-S377
AWD070,HDZ-PL-017,SQK-16S114-24,barcode04,HDZ-464-S372
AWD070,HDZ-PL-017,SQK-16S114-24,barcode08,HDZ-474-S376
AWD070,HDZ-PL-017,SQK-16S114-24,barcode07,HDZ-473-S375
AWD070,HDZ-PL-017,SQK-16S114-24,barcode05,HDZ-465-S373
AWD070,HDZ-PL-017,SQK-16S114-24,barcode03,HDZ-463-S371
AWD070,HDZ-PL-017,SQK-16S114-24,barcode02,HDZ-462-S370
AWD070,HDZ-PL-017,SQK-16S114-24,barcode01,HDZ-461-S369
AWD070,HDZ-PL-017,SQK-16S114-24,barcode06,HDZ-466-S374
AWD070,HDZ-PL-017,SQK-16S114-24,barcode16,HDZ-482-S384
AWD070,HDZ-PL-017,SQK-16S114-24,barcode22,HDZ-488-S390
AWD070,HDZ-PL-017,SQK-16S114-24,barcode17,HDZ-483-S385
AWD070,HDZ-PL-017,SQK-16S114-24,barcode23,HDZ-489-S391
AWD070,HDZ-PL-017,SQK-16S114-24,barcode11,HDZ-477-S379
AWD070,HDZ-PL-017,SQK-16S114-24,barcode10,HDZ-476-S378
AWD070,HDZ-PL-017,SQK-16S114-24,barcode12,HDZ-478-S380
AWD070,HDZ-PL-017,SQK-16S114-24,barcode18,HDZ-484-S386
AWD070,HDZ-PL-017,SQK-16S114-24,barcode19,HDZ-485-S387
AWD070,HDZ-PL-017,SQK-16S114-24,barcode13,HDZ-479-S381
AWD070,HDZ-PL-017,SQK-16S114-24,barcode14,HDZ-480-S382
AWD070,HDZ-PL-017,SQK-16S114-24,barcode21,HDZ-487-S389
AWD070,HDZ-PL-017,SQK-16S114-24,barcode15,HDZ-481-S383
AWD070,HDZ-PL-017,SQK-16S114-24,barcode20,HDZ-486-S388
