flow_cell_id,experiment_id,kit,barcode,alias
AUD364,HDZ-PL-004,SQK-16S114-24,barcode01,HDZ-193-S70
AUD364,HDZ-PL-004,SQK-16S114-24,barcode02,HDZ-187-S71
AUD364,HDZ-PL-004,SQK-16S114-24,barcode03,HDZ-099-S72
AUD364,HDZ-PL-004,SQK-16S114-24,barcode04,HDZ-186-S73
AUD364,HDZ-PL-004,SQK-16S114-24,barcode05,HDZ-181-S74
AUD364,HDZ-PL-004,SQK-16S114-24,barcode06,HDZ-192-S75
AUD364,HDZ-PL-004,SQK-16S114-24,barcode07,HDZ-196-S76
AUD364,HDZ-PL-004,SQK-16S114-24,barcode08,HDZ-161-S77
AUD364,HDZ-PL-004,SQK-16S114-24,barcode09,HDZ-087-S78
AUD364,HDZ-PL-004,SQK-16S114-24,barcode10,HDZ-071-S79
AUD364,HDZ-PL-004,SQK-16S114-24,barcode11,HDZ-060-S80
AUD364,HDZ-PL-004,SQK-16S114-24,barcode12,HDZ-219-S81
AUD364,HDZ-PL-004,SQK-16S114-24,barcode13,HDZ-163-S82
AUD364,HDZ-PL-004,SQK-16S114-24,barcode14,HDZ-106-S83
AUD364,HDZ-PL-004,SQK-16S114-24,barcode15,HDZ-183-S84
AUD364,HDZ-PL-004,SQK-16S114-24,barcode16,HDZ-220-S85
AUD364,HDZ-PL-004,SQK-16S114-24,barcode17,HDZ-199-S86
AUD364,HDZ-PL-004,SQK-16S114-24,barcode18,HDZ-194-S87
AUD364,HDZ-PL-004,SQK-16S114-24,barcode19,HDZ-198-S88
AUD364,HDZ-PL-004,SQK-16S114-24,barcode20,HDZ-217-S89
AUD364,HDZ-PL-004,SQK-16S114-24,barcode21,HDZ-221-S90
AUD364,HDZ-PL-004,SQK-16S114-24,barcode22,HDZ-097-S91
AUD364,HDZ-PL-004,SQK-16S114-24,barcode23,HDZ-085-S92
AUD364,HDZ-PL-004,SQK-16S114-24,barcode24,PL-NTC-004-CTRL
