flow_cell_id,experiment_id,kit,barcode,alias
AVP307,PL8-9,SQK-16S114-24,barcode06,HDZ-264-S167
AVP307,PL8-9,SQK-16S114-24,barcode05,HDZ-263-S166
AVP307,PL8-9,SQK-16S114-24,barcode01,HDZ-258-S162
AVP307,PL8-9,SQK-16S114-24,barcode02,HDZ-259-S163
AVP307,PL8-9,SQK-16S114-24,barcode04,HDZ-262-S165
AVP307,PL8-9,SQK-16S114-24,barcode03,HDZ-260-S164
AVP307,PL8-9,SQK-16S114-24,barcode08,HDZ-333-S169
AVP307,PL8-9,SQK-16S114-24,barcode07,HDZ-332-S168
AVP307,PL8-9,SQK-16S114-24,barcode10,HDZ-342-S171
AVP307,PL8-9,SQK-16S114-24,barcode11,HDZ-343-S172
AVP307,PL8-9,SQK-16S114-24,barcode09,HDZ-341-S170
AVP307,PL8-9,SQK-16S114-24,barcode12,HDZ-349-S173
AVP307,PL8-9,SQK-16S114-24,barcode13,HDZ-350-S174
AVP307,PL8-9,SQK-16S114-24,barcode19,HDZ-357-S180
AVP307,PL8-9,SQK-16S114-24,barcode20,HDZ-358-S181
AVP307,PL8-9,SQK-16S114-24,barcode21,HDZ-359-S182
AVP307,PL8-9,SQK-16S114-24,barcode15,HDZ-352-S176
AVP307,PL8-9,SQK-16S114-24,barcode14,HDZ-351-S175
AVP307,PL8-9,SQK-16S114-24,barcode16,HDZ-354-S177
AVP307,PL8-9,SQK-16S114-24,barcode23,HDZ-361-S184
AVP307,PL8-9,SQK-16S114-24,barcode17,HDZ-355-S178
AVP307,PL8-9,SQK-16S114-24,barcode22,HDZ-360-S183
AVP307,PL8-9,SQK-16S114-24,barcode18,HDZ-356-S179
